Date,IRCTC
2020-05-05,240.6614227294922
2020-05-06,231.92745971679688
2020-05-07,231.61280822753906
2020-05-08,236.75213623046875
2020-05-11,248.5849609375
2020-05-12,261.00897216796875
2020-05-13,274.0527038574219
2020-05-14,264.9182434082031
2020-05-15,253.64801025390625
2020-05-18,240.96653747558594
2020-05-19,242.16795349121094
2020-05-20,254.26780700683594
2020-05-21,266.9778137207031
2020-05-22,271.306640625
2020-05-26,262.7347717285156
2020-05-27,265.4045715332031
2020-05-28,263.4118347167969
2020-05-29,268.9516296386719
2020-06-01,269.9813537597656
2020-06-02,268.8562316894531
2020-06-03,265.55712890625
2020-06-04,272.975341796875
2020-06-05,277.6950988769531
2020-06-08,292.17864990234375
2020-06-09,284.7890930175781
2020-06-10,277.3804626464844
2020-06-11,273.337646484375
2020-06-12,271.7929992675781
2020-06-15,271.4115905761719
2020-06-16,269.0849914550781
2020-06-17,266.04339599609375
2020-06-18,268.8085632324219
2020-06-19,271.54510498046875
2020-06-22,270.10528564453125
2020-06-23,276.66534423828125
2020-06-24,270.9825439453125
2020-06-25,269.33294677734375
2020-06-26,263.5929870605469
2020-06-29,258.5584716796875
2020-06-30,259.09246826171875
2020-07-01,259.9315185546875
2020-07-02,269.33294677734375
2020-07-03,267.95037841796875
2020-07-06,267.120849609375
2020-07-07,266.4820251464844
2020-07-08,265.0899353027344
2020-07-09,264.1269226074219
2020-07-10,267.1590270996094
2020-07-13,266.4724426269531
2020-07-14,259.7598876953125
2020-07-15,257.81475830078125
2020-07-16,260.1507873535156
2020-07-17,261.43804931640625
2020-07-20,262.4869079589844
2020-07-21,265.1089782714844
2020-07-22,261.8193664550781
2020-07-23,261.5428771972656
2020-07-24,258.93988037109375
2020-07-27,256.4608154296875
2020-07-28,256.59429931640625
2020-07-29,257.9673156738281
2020-07-30,255.66940307617188
2020-07-31,254.74452209472656
2020-08-03,255.47877502441406
2020-08-04,255.49777221679688
2020-08-05,254.95431518554688
2020-08-06,254.4966278076172
2020-08-07,253.88638305664062
2020-08-10,252.43707275390625
2020-08-11,261.6477966308594
2020-08-12,264.46051025390625
2020-08-13,263.94573974609375
2020-08-14,260.98992919921875
2020-08-17,263.8408508300781
2020-08-18,262.7156677246094
2020-08-19,259.69317626953125
2020-08-20,256.88043212890625
2020-08-21,255.87916564941406
2020-08-24,255.173583984375
2020-08-25,255.86964416503906
2020-08-26,261.1233215332031
2020-08-27,260.7800598144531
2020-08-28,260.58941650390625
2020-08-31,256.34637451171875
2020-09-01,257.7289733886719
2020-09-02,259.3022766113281
2020-09-03,261.00897216796875
2020-09-04,260.3415222167969
2020-09-07,269.80975341796875
2020-09-08,263.05902099609375
2020-09-09,257.2331237792969
2020-09-10,261.41900634765625
2020-09-11,261.3617248535156
2020-09-14,260.846923828125
2020-09-15,261.2187805175781
2020-09-16,260.76104736328125
2020-09-17,261.39031982421875
2020-09-18,267.9980773925781
2020-09-21,266.4724426269531
2020-09-22,258.5298767089844
2020-09-23,261.8004150390625
2020-09-24,255.3166046142578
2020-09-25,257.8338928222656
2020-09-28,260.6943664550781
2020-09-29,263.80279541015625
2020-09-30,263.9266662597656
2020-10-01,263.0303649902344
2020-10-05,262.4106140136719
2020-10-06,260.0840759277344
2020-10-07,258.7587585449219
2020-10-08,258.5108337402344
2020-10-09,257.6336364746094
2020-10-12,254.51568603515625
2020-10-13,254.86851501464844
2020-10-14,255.16407775878906
2020-10-15,253.53359985351562
2020-10-16,253.26661682128906
2020-10-19,253.51504516601562
2020-10-20,254.5275421142578
2020-10-21,254.4416046142578
2020-10-22,253.67738342285156
2020-10-23,253.71560668945312
2020-10-26,252.32090759277344
2020-10-27,253.3430633544922
2020-10-28,254.74728393554688
2020-10-29,254.22189331054688
2020-10-30,251.27963256835938
2020-11-02,248.805419921875
2020-11-03,248.652587890625
2020-11-04,248.4805908203125
2020-11-05,250.36253356933594
2020-11-06,250.51536560058594
2020-11-09,250.83062744140625
2020-11-10,262.5806579589844
2020-11-11,261.9883728027344
2020-11-12,263.9372253417969
2020-11-13,265.4274597167969
2020-11-14,267.2234191894531
2020-11-17,263.7174987792969
2020-11-18,260.85162353515625
2020-11-19,262.905517578125
2020-11-20,263.8798828125
2020-11-23,260.2880554199219
2020-11-24,260.2784423828125
2020-11-25,258.673583984375
2020-11-26,258.18634033203125
2020-11-27,258.58758544921875
2020-12-01,259.47601318359375
2020-12-02,257.9093322753906
2020-12-03,263.28753662109375
2020-12-04,300.0757751464844
2020-12-07,323.184326171875
2020-12-08,314.95928955078125
2020-12-09,309.0841979980469
2020-12-10,277.55963134765625
2020-12-11,271.4935302734375
2020-12-14,282.5749206542969
2020-12-15,275.3147277832031
2020-12-16,271.9520568847656
2020-12-17,272.2290954589844
2020-12-18,272.16229248046875
2020-12-21,262.4183349609375
2020-12-22,267.2998352050781
2020-12-23,269.6881103515625
2020-12-24,269.1913146972656
2020-12-28,270.91082763671875
2020-12-29,269.5447082519531
2020-12-30,274.1588439941406
2020-12-31,274.70330810546875
2021-01-01,276.0789489746094
2021-01-04,277.23486328125
2021-01-05,278.343017578125
2021-01-06,283.4251708984375
2021-01-07,284.571533203125
2021-01-08,281.1419677734375
2021-01-11,279.07861328125
2021-01-12,282.8519287109375
2021-01-13,279.16455078125
2021-01-14,279.53704833984375
2021-01-15,275.3529357910156
2021-01-18,271.9425354003906
2021-01-19,275.7923889160156
2021-01-20,277.5501403808594
2021-01-21,277.89398193359375
2021-01-22,273.68115234375
2021-01-25,272.49658203125
2021-01-27,274.7893371582031
2021-01-28,278.3812561035156
2021-01-29,278.1996765136719
2021-02-01,278.92572021484375
2021-02-02,280.9508972167969
2021-02-03,280.731201171875
2021-02-04,290.1981506347656
2021-02-05,297.0953369140625
2021-02-08,309.26568603515625
2021-02-09,313.669677734375
2021-02-10,309.2083740234375
2021-02-11,309.32305908203125
2021-02-12,330.89349365234375
2021-02-15,327.30157470703125
2021-02-16,319.8598937988281
2021-02-17,324.54083251953125
2021-02-18,325.02801513671875
2021-02-19,320.09869384765625
2021-02-22,308.7212829589844
2021-02-23,311.97869873046875
2021-02-24,320.1082763671875
2021-02-25,329.94781494140625
2021-02-26,336.19537353515625
2021-03-01,370.3565673828125
2021-03-02,362.56134033203125
2021-03-03,360.35467529296875
2021-03-04,374.6840515136719
2021-03-05,370.81512451171875
2021-03-08,385.06805419921875
2021-03-09,387.21746826171875
2021-03-10,385.65081787109375
2021-03-12,379.6993103027344
2021-03-15,371.9996032714844
2021-03-16,363.78411865234375
2021-03-17,348.4898681640625
2021-03-18,337.5328063964844
2021-03-19,354.4987487792969
2021-03-22,351.1743469238281
2021-03-23,351.9576416015625
2021-03-24,336.36737060546875
2021-03-25,328.9733581542969
2021-03-26,333.8548889160156
2021-03-30,335.3547058105469
2021-03-31,335.6890869140625
2021-04-01,334.68597412109375
2021-04-05,325.3050537109375
2021-04-06,322.6111145019531
2021-04-07,326.51824951171875
2021-04-08,329.8427429199219
2021-04-09,330.702392578125
2021-04-12,302.25390625
2021-04-13,307.9187316894531
2021-04-15,307.2405090332031
2021-04-16,310.9374694824219
2021-04-19,308.119384765625
2021-04-20,313.3448791503906
2021-04-22,319.6496887207031
2021-04-23,327.0914306640625
2021-04-26,330.6929626464844
2021-04-27,342.6053466796875
2021-04-28,343.1116943359375
2021-04-29,342.481201171875
2021-04-30,342.261474609375
2021-05-03,337.3226318359375
2021-05-04,338.2110290527344
2021-05-05,329.3172912597656
2021-05-06,329.6134033203125
2021-05-07,323.5377502441406
2021-05-10,334.0937194824219
2021-05-11,342.4333801269531
2021-05-12,333.7021179199219
2021-05-14,333.9026794433594
2021-05-17,336.6634521484375
2021-05-18,350.60113525390625
2021-05-19,355.0050048828125
2021-05-20,354.53692626953125
2021-05-21,355.7500915527344
2021-05-24,360.0490417480469
2021-05-25,364.5293273925781
2021-05-26,361.87359619140625
2021-05-27,368.4268493652344
2021-05-28,362.2939453125
2021-05-31,363.62176513671875
2021-06-01,361.9786376953125
2021-06-02,366.43988037109375
2021-06-03,367.1754455566406
2021-06-04,367.1563415527344
2021-06-07,400.228515625
2021-06-08,409.79095458984375
2021-06-09,395.719482421875
2021-06-10,402.4352111816406
2021-06-11,400.02789306640625
2021-06-14,394.42034912109375
2021-06-15,400.8303527832031
2021-06-16,399.3018493652344
2021-06-17,391.7455139160156
2021-06-18,384.3515625
2021-06-21,396.7990417480469
2021-06-22,397.9740905761719
2021-06-23,397.0664367675781
2021-06-24,396.053955078125
2021-06-25,395.27056884765625
2021-06-28,396.970947265625
2021-06-29,397.7542724609375
2021-06-30,388.58349609375
2021-07-01,388.7650146484375
2021-07-02,393.6847229003906
2021-07-05,415.28387451171875
2021-07-06,414.3858337402344
2021-07-07,418.12109375
2021-07-08,419.1623840332031
2021-07-09,422.0950927734375
2021-07-12,432.3453369140625
2021-07-13,434.5521240234375
2021-07-14,433.0140380859375
2021-07-15,433.3770751953125
2021-07-16,463.631103515625
2021-07-19,463.2203063964844
2021-07-20,454.84246826171875
2021-07-22,451.8810729980469
2021-07-23,444.2769470214844
2021-07-26,441.97467041015625
2021-07-27,438.5833435058594
2021-07-28,436.3098449707031
2021-07-29,443.4649963378906
2021-07-30,445.4137878417969
2021-08-02,471.7033386230469
2021-08-03,471.50274658203125
2021-08-04,475.95440673828125
2021-08-05,472.467529296875
2021-08-06,475.276123046875
2021-08-09,505.9601135253906
2021-08-10,504.31695556640625
2021-08-11,491.4492492675781
2021-08-12,513.9080810546875
2021-08-13,508.3483581542969
2021-08-16,502.4063720703125
2021-08-17,510.0486755371094
2021-08-18,519.4965209960938
2021-08-20,505.5970153808594
2021-08-23,487.98150634765625
2021-08-24,490.0257873535156
2021-08-25,503.72467041015625
2021-08-26,500.8970642089844
2021-08-27,506.0555725097656
2021-08-30,515.427001953125
2021-08-31,525.7918701171875
2021-09-01,524.6932373046875
2021-09-02,540.6848754882812
2021-09-03,548.3176879882812
2021-09-06,574.7792358398438
2021-09-07,627.9888916015625
2021-09-08,629.803955078125
2021-09-09,629.5364379882812
2021-09-13,656.4278564453125
2021-09-14,714.2610473632812
2021-09-15,703.523681640625
2021-09-16,720.231689453125
2021-09-17,738.1338500976562
2021-09-20,708.42431640625
2021-09-21,693.434814453125
2021-09-22,702.3787841796875
2021-09-23,706.731201171875
2021-09-24,705.812744140625
2021-09-27,733.6781005859375
2021-09-28,739.5514526367188
2021-09-29,721.2904052734375
2021-09-30,726.714111328125
2021-10-01,725.7766723632812
2021-10-04,766.967041015625
2021-10-05,797.0419921875
2021-10-06,853.9107055664062
2021-10-07,897.4446411132812
2021-10-08,932.9625244140625
2021-10-11,913.0656127929688
2021-10-12,921.617431640625
2021-10-13,942.9586791992188
2021-10-14,1045.26513671875
2021-10-18,1124.498779296875
2021-10-19,1043.600341796875
2021-10-20,848.362548828125
2021-10-21,874.9363403320312
2021-10-22,884.3681030273438
2021-10-25,769.5401611328125
2021-10-26,801.518798828125
2021-10-27,790.1641845703125
2021-10-28,873.836181640625
2021-10-29,808.9801025390625
2021-11-01,818.3067016601562
2021-11-02,811.37158203125
2021-11-03,784.25244140625
2021-11-04,786.54833984375
2021-11-08,796.68798828125
2021-11-09,818.8328857421875
2021-11-10,812.9498291015625
2021-11-11,810.5105590820312
2021-11-12,827.2985229492188
2021-11-15,864.1748046875
2021-11-16,881.058349609375
2021-11-17,864.3660278320312
2021-11-18,851.9783935546875
2021-11-22,848.2476196289062
2021-11-23,854.0349731445312
2021-11-24,825.3374633789062
2021-11-25,827.9682006835938
2021-11-26,787.3135375976562
2021-11-29,742.1150512695312
2021-11-30,760.6249389648438
2021-12-01,776.6954345703125
2021-12-02,785.5916137695312
2021-12-03,784.3002319335938
2021-12-06,766.6034545898438
2021-12-07,787.3135375976562
2021-12-08,814.4325561523438
2021-12-09,819.6459350585938
2021-12-10,820.6981811523438
2021-12-13,821.4155883789062
2021-12-14,817.924072265625
2021-12-15,814.2412719726562
2021-12-16,815.1500244140625
2021-12-17,796.2576293945312
2021-12-20,759.6204223632812
2021-12-21,779.3739624023438
2021-12-22,803.2883911132812
2021-12-23,804.81884765625
2021-12-24,800.8490600585938
2021-12-27,802.5709838867188
2021-12-28,826.00732421875
2021-12-29,812.4716796875
2021-12-30,796.83154296875
2021-12-31,795.6358642578125
2022-01-03,808.9322509765625
2022-01-04,811.22802734375
2022-01-05,804.1014404296875
2022-01-06,806.636474609375
2022-01-07,823.56787109375
2022-01-10,835.5252685546875
2022-01-11,824.9550170898438
2022-01-12,823.8549194335938
2022-01-13,830.4553833007812
2022-01-14,863.505126953125
2022-01-17,858.3873901367188
2022-01-18,823.7113037109375
2022-01-19,837.9166259765625
2022-01-20,842.1734008789062
2022-01-21,824.285400390625
2022-01-24,774.6387939453125
2022-01-25,793.8662109375
2022-01-27,778.465087890625
2022-01-28,807.9279174804688
2022-01-31,830.3118286132812
2022-02-01,819.6936645507812
2022-02-02,823.5200805664062
2022-02-03,823.2809448242188
2022-02-04,818.5936889648438
2022-02-07,799.3186645507812
2022-02-08,801.6621704101562
2022-02-09,813.0455932617188
2022-02-10,809.1714477539062
2022-02-11,794.67919921875
2022-02-14,763.6859741210938
2022-02-15,784.874267578125
2022-02-16,789.1788330078125
2022-02-17,788.0760498046875
2022-02-18,782.8021240234375
2022-02-21,770.38427734375
2022-02-22,757.1513671875
2022-02-23,780.88427734375
2022-02-24,707.7199096679688
2022-02-25,767.1240234375
2022-02-28,776.0897827148438
2022-03-02,775.5624389648438
2022-03-03,766.7883911132812
2022-03-04,716.5418090820312
2022-03-07,688.493896484375
2022-03-08,688.541748046875
2022-03-09,704.8432006835938
2022-03-10,726.9459228515625
2022-03-11,726.6101684570312
2022-03-14,721.9116821289062
2022-03-15,725.3158569335938
2022-03-16,736.6787109375
2022-03-17,738.7883911132812
2022-03-21,739.0762329101562
2022-03-22,734.3294067382812
2022-03-23,734.9528198242188
2022-03-24,740.754150390625
2022-03-25,738.40478515625
2022-03-28,734.7609252929688
2022-03-29,736.0554809570312
2022-03-30,757.1034545898438
2022-03-31,742.8637084960938
2022-04-01,765.3980712890625
2022-04-04,798.4801635742188
2022-04-05,788.5556030273438
2022-04-06,759.4049072265625
2022-04-07,755.3775024414062
2022-04-08,757.8704833984375
2022-04-11,768.466552734375
2022-04-12,751.39794921875
2022-04-13,748.2333984375
2022-04-18,735.6719970703125
2022-04-19,721.8157348632812
2022-04-20,716.8773193359375
2022-04-21,728.4321899414062
2022-04-22,724.1651000976562
2022-04-25,714.9595336914062
2022-04-26,729.774658203125
2022-04-27,717.7405395507812
2022-04-28,726.274658203125
2022-04-29,715.2952880859375
2022-05-02,707.1924438476562
2022-05-04,691.9937744140625
2022-05-05,687.7267456054688
2022-05-06,675.5964965820312
2022-05-09,662.3636474609375
2022-05-10,650.8567504882812
2022-05-11,630.0965576171875
2022-05-12,595.14453125
2022-05-13,625.0142822265625
2022-05-16,626.8842163085938
2022-05-17,655.0758666992188
2022-05-18,644.1444702148438
2022-05-19,627.93896484375
2022-05-20,635.0348510742188
2022-05-23,626.4046630859375
2022-05-24,624.3910522460938
2022-05-25,620.8430786132812
2022-05-26,613.1240234375
2022-05-27,625.6375732421875
2022-05-30,666.5349731445312
2022-05-31,664.185546875
2022-06-01,659.5349731445312
2022-06-02,645.4389038085938
2022-06-03,638.055419921875
2022-06-06,630.8635864257812
2022-06-07,627.7949829101562
2022-06-08,620.98681640625
2022-06-09,622.8087768554688
2022-06-10,618.1580810546875
2022-06-13,600.8978881835938
2022-06-14,597.5896606445312
2022-06-15,597.7333984375
2022-06-16,575.4389038085938
2022-06-17,569.9252319335938
2022-06-20,550.6513061523438
2022-06-21,575.1991577148438
2022-06-22,565.5621337890625
2022-06-23,565.2745361328125
2022-06-24,571.9868774414062
2022-06-27,587.8088989257812
2022-06-28,594.5691528320312
2022-06-29,576.44580078125
2022-06-30,552.5210571289062
2022-07-01,555.3978271484375
2022-07-04,551.75390625
2022-07-05,547.390869140625
2022-07-06,553.5758056640625
2022-07-07,558.7060546875
2022-07-08,564.795166015625
2022-07-11,568.534912109375
2022-07-12,565.9935302734375
2022-07-13,568.4388427734375
2022-07-14,561.6306762695312
2022-07-15,566.9525756835938
2022-07-18,579.1787109375
2022-07-19,582.7745361328125
2022-07-20,583.1581420898438
2022-07-21,582.870361328125
2022-07-22,584.6923828125
2022-07-25,574.6718139648438
2022-07-26,571.5552978515625
2022-07-27,576.2540283203125
2022-07-28,577.740234375
2022-07-29,610.9183959960938
2022-08-01,615.5211791992188
2022-08-02,621.3225708007812
2022-08-03,615.7609252929688
2022-08-04,612.7402954101562
2022-08-05,615.95263671875
2022-08-08,631.43896484375
2022-08-10,645.4869384765625
2022-08-11,642.562255859375
2022-08-12,639.0623168945312
2022-08-16,640.6925048828125
2022-08-17,644.0485229492188
2022-08-18,686.3347778320312
2022-08-19,706.5169677734375
2022-08-22,684.7491455078125
2022-08-23,687.103759765625
2022-08-24,696.0895385742188
2022-08-25,689.0738525390625
2022-08-26,690.6596069335938
2022-08-29,664.8552856445312
2022-08-30,683.0672607421875
2022-09-01,679.5114135742188
2022-09-02,684.8933715820312
2022-09-05,683.2114868164062
2022-09-06,680.7127075195312
2022-09-07,678.9347534179688
2022-09-08,686.9595947265625
2022-09-09,684.0762939453125
2022-09-12,693.206298828125
2022-09-13,691.908935546875
2022-09-14,685.0855102539062
2022-09-15,696.1375732421875
2022-09-16,675.6190795898438
2022-09-19,665.0475463867188
2022-09-20,678.6465454101562
2022-09-21,673.0723266601562
2022-09-22,673.6008911132812
2022-09-23,659.0890502929688
2022-09-26,638.6185913085938
2022-09-27,650.2954711914062
2022-09-28,653.6109619140625
2022-09-29,679.4634399414062
2022-09-30,678.5023193359375
2022-10-03,678.6465454101562
2022-10-04,691.2362670898438
2022-10-06,702.768798828125
2022-10-07,706.6131591796875
2022-10-10,702.720703125
2022-10-11,697.3388671875
2022-10-12,694.1672973632812
2022-10-13,695.897216796875
2022-10-14,694.6959838867188
2022-10-17,699.6453857421875
2022-10-18,702.6727905273438
2022-10-19,713.8689575195312
2022-10-20,713.7247924804688
2022-10-21,714.5897216796875
2022-10-24,714.8299560546875
2022-10-25,711.5624389648438
2022-10-27,712.3793334960938
2022-10-28,710.6014404296875
2022-10-31,712.331298828125
2022-11-01,713.3403930664062
2022-11-02,726.0263671875
2022-11-03,722.1340942382812
2022-11-04,728.9574584960938
2022-11-07,734.147216796875
2022-11-09,731.600341796875
2022-11-10,715.4546508789062
2022-11-11,718.6742553710938
2022-11-14,729.2457885742188
2022-11-15,711.8026733398438
2022-11-16,699.7896118164062
2022-11-17,698.15576171875
2022-11-18,690.1309814453125
2022-11-21,687.6802978515625
2022-11-22,687.2959594726562
2022-11-23,693.6868896484375
2022-11-24,695.36865234375
2022-11-25,693.5908203125
2022-11-28,697.6272583007812
2022-11-29,694.840087890625
2022-11-30,707.5260009765625
2022-12-01,703.441650390625
2022-12-02,701.66357421875
2022-12-05,700.7024536132812
2022-12-06,688.5452880859375
2022-12-07,689.3621215820312
2022-12-08,692.581787109375
2022-12-09,694.023193359375
2022-12-12,695.705078125
2022-12-13,694.6959838867188
2022-12-14,706.2766723632812
2022-12-15,662.2124633789062
2022-12-16,645.970703125
2022-12-19,650.4395751953125
2022-12-20,647.892822265625
2022-12-21,628.0950317382812
2022-12-22,615.98583984375
2022-12-23,583.598388671875
2022-12-26,597.822021484375
2022-12-27,608.4415893554688
2022-12-28,613.87158203125
2022-12-29,608.3934936523438
2022-12-30,614.78466796875
2023-01-02,617.331298828125
2023-01-03,618.9650268554688
2023-01-04,610.4598999023438
2023-01-05,612.3339233398438
2023-01-06,611.4688720703125
2023-01-09,614.6884765625
2023-01-10,612.1417846679688
2023-01-11,615.793701171875
2023-01-12,615.6976928710938
2023-01-13,616.5144653320312
2023-01-16,615.1209106445312
2023-01-17,616.1781005859375
2023-01-18,615.2169799804688
2023-01-19,615.3611450195312
2023-01-20,616.4663696289062
2023-01-23,617.7638549804688
2023-01-24,618.1482543945312
2023-01-25,603.1077880859375
2023-01-27,588.019287109375
2023-01-30,600.5130004882812
2023-01-31,611.8053588867188
2023-02-01,603.5881958007812
2023-02-02,605.6546020507812
2023-02-03,603.01171875
2023-02-06,610.1234130859375
2023-02-07,611.6612548828125
2023-02-08,616.3222045898438
2023-02-09,626.0768432617188
2023-02-10,619.0612182617188
2023-02-13,615.1690063476562
2023-02-14,617.04296875
2023-02-15,622.04052734375
2023-02-16,623.962646484375
2023-02-17,624.5872192382812
2023-02-20,616.8507690429688
2023-02-21,617.5235595703125
2023-02-22,598.4387817382812
2023-02-23,582.011474609375
2023-02-24,587.37451171875
2023-02-27,579.6439208984375
2023-02-28,588.7273559570312
2023-03-01,590.7566528320312
2023-03-02,588.6790161132812
2023-03-03,593.2691040039062
2023-03-06,595.0567626953125
2023-03-08,597.4241943359375
2023-03-09,594.33203125
2023-03-10,591.33642578125
2023-03-13,581.3833618164062
2023-03-14,583.026123046875
2023-03-15,585.2485961914062
2023-03-16,583.1226806640625
2023-03-17,591.0465087890625
2023-03-20,584.0890502929688
2023-03-21,586.3115844726562
2023-03-22,584.37890625
2023-03-23,584.7655639648438
2023-03-24,579.837158203125
2023-03-27,562.4918212890625
2023-03-28,541.32958984375
2023-03-29,545.4847412109375
2023-03-31,553.505126953125
2023-04-03,551.0892944335938
2023-04-05,547.5624389648438
2023-04-06,550.7028198242188
2023-04-10,561.7189331054688
2023-04-11,565.1976318359375
2023-04-12,564.7145385742188
2023-04-13,572.6866455078125
2023-04-17,576.5518798828125
2023-04-18,583.2193603515625
2023-04-19,586.2632446289062
2023-04-20,581.4800415039062
2023-04-21,582.68798828125
2023-04-24,583.0745239257812
2023-04-25,587.4229736328125
2023-04-26,587.7127075195312
2023-04-27,585.6834716796875
2023-04-28,596.9893798828125
2023-05-02,605.8311767578125
2023-05-03,606.5559692382812
2023-05-04,610.3245239257812
2023-05-05,604.3334350585938
2023-05-08,606.9424438476562
2023-05-09,601.627685546875
2023-05-10,603.2704467773438
2023-05-11,605.4928588867188
2023-05-12,607.2806396484375
2023-05-15,611.0492553710938
2023-05-16,605.05810546875
2023-05-17,601.7725219726562
2023-05-18,594.1387329101562
2023-05-19,589.7902221679688
2023-05-22,602.497314453125
2023-05-23,603.3186645507812
2023-05-24,598.0523071289062
2023-05-25,597.714111328125
2023-05-26,603.3186645507812
2023-05-29,623.9978637695312
2023-05-30,622.065185546875
2023-05-31,627.62158203125
2023-06-01,627.62158203125
2023-06-02,623.7079467773438
2023-06-05,621.9686279296875
2023-06-06,621.3405151367188
2023-06-07,630.9071044921875
2023-06-08,622.306884765625
2023-06-09,618.5865478515625
2023-06-12,624.142822265625
2023-06-13,625.7855224609375
2023-06-14,621.8236694335938
2023-06-15,621.3405151367188
2023-06-16,642.5994262695312
2023-06-19,645.3533935546875
2023-06-20,641.6814575195312
2023-06-21,640.03857421875
2023-06-22,623.1764526367188
2023-06-23,606.652587890625
2023-06-26,611.1458740234375
2023-06-27,609.358154296875
2023-06-28,607.6188354492188
2023-06-30,613.7066650390625
2023-07-03,611.7739868164062
2023-07-04,607.5223388671875
2023-07-05,609.358154296875
2023-07-06,611.0008544921875
2023-07-07,609.406494140625
2023-07-10,595.1533813476562
2023-07-11,598.1488647460938
2023-07-12,599.7916870117188
2023-07-13,596.9410400390625
2023-07-14,601.8692016601562
2023-07-17,604.478271484375
2023-07-18,601.8692016601562
2023-07-19,604.4299926757812
2023-07-20,604.091796875
2023-07-21,602.11083984375
2023-07-24,599.4052124023438
2023-07-25,598.5838012695312
2023-07-26,599.1152954101562
2023-07-27,598.632080078125
2023-07-28,609.406494140625
2023-07-31,619.0697021484375
2023-08-01,621.0989379882812
