Date,SUMICHEM
2020-06-01,252.7173309326172
2020-06-02,262.2427978515625
2020-06-03,264.77001953125
2020-06-04,261.2222595214844
2020-06-05,268.609375
2020-06-08,259.9100646972656
2020-06-09,256.60528564453125
2020-06-10,260.3960266113281
2020-06-11,272.69171142578125
2020-06-12,273.0805358886719
2020-06-15,288.68096923828125
2020-06-16,292.0343322753906
2020-06-17,292.7146911621094
2020-06-18,294.3670959472656
2020-06-19,287.80615234375
2020-06-22,286.83416748046875
2020-06-23,287.0285339355469
2020-06-24,278.0376892089844
2020-06-25,302.0943908691406
2020-06-26,283.7237548828125
2020-06-29,271.3795471191406
2020-06-30,266.1307373046875
2020-07-01,269.0953369140625
2020-07-02,264.0896301269531
2020-07-03,270.0673828125
2020-07-06,267.831787109375
2020-07-07,272.25433349609375
2020-07-08,267.831787109375
2020-07-09,267.4429931640625
2020-07-10,265.7419738769531
2020-07-13,266.8597717285156
2020-07-14,263.5064392089844
2020-07-15,260.7362365722656
2020-07-16,257.72308349609375
2020-07-17,256.9941101074219
2020-07-20,261.3194580078125
2020-07-21,259.0838623046875
2020-07-22,269.7757263183594
2020-07-23,271.1365661621094
2020-07-24,267.7831726074219
2020-07-27,259.8614501953125
2020-07-28,264.9644775390625
2020-07-29,267.928955078125
2020-07-30,260.6390075683594
2020-07-31,259.66705322265625
2020-08-03,264.2839660644531
2020-08-04,271.7197570800781
2020-08-05,271.42816162109375
2020-08-06,275.07305908203125
2020-08-07,278.9124755859375
2020-08-10,278.426513671875
2020-08-11,267.5887451171875
2020-08-12,265.6447448730469
2020-08-13,265.6447448730469
2020-08-14,262.437255859375
2020-08-17,263.0203857421875
2020-08-18,267.1027526855469
2020-08-19,271.7197570800781
2020-08-20,273.1291198730469
2020-08-21,279.447021484375
2020-08-24,282.55743408203125
2020-08-25,276.6282958984375
2020-08-26,279.54425048828125
2020-08-27,276.48248291015625
2020-08-28,276.1423034667969
2020-08-31,260.9306640625
2020-09-01,263.31201171875
2020-09-02,270.8602294921875
2020-09-03,269.009765625
2020-09-04,264.18853759765625
2020-09-07,263.3607177734375
2020-09-08,261.51019287109375
2020-09-09,256.54296875
2020-09-10,263.0685119628906
2020-09-11,267.256591796875
2020-09-14,269.3019104003906
2020-09-15,275.0970764160156
2020-09-16,279.77203369140625
2020-09-17,277.8241271972656
2020-09-18,292.19012451171875
2020-09-21,295.3555603027344
2020-09-22,288.0020751953125
2020-09-23,297.0113220214844
2020-09-24,282.01220703125
2020-09-25,286.8819885253906
2020-09-28,288.0994567871094
2020-09-29,289.9986877441406
2020-09-30,280.5025329589844
2020-10-01,283.7653503417969
2020-10-05,278.8954772949219
2020-10-06,285.0314636230469
2020-10-07,278.7494201660156
2020-10-08,276.2170715332031
2020-10-09,275.8761901855469
2020-10-12,270.4219970703125
2020-10-13,269.3993225097656
2020-10-14,276.02227783203125
2020-10-15,269.2044677734375
2020-10-16,270.5193786621094
2020-10-19,272.75946044921875
2020-10-20,272.46722412109375
2020-10-21,269.0584411621094
2020-10-22,268.4253845214844
2020-10-23,272.5159912109375
2020-10-26,268.4253845214844
2020-10-27,267.9383239746094
2020-10-28,263.214599609375
2020-10-29,260.6335754394531
2020-10-30,260.24407958984375
2020-11-02,261.6562805175781
2020-11-03,264.52947998046875
2020-11-04,267.7435607910156
2020-11-05,278.11627197265625
2020-11-06,272.8081970214844
2020-11-09,269.3019104003906
2020-11-10,264.5781555175781
2020-11-11,263.4580993652344
2020-11-12,264.3833923339844
2020-11-13,264.139892578125
2020-11-14,268.81494140625
2020-11-17,270.2272033691406
2020-11-18,270.4219970703125
2020-11-19,274.4638977050781
2020-11-20,274.3178405761719
2020-11-23,274.123046875
2020-11-24,273.58740234375
2020-11-25,274.9021911621094
2020-11-26,272.5159912109375
2020-11-27,275.48663330078125
2020-12-01,280.8921203613281
2020-12-02,279.3824768066406
2020-12-03,284.4958190917969
2020-12-04,298.569580078125
2020-12-07,309.6728820800781
2020-12-08,300.4688720703125
2020-12-09,297.7417907714844
2020-12-10,301.6376037597656
2020-12-11,296.6703796386719
2020-12-14,293.4562683105469
2020-12-15,292.23883056640625
2020-12-16,292.6770935058594
2020-12-17,298.9104919433594
2020-12-18,296.1346740722656
2020-12-21,285.7132568359375
2020-12-22,284.44708251953125
2020-12-23,285.95672607421875
2020-12-24,285.8593444824219
2020-12-28,286.8819885253906
2020-12-29,286.2001953125
2020-12-30,285.12884521484375
2020-12-31,284.93402099609375
2021-01-01,299.6896667480469
2021-01-04,318.7794494628906
2021-01-05,314.5426940917969
2021-01-06,310.74420166015625
2021-01-07,316.3932189941406
2021-01-08,313.9583435058594
2021-01-11,315.7602233886719
2021-01-12,310.6955261230469
2021-01-13,304.2186279296875
2021-01-14,312.692138671875
2021-01-15,312.1077880859375
2021-01-18,306.84832763671875
2021-01-19,312.49737548828125
2021-01-20,317.8054504394531
2021-01-21,311.23114013671875
2021-01-22,305.4360656738281
2021-01-25,299.4949035644531
2021-01-27,299.9818420410156
2021-01-28,306.5074768066406
2021-01-29,304.9490966796875
2021-02-01,311.5721130371094
2021-02-02,306.55615234375
2021-02-03,308.01708984375
2021-02-04,313.8609313964844
2021-02-05,310.5007019042969
2021-02-08,297.3034973144531
2021-02-09,300.3714904785156
2021-02-10,297.5469970703125
2021-02-11,298.9104919433594
2021-02-12,299.9818420410156
2021-02-15,296.9625549316406
2021-02-16,293.6510925292969
2021-02-17,290.0473937988281
2021-02-18,290.43701171875
2021-02-19,291.703125
2021-02-22,291.3135681152344
2021-02-23,290.0960693359375
2021-02-24,289.5604553222656
2021-02-25,290.1448059082031
2021-02-26,286.68719482421875
2021-03-01,291.3135681152344
2021-03-02,291.5083312988281
2021-03-03,291.5083312988281
2021-03-04,287.85595703125
2021-03-05,284.8853759765625
2021-03-08,283.2296142578125
2021-03-09,285.0801696777344
2021-03-10,281.7687072753906
2021-03-12,274.9021911621094
2021-03-15,265.4060363769531
2021-03-16,267.3539733886719
2021-03-17,269.9837341308594
2021-03-18,272.8081970214844
2021-03-19,273.2464599609375
2021-03-22,274.65869140625
2021-03-23,271.8829650878906
2021-03-24,267.7435607910156
2021-03-25,263.214599609375
2021-03-26,266.3799743652344
2021-03-30,277.58062744140625
2021-03-31,283.13226318359375
2021-04-01,280.9407958984375
2021-04-05,274.7073974609375
2021-04-06,277.8241271972656
2021-04-07,286.10284423828125
2021-04-08,283.3269958496094
2021-04-09,285.6158447265625
2021-04-12,272.32122802734375
2021-04-13,275.9736022949219
2021-04-15,274.8534851074219
2021-04-16,286.3463439941406
2021-04-19,277.38580322265625
2021-04-20,282.40179443359375
2021-04-22,291.45965576171875
2021-04-23,288.0508117675781
2021-04-26,288.39166259765625
2021-04-27,298.0826110839844
2021-04-28,299.34881591796875
2021-04-29,299.8357849121094
2021-04-30,291.41094970703125
2021-05-03,291.5083312988281
2021-05-04,291.703125
2021-05-05,291.605712890625
2021-05-06,290.5831298828125
2021-05-07,288.0994567871094
2021-05-10,287.2716369628906
2021-05-11,301.54022216796875
2021-05-12,297.6930236816406
2021-05-14,294.1380615234375
2021-05-17,307.0918273925781
2021-05-18,306.6535339355469
2021-05-19,307.0918273925781
2021-05-20,306.16656494140625
2021-05-21,305.14385986328125
2021-05-24,307.0918273925781
2021-05-25,300.07928466796875
2021-05-26,311.5721130371094
2021-05-27,313.4225769042969
2021-05-28,305.67962646484375
2021-05-31,315.1270446777344
2021-06-01,311.1337890625
2021-06-02,353.8909606933594
2021-06-03,355.6927490234375
2021-06-04,348.4854431152344
2021-06-07,357.98162841796875
2021-06-08,367.72125244140625
2021-06-09,354.7188415527344
2021-06-10,358.7120666503906
2021-06-11,354.5727233886719
2021-06-14,383.20733642578125
2021-06-15,378.1427307128906
2021-06-16,375.7565002441406
2021-06-17,368.6952209472656
2021-06-18,369.4743957519531
2021-06-21,370.7892761230469
2021-06-22,383.8404541015625
2021-06-23,382.2333984375
2021-06-24,376.5844421386719
2021-06-25,369.4256896972656
2021-06-28,375.6104431152344
2021-06-29,363.53326416015625
2021-06-30,376.1947937011719
2021-07-01,367.7699890136719
2021-07-02,375.0747375488281
2021-07-05,384.81439208984375
2021-07-06,412.28033447265625
2021-07-07,423.3348083496094
2021-07-08,413.9847412109375
2021-07-09,412.28033447265625
2021-07-12,409.5045166015625
2021-07-13,424.6496887207031
2021-07-14,432.1492004394531
2021-07-15,434.43804931640625
2021-07-16,426.06195068359375
2021-07-19,424.8444519042969
2021-07-20,422.75042724609375
2021-07-22,423.3359375
2021-07-23,417.7252197265625
2021-07-26,422.3601379394531
2021-07-27,415.23699951171875
2021-07-28,418.3595275878906
2021-07-29,414.9443054199219
2021-07-30,413.2854919433594
2021-08-02,418.31072998046875
2021-08-03,436.5086975097656
2021-08-04,420.6037292480469
2021-08-05,419.4815979003906
2021-08-06,420.7012939453125
2021-08-09,412.3585510253906
2021-08-10,394.94110107421875
2021-08-11,394.1605224609375
2021-08-12,405.7232971191406
2021-08-13,410.06549072265625
2021-08-16,401.6250915527344
2021-08-17,397.7220153808594
2021-08-18,400.5517578125
2021-08-20,393.9653015136719
2021-08-23,388.305908203125
2021-08-24,389.5256042480469
2021-08-25,389.23291015625
2021-08-26,389.2817077636719
2021-08-27,390.8916931152344
2021-08-30,410.5533752441406
2021-08-31,415.23699951171875
2021-09-01,418.0667724609375
2021-09-02,411.333984375
2021-09-03,409.47998046875
2021-09-06,410.65093994140625
2021-09-07,401.23480224609375
2021-09-08,397.57568359375
2021-09-09,398.9905090332031
2021-09-13,403.6741943359375
2021-09-14,404.6011962890625
2021-09-15,404.11328125
2021-09-16,402.0154113769531
2021-09-17,394.7947692871094
2021-09-20,390.3550109863281
2021-09-21,389.37921142578125
2021-09-22,389.23291015625
2021-09-23,389.47686767578125
2021-09-24,388.7450256347656
2021-09-27,398.6002197265625
2021-09-28,396.99017333984375
2021-09-29,396.01446533203125
2021-09-30,392.40411376953125
2021-10-01,387.9643859863281
2021-10-04,392.8432312011719
2021-10-05,408.7481994628906
2021-10-06,405.8697204589844
2021-10-07,401.6250915527344
2021-10-08,401.33233642578125
2021-10-11,404.21087646484375
2021-10-12,407.62603759765625
2021-10-13,411.1388244628906
2021-10-14,408.5530700683594
2021-10-18,401.7715148925781
2021-10-19,394.06298828125
2021-10-20,390.30621337890625
2021-10-21,389.9158935546875
2021-10-22,379.7679748535156
2021-10-25,365.570556640625
2021-10-26,376.6454772949219
2021-10-27,388.305908203125
2021-10-28,380.6461486816406
2021-10-29,367.0830078125
2021-11-01,360.20391845703125
2021-11-02,368.2539367675781
2021-11-03,376.59674072265625
2021-11-04,380.3046569824219
2021-11-08,378.1579284667969
2021-11-09,380.9388122558594
2021-11-10,377.572509765625
2021-11-11,373.3766784667969
2021-11-12,371.6203308105469
2021-11-15,360.4477844238281
2021-11-16,375.08428955078125
2021-11-17,378.9873352050781
2021-11-18,368.88818359375
2021-11-22,360.20391845703125
2021-11-23,360.2526550292969
2021-11-24,360.3990173339844
2021-11-25,359.08172607421875
2021-11-26,357.42291259765625
2021-11-29,342.4449462890625
2021-11-30,362.64324951171875
2021-12-01,357.5204772949219
2021-12-02,361.76507568359375
2021-12-03,364.00933837890625
2021-12-06,359.3743896484375
2021-12-07,359.032958984375
2021-12-08,362.98480224609375
2021-12-09,363.81414794921875
2021-12-10,364.74114990234375
2021-12-13,370.88848876953125
2021-12-14,364.59478759765625
2021-12-15,363.6678161621094
2021-12-16,361.374755859375
2021-12-17,353.51983642578125
2021-12-20,341.95709228515625
2021-12-21,345.61614990234375
2021-12-22,351.86102294921875
2021-12-23,355.9592590332031
2021-12-24,352.5440979003906
2021-12-27,365.9608459472656
2021-12-28,376.4991455078125
2021-12-29,381.4755859375
2021-12-30,372.2545471191406
2021-12-31,376.69427490234375
2022-01-03,379.62158203125
2022-01-04,375.37701416015625
2022-01-05,371.18121337890625
2022-01-06,375.5234069824219
2022-01-07,373.8157958984375
2022-01-10,384.7931823730469
2022-01-11,381.18280029296875
2022-01-12,380.6461486816406
2022-01-13,381.18280029296875
2022-01-14,388.7450256347656
2022-01-17,385.3786315917969
2022-01-18,380.6949157714844
2022-01-19,374.01092529296875
2022-01-20,378.2067565917969
2022-01-21,370.7421569824219
2022-01-24,364.1556701660156
2022-01-25,367.3757019042969
2022-01-27,370.7908935546875
2022-01-28,370.7908935546875
2022-01-31,380.74371337890625
2022-02-01,378.40185546875
2022-02-02,384.7931823730469
2022-02-03,384.9883117675781
2022-02-04,408.3091125488281
2022-02-07,407.2845458984375
2022-02-08,397.81964111328125
2022-02-09,402.40570068359375
2022-02-10,400.7469177246094
2022-02-11,393.23345947265625
2022-02-14,373.3279113769531
2022-02-15,380.0119323730469
2022-02-16,377.5237121582031
2022-02-17,373.3279113769531
2022-02-18,368.4978942871094
2022-02-21,360.88690185546875
2022-02-22,353.42230224609375
2022-02-23,359.08172607421875
2022-02-24,349.9095458984375
2022-02-25,360.1550598144531
2022-02-28,367.5221252441406
2022-03-02,361.3259582519531
2022-03-03,362.1553649902344
2022-03-04,359.032958984375
2022-03-07,356.3008117675781
2022-03-08,363.3262939453125
2022-03-09,378.9873352050781
2022-03-10,384.9394836425781
2022-03-11,392.8919677734375
2022-03-14,385.0858459472656
2022-03-15,385.3786315917969
2022-03-16,388.1595458984375
2022-03-17,396.8438415527344
2022-03-21,395.4289855957031
2022-03-22,400.7469177246094
2022-03-23,394.9898986816406
2022-03-24,397.6732482910156
2022-03-25,397.18536376953125
2022-03-28,407.2845458984375
2022-03-29,414.066162109375
2022-03-30,417.4812927246094
2022-03-31,437.6308898925781
2022-04-01,423.6286315917969
2022-04-04,419.2376708984375
2022-04-05,414.1636962890625
2022-04-06,418.5546569824219
2022-04-07,415.8713073730469
2022-04-08,415.96881103515625
2022-04-11,416.5543212890625
2022-04-12,415.1882019042969
2022-04-13,418.7497863769531
2022-04-18,414.7491455078125
2022-04-19,404.8451232910156
2022-04-20,409.9190979003906
2022-04-21,409.7239685058594
2022-04-22,416.65191650390625
2022-04-25,414.40765380859375
2022-04-26,420.35980224609375
2022-04-27,415.3834228515625
2022-04-28,417.6764221191406
2022-04-29,419.0425720214844
2022-05-02,426.8486633300781
2022-05-04,439.6799621582031
2022-05-05,428.0195617675781
2022-05-06,428.99530029296875
2022-05-09,417.042236328125
2022-05-10,407.91876220703125
2022-05-11,402.1130065917969
2022-05-12,402.40570068359375
2022-05-13,404.7963562011719
2022-05-16,412.7976379394531
2022-05-17,438.55780029296875
2022-05-18,432.3617248535156
2022-05-19,426.2631530761719
2022-05-20,431.7762451171875
2022-05-23,426.7998046875
2022-05-24,424.8970947265625
2022-05-25,412.6024475097656
2022-05-26,422.75042724609375
2022-05-27,426.94622802734375
2022-05-30,429.33685302734375
2022-05-31,452.2673645019531
2022-06-01,460.2198486328125
2022-06-02,459.39044189453125
2022-06-03,450.4134216308594
2022-06-06,472.36810302734375
2022-06-07,462.9031982421875
2022-06-08,464.9522705078125
2022-06-09,460.85406494140625
2022-06-10,449.876708984375
2022-06-13,425.385009765625
2022-06-14,424.21405029296875
2022-06-15,420.31103515625
2022-06-16,420.31103515625
2022-06-17,424.7995300292969
2022-06-20,407.2845458984375
2022-06-21,421.23797607421875
2022-06-22,399.6735534667969
2022-06-23,404.3084411621094
2022-06-24,409.7239685058594
2022-06-27,412.0169982910156
2022-06-28,409.4312438964844
2022-06-29,413.4318542480469
2022-06-30,413.8709716796875
2022-07-01,412.74884033203125
2022-07-04,431.1907958984375
2022-07-05,454.5603942871094
2022-07-06,453.1455383300781
2022-07-07,459.63433837890625
2022-07-08,459.9758605957031
2022-07-11,483.1991271972656
2022-07-12,474.6611328125
2022-07-13,482.0769958496094
2022-07-14,477.3932800292969
2022-07-15,476.0271911621094
2022-07-18,471.0020446777344
2022-07-19,468.3186950683594
2022-07-20,461.5371398925781
2022-07-21,457.0390625
2022-07-22,446.0873718261719
2022-07-25,447.60302734375
2022-07-26,433.5710754394531
2022-07-27,437.482421875
2022-07-28,445.0606384277344
2022-07-29,441.63818359375
2022-08-01,433.131103515625
2022-08-02,442.5671691894531
2022-08-03,461.68377685546875
2022-08-04,457.18572998046875
2022-08-05,461.3904724121094
2022-08-08,470.04425048828125
2022-08-10,465.9373474121094
2022-08-11,462.22161865234375
2022-08-12,461.2926330566406
2022-08-16,469.604248046875
2022-08-17,467.5507507324219
2022-08-18,477.3779602050781
2022-08-19,473.368896484375
2022-08-22,459.87481689453125
2022-08-23,457.33245849609375
2022-08-24,459.6792297363281
2022-08-25,472.19549560546875
2022-08-26,471.99993896484375
2022-08-29,473.8577880859375
2022-08-30,479.0892333984375
2022-09-01,478.40472412109375
2022-09-02,468.9197692871094
2022-09-05,467.4041442871094
2022-09-06,476.8401794433594
2022-09-07,486.520751953125
2022-09-08,493.5122985839844
2022-09-09,490.62762451171875
2022-09-12,492.1921691894531
2022-09-13,492.4366455078125
2022-09-14,485.54290771484375
2022-09-15,481.6804504394531
2022-09-16,512.4332885742188
2022-09-19,509.9398498535156
2022-09-20,508.81536865234375
2022-09-21,501.530517578125
2022-09-22,505.53961181640625
2022-09-23,499.5747985839844
2022-09-26,487.59637451171875
2022-09-27,483.2450256347656
2022-09-28,480.3603820800781
2022-09-29,486.81414794921875
2022-09-30,491.80108642578125
2022-10-03,497.86358642578125
2022-10-04,499.0859069824219
2022-10-06,499.2325439453125
2022-10-07,502.45941162109375
2022-10-10,493.7567443847656
2022-10-11,489.1608581542969
2022-10-12,489.7965087890625
2022-10-13,496.7879638671875
2022-10-14,497.8147277832031
2022-10-17,494.7345275878906
2022-10-18,503.4861755371094
2022-10-19,503.73065185546875
2022-10-20,509.0108337402344
2022-10-21,510.233154296875
2022-10-24,514.2423706054688
2022-10-25,518.2025146484375
2022-10-27,495.76129150390625
2022-10-28,469.5553283691406
2022-10-31,481.6804504394531
2022-11-01,486.3251647949219
2022-11-02,481.9249267578125
2022-11-03,479.0892333984375
2022-11-04,475.96014404296875
2022-11-07,471.2665710449219
2022-11-09,456.5012512207031
2022-11-10,451.7588195800781
2022-11-11,459.3858642578125
2022-11-14,445.8428955078125
2022-11-15,441.10040283203125
2022-11-16,458.2613525390625
2022-11-17,450.3409118652344
2022-11-18,444.2294616699219
2022-11-21,435.9667663574219
2022-11-22,440.70928955078125
2022-11-23,442.5671691894531
2022-11-24,462.7593688964844
2022-11-25,460.0703430175781
2022-11-28,461.58599853515625
2022-11-29,456.8924255371094
2022-11-30,462.6127624511719
2022-12-01,457.4791259765625
2022-12-02,460.1681823730469
2022-12-05,481.2404479980469
2022-12-06,464.2750549316406
2022-12-07,469.3597412109375
2022-12-08,474.7867431640625
2022-12-09,472.3421630859375
2022-12-12,476.009033203125
2022-12-13,476.5957336425781
2022-12-14,472.43994140625
2022-12-15,469.3109130859375
2022-12-16,473.02667236328125
2022-12-19,471.6087951660156
2022-12-20,473.0755310058594
2022-12-21,465.7906799316406
2022-12-22,459.4347839355469
2022-12-23,451.025390625
2022-12-26,457.5768737792969
2022-12-27,459.04364013671875
2022-12-28,460.6570739746094
2022-12-29,460.3148193359375
2022-12-30,477.3779602050781
2023-01-02,481.5826721191406
2023-01-03,478.1113586425781
2023-01-04,472.5866394042969
2023-01-05,479.578125
2023-01-06,481.9249267578125
2023-01-09,470.728759765625
2023-01-10,471.99993896484375
2023-01-11,477.52471923828125
2023-01-12,477.1335754394531
2023-01-13,482.6583251953125
2023-01-16,478.94256591796875
2023-01-17,470.97320556640625
2023-01-18,469.7998046875
2023-01-19,470.67987060546875
2023-01-20,460.5104064941406
2023-01-23,459.4836730957031
2023-01-24,449.0697937011719
2023-01-25,449.6075439453125
2023-01-27,448.3363952636719
2023-01-30,441.5404357910156
2023-01-31,444.4739074707031
2023-02-01,449.26531982421875
2023-02-02,449.509765625
2023-02-03,438.3135986328125
2023-02-06,424.5750427246094
2023-02-07,426.04180908203125
2023-02-08,444.76727294921875
2023-02-09,435.7712097167969
2023-02-10,438.9980773925781
2023-02-13,439.5847473144531
2023-02-14,433.6688537597656
2023-02-15,430.83319091796875
2023-02-16,427.45965576171875
2023-02-17,418.463623046875
2023-02-20,465.1551208496094
2023-02-21,449.16754150390625
2023-02-22,451.7588195800781
2023-02-23,442.4205017089844
2023-02-24,436.6023864746094
2023-02-27,428.9753112792969
2023-02-28,437.3846130371094
2023-03-01,436.40679931640625
2023-03-02,437.9713439941406
2023-03-03,439.87811279296875
2023-03-06,446.7718200683594
2023-03-08,445.2561950683594
2023-03-09,437.2868957519531
2023-03-10,435.9178466796875
2023-03-13,433.131103515625
2023-03-14,425.69952392578125
2023-03-15,425.7484436035156
2023-03-16,440.5625915527344
2023-03-17,427.36181640625
2023-03-20,425.60174560546875
2023-03-21,420.41925048828125
2023-03-22,421.2503967285156
2023-03-23,420.761474609375
2023-03-24,412.7432556152344
2023-03-27,394.3599853515625
2023-03-28,401.00927734375
2023-03-29,410.05419921875
2023-03-31,416.6545715332031
2023-04-03,415.8722839355469
2023-04-05,417.14349365234375
2023-04-06,431.9087829589844
2023-04-10,416.8012390136719
2023-04-11,415.2367248535156
2023-04-12,416.3123474121094
2023-04-13,415.72564697265625
2023-04-17,414.01446533203125
2023-04-18,416.94793701171875
2023-04-19,416.41009521484375
2023-04-20,417.58349609375
2023-04-21,411.6676330566406
2023-04-24,407.3162536621094
2023-04-25,403.11163330078125
2023-04-26,396.7068176269531
2023-04-27,395.0933837890625
2023-04-28,393.87109375
2023-05-02,399.6891784667969
2023-05-03,408.53857421875
2023-05-04,406.24066162109375
2023-05-05,401.15594482421875
2023-05-08,398.8580322265625
2023-05-09,388.98193359375
2023-05-10,386.4395446777344
2023-05-11,383.946044921875
2023-05-12,385.9995422363281
2023-05-15,381.9414978027344
2023-05-16,380.13250732421875
2023-05-17,385.8039855957031
2023-05-18,381.3548278808594
2023-05-19,377.883544921875
2023-05-22,389.03082275390625
2023-05-23,385.7550354003906
2023-05-24,379.399169921875
2023-05-25,384.3371887207031
2023-05-26,389.51971435546875
2023-05-29,392.40435791015625
2023-05-30,386.7817687988281
2023-05-31,389.51971435546875
2023-06-01,391.1331481933594
2023-06-02,393.3821105957031
2023-06-05,406.33843994140625
2023-06-06,404.9694519042969
2023-06-07,406.24066162109375
2023-06-08,401.8404235839844
2023-06-09,396.6090393066406
2023-06-12,392.3554382324219
2023-06-13,401.93817138671875
2023-06-14,403.99163818359375
2023-06-15,404.5783386230469
2023-06-16,406.5828552246094
2023-06-19,418.9525146484375
2023-06-20,425.06396484375
2023-06-21,425.69952392578125
2023-06-22,417.0457458496094
2023-06-23,414.0633544921875
2023-06-26,424.6239318847656
2023-06-27,428.43743896484375
2023-06-28,430.29534912109375
2023-06-30,426.6284484863281
2023-07-03,426.4818115234375
2023-07-04,435.6245422363281
2023-07-05,438.7047119140625
2023-07-06,431.32208251953125
2023-07-07,423.352783203125
2023-07-10,420.6147766113281
2023-07-11,407.6096496582031
2023-07-12,406.24066162109375
2023-07-13,408.343017578125
2023-07-14,407.2185363769531
2023-07-17,414.5033264160156
2023-07-18,396.1689758300781
2023-07-19,401.7426452636719
2023-07-20,400.0802917480469
2023-07-21,406.1116943359375
2023-07-24,403.2185974121094
2023-07-25,401.6984558105469
2023-07-26,401.5513916015625
2023-07-27,400.7177734375
2023-07-28,399.3448181152344
2023-07-31,404.83673095703125
2023-08-01,400.5216064453125
2023-08-02,398.9525146484375
2023-08-03,403.61083984375
2023-08-04,411.0642395019531
2023-08-07,407.0923767089844
2023-08-08,404.1502685546875
2023-08-09,407.48468017578125
2023-08-10,407.2394714355469
2023-08-11,407.0923767089844
2023-08-14,404.05218505859375
2023-08-16,405.22906494140625
2023-08-17,402.77728271484375
2023-08-18,401.79656982421875
2023-08-21,397.3343505859375
2023-08-22,396.8930358886719
2023-08-23,398.36407470703125
2023-08-24,398.0208435058594
2023-08-25,397.5304870605469
2023-08-28,399.44287109375
2023-08-29,424.0096435546875
2023-08-30,433.4734802246094
2023-08-31,432.0024108886719
2023-09-01,430.4823303222656
2023-09-04,436.4646301269531
2023-09-05,434.11090087890625
2023-09-06,442.44696044921875
2023-09-07,441.2701110839844
2023-09-08,434.6993408203125
2023-09-11,437.837646484375
2023-09-12,421.45977783203125
2023-09-13,417.38983154296875
2023-09-14,420.82232666015625
2023-09-15,417.7821350097656
2023-09-18,415.8207092285156
2023-09-20,419.939697265625
2023-09-21,414.74188232421875
2023-09-22,408.8576354980469
2023-09-25,417.24273681640625
2023-09-26,415.4774475097656
2023-09-27,417.04656982421875
2023-09-28,409.6912841796875
2023-09-29,414.2515563964844
2023-10-03,411.89788818359375
2023-10-04,410.0345458984375
2023-10-05,432.296630859375
2023-10-06,429.991943359375
2023-10-09,417.1936950683594
2023-10-10,414.2025451660156
2023-10-11,414.64385986328125
2023-10-12,420.67523193359375
2023-10-13,419.69451904296875
2023-10-16,411.7997741699219
2023-10-17,412.7314758300781
2023-10-18,411.7507629394531
2023-10-19,409.1518859863281
2023-10-20,406.6020202636719
2023-10-23,393.90185546875
2023-10-25,377.37689208984375
2023-10-26,372.37530517578125
2023-10-27,376.0039367675781
2023-10-30,374.0915222167969
2023-10-31,366.0496826171875
2023-11-01,366.5890808105469
2023-11-02,366.0007019042969
2023-11-03,365.01995849609375
2023-11-06,369.18798828125
2023-11-07,375.31744384765625
2023-11-08,377.1807861328125
