Date,BDL
2018-10-10,124.38522338867188
2018-10-11,125.7420654296875
2018-10-12,125.85325622558594
2018-10-15,126.52054595947266
2018-10-16,127.96636962890625
2018-10-17,127.12115478515625
2018-10-19,123.56221771240234
2018-10-22,121.4268569946289
2018-10-23,119.6473617553711
2018-10-24,124.36294555664062
2018-10-25,126.0312271118164
2018-10-26,125.69757080078125
2018-10-29,124.51866912841797
2018-10-30,125.20823669433594
2018-10-31,125.58634948730469
2018-11-01,129.0118408203125
2018-11-02,128.7449188232422
2018-11-05,130.5021209716797
2018-11-06,128.2333526611328
2018-11-07,131.81448364257812
2018-11-09,141.5126190185547
2018-11-12,131.2584228515625
2018-11-13,129.14527893066406
2018-11-14,126.2759017944336
2018-11-15,126.29816436767578
2018-11-16,125.71983337402344
2018-11-19,125.18597412109375
2018-11-20,125.65310668945312
2018-11-21,125.80879211425781
2018-11-22,125.23043823242188
2018-11-26,123.96258544921875
2018-11-27,124.85231018066406
2018-11-28,123.33976745605469
2018-11-29,123.31752014160156
2018-11-30,125.1414794921875
2018-12-03,123.69566345214844
2018-12-04,124.67436981201172
2018-12-05,123.62892150878906
2018-12-06,122.38330078125
2018-12-07,120.47034454345703
2018-12-10,119.11351776123047
2018-12-11,120.02550506591797
2018-12-12,121.20441436767578
2018-12-13,125.34169006347656
2018-12-14,125.71983337402344
2018-12-17,125.51960754394531
2018-12-18,125.76429748535156
2018-12-19,125.29718017578125
2018-12-20,125.9645004272461
2018-12-21,126.654052734375
2018-12-24,123.87361907958984
2018-12-26,122.67247009277344
2018-12-27,122.33882141113281
2018-12-28,122.58348083496094
2018-12-31,122.89488220214844
2019-01-01,122.91714477539062
2019-01-02,125.27495574951172
2019-01-03,123.53997802734375
2019-01-04,122.40556335449219
2019-01-07,123.82911682128906
2019-01-08,132.3705596923828
2019-01-09,127.14339447021484
2019-01-10,128.65594482421875
2019-01-11,127.14339447021484
2019-01-14,124.18499755859375
2019-01-15,124.98579406738281
2019-01-16,129.0118408203125
2019-01-17,129.7236328125
2019-01-18,126.49832153320312
2019-01-21,124.02928924560547
2019-01-22,122.160888671875
2019-01-23,121.6715087890625
2019-01-24,120.04773712158203
2019-01-25,117.28955841064453
2019-01-28,115.48784637451172
2019-01-29,114.48689270019531
2019-01-30,115.06521606445312
2019-01-31,114.79829406738281
2019-02-01,114.42015075683594
2019-02-04,112.19583129882812
2019-02-05,108.88153839111328
2019-02-06,104.232666015625
2019-02-07,108.16974639892578
2019-02-08,109.3041763305664
2019-02-11,108.16974639892578
2019-02-12,104.94444274902344
2019-02-14,100.20661163330078
2019-02-15,106.5682373046875
2019-02-18,107.39124298095703
2019-02-19,109.50434875488281
2019-02-20,107.74712371826172
2019-02-21,111.83992004394531
2019-02-22,112.52944946289062
2019-02-25,112.70741271972656
2019-02-26,111.88440704345703
2019-02-27,129.3900146484375
2019-02-28,135.239990234375
2019-03-01,127.61053466796875
2019-03-05,128.1665802001953
2019-03-06,126.7652587890625
2019-03-07,124.3406982421875
2019-03-08,121.80497741699219
2019-03-11,124.8078384399414
2019-03-12,127.27685546875
2019-03-13,127.61053466796875
2019-03-14,126.85423278808594
2019-03-15,127.32134246826172
2019-03-18,129.36770629882812
2019-03-19,127.92189025878906
2019-03-20,127.43257904052734
2019-03-22,127.54376983642578
2019-03-25,125.76429748535156
2019-03-26,127.53211975097656
2019-03-27,129.70790100097656
2019-03-28,127.6907730102539
2019-04-01,128.34803771972656
2019-04-02,129.25460815429688
2019-04-03,128.3253631591797
2019-04-04,128.18939208984375
2019-04-05,130.31980895996094
2019-04-08,133.28884887695312
2019-04-09,133.3341827392578
2019-04-10,132.29164123535156
2019-04-11,140.360107421875
2019-04-12,139.408203125
2019-04-15,136.2125244140625
2019-04-16,134.67140197753906
2019-04-18,130.93177795410156
2019-04-22,129.7532196044922
2019-04-23,128.34803771972656
2019-04-24,128.98263549804688
2019-04-25,129.07327270507812
2019-04-26,128.12139892578125
2019-04-30,126.14960479736328
2019-05-02,125.6963119506836
2019-05-03,125.96826171875
2019-05-06,131.15841674804688
2019-05-07,127.64543914794922
2019-05-08,123.72453308105469
2019-05-09,122.86326599121094
2019-05-10,123.49787902832031
2019-05-13,121.97935485839844
2019-05-14,118.85169982910156
2019-05-15,115.5880126953125
2019-05-16,116.58524322509766
2019-05-17,119.55426788330078
2019-05-20,133.17550659179688
2019-05-21,131.95167541503906
2019-05-22,134.26341247558594
2019-05-23,136.84716796875
2019-05-24,139.88417053222656
2019-05-27,149.47117614746094
2019-05-28,149.51651000976562
2019-05-29,146.36614990234375
2019-05-30,145.84486389160156
2019-05-31,135.41929626464844
2019-06-03,136.80184936523438
2019-06-04,137.73104858398438
2019-06-06,132.8129119873047
2019-06-07,131.7476806640625
2019-06-10,129.4132537841797
2019-06-11,132.42758178710938
2019-06-12,141.90127563476562
2019-06-13,137.6630859375
2019-06-14,135.94056701660156
2019-06-17,133.76478576660156
2019-06-18,141.49334716796875
2019-06-19,141.58399963378906
2019-06-20,140.65475463867188
2019-06-21,138.47898864746094
2019-06-24,138.32029724121094
2019-06-25,139.54421997070312
2019-06-26,140.4961395263672
2019-06-27,142.5585479736328
2019-06-28,154.00401306152344
2019-07-01,153.52810668945312
2019-07-02,151.76026916503906
2019-07-03,152.14556884765625
2019-07-04,150.62704467773438
2019-07-05,144.16770935058594
2019-07-08,134.98867797851562
2019-07-09,137.79904174804688
2019-07-10,135.7139434814453
2019-07-11,135.8046112060547
2019-07-12,136.09922790527344
2019-07-15,134.12744140625
2019-07-16,133.6514892578125
2019-07-17,137.5497589111328
2019-07-18,136.6884765625
2019-07-19,138.11636352539062
2019-07-22,135.9632568359375
2019-07-23,136.82449340820312
2019-07-24,135.2379913330078
2019-07-25,133.47018432617188
2019-07-26,136.2352294921875
2019-07-29,138.29766845703125
2019-07-30,134.78468322753906
2019-07-31,133.2661895751953
2019-08-01,131.90634155273438
2019-08-02,134.78468322753906
2019-08-05,131.2263641357422
2019-08-06,130.68246459960938
2019-08-07,130.84112548828125
2019-08-08,132.7902374267578
2019-08-09,133.8328094482422
2019-08-13,132.29164123535156
2019-08-14,133.2661895751953
2019-08-16,131.7476806640625
2019-08-19,132.13296508789062
2019-08-20,131.04507446289062
2019-08-21,130.2744903564453
2019-08-22,121.97935485839844
2019-08-23,124.42710876464844
2019-08-26,125.74162292480469
2019-08-27,130.77310180664062
2019-08-28,127.64543914794922
2019-08-29,127.8720703125
2019-08-30,126.92020416259766
2019-09-03,123.65650177001953
2019-09-04,123.65650177001953
2019-09-05,126.30824279785156
2019-09-06,125.4469985961914
2019-09-09,127.89472961425781
2019-09-11,127.14682006835938
2019-09-12,127.6907730102539
2019-09-13,128.95994567871094
2019-09-16,129.4812469482422
2019-09-17,126.96549224853516
2019-09-18,129.18661499023438
2019-09-19,128.42059326171875
2019-09-20,131.93148803710938
2019-09-23,137.7905731201172
2019-09-24,141.5749969482422
2019-09-25,141.62059020996094
2019-09-26,143.12525939941406
2019-09-27,139.40916442871094
2019-09-30,134.9180145263672
2019-10-01,132.2506103515625
2019-10-03,133.93771362304688
2019-10-04,132.84339904785156
2019-10-07,129.94805908203125
2019-10-09,130.5180206298828
2019-10-10,129.1045684814453
2019-10-11,128.51181030273438
2019-10-14,128.21543884277344
2019-10-15,128.28382873535156
2019-10-16,127.28069305419922
2019-10-17,127.82785034179688
2019-10-18,130.85997009277344
2019-10-22,132.91177368164062
2019-10-23,134.55322265625
2019-10-24,132.5242156982422
2019-10-25,135.30555725097656
2019-10-27,138.06411743164062
2019-10-29,149.44029235839844
2019-10-30,153.54388427734375
2019-10-31,149.71388244628906
2019-11-01,151.17291259765625
2019-11-04,151.69728088378906
2019-11-05,147.04647827148438
2019-11-06,145.01748657226562
2019-11-07,148.48275756835938
2019-11-08,149.53146362304688
2019-11-11,152.26722717285156
2019-11-13,160.17807006835938
2019-11-14,154.5926055908203
2019-11-15,152.0847930908203
2019-11-18,147.84445190429688
2019-11-19,149.9874267578125
2019-11-20,156.27964782714844
2019-11-21,159.42576599121094
2019-11-22,159.33457946777344
2019-11-25,157.4879150390625
2019-11-26,157.12315368652344
2019-11-27,155.43612670898438
2019-11-28,153.99984741210938
2019-11-29,151.99362182617188
2019-12-02,151.44651794433594
2019-12-03,148.18641662597656
2019-12-04,145.4278564453125
2019-12-05,140.3211212158203
2019-12-06,137.243408203125
2019-12-09,135.03201293945312
2019-12-10,130.95118713378906
2019-12-11,129.90245056152344
2019-12-12,131.56671142578125
2019-12-13,132.5242156982422
2019-12-16,130.3356475830078
2019-12-17,129.69729614257812
2019-12-18,130.54080200195312
2019-12-19,129.3780975341797
2019-12-20,129.03616333007812
2019-12-23,129.9936981201172
2019-12-24,129.26412963867188
2019-12-26,137.904541015625
2019-12-27,137.4485626220703
2019-12-30,136.2403106689453
2019-12-31,134.25689697265625
2020-01-01,135.80712890625
2020-01-02,139.63717651367188
2020-01-03,138.56570434570312
2020-01-06,134.05169677734375
2020-01-07,135.53355407714844
2020-01-08,133.39056396484375
2020-01-09,136.26309204101562
2020-01-10,135.80712890625
2020-01-13,138.4060821533203
2020-01-14,143.64959716796875
2020-01-15,145.49620056152344
2020-01-16,146.2713623046875
2020-01-17,142.60089111328125
2020-01-20,139.61436462402344
2020-01-21,139.3408203125
2020-01-22,140.3211212158203
2020-01-23,138.24649047851562
2020-01-24,138.36048889160156
2020-01-27,136.12628173828125
2020-01-28,134.73561096191406
2020-01-29,138.24649047851562
2020-01-30,136.08071899414062
2020-01-31,132.34181213378906
2020-02-03,125.91283416748047
2020-02-04,127.25789642333984
2020-02-05,130.38119506835938
2020-02-06,137.67654418945312
2020-02-07,135.1687774658203
2020-02-10,134.37088012695312
2020-02-11,131.8630828857422
2020-02-12,131.7718963623047
2020-02-13,125.20610809326172
2020-02-14,124.9325180053711
2020-02-17,121.85478973388672
2020-02-18,122.4475326538086
2020-02-19,133.4817352294922
2020-02-20,134.1428680419922
2020-02-24,134.63201904296875
2020-02-25,132.23289489746094
2020-02-26,130.5092010498047
2020-02-27,145.71937561035156
2020-02-28,127.71410369873047
2020-03-02,123.21858978271484
2020-03-03,124.40650939941406
2020-03-04,121.42504119873047
2020-03-05,122.49651336669922
2020-03-06,116.4171142578125
2020-03-09,109.84854125976562
2020-03-11,107.8686752319336
2020-03-12,95.59339904785156
2020-03-13,95.3837661743164
2020-03-16,90.91155242919922
2020-03-17,89.4906997680664
2020-03-18,86.25299835205078
2020-03-19,80.82579803466797
2020-03-20,84.57592010498047
2020-03-23,75.0259017944336
2020-03-24,73.65164184570312
2020-03-25,74.56005096435547
2020-03-26,78.12384796142578
2020-03-27,86.15982818603516
2020-03-30,84.64579772949219
2020-03-31,86.25299835205078
2020-04-01,85.88032531738281
2020-04-03,85.6939926147461
2020-04-07,89.16459655761719
2020-04-08,101.6495132446289
2020-04-09,100.69450378417969
2020-04-13,108.5441665649414
2020-04-15,103.86231994628906
2020-04-16,107.93854522705078
2020-04-17,108.148193359375
2020-04-20,106.42452239990234
2020-04-21,102.7442626953125
2020-04-22,100.8575668334961
2020-04-23,102.39488983154297
2020-04-24,100.99729919433594
2020-04-27,100.62462615966797
2020-04-28,99.94912719726562
2020-04-29,100.06560516357422
2020-04-30,100.76438903808594
2020-05-04,97.66644287109375
2020-05-05,99.66961669921875
2020-05-06,103.34989929199219
2020-05-07,106.7273178100586
2020-05-08,101.74267578125
2020-05-11,106.56427764892578
2020-05-12,101.92901611328125
2020-05-13,111.8051528930664
2020-05-14,109.70879364013672
2020-05-15,111.52561950683594
2020-05-18,109.31282043457031
2020-05-19,105.30648040771484
2020-05-20,106.44781494140625
2020-05-21,107.12330627441406
2020-05-22,104.88719940185547
2020-05-26,104.00206756591797
2020-05-27,103.3964614868164
2020-05-28,111.17623901367188
2020-05-29,109.47586822509766
2020-06-01,110.9898910522461
2020-06-02,109.59233856201172
2020-06-03,114.83320617675781
2020-06-04,111.52561950683594
2020-06-05,113.24929809570312
2020-06-08,114.71675109863281
2020-06-09,112.52720642089844
2020-06-10,113.13284301757812
2020-06-11,110.5473403930664
2020-06-12,109.77867889404297
2020-06-15,109.94172668457031
2020-06-16,122.47320556640625
2020-06-17,124.8257827758789
2020-06-18,126.24664306640625
2020-06-19,124.2667465209961
2020-06-22,124.87237548828125
2020-06-23,126.15345001220703
2020-06-24,121.70455169677734
2020-06-25,138.61508178710938
2020-06-26,135.4938507080078
2020-06-29,140.85116577148438
2020-06-30,155.24607849121094
2020-07-01,148.2815704345703
2020-07-02,155.89828491210938
2020-07-03,174.3694305419922
2020-07-06,199.7818145751953
2020-07-07,195.63572692871094
2020-07-08,185.3170166015625
2020-07-09,178.63201904296875
2020-07-10,189.0671844482422
2020-07-13,185.57325744628906
2020-07-14,181.0311737060547
2020-07-15,175.06820678710938
2020-07-16,167.45152282714844
2020-07-17,182.38214111328125
2020-07-20,180.86810302734375
2020-07-21,180.076171875
2020-07-22,175.86016845703125
2020-07-23,183.52346801757812
2020-07-24,176.815185546875
2020-07-27,173.27468872070312
2020-07-28,180.5187225341797
2020-07-29,187.04066467285156
2020-07-30,178.72518920898438
2020-07-31,179.2841796875
2020-08-03,183.570068359375
2020-08-04,196.21798706054688
2020-08-05,194.23814392089844
2020-08-06,195.356201171875
2020-08-07,195.40277099609375
2020-08-10,203.78819274902344
2020-08-11,198.05813598632812
2020-08-12,199.68862915039062
2020-08-13,214.13011169433594
2020-08-14,212.03379821777344
2020-08-17,207.0025634765625
2020-08-18,207.0724334716797
2020-08-19,207.74794006347656
2020-08-20,202.53038024902344
2020-08-21,203.7415771484375
2020-08-24,203.46205139160156
2020-08-25,198.98983764648438
2020-08-26,200.10789489746094
2020-08-27,192.3514404296875
2020-08-28,197.9184112548828
2020-08-31,184.47848510742188
2020-09-01,178.86492919921875
2020-09-02,182.66165161132812
2020-09-03,186.92420959472656
2020-09-04,181.89300537109375
2020-09-07,179.0978546142578
2020-09-08,154.1979217529297
2020-09-09,146.20851135253906
2020-09-10,147.16351318359375
2020-09-11,146.8839874267578
2020-09-14,146.6743621826172
2020-09-15,145.02059936523438
2020-09-16,147.04702758789062
2020-09-17,146.32496643066406
2020-09-18,149.58914184570312
2020-09-21,142.00405883789062
2020-09-22,135.2408447265625
2020-09-23,138.27017211914062
2020-09-24,137.35430908203125
2020-09-25,140.10186767578125
2020-09-28,140.07839965820312
2020-09-29,142.45021057128906
2020-09-30,147.82794189453125
2020-10-01,152.07839965820312
2020-10-05,155.17822265625
2020-10-06,154.9668426513672
2020-10-07,149.4482879638672
2020-10-08,146.72418212890625
2020-10-09,142.96685791015625
2020-10-12,141.51089477539062
2020-10-13,141.6282958984375
2020-10-14,139.3739013671875
2020-10-15,136.3680419921875
2020-10-16,138.6459197998047
2020-10-19,140.5950469970703
2020-10-20,138.31715393066406
2020-10-21,137.56565856933594
2020-10-22,140.10186767578125
2020-10-23,142.5206756591797
2020-10-26,142.89639282226562
2020-10-27,141.18211364746094
2020-10-28,138.5285186767578
2020-10-29,137.11949157714844
2020-10-30,135.9218292236328
2020-11-02,134.7711944580078
2020-11-03,134.67721557617188
2020-11-04,134.67721557617188
2020-11-05,139.32696533203125
2020-11-06,141.76919555664062
2020-11-09,143.6478729248047
2020-11-10,140.71246337890625
2020-11-11,141.08816528320312
2020-11-12,148.03927612304688
2020-11-13,143.92967224121094
2020-11-14,145.315185546875
2020-11-17,144.1410369873047
2020-11-18,143.6478729248047
2020-11-19,144.0706024169922
2020-11-20,144.44627380371094
2020-11-23,144.9159698486328
2020-11-24,146.4658966064453
2020-11-25,151.27996826171875
2020-11-26,152.3837127685547
2020-11-27,153.91012573242188
2020-12-01,152.82986450195312
2020-12-02,151.27996826171875
2020-12-03,152.3602294921875
2020-12-04,151.51480102539062
2020-12-07,160.8377227783203
2020-12-08,160.2740936279297
2020-12-09,161.75357055664062
2020-12-10,159.94534301757812
2020-12-11,159.59310913085938
2020-12-14,158.95901489257812
2020-12-15,159.6400604248047
2020-12-16,160.15670776367188
2020-12-17,158.4424285888672
2020-12-18,160.57940673828125
2020-12-21,148.7437744140625
2020-12-22,148.18014526367188
2020-12-23,151.35043334960938
2020-12-24,154.54415893554688
2020-12-28,154.68507385253906
2020-12-29,154.70855712890625
2020-12-30,155.10775756835938
2020-12-31,159.85142517089844
2021-01-01,163.49134826660156
2021-01-04,164.3837127685547
2021-01-05,162.05885314941406
2021-01-06,166.84947204589844
2021-01-07,164.31324768066406
2021-01-08,162.2701873779297
2021-01-11,162.52854919433594
2021-01-12,161.049072265625
2021-01-13,158.41891479492188
2021-01-14,163.5148162841797
2021-01-15,162.17623901367188
2021-01-18,156.00013732910156
2021-01-19,160.25067138671875
2021-01-20,158.72422790527344
2021-01-21,158.77114868164062
2021-01-22,157.43263244628906
2021-01-25,156.4698028564453
2021-01-27,158.09014892578125
2021-01-28,154.45022583007812
2021-01-29,155.46002197265625
2021-02-01,156.04710388183594
2021-02-02,156.54025268554688
2021-02-03,156.8925018310547
2021-02-04,158.25454711914062
2021-02-05,158.55982971191406
2021-02-08,160.3445587158203
2021-02-09,161.307373046875
2021-02-10,159.80447387695312
2021-02-11,160.2740936279297
2021-02-12,166.0275115966797
2021-02-15,162.01190185546875
2021-02-16,160.72032165527344
2021-02-17,162.03533935546875
2021-02-18,163.0216827392578
2021-02-19,159.4522247314453
2021-02-22,164.4306640625
2021-02-23,162.17623901367188
2021-02-24,164.1018829345703
2021-02-25,167.3895721435547
2021-02-26,164.5246124267578
2021-03-01,172.46200561523438
2021-03-02,180.2584686279297
2021-03-03,178.16845703125
2021-03-04,176.85337829589844
2021-03-05,169.85533142089844
2021-03-08,171.42869567871094
2021-03-09,172.01580810546875
2021-03-10,169.1508331298828
2021-03-12,170.2545623779297
2021-03-15,168.93951416015625
2021-03-16,169.12734985351562
2021-03-17,164.9003448486328
2021-03-18,163.75119018554688
2021-03-19,165.49887084960938
2021-03-22,171.57969665527344
2021-03-23,169.66444396972656
2021-03-24,164.92428588867188
2021-03-25,159.56166076660156
2021-03-26,163.55970764160156
2021-03-30,161.0938262939453
2021-03-31,159.2265167236328
2021-04-01,161.8120574951172
2021-04-05,162.3626708984375
2021-04-06,161.18960571289062
2021-04-07,163.91879272460938
2021-04-08,163.775146484375
2021-04-09,164.78062438964844
2021-04-12,159.84896850585938
2021-04-13,161.2135467529297
2021-04-15,158.93922424316406
2021-04-16,160.85446166992188
2021-04-19,156.11427307128906
2021-04-20,158.07736206054688
2021-04-22,156.23397827148438
2021-04-23,155.3721466064453
2021-04-26,155.8030548095703
2021-04-27,157.55067443847656
2021-04-28,164.6370086669922
2021-04-29,163.4878692626953
2021-04-30,161.28538513183594
2021-05-03,157.1197509765625
2021-05-04,159.39410400390625
2021-05-05,160.37564086914062
2021-05-06,160.4235076904297
2021-05-07,160.44744873046875
2021-05-10,161.9077911376953
2021-05-11,171.6993865966797
2021-05-12,166.8874053955078
2021-05-14,164.73277282714844
2021-05-17,165.37911987304688
2021-05-18,164.66094970703125
2021-05-19,166.55221557617188
2021-05-20,167.65345764160156
2021-05-21,172.15420532226562
2021-05-24,172.05848693847656
2021-05-25,172.44151306152344
2021-05-26,178.85751342773438
2021-05-27,176.678955078125
2021-05-28,171.12478637695312
2021-05-31,173.1836700439453
2021-06-01,176.72683715820312
2021-06-02,176.27195739746094
2021-06-03,176.29592895507812
2021-06-04,174.8594970703125
2021-06-07,176.75076293945312
2021-06-08,174.78765869140625
2021-06-09,175.14675903320312
2021-06-10,174.45248413085938
2021-06-11,172.77667236328125
2021-06-14,172.2021026611328
2021-06-15,172.44151306152344
2021-06-16,172.1063690185547
2021-06-17,173.80612182617188
2021-06-18,170.78964233398438
2021-06-21,168.51531982421875
2021-06-22,167.3183135986328
2021-06-23,170.52630615234375
2021-06-24,170.50234985351562
2021-06-25,169.64051818847656
2021-06-28,172.9442901611328
2021-06-29,172.2021026611328
2021-06-30,171.38816833496094
2021-07-01,173.06399536132812
2021-07-02,177.27745056152344
2021-07-05,176.70286560058594
2021-07-06,178.88143920898438
2021-07-07,179.57574462890625
2021-07-08,178.2829132080078
2021-07-09,182.75978088378906
2021-07-12,183.62161254882812
2021-07-13,180.1024169921875
2021-07-14,181.53880310058594
2021-07-15,181.562744140625
2021-07-16,179.19265747070312
2021-07-19,181.85003662109375
2021-07-20,184.00462341308594
2021-07-22,194.58624267578125
2021-07-23,189.00814819335938
2021-07-26,192.6949462890625
2021-07-27,193.22164916992188
2021-07-28,190.70790100097656
2021-07-29,193.8201446533203
2021-07-30,201.1219024658203
2021-08-02,199.20668029785156
2021-08-03,197.2196502685547
2021-08-04,198.24911499023438
2021-08-05,190.9233856201172
2021-08-06,190.70790100097656
2021-08-09,187.5238494873047
2021-08-10,183.4300994873047
2021-08-11,179.57574462890625
2021-08-12,184.00462341308594
2021-08-13,184.31590270996094
2021-08-16,181.20361328125
2021-08-17,177.61260986328125
2021-08-18,185.94381713867188
2021-08-20,179.6714630126953
2021-08-23,178.01959228515625
2021-08-24,180.79666137695312
2021-08-25,184.0286102294922
2021-08-26,187.78721618652344
2021-08-27,182.92735290527344
2021-08-30,187.23660278320312
2021-08-31,188.21812438964844
2021-09-01,184.86648559570312
2021-09-02,189.51092529296875
2021-09-03,189.27149963378906
2021-09-06,190.18125915527344
2021-09-07,189.51092529296875
2021-09-08,189.4869842529297
2021-09-09,189.29544067382812
2021-09-13,185.03408813476562
2021-09-14,188.64906311035156
2021-09-15,192.12039184570312
2021-09-16,193.1498565673828
2021-09-17,192.55032348632812
2021-09-20,185.52455139160156
2021-09-21,182.14352416992188
2021-09-22,183.43836975097656
2021-09-23,186.8673858642578
2021-09-24,184.4934539794922
2021-09-27,182.62310791015625
2021-09-28,182.11953735351562
2021-09-29,181.6639404296875
2021-09-30,183.65419006347656
2021-10-01,181.13641357421875
2021-10-04,181.23231506347656
2021-10-05,180.7047882080078
2021-10-06,180.4170379638672
2021-10-07,177.01205444335938
2021-10-08,178.2829132080078
2021-10-11,180.48895263671875
2021-10-12,182.8389129638672
2021-10-13,181.6639404296875
2021-10-14,187.49081420898438
2021-10-18,198.13742065429688
2021-10-19,205.61883544921875
2021-10-20,202.5975341796875
2021-10-21,212.9803466796875
2021-10-22,206.4820556640625
2021-10-25,205.76268005371094
2021-10-26,201.7582550048828
2021-10-27,203.41278076171875
2021-10-28,199.86390686035156
2021-10-29,194.44468688964844
2021-11-01,198.9287109375
2021-11-02,198.66493225097656
2021-11-03,203.220947265625
2021-11-04,205.33106994628906
2021-11-08,205.90658569335938
2021-11-09,206.2662811279297
2021-11-10,202.14187622070312
2021-11-11,210.17481994628906
2021-11-12,203.84439086914062
2021-11-15,201.66232299804688
2021-11-16,199.911865234375
2021-11-17,204.70762634277344
2021-11-18,197.58592224121094
2021-11-22,186.69949340820312
2021-11-23,189.2412567138672
2021-11-24,194.27682495117188
2021-11-25,194.32481384277344
2021-11-26,185.81228637695312
2021-11-29,197.82571411132812
2021-11-30,198.76087951660156
2021-12-01,197.63389587402344
2021-12-02,202.83726501464844
2021-12-03,198.95269775390625
2021-12-06,195.3079376220703
2021-12-07,193.7013397216797
2021-12-08,193.55746459960938
2021-12-09,192.83810424804688
2021-12-10,193.2697296142578
2021-12-13,192.6942138671875
2021-12-14,191.71109008789062
2021-12-15,188.59381103515625
2021-12-16,192.86204528808594
2021-12-17,189.4810333251953
2021-12-20,184.469482421875
2021-12-21,183.9419403076172
2021-12-22,184.3975372314453
2021-12-23,185.14085388183594
2021-12-24,182.98280334472656
2021-12-27,183.41441345214844
2021-12-28,184.22970581054688
2021-12-29,191.32740783691406
2021-12-30,188.4979248046875
2021-12-31,186.81939697265625
2022-01-03,187.73060607910156
2022-01-04,188.95352172851562
2022-01-05,186.65158081054688
