Date,TASTYBITE
2017-03-23,4588.78466796875
2017-03-24,4629.1708984375
2017-03-27,4561.810546875
2017-03-28,4479.2421875
2017-03-29,4476.7978515625
2017-03-30,4432.12353515625
2017-03-31,4686.66064453125
2017-04-03,4756.4150390625
2017-04-05,4693.8896484375
2017-04-06,4716.5263671875
2017-04-07,4685.71240234375
2017-04-10,4640.2900390625
2017-04-11,4736.07177734375
2017-04-12,4756.46484375
2017-04-13,4700.07275390625
2017-04-17,4760.55224609375
2017-04-18,4686.81103515625
2017-04-19,4725.35205078125
2017-04-20,5076.16845703125
2017-04-21,5122.388671875
2017-04-24,5325.51953125
2017-04-25,5241.60498046875
2017-04-26,5089.77978515625
2017-04-27,5186.65869140625
2017-04-28,5097.458984375
2017-05-02,5282.63916015625
2017-05-03,5390.93505859375
2017-05-04,5394.22607421875
2017-05-05,5192.8408203125
2017-05-08,5212.984375
2017-05-09,5072.92724609375
2017-05-10,5195.384765625
2017-05-11,5277.9521484375
2017-05-12,5374.73046875
2017-05-15,5650.2587890625
2017-05-16,5601.1953125
2017-05-17,5627.3720703125
2017-05-18,5214.9794921875
2017-05-19,5163.92236328125
2017-05-22,5042.56201171875
2017-05-23,4876.5283203125
2017-05-24,4776.10986328125
2017-05-25,4998.33642578125
2017-05-26,5164.86962890625
2017-05-29,5085.392578125
2017-05-30,5041.7646484375
2017-05-31,5172.8974609375
2017-06-01,5172.498046875
2017-06-02,5137.5458984375
2017-06-05,5206.95068359375
2017-06-06,5199.4228515625
2017-06-07,5194.1875
2017-06-08,5126.27783203125
2017-06-09,5006.46435546875
2017-06-12,4937.95458984375
2017-06-13,5094.0673828125
2017-06-14,4949.7724609375
2017-06-15,5004.6689453125
2017-06-16,5024.36279296875
2017-06-19,4991.255859375
2017-06-20,4995.54443359375
2017-06-21,4985.37255859375
2017-06-22,4845.8134765625
2017-06-23,4791.1171875
2017-06-27,4745.04736328125
2017-06-28,4696.2333984375
2017-06-29,4668.91015625
2017-06-30,4736.32080078125
2017-07-03,4794.95654296875
2017-07-04,4832.40087890625
2017-07-05,4981.88134765625
2017-07-06,4969.61669921875
2017-07-07,4949.82275390625
2017-07-10,4872.7880859375
2017-07-11,4854.18994140625
2017-07-12,4929.130859375
2017-07-13,4898.515625
2017-07-14,4991.55517578125
2017-07-17,5287.625
2017-07-18,5273.3154296875
2017-07-19,5385.05126953125
2017-07-20,5432.7685546875
2017-07-21,5546.84912109375
2017-07-24,5620.24267578125
2017-07-25,5405.64453125
2017-07-26,5764.48779296875
2017-07-27,5642.23046875
2017-07-28,5638.79052734375
2017-07-31,5758.7041015625
2017-08-01,5653.94775390625
2017-08-02,5441.04541015625
2017-08-03,5429.42724609375
2017-08-04,5452.013671875
2017-08-07,5486.41796875
2017-08-08,5523.91259765625
2017-08-09,5407.2392578125
2017-08-10,5031.64306640625
2017-08-11,5161.07958984375
2017-08-14,5576.51513671875
2017-08-16,5734.67138671875
2017-08-17,5717.1708984375
2017-08-18,5600.44775390625
2017-08-21,5457.19970703125
2017-08-22,5545.203125
2017-08-23,5637.927734375
2017-08-24,5541.3125
2017-08-28,5543.75634765625
2017-08-29,5514.27880859375
2017-08-30,5489.88818359375
2017-08-31,5539.56640625
2017-09-01,5489.98828125
2017-09-04,5452.77880859375
2017-09-05,5458.61474609375
2017-09-06,5438.9130859375
2017-09-07,5483.50390625
2017-09-08,5452.97802734375
2017-09-11,5444.99755859375
2017-09-12,5482.1572265625
2017-09-13,5488.98974609375
2017-09-14,5548.59521484375
2017-09-15,5460.8095703125
2017-09-18,5621.3671875
2017-09-19,5602.41259765625
2017-09-20,5557.72265625
2017-09-21,5564.50537109375
2017-09-22,5476.8203125
2017-09-25,5383.29833984375
2017-09-26,5380.55517578125
2017-09-27,5317.908203125
2017-09-28,5340.20361328125
2017-09-29,5383.048828125
2017-10-03,5451.2822265625
2017-10-04,5365.9912109375
2017-10-05,5416.96630859375
2017-10-06,5434.32373046875
2017-10-09,5433.62451171875
2017-10-10,5392.52685546875
2017-10-11,5354.66796875
2017-10-12,5335.7646484375
2017-10-13,5305.0400390625
2017-10-16,5333.86962890625
2017-10-17,5309.9267578125
2017-10-18,5303.24365234375
2017-10-19,5340.802734375
2017-10-23,5289.0791015625
2017-10-24,5308.431640625
2017-10-25,5269.67529296875
2017-10-26,5287.88134765625
2017-10-27,5311.62353515625
2017-10-30,5299.404296875
2017-10-31,5321.35009765625
2017-11-01,5453.4765625
2017-11-02,5539.71630859375
2017-11-03,5607.6005859375
2017-11-06,5574.58203125
2017-11-07,5486.74609375
2017-11-08,5382.79931640625
2017-11-09,5387.93701171875
2017-11-10,5417.66455078125
2017-11-13,6501.1669921875
2017-11-14,6349.587890625
2017-11-15,6872.810546875
2017-11-16,6828.4677734375
2017-11-17,6640.02783203125
2017-11-20,6793.35400390625
2017-11-21,6720.33203125
2017-11-22,6657.9345703125
2017-11-23,6631.2490234375
2017-11-24,6595.087890625
2017-11-27,6509.04736328125
2017-11-28,6584.513671875
2017-11-29,6582.06982421875
2017-11-30,6454.1328125
2017-12-01,6283.39990234375
2017-12-04,6268.236328125
2017-12-05,6232.72314453125
2017-12-06,6272.72509765625
2017-12-07,6444.55615234375
2017-12-08,6429.7919921875
2017-12-11,6592.39453125
2017-12-12,6601.72216796875
2017-12-13,6671.40185546875
2017-12-14,6678.3349609375
2017-12-15,7132.17529296875
2017-12-18,6909.07177734375
2017-12-19,7056.5107421875
2017-12-20,7076.81103515625
2017-12-21,7707.67041015625
2017-12-22,7926.28564453125
2017-12-26,8115.87255859375
2017-12-27,8072.37939453125
2017-12-28,7882.1435546875
2017-12-29,7873.166015625
2018-01-01,7970.8271484375
2018-01-02,7831.36865234375
2018-01-03,9397.6416015625
2018-01-04,9968.794921875
2018-01-05,9960.517578125
2018-01-08,9962.708984375
2018-01-09,9794.623046875
2018-01-10,9636.359375
2018-01-11,9387.7158203125
2018-01-12,9238.3310546875
2018-01-15,9510.6650390625
2018-01-16,9211.7431640625
2018-01-17,9446.3203125
2018-01-18,9248.1572265625
2018-01-19,9396.642578125
2018-01-22,9203.216796875
2018-01-23,9048.2958984375
2018-01-24,9013.1796875
2018-01-25,8945.9951171875
2018-01-29,8740.1484375
2018-01-30,9097.8232421875
2018-01-31,8958.1142578125
2018-02-01,8809.37890625
2018-02-02,8544.0283203125
2018-02-05,8622.9833984375
2018-02-06,8355.736328125
2018-02-07,8251.4912109375
2018-02-08,8413.646484375
2018-02-09,8204.607421875
2018-02-12,8245.2578125
2018-02-14,8184.255859375
2018-02-15,8077.2177734375
2018-02-16,7944.59130859375
2018-02-19,7987.83544921875
2018-02-20,8241.466796875
2018-02-21,8466.1181640625
2018-02-22,8279.5732421875
2018-02-23,8225.8544921875
2018-02-26,8148.19384765625
2018-02-27,7918.15625
2018-02-28,7976.8623046875
2018-03-01,7981.1025390625
2018-03-05,7982.44873046875
2018-03-06,7928.630859375
2018-03-07,7671.55859375
2018-03-08,7666.47119140625
2018-03-09,7631.8046875
2018-03-12,7502.92041015625
2018-03-13,7519.87890625
2018-03-14,7529.3056640625
2018-03-15,7512.49658203125
2018-03-16,7527.65966796875
2018-03-19,7333.333984375
2018-03-20,7376.37890625
2018-03-21,7554.74365234375
2018-03-22,7375.8798828125
2018-03-23,7379.17236328125
2018-03-26,7403.91259765625
2018-03-27,7418.4267578125
2018-03-28,7291.2373046875
2018-04-02,7381.1181640625
2018-04-03,7530.10400390625
2018-04-04,7599.8837890625
2018-04-05,7782.38818359375
2018-04-06,8120.1630859375
2018-04-09,8020.4560546875
2018-04-10,7948.33203125
2018-04-11,7963.1455078125
2018-04-12,8023.349609375
2018-04-13,8746.3818359375
2018-04-16,9010.8369140625
2018-04-17,9035.42578125
2018-04-18,8785.4365234375
2018-04-19,8793.517578125
2018-04-20,8852.4736328125
2018-04-23,8876.0146484375
2018-04-24,8831.4736328125
2018-04-25,8695.455078125
2018-04-26,8704.0859375
2018-04-27,8669.619140625
2018-04-30,8586.3232421875
2018-05-02,8453.8974609375
2018-05-03,8400.4267578125
2018-05-04,8514.0009765625
2018-05-07,8468.26171875
2018-05-08,8477.98828125
2018-05-09,8476.6416015625
2018-05-10,8343.517578125
2018-05-11,8576.8466796875
2018-05-14,8808.529296875
2018-05-15,8785.7861328125
2018-05-16,8704.783203125
2018-05-17,8274.583984375
2018-05-18,8230.79296875
2018-05-21,7836.5546875
2018-05-22,7926.734375
2018-05-23,7923.24365234375
2018-05-24,7896.15966796875
2018-05-25,7816.6044921875
2018-05-28,7848.17724609375
2018-05-29,7834.75927734375
2018-05-30,7877.7548828125
2018-05-31,8181.4130859375
2018-06-01,7849.67333984375
2018-06-04,7398.17578125
2018-06-05,7277.9208984375
2018-06-06,7374.1845703125
2018-06-07,7632.90283203125
2018-06-08,7667.8173828125
2018-06-11,7417.0810546875
2018-06-12,7427.60400390625
2018-06-13,7764.5810546875
2018-06-14,7779.79345703125
2018-06-15,7748.71923828125
2018-06-18,7771.6630859375
2018-06-19,7549.90576171875
2018-06-20,7559.5322265625
2018-06-21,7471.69677734375
2018-06-22,7471.49658203125
2018-06-25,7402.2158203125
2018-06-26,7480.625
2018-06-27,7466.21044921875
2018-06-28,7362.76220703125
2018-06-29,7441.12109375
2018-07-02,7360.8173828125
2018-07-03,7363.41162109375
2018-07-04,7363.810546875
2018-07-05,7286.34912109375
2018-07-06,7342.51171875
2018-07-09,7299.56689453125
2018-07-10,7312.53515625
2018-07-11,7349.345703125
2018-07-12,7340.716796875
2018-07-13,7313.8818359375
2018-07-16,7236.22216796875
2018-07-17,7235.5244140625
2018-07-18,7136.31640625
2018-07-19,7069.57861328125
2018-07-20,7636.4443359375
2018-07-23,7724.8017578125
2018-07-24,7995.6103515625
2018-07-25,7869.73486328125
2018-07-26,7762.76904296875
2018-07-27,7706.541015625
2018-07-30,8027.890625
2018-07-31,8199.56640625
2018-08-01,8108.36474609375
2018-08-02,8181.75341796875
2018-08-03,8500.1123046875
2018-08-06,8335.6669921875
2018-08-07,8231.6962890625
2018-08-08,8335.6669921875
2018-08-09,8731.8544921875
2018-08-10,8393.8427734375
2018-08-13,8294.7080078125
2018-08-14,8390.2490234375
2018-08-16,8400.8271484375
2018-08-17,8466.134765625
2018-08-20,8579.1376953125
2018-08-21,8491.578125
2018-08-23,8440.939453125
2018-08-24,8782.2451171875
2018-08-27,8943.3935546875
2018-08-28,9031.650390625
2018-08-29,9901.5537109375
2018-08-30,10174.607421875
2018-08-31,11066.8603515625
2018-09-03,10396.974609375
2018-09-04,9802.6201171875
2018-09-05,9963.4189453125
2018-09-06,10360.7509765625
2018-09-07,10389.138671875
2018-09-10,10171.0654296875
2018-09-11,9908.837890625
2018-09-12,9768.0458984375
2018-09-14,9832.7529296875
2018-09-17,9665.1201171875
2018-09-18,10006.92578125
2018-09-19,9632.3408203125
2018-09-21,9446.6962890625
2018-09-24,9161.9169921875
2018-09-25,8896.296875
2018-09-26,8858.9775390625
2018-09-27,8758.9453125
2018-09-28,8409.30859375
2018-10-01,8037.96923828125
2018-10-03,8002.146484375
2018-10-04,8054.03271484375
2018-10-05,7801.58447265625
2018-10-08,7695.61474609375
2018-10-09,7772.24853515625
2018-10-10,8445.03125
2018-10-11,8785.5869140625
2018-10-12,9055.25
2018-10-15,9169.6005859375
2018-10-16,8993.333984375
2018-10-17,8617.8037109375
2018-10-19,8195.3251953125
2018-10-22,8150.72216796875
2018-10-23,8048.794921875
2018-10-24,8043.755859375
2018-10-25,8057.82568359375
2018-10-26,7971.962890625
2018-10-29,8142.98876953125
2018-10-30,8050.6904296875
2018-10-31,8118.99169921875
2018-11-01,8229.349609375
2018-11-02,8478.9072265625
2018-11-05,8545.912109375
2018-11-06,8391.646484375
2018-11-07,8511.8857421875
2018-11-09,8826.7470703125
2018-11-12,8778.005859375
2018-11-13,8505.099609375
2018-11-14,8264.7236328125
2018-11-15,8139.84619140625
2018-11-16,8094.24560546875
2018-11-19,8208.2978515625
2018-11-20,8213.4853515625
2018-11-21,8148.5771484375
2018-11-22,8159.103515625
2018-11-26,8175.1689453125
2018-11-27,8186.94189453125
2018-11-28,8081.12451171875
2018-11-29,8109.3623046875
2018-11-30,8350.6376953125
2018-12-03,8378.1767578125
2018-12-04,8296.90234375
2018-12-05,8286.2763671875
2018-12-06,8349.4892578125
2018-12-07,8241.423828125
2018-12-10,8283.1328125
2018-12-11,8248.5595703125
2018-12-12,8340.3603515625
2018-12-13,9263.1962890625
2018-12-14,9179.9765625
2018-12-17,9079.697265625
2018-12-18,8969.5859375
2018-12-19,9090.373046875
2018-12-20,8981.4091796875
2018-12-21,8881.37890625
2018-12-24,8805.1953125
2018-12-26,8699.076171875
2018-12-27,8882.9248046875
2018-12-28,8924.435546875
2018-12-31,8902.3818359375
2019-01-01,8870.40234375
2019-01-02,8866.5615234375
2019-01-03,8745.7744140625
2019-01-04,8593.6064453125
2019-01-07,8899.490234375
2019-01-08,8700.3740234375
2019-01-09,8706.2607421875
2019-01-10,8686.455078125
2019-01-11,8780.748046875
2019-01-14,8640.6064453125
2019-01-15,8514.6787109375
2019-01-16,8481.4521484375
2019-01-17,8493.9736328125
2019-01-18,8252.05078125
2019-01-21,8125.42724609375
2019-01-22,8028.6376953125
2019-01-23,8003.59326171875
2019-01-24,8032.8291015625
2019-01-25,8023.5498046875
2019-01-28,7978.49853515625
2019-01-29,8032.03076171875
2019-01-30,8037.0703125
2019-01-31,8146.48193359375
2019-02-01,8180.5078125
2019-02-04,8171.376953125
2019-02-05,8075.2373046875
2019-02-06,8123.3818359375
2019-02-07,8062.9140625
2019-02-08,8004.79052734375
2019-02-11,7785.91796875
2019-02-12,7668.02490234375
2019-02-14,8044.1552734375
2019-02-15,7728.94189453125
2019-02-18,7595.3330078125
2019-02-19,7603.31640625
2019-02-20,7635.7958984375
2019-02-21,7678.3525390625
2019-02-22,7670.51904296875
2019-02-25,7920.22509765625
2019-02-26,7799.93701171875
2019-02-27,7762.4697265625
2019-02-28,7925.9619140625
2019-03-01,8077.38232421875
2019-03-05,8124.279296875
2019-03-06,8474.017578125
2019-03-07,8390.1005859375
2019-03-08,8379.625
2019-03-11,8390.150390625
2019-03-12,8427.8193359375
2019-03-13,8371.689453125
2019-03-14,8353.3798828125
2019-03-15,8382.4658203125
2019-03-18,8375.53125
2019-03-19,8332.4248046875
2019-03-20,8350.0380859375
2019-03-22,8332.2255859375
2019-03-25,8379.9228515625
2019-03-26,8377.078125
2019-03-27,8208.646484375
2019-03-28,8491.828125
2019-04-01,8546.908203125
2019-04-02,8573.15234375
2019-04-03,8502.353515625
2019-04-04,8477.8095703125
2019-04-05,8441.9873046875
2019-04-08,8459.7978515625
2019-04-09,8438.294921875
2019-04-10,8415.59375
2019-04-11,8444.5810546875
2019-04-12,8435.5498046875
2019-04-15,8464.537109375
2019-04-16,8579.3876953125
2019-04-18,8636.2626953125
2019-04-22,8713.994140625
2019-04-23,8756.001953125
2019-04-24,8706.66015625
2019-04-25,8706.2607421875
2019-04-26,8819.015625
2019-04-30,8712.3466796875
2019-05-02,8692.142578125
2019-05-03,8748.119140625
2019-05-06,8681.064453125
2019-05-07,8731.2080078125
2019-05-08,8751.5625
2019-05-09,8731.0078125
2019-05-10,8745.375
2019-05-13,8660.759765625
2019-05-14,8601.240234375
2019-05-15,8611.568359375
2019-05-16,8524.40625
2019-05-17,8416.1923828125
2019-05-20,8385.55859375
2019-05-21,8345.5478515625
2019-05-22,8299.998046875
2019-05-23,8080.42578125
2019-05-24,8211.73828125
2019-05-27,7989.423828125
2019-05-28,8230.1474609375
2019-05-29,8220.8193359375
2019-05-30,8237.3828125
2019-05-31,8287.9228515625
2019-06-03,8094.09619140625
2019-06-04,8133.85888671875
2019-06-06,8171.57666015625
2019-06-07,8140.54443359375
2019-06-10,8132.26318359375
2019-06-11,8176.7646484375
2019-06-12,8198.318359375
2019-06-13,8346.4951171875
2019-06-14,8331.8271484375
2019-06-17,8443.783203125
2019-06-18,8720.87890625
2019-06-19,8782.1943359375
2019-06-20,9061.5859375
2019-06-21,9376.9482421875
2019-06-24,9482.517578125
2019-06-25,9543.4345703125
2019-06-26,9430.2822265625
2019-06-27,9456.076171875
2019-06-28,9370.662109375
2019-07-01,9142.009765625
2019-07-02,8971.1328125
2019-07-03,9017.982421875
2019-07-04,9081.1923828125
2019-07-05,9008.8994140625
2019-07-08,8774.6103515625
2019-07-09,8559.0322265625
2019-07-10,9558.103515625
2019-07-11,9012.79296875
2019-07-12,8915.353515625
2019-07-15,9008.4013671875
2019-07-16,8910.96484375
2019-07-17,8742.83203125
2019-07-18,8568.3212890625
2019-07-19,8486.33203125
2019-07-22,8253.0869140625
2019-07-23,8468.466796875
2019-07-24,8334.728515625
2019-07-25,8312.0234375
2019-07-26,8389.0712890625
2019-07-29,8283.8271484375
2019-07-30,8296.2529296875
2019-07-31,8359.779296875
2019-08-01,8493.7177734375
2019-08-02,8600.5595703125
2019-08-05,8385.9775390625
2019-08-06,8589.9794921875
2019-08-07,8824.0224609375
2019-08-08,8587.2353515625
2019-08-09,8615.677734375
2019-08-13,8519.1181640625
2019-08-14,8560.48828125
2019-08-16,8588.33203125
2019-08-19,8685.09375
2019-08-20,8642.974609375
2019-08-21,8593.0234375
2019-08-22,8506.59375
2019-08-23,8305.28515625
2019-08-26,8352.841796875
2019-08-27,8409.3818359375
2019-08-28,8348.900390625
2019-08-29,8288.8681640625
2019-08-30,8312.173828125
2019-09-03,8242.8076171875
2019-09-04,8369.259765625
2019-09-05,8275.9423828125
2019-09-06,8284.8251953125
2019-09-09,8434.6328125
2019-09-11,8418.515625
2019-09-12,8337.3212890625
2019-09-13,8375.796875
2019-09-16,8325.345703125
2019-09-17,8288.818359375
2019-09-18,8402.3955078125
2019-09-19,8306.234375
2019-09-20,9163.3115234375
2019-09-23,9272.896484375
2019-09-24,9580.9443359375
2019-09-25,9369.009765625
2019-09-26,9868.6337890625
2019-09-27,9614.6787109375
2019-09-30,9677.7568359375
2019-10-01,9683.6435546875
2019-10-03,9565.5234375
2019-10-04,9566.47265625
2019-10-07,9777.7099609375
2019-10-09,10029.4189453125
2019-10-10,9974.0771484375
2019-10-11,9902.6669921875
2019-10-14,9920.5322265625
2019-10-15,10087.0068359375
2019-10-16,10084.611328125
2019-10-17,9995.435546875
2019-10-18,9981.7626953125
2019-10-22,10030.3681640625
2019-10-23,10019.140625
2019-10-24,9905.3115234375
2019-10-25,9912.248046875
2019-10-27,9970.58203125
2019-10-29,9987.6513671875
2019-10-30,9981.9130859375
2019-10-31,9980.5146484375
2019-11-01,10366.2607421875
2019-11-04,10425.9453125
2019-11-05,10321.2978515625
2019-11-06,10291.7578125
2019-11-07,9298.5947265625
2019-11-08,9571.162109375
2019-11-11,9301.1416015625
2019-11-13,9183.4716796875
2019-11-14,9218.404296875
2019-11-15,9301.1416015625
2019-11-18,9108.0185546875
2019-11-19,9062.2578125
2019-11-20,8867.3876953125
2019-11-21,8710.9443359375
2019-11-22,8495.6640625
2019-11-25,8708.546875
2019-11-26,8690.783203125
2019-11-27,8721.8720703125
2019-11-28,8662.0390625
2019-11-29,8616.7763671875
2019-12-02,8550.806640625
2019-12-03,8328.240234375
2019-12-04,8492.71875
2019-12-05,8390.619140625
2019-12-06,8310.0263671875
2019-12-09,8365.66796875
2019-12-10,8180.62890625
2019-12-11,8204.6826171875
2019-12-12,8207.3271484375
2019-12-13,8410.529296875
2019-12-16,8329.48828125
2019-12-17,8352.8916015625
2019-12-18,8447.4580078125
2019-12-19,8373.65234375
2019-12-20,8384.181640625
2019-12-23,8265.11328125
2019-12-24,8287.6201171875
2019-12-26,8329.23828125
2019-12-27,8307.3798828125
2019-12-30,8367.6142578125
2019-12-31,8298.998046875
2020-01-01,8377.244140625
2020-01-02,8367.814453125
2020-01-03,8320.15625
2020-01-06,8251.5400390625
2020-01-07,8276.2412109375
2020-01-08,8240.9599609375
2020-01-09,8285.0751953125
2020-01-10,8398.5029296875
2020-01-13,8349.349609375
2020-01-14,8316.11328125
2020-01-15,8424.9013671875
2020-01-16,8429.1435546875
2020-01-17,8618.025390625
2020-01-20,8941.1923828125
2020-01-21,8976.17578125
2020-01-22,8629.7021484375
2020-01-23,8569.7685546875
2020-01-24,8514.2265625
2020-01-27,8494.9638671875
2020-01-28,8469.4150390625
2020-01-29,8434.7333984375
2020-01-30,8275.294921875
2020-01-31,8198.09375
2020-02-03,8131.42431640625
2020-02-04,8317.6611328125
2020-02-05,8260.1240234375
2020-02-06,8221.44921875
2020-02-07,8249.6435546875
2020-02-10,8431.2900390625
2020-02-11,8670.0224609375
2020-02-12,10403.9873046875
2020-02-13,11578.244140625
2020-02-14,11463.4697265625
2020-02-17,11361.7685546875
2020-02-18,11220.392578125
2020-02-19,11158.7138671875
2020-02-20,12274.5849609375
2020-02-24,12580.48828125
2020-02-25,12772.9111328125
2020-02-26,12682.2900390625
2020-02-27,12408.0751953125
2020-02-28,11884.646484375
2020-03-02,11804.603515625
2020-03-03,11960.798828125
2020-03-04,11451.1435546875
2020-03-05,11482.630859375
2020-03-06,12129.91796875
2020-03-09,11495.2568359375
2020-03-11,11502.5439453125
2020-03-12,10412.9697265625
2020-03-13,10740.330078125
2020-03-16,10004.0673828125
2020-03-17,10049.5791015625
2020-03-18,9625.6572265625
2020-03-19,8949.1796875
2020-03-20,9188.111328125
2020-03-23,8269.3046875
2020-03-24,7889.29736328125
2020-03-25,8343.958984375
2020-03-26,8989.5
2020-03-27,8920.6337890625
2020-03-30,8141.904296875
2020-03-31,8956.0634765625
2020-04-01,8839.341796875
2020-04-03,8787.4423828125
2020-04-07,9062.7568359375
2020-04-08,9237.5166015625
2020-04-09,9272.9453125
2020-04-13,9319.3544921875
2020-04-15,9356.8837890625
2020-04-16,9851.7177734375
2020-04-17,9816.984375
2020-04-20,9756.9013671875
2020-04-21,9541.0234375
2020-04-22,9878.0625
2020-04-23,10411.474609375
2020-04-24,10128.0751953125
2020-04-27,10609.884765625
2020-04-28,10917.5869140625
2020-04-29,10778.9052734375
2020-04-30,10427.44140625
2020-05-04,10124.5341796875
2020-05-05,9918.685546875
2020-05-06,10162.609375
2020-05-07,9985.4052734375
2020-05-08,9829.01171875
2020-05-11,9923.1259765625
2020-05-12,9797.470703125
2020-05-13,9840.1884765625
2020-05-14,9937.7978515625
2020-05-15,9930.9599609375
2020-05-18,9271.44921875
2020-05-19,8926.7724609375
2020-05-20,9459.78125
2020-05-21,9533.1376953125
2020-05-22,9529.09765625
2020-05-26,9808.849609375
2020-05-27,10005.216796875
2020-05-28,10006.515625
2020-05-29,10429.8369140625
2020-06-01,10788.8369140625
2020-06-02,10980.6611328125
2020-06-03,10953.962890625
2020-06-04,10764.7333984375
2020-06-05,10933.1552734375
2020-06-08,10755.849609375
2020-06-09,10817.6796875
2020-06-10,10848.8701171875
2020-06-11,10983.2568359375
2020-06-12,11051.72265625
2020-06-15,11656.841796875
2020-06-16,11911.6943359375
2020-06-17,11937.8427734375
2020-06-18,12042.1396484375
2020-06-19,12321.39453125
2020-06-22,12425.3916015625
2020-06-23,12304.12890625
2020-06-24,11984.8515625
2020-06-25,12076.521484375
2020-06-26,12081.9111328125
2020-06-29,12362.0166015625
2020-06-30,12395.3994140625
2020-07-01,12463.767578125
2020-07-02,12845.9208984375
2020-07-03,13012.6943359375
2020-07-06,13083.8046875
2020-07-07,13474.5927734375
2020-07-08,12785.189453125
2020-07-09,12656.490234375
2020-07-10,12535.1767578125
2020-07-13,12309.8671875
2020-07-14,11725.259765625
2020-07-15,11628.5966796875
2020-07-16,12058.08203125
2020-07-17,12170.3828125
2020-07-20,12088.0791015625
2020-07-21,12169.734375
2020-07-22,11944.0859375
2020-07-23,11690.8359375
2020-07-24,11614.87109375
2020-07-27,11466.5869140625
2020-07-28,11955.21484375
2020-07-29,11922.525390625
2020-07-30,11786.0166015625
2020-07-31,11766.203125
2020-08-03,12670.0419921875
2020-08-04,12788.73046875
2020-08-05,12220.244140625
2020-08-06,11983.7646484375
2020-08-07,11962.3544921875
2020-08-10,12280.3876953125
2020-08-11,12173.7763671875
2020-08-12,12443.146484375
2020-08-13,12446.640625
2020-08-14,12224.9853515625
2020-08-17,12032.578125
2020-08-18,12683.96875
2020-08-19,12755.8408203125
2020-08-20,12682.7197265625
2020-08-21,13095.6865234375
2020-08-24,13061.2470703125
2020-08-25,12982.087890625
2020-08-26,12939.9619140625
2020-08-27,12852.2685546875
2020-08-28,12678.4287109375
2020-08-31,12052.4423828125
2020-09-01,12160.150390625
2020-09-02,12114.5830078125
2020-09-03,12020.1005859375
2020-09-04,11837.2255859375
2020-09-07,11704.7607421875
2020-09-08,11736.7548828125
2020-09-09,11220.3740234375
2020-09-10,11335.220703125
2020-09-11,11350.841796875
2020-09-14,11987.2587890625
2020-09-15,11895.921875
2020-09-16,11682.15234375
2020-09-17,11777.18359375
2020-09-18,11409.3876953125
2020-09-21,10892.5576171875
2020-09-22,10439.4638671875
2020-09-23,10025.6005859375
2020-09-24,9996.404296875
2020-09-25,10516.27734375
2020-09-28,10565.9892578125
2020-09-29,10648.541015625
2020-09-30,10686.275390625
2020-10-01,10602.57421875
2020-10-05,10544.92578125
2020-10-06,10579.31640625
2020-10-07,10672.201171875
2020-10-08,10555.9560546875
2020-10-09,10495.2646484375
2020-10-12,10796.478515625
2020-10-13,10724.607421875
2020-10-14,10535.29296875
2020-10-15,10379.8203125
2020-10-16,10486.380859375
2020-10-19,10446.751953125
2020-10-20,10301.759765625
2020-10-21,10341.7880859375
2020-10-22,10236.025390625
2020-10-23,10246.0078125
2020-10-26,10265.2744140625
2020-10-27,10370.087890625
2020-10-28,10278.400390625
2020-10-29,10181.5234375
2020-10-30,9986.0205078125
2020-11-02,10065.7783203125
2020-11-03,10157.1162109375
2020-11-04,10272.861328125
2020-11-05,10499.0087890625
2020-11-06,10648.9404296875
2020-11-09,10516.427734375
2020-11-10,10315.236328125
2020-11-11,10470.7080078125
2020-11-12,10560.25
2020-11-13,11581.9306640625
2020-11-14,11803.236328125
2020-11-17,11405.34375
2020-11-18,11069.591796875
2020-11-19,11194.9697265625
2020-11-20,11123.0966796875
2020-11-23,11315.10546875
2020-11-24,11343.8046875
2020-11-25,11196.166015625
2020-11-26,11411.3837890625
2020-11-27,11395.6611328125
2020-12-01,11268.8876953125
2020-12-02,11150.099609375
2020-12-03,11187.8330078125
2020-12-04,11153.2939453125
2020-12-07,11228.259765625
2020-12-08,11189.5791015625
2020-12-09,11160.6298828125
2020-12-10,10950.4052734375
2020-12-11,10913.7197265625
2020-12-14,11347.8466796875
2020-12-15,11203.8046875
2020-12-16,11273.6279296875
2020-12-17,11159.533203125
2020-12-18,11325.8359375
2020-12-21,12171.1806640625
2020-12-22,12444.89453125
2020-12-23,12256.4287109375
2020-12-24,12491.91015625
2020-12-28,12465.2578125
2020-12-29,12182.6103515625
2020-12-30,12016.2568359375
2020-12-31,11967.34375
2021-01-01,11945.58203125
2021-01-04,11469.87890625
2021-01-05,11667.826171875
2021-01-06,11714.5947265625
2021-01-07,11585.7734375
2021-01-08,11787.46484375
2021-01-11,11919.6796875
2021-01-12,12044.8564453125
2021-01-13,12113.93359375
2021-01-14,12056.0361328125
2021-01-15,11912.990234375
2021-01-18,11798.1953125
2021-01-19,11912.7900390625
2021-01-20,11886.2392578125
