Date,VAIBHAVGBL
2004-04-06,8.330851554870605
2004-04-07,8.330851554870605
2004-04-08,8.330851554870605
2004-04-09,8.330851554870605
2004-04-12,8.330851554870605
2004-04-13,8.330851554870605
2004-04-14,8.330851554870605
2004-04-15,8.17216968536377
2004-04-16,8.17216968536377
2004-04-19,7.140730857849121
2004-04-20,7.140730857849121
2004-04-21,7.616779804229736
2004-04-22,7.775463104248047
2004-04-23,7.775463104248047
2004-04-26,7.775463104248047
2004-04-27,7.775463104248047
2004-04-28,7.775463104248047
2004-04-29,7.775463104248047
2004-04-30,9.02905559539795
2004-05-03,7.934144020080566
2004-05-04,8.775163650512695
2004-05-05,7.616779804229736
2004-05-06,8.013486862182617
2004-05-07,8.013486862182617
2004-05-10,8.235640525817871
2004-05-11,8.235640525817871
2004-05-12,6.744022846221924
2004-05-13,8.069023132324219
2004-05-14,6.989982604980469
2004-05-17,6.989982604980469
2004-05-18,6.989982604980469
2004-05-19,6.989982604980469
2004-05-20,6.989982604980469
2004-05-21,6.989982604980469
2004-05-24,7.450164318084717
2004-05-25,7.450164318084717
2004-05-26,7.450164318084717
2004-05-27,7.450164318084717
2004-05-28,6.204500198364258
2004-05-31,6.204500198364258
2004-06-01,6.204500198364258
2004-06-02,6.204500198364258
2004-06-03,6.204500198364258
2004-06-04,6.029950141906738
2004-06-07,5.609440326690674
2004-06-08,5.609440326690674
2004-06-09,5.609440326690674
2004-06-10,5.609440326690674
2004-06-11,5.553901195526123
2004-06-14,5.553901195526123
2004-06-15,5.553901195526123
2004-06-16,5.553901195526123
2004-06-17,5.553901195526123
2004-06-18,5.553901195526123
2004-06-21,5.553901195526123
2004-06-22,5.553901195526123
2004-06-23,4.546265125274658
2004-06-24,4.546265125274658
2004-06-25,4.546265125274658
2004-06-28,5.030247211456299
2004-06-29,5.030247211456299
2004-06-30,5.030247211456299
2004-07-01,5.712584018707275
2004-07-02,5.712584018707275
2004-07-05,5.553901195526123
2004-07-06,5.4983625411987305
2004-07-07,6.188634395599365
2004-07-08,6.188634395599365
2004-07-09,5.395217418670654
2004-07-12,6.212435245513916
2004-07-13,6.212435245513916
2004-07-14,5.252403736114502
2004-07-15,5.252403736114502
2004-07-16,5.855398654937744
2004-07-19,5.855398654937744
2004-07-20,5.553901195526123
2004-07-21,5.569769382476807
2004-07-22,5.657045364379883
2004-07-23,5.553901195526123
2004-07-26,5.8315958976745605
2004-07-27,5.5618367195129395
2004-07-28,5.5618367195129395
2004-07-29,5.5618367195129395
2004-07-30,5.5618367195129395
2004-08-02,5.5618367195129395
2004-08-03,5.5618367195129395
2004-08-04,5.474559783935547
2004-08-05,5.474559783935547
2004-08-06,5.712584018707275
2004-08-09,5.5380330085754395
2004-08-10,5.712584018707275
2004-08-11,5.5618367195129395
2004-08-12,5.395217418670654
2004-08-13,5.282555103302002
2004-08-16,5.395217418670654
2004-08-17,5.395217418670654
2004-08-18,5.268272399902344
2004-08-19,5.268272399902344
2004-08-20,5.5380330085754395
2004-08-23,5.553901195526123
2004-08-24,5.553901195526123
2004-08-25,5.59357213973999
2004-08-26,5.466625213623047
2004-08-27,5.728452682495117
2004-08-30,6.0220160484313965
2004-08-31,6.141026973724365
2004-09-01,6.299711227416992
2004-09-02,6.307645797729492
2004-09-03,6.188634395599365
2004-09-06,6.299711227416992
2004-09-07,6.617075443267822
2004-09-08,6.831297397613525
2004-09-09,6.672615051269531
2004-09-10,6.664681434631348
2004-09-13,6.680549621582031
2004-09-14,6.791626930236816
2004-09-15,7.473966121673584
2004-09-16,7.5612382888793945
2004-09-17,7.450164318084717
2004-09-20,7.1962690353393555
2004-09-21,7.17966890335083
2004-09-22,7.1381683349609375
2004-09-23,7.163067817687988
2004-09-24,7.154767036437988
2004-09-27,7.12156867980957
2004-09-28,7.353972911834717
2004-09-29,7.304172515869141
2004-09-30,7.32907247543335
2004-10-01,7.254372596740723
2004-10-04,7.17966890335083
2004-10-05,7.171367645263672
2004-10-06,7.055165767669678
2004-10-07,7.046865940093994
2004-10-08,7.163067817687988
2004-10-11,7.4867777824401855
2004-10-12,7.262673377990723
2004-10-14,7.27097225189209
2004-10-15,7.1381683349609375
2004-10-18,7.1381683349609375
2004-10-19,7.246070384979248
2004-10-20,7.262673377990723
2004-10-21,7.212868690490723
2004-10-22,7.212868690490723
2004-10-25,6.955563068389893
2004-10-26,7.146467685699463
