Date,PHOENIXLTD
2007-11-05,182.04356384277344
2007-11-06,174.5482177734375
2007-11-07,177.62051391601562
2007-11-08,174.08583068847656
2007-11-12,173.9896697998047
2007-11-13,174.99693298339844
2007-11-14,174.99693298339844
2007-11-15,178.56826782226562
2007-11-16,174.2643585205078
2007-11-19,171.24241638183594
2007-11-20,173.9896697998047
2007-11-21,176.82839965820312
2007-11-22,180.3448486328125
2007-11-23,175.82566833496094
2007-11-26,178.1104278564453
2007-11-27,186.62673950195312
2007-11-28,208.98899841308594
2007-11-29,206.95611572265625
2007-11-30,233.5124053955078
2007-12-03,234.0251922607422
2007-12-04,231.2276153564453
2007-12-05,223.43931579589844
2007-12-06,226.3971405029297
2007-12-07,215.44497680664062
2007-12-10,216.1820831298828
2007-12-11,220.875244140625
2007-12-12,247.86199951171875
2007-12-13,238.09107971191406
2007-12-14,235.86126708984375
2007-12-17,231.6763153076172
2007-12-18,228.93370056152344
2007-12-19,206.2280731201172
2007-12-20,227.3037567138672
2007-12-24,233.320068359375
2007-12-26,236.2229766845703
2007-12-27,222.61517333984375
2007-12-28,220.93479919433594
2007-12-31,217.6656036376953
2008-01-01,223.39353942871094
2008-01-02,227.49143981933594
2008-01-03,225.1105194091797
2008-01-04,220.7974395751953
2008-01-07,219.82215881347656
2008-01-08,219.6802215576172
2008-01-09,207.54676818847656
2008-01-10,218.8514862060547
2008-01-11,217.45040893554688
2008-01-14,210.78842163085938
2008-01-15,213.44863891601562
2008-01-16,207.05226135253906
2008-01-17,202.0156707763672
2008-01-18,206.0403594970703
2008-01-21,193.95724487304688
2008-01-22,175.42274475097656
2008-01-23,187.56539916992188
2008-01-24,189.45640563964844
2008-01-25,187.84927368164062
2008-01-28,188.64137268066406
2008-01-29,192.32261657714844
2008-01-30,190.0195770263672
2008-01-31,183.15614318847656
2008-02-01,183.14698791503906
2008-02-04,186.40243530273438
2008-02-05,199.5386199951172
2008-02-06,196.5945281982422
2008-02-07,195.48651123046875
2008-02-08,198.4534912109375
2008-02-11,177.32748413085938
2008-02-12,180.75233459472656
2008-02-13,189.0992431640625
2008-02-14,208.2152099609375
2008-02-15,206.63560485839844
2008-02-18,187.31361389160156
2008-02-19,192.67062377929688
2008-02-20,190.6789093017578
2008-02-21,190.97654724121094
2008-02-22,187.95460510253906
2008-02-25,189.92343139648438
2008-02-26,189.9921112060547
2008-02-27,187.72567749023438
2008-02-28,190.01499938964844
2008-02-29,190.01499938964844
2008-03-03,189.1908416748047
2008-03-04,185.43634033203125
2008-03-05,190.79339599609375
2008-03-07,190.99942016601562
2008-03-10,194.4333953857422
2008-03-11,194.5936737060547
2008-03-12,192.3043212890625
2008-03-13,182.39151000976562
2008-03-14,186.5809783935547
2008-03-17,172.2955322265625
2008-03-18,177.7212371826172
2008-03-19,182.3686065673828
2008-03-24,181.7047119140625
2008-03-25,184.3145294189453
2008-03-26,183.1240692138672
2008-03-27,182.32281494140625
2008-03-28,182.8035888671875
2008-03-31,173.30279541015625
2008-04-01,171.6086883544922
2008-04-02,172.59317016601562
2008-04-03,177.7212371826172
2008-04-04,171.83766174316406
2008-04-07,183.1240692138672
2008-04-08,174.85958862304688
2008-04-09,177.78993225097656
2008-04-10,176.34764099121094
2008-04-11,172.7991485595703
2008-04-15,176.62237548828125
2008-04-16,174.90538024902344
2008-04-17,175.08851623535156
2008-04-21,183.1240692138672
2008-04-22,183.14698791503906
2008-04-23,185.6194610595703
2008-04-24,187.58828735351562
2008-04-25,185.71104431152344
2008-04-28,180.85763549804688
2008-04-29,179.41539001464844
2008-04-30,178.54544067382812
2008-05-02,179.3695831298828
2008-05-05,179.94192504882812
2008-05-06,180.8118438720703
2008-05-07,175.8211212158203
2008-05-08,172.5702362060547
2008-05-09,172.9136199951172
2008-05-12,170.69297790527344
2008-05-13,164.5117645263672
2008-05-14,170.30380249023438
2008-05-15,178.6370086669922
2008-05-16,182.39151000976562
2008-05-20,172.59317016601562
2008-05-21,166.54928588867188
2008-05-22,162.4055938720703
2008-05-23,162.06216430664062
2008-05-26,160.1162567138672
2008-05-27,155.81227111816406
2008-05-28,155.76651000976562
2008-05-29,155.67491149902344
2008-05-30,154.37001037597656
2008-06-02,155.3773651123047
2008-06-03,153.8434600830078
2008-06-04,152.01199340820312
2008-06-05,145.41873168945312
2008-06-06,138.06991577148438
2008-06-09,131.2476806640625
2008-06-10,122.50244140625
2008-06-11,122.93742370605469
2008-06-12,118.9310531616211
2008-06-13,114.16926574707031
2008-06-16,116.57305908203125
2008-06-17,120.28179168701172
2008-06-18,118.3816146850586
2008-06-19,109.43032836914062
2008-06-20,105.99629974365234
2008-06-23,101.80682373046875
2008-06-24,94.25203704833984
2008-06-25,92.48922729492188
2008-06-26,86.67431640625
2008-06-27,74.99869537353516
2008-06-30,70.99234008789062
2008-07-01,64.10144805908203
2008-07-02,65.7039794921875
2008-07-03,61.01083755493164
2008-07-04,62.97965621948242
2008-07-07,60.301143646240234
2008-07-08,57.98892593383789
2008-07-09,57.187644958496094
2008-07-10,54.394649505615234
2008-07-11,56.546634674072266
2008-07-14,54.62359619140625
2008-07-15,52.24266815185547
2008-07-16,51.37272644042969
2008-07-17,50.93775939941406
2008-07-18,52.357147216796875
2008-07-21,52.65475845336914
2008-07-22,52.83790969848633
2008-07-23,63.02545166015625
2008-07-24,71.83940124511719
2008-07-25,76.14336395263672
2008-07-28,83.67527770996094
2008-07-29,84.75126647949219
2008-07-30,87.36111450195312
2008-07-31,88.16239166259766
2008-08-01,85.68990325927734
2008-08-04,84.36206817626953
2008-08-05,92.80973052978516
2008-08-06,94.45805358886719
2008-08-07,94.32068634033203
2008-08-08,91.45901489257812
2008-08-11,90.26854705810547
2008-08-12,84.75126647949219
2008-08-13,82.69084930419922
2008-08-14,85.71278381347656
2008-08-18,81.9582748413086
2008-08-19,77.37958526611328
2008-08-20,78.98212432861328
2008-08-21,76.85306549072266
2008-08-22,84.38497161865234
2008-08-25,80.33285522460938
2008-08-26,84.29341125488281
2008-08-27,84.29341125488281
2008-08-28,84.45365142822266
2008-08-29,87.08638763427734
2008-09-01,83.17161560058594
2008-09-02,83.08003997802734
2008-09-04,82.64505767822266
2008-09-05,83.78974914550781
2008-09-08,81.63777923583984
2008-09-09,80.49310302734375
2008-09-10,78.7761001586914
2008-09-11,79.73762512207031
2008-09-12,75.68511199951172
2008-09-15,71.33326721191406
2008-09-16,65.83016204833984
2008-09-17,65.78412628173828
2008-09-18,65.89923095703125
2008-09-19,67.6031265258789
2008-09-22,71.51748657226562
2008-09-23,71.72470092773438
2008-09-24,68.08666229248047
2008-09-25,69.90567779541016
2008-09-26,66.7281723022461
2008-09-29,65.43872833251953
2008-09-30,66.31370544433594
2008-10-01,65.99134826660156
2008-10-03,64.31046295166016
2008-10-06,55.23838806152344
2008-10-07,62.951961517333984
2008-10-08,55.23838806152344
2008-10-10,54.248291015625
2008-10-13,49.78131866455078
2008-10-14,49.896453857421875
2008-10-15,47.75507354736328
2008-10-16,44.07098388671875
2008-10-17,43.31113815307617
2008-10-20,40.548065185546875
2008-10-21,38.72903823852539
2008-10-22,33.93971633911133
2008-10-23,30.255617141723633
2008-10-24,25.02881622314453
2008-10-27,22.680208206176758
2008-10-29,23.347951889038086
2008-10-31,23.140718460083008
2008-11-03,23.831480026245117
2008-11-04,24.03871726989746
2008-11-05,24.913684844970703
2008-11-06,24.545278549194336
2008-11-07,27.009017944335938
2008-11-10,29.72603988647461
2008-11-11,29.86419105529785
2008-11-12,30.41680908203125
2008-11-14,30.439828872680664
2008-11-17,28.390554428100586
2008-11-18,29.380653381347656
2008-11-19,28.64383316040039
2008-11-20,26.502452850341797
2008-11-21,25.97286605834961
2008-11-24,26.341272354125977
2008-11-25,28.275426864624023
2008-11-26,29.97931480407715
2008-11-27,29.97931480407715
2008-11-28,29.12737274169922
2008-12-01,29.196449279785156
2008-12-02,29.44973373413086
2008-12-03,27.930042266845703
2008-12-04,26.59455680847168
2008-12-05,26.617578506469727
2008-12-08,27.538604736328125
2008-12-10,29.587881088256836
2008-12-11,31.22270393371582
2008-12-12,31.291772842407227
2008-12-15,34.16997146606445
2008-12-16,34.515357971191406
2008-12-17,34.146942138671875
2008-12-18,35.43638610839844
2008-12-19,37.20935821533203
2008-12-22,37.78499221801758
2008-12-23,38.3145751953125
2008-12-24,37.163299560546875
2008-12-26,37.094234466552734
2008-12-29,38.3145751953125
2008-12-30,36.81791687011719
2008-12-31,34.97586441040039
2009-01-02,34.44628143310547
2009-01-05,35.229156494140625
2009-01-06,34.63048553466797
2009-01-07,30.14049530029297
2009-01-09,30.554956436157227
2009-01-12,29.54183006286621
2009-01-13,29.703014373779297
2009-01-14,30.762187957763672
2009-01-15,30.04839515686035
2009-01-16,31.291772842407227
2009-01-19,30.370756149291992
2009-01-20,29.51880645751953
2009-01-21,30.41680908203125
2009-01-22,30.577987670898438
2009-01-23,30.877323150634766
2009-01-27,30.094444274902344
2009-01-28,30.20957374572754
2009-01-29,29.933265686035156
2009-01-30,31.199678421020508
2009-02-02,29.933265686035156
2009-02-03,29.887216567993164
2009-02-04,29.656965255737305
2009-02-05,29.035266876220703
2009-02-06,28.229373931884766
2009-02-09,27.285324096679688
2009-02-10,26.3873233795166
2009-02-11,26.640605926513672
2009-02-12,25.30512046813965
2009-02-13,25.97286605834961
2009-02-16,26.96296501159668
2009-02-17,27.078092575073242
2009-02-18,26.502452850341797
2009-02-19,26.548503875732422
2009-02-20,25.489328384399414
2009-02-24,24.430152893066406
2009-02-25,24.959741592407227
2009-02-26,25.074867248535156
2009-02-27,25.30512046813965
2009-03-02,23.99266242980957
2009-03-03,23.232824325561523
2009-03-04,22.47297477722168
2009-03-05,22.565074920654297
2009-03-06,23.90056037902832
2009-03-09,23.831480026245117
2009-03-12,23.509130477905273
2009-03-13,23.46307373046875
2009-03-16,24.706459045410156
2009-03-17,25.397228240966797
2009-03-18,25.719579696655273
2009-03-19,25.926815032958984
2009-03-20,25.99588966369629
2009-03-23,26.06496810913086
2009-03-24,26.341272354125977
2009-03-25,26.732711791992188
2009-03-26,29.01224136352539
2009-03-27,30.485877990722656
2009-03-30,31.775312423706055
2009-03-31,31.245723724365234
2009-04-01,33.7094612121582
2009-04-02,36.518585205078125
2009-04-06,38.913238525390625
2009-04-08,39.557960510253906
2009-04-09,41.51514434814453
2009-04-13,44.669647216796875
2009-04-15,43.81769561767578
2009-04-16,44.255184173583984
2009-04-17,45.75184631347656
2009-04-20,45.360416412353516
2009-04-21,46.62682342529297
2009-04-22,47.1103630065918
2009-04-23,47.45573043823242
2009-04-24,46.62682342529297
2009-04-27,47.40969467163086
2009-04-28,46.94917678833008
2009-04-29,50.35696029663086
2009-04-30,51.11681365966797
2009-05-04,50.541168212890625
2009-05-05,51.738494873046875
2009-05-06,50.817474365234375
2009-05-07,54.985107421875
2009-05-08,53.85684585571289
2009-05-11,53.396339416503906
2009-05-12,53.81081008911133
2009-05-13,54.04105758666992
2009-05-14,52.68254470825195
2009-05-15,51.692447662353516
2009-05-18,56.87321090698242
2009-05-19,57.58700180053711
2009-05-20,57.47187423706055
2009-05-21,55.81403350830078
2009-05-22,55.81403350830078
2009-05-25,57.67910385131836
2009-05-26,55.975215911865234
2009-05-27,55.399566650390625
2009-05-28,58.02448272705078
2009-05-29,63.13616943359375
2009-06-01,67.69522094726562
2009-06-02,65.62294006347656
2009-06-03,67.71827697753906
2009-06-04,67.53404235839844
2009-06-05,61.82372283935547
2009-06-08,57.28766632080078
2009-06-09,56.45874786376953
2009-06-10,56.735050201416016
2009-06-11,54.823936462402344
2009-06-12,56.55085372924805
2009-06-15,57.149513244628906
2009-06-16,59.26786804199219
2009-06-17,54.8009033203125
2009-06-18,52.54439163208008
2009-06-19,50.58722686767578
2009-06-22,48.90635299682617
2009-06-23,47.248504638671875
2009-06-24,43.21903610229492
2009-06-25,45.24528884887695
2009-06-26,46.21236038208008
2009-06-29,48.88332748413086
2009-06-30,46.16631317138672
2009-07-01,46.511695861816406
2009-07-02,46.14327621459961
2009-07-03,47.50178527832031
2009-07-06,48.353736877441406
2009-07-07,48.12348175048828
2009-07-08,45.176204681396484
2009-07-09,44.347286224365234
2009-07-10,43.886775970458984
2009-07-13,40.04149627685547
2009-07-14,42.41313552856445
2009-07-15,44.024925231933594
2009-07-16,43.81769561767578
2009-07-17,45.24528884887695
2009-07-20,46.78799819946289
2009-07-21,45.24528884887695
2009-07-22,46.14327621459961
2009-07-23,45.88999557495117
2009-07-24,51.62336349487305
2009-07-27,52.61348342895508
2009-07-28,55.468650817871094
2009-07-29,54.50157165527344
2009-07-30,55.767982482910156
2009-07-31,54.45552062988281
2009-08-03,59.52116394042969
2009-08-04,62.951961517333984
2009-08-05,60.94874572753906
2009-08-06,58.62314987182617
2009-08-07,58.64617156982422
2009-08-10,53.92593002319336
2009-08-11,56.573875427246094
2009-08-12,59.91258239746094
2009-08-13,62.65263748168945
2009-08-14,65.87621307373047
2009-08-17,57.47187423706055
2009-08-18,57.909358978271484
2009-08-19,56.665985107421875
2009-08-20,59.03761291503906
2009-08-21,61.0178108215332
2009-08-24,65.80712890625
2009-08-25,66.63605499267578
2009-08-26,73.98118591308594
2009-08-27,73.70491790771484
2009-08-28,72.8299331665039
2009-08-31,73.52071380615234
2009-09-01,73.75096893310547
2009-09-02,71.1720962524414
2009-09-03,73.24440002441406
2009-09-04,72.94506072998047
2009-09-07,82.29345703125
2009-09-08,80.33627319335938
2009-09-09,78.26397705078125
2009-09-10,78.9547348022461
2009-09-11,78.213623046875
2009-09-14,82.17408752441406
2009-09-15,84.07325744628906
2009-09-16,86.25037384033203
2009-09-17,84.49014282226562
2009-09-18,82.17408752441406
2009-09-22,81.43293762207031
2009-09-23,84.1427230834961
2009-09-24,81.82666778564453
2009-09-25,83.6332015991211
2009-09-29,81.13184356689453
2009-09-30,82.61412811279297
2009-10-01,80.52967071533203
2009-10-05,78.02833557128906
2009-10-06,78.67682647705078
2009-10-07,77.19452667236328
2009-10-08,75.57328796386719
2009-10-09,74.60055541992188
2009-10-12,75.43433380126953
2009-10-13,75.5038070678711
2009-10-14,80.8076171875
2009-10-15,82.01195526123047
2009-10-16,80.02014923095703
2009-10-20,80.62232971191406
2009-10-21,79.07056427001953
2009-10-22,78.30624389648438
2009-10-23,77.88936614990234
2009-10-26,76.5460433959961
2009-10-27,70.66322326660156
2009-10-28,69.8062744140625
2009-10-29,69.27359008789062
2009-10-30,70.75586700439453
2009-11-03,68.81036376953125
2009-11-04,71.0801010131836
2009-11-05,75.6890869140625
2009-11-06,82.15091705322266
2009-11-09,84.49014282226562
2009-11-10,85.92611694335938
2009-11-11,88.6590805053711
2009-11-12,87.54736328125
2009-11-13,88.38116455078125
2009-11-16,87.38523864746094
2009-11-17,85.83345794677734
2009-11-18,85.20812225341797
2009-11-19,85.83345794677734
2009-11-20,85.71766662597656
2009-11-23,88.84436798095703
2009-11-24,89.77079772949219
2009-11-25,86.4124984741211
2009-11-26,82.82258605957031
2009-11-27,86.5282974243164
2009-11-30,86.06507110595703
2009-12-01,88.56642150878906
2009-12-02,87.10731506347656
2009-12-03,86.22720336914062
2009-12-04,84.51331329345703
2009-12-07,81.89616394042969
2009-12-08,81.87298583984375
2009-12-09,84.69859313964844
2009-12-10,84.51331329345703
2009-12-11,91.48468017578125
2009-12-14,88.8675308227539
2009-12-15,87.40839385986328
2009-12-16,89.09912109375
2009-12-17,87.94108581542969
2009-12-18,87.94108581542969
2009-12-21,87.84845733642578
2009-12-22,87.50104522705078
2009-12-23,89.40022277832031
2009-12-24,88.52009582519531
2009-12-29,87.61685180664062
2009-12-30,90.32661437988281
2009-12-31,92.17949676513672
2010-01-04,92.06369018554688
2010-01-05,95.167236328125
2010-01-06,99.6603775024414
2010-01-07,100.60997772216797
2010-01-08,100.1004638671875
2010-01-11,103.11134338378906
2010-01-12,101.76799011230469
2010-01-13,99.45195007324219
2010-01-14,100.4247055053711
2010-01-15,97.57592010498047
2010-01-18,97.15904235839844
2010-01-19,96.48738098144531
2010-01-20,94.49555206298828
2010-01-21,96.60319519042969
2010-01-22,99.54459381103516
2010-01-25,98.87293243408203
2010-01-27,91.99422454833984
2010-01-28,93.10591888427734
2010-01-29,91.8552474975586
2010-02-01,90.7435302734375
2010-02-02,91.60047912597656
2010-02-03,95.49147033691406
2010-02-04,92.8974838256836
2010-02-05,89.6086654663086
2010-02-08,92.36477661132812
2010-02-09,91.0909423828125
2010-02-10,93.77757263183594
2010-02-11,92.55005645751953
2010-02-15,90.72037506103516
2010-02-16,90.11819458007812
2010-02-17,90.37297058105469
2010-02-18,89.2612533569336
2010-02-19,87.47789001464844
2010-02-22,85.90293884277344
2010-02-23,87.01466369628906
2010-02-24,84.76807403564453
2010-02-25,84.42069244384766
2010-02-26,84.18907165527344
2010-03-02,84.18907165527344
2010-03-03,85.46290588378906
2010-03-04,85.64818572998047
2010-03-05,88.26534271240234
2010-03-08,93.98602294921875
2010-03-09,89.3538818359375
2010-03-10,88.68222045898438
2010-03-11,87.50104522705078
2010-03-12,86.50513458251953
2010-03-15,88.79803466796875
2010-03-16,89.95606231689453
2010-03-17,88.47380065917969
2010-03-18,88.8211898803711
2010-03-19,90.16448974609375
2010-03-22,87.75581359863281
2010-03-23,87.40839385986328
2010-03-25,87.77897644042969
2010-03-26,88.19586181640625
2010-03-29,87.89476013183594
2010-03-30,86.1808853149414
2010-03-31,86.0882339477539
2010-04-01,86.80622100830078
2010-04-05,86.96833801269531
2010-04-06,87.43155670166016
2010-04-07,88.84436798095703
2010-04-08,94.4492416381836
2010-04-09,99.49826049804688
2010-04-12,97.87701416015625
2010-04-13,101.97644805908203
2010-04-15,104.91787719726562
2010-04-16,102.83341979980469
2010-04-19,97.57592010498047
2010-04-20,97.18220520019531
2010-04-21,96.85796356201172
2010-04-22,96.76531219482422
2010-04-23,97.13587951660156
2010-04-26,100.88790893554688
2010-04-27,101.99962615966797
2010-04-28,99.19718170166016
2010-04-29,99.26666259765625
2010-04-30,98.59501647949219
2010-05-03,98.0854721069336
2010-05-04,98.10862731933594
2010-05-05,96.30208587646484
2010-05-06,96.67267608642578
2010-05-07,95.167236328125
2010-05-10,97.11270904541016
2010-05-11,97.27484130859375
2010-05-12,98.0854721069336
2010-05-13,98.84976959228516
2010-05-14,95.88518524169922
2010-05-17,95.28302001953125
2010-05-18,97.80754852294922
2010-05-19,96.25579071044922
2010-05-20,94.93561553955078
2010-05-21,90.37297058105469
2010-05-24,94.17132568359375
2010-05-25,91.62364196777344
2010-05-26,91.55415344238281
2010-05-27,91.60047912597656
2010-05-28,92.61956787109375
2010-05-31,91.90156555175781
2010-06-01,92.61956787109375
2010-06-02,91.20674133300781
2010-06-03,91.11410522460938
2010-06-04,93.03643798828125
2010-06-07,90.34980010986328
2010-06-08,90.3961181640625
2010-06-09,91.36888122558594
2010-06-10,91.69309997558594
2010-06-11,93.43018341064453
2010-06-14,97.0432357788086
2010-06-15,99.77619934082031
2010-06-16,100.19309997558594
2010-06-17,102.02277374267578
2010-06-18,100.67945861816406
2010-06-21,98.34024047851562
2010-06-22,96.99693298339844
2010-06-23,96.71898651123047
2010-06-24,97.76122283935547
2010-06-25,97.34432983398438
2010-06-28,99.42877960205078
2010-06-29,97.62225341796875
2010-06-30,101.09636688232422
2010-07-01,99.82252502441406
2010-07-02,100.12360382080078
2010-07-05,100.35520935058594
2010-07-06,100.5868148803711
2010-07-07,100.74894714355469
2010-07-08,100.81842803955078
2010-07-09,101.25848388671875
2010-07-12,101.93013763427734
2010-07-13,104.36200714111328
2010-07-14,105.17264556884766
2010-07-15,104.68628692626953
2010-07-16,103.27346801757812
2010-07-19,103.13447570800781
2010-07-20,100.72579193115234
2010-07-21,105.89060974121094
2010-07-22,105.0336685180664
2010-07-23,106.44647216796875
2010-07-26,104.80207824707031
2010-07-27,102.763916015625
2010-07-28,103.57455444335938
2010-07-29,104.01461029052734
2010-07-30,101.46693420410156
2010-08-02,101.65220642089844
2010-08-03,101.9069595336914
2010-08-04,102.60181427001953
2010-08-05,108.3224868774414
2010-08-06,110.29114532470703
2010-08-09,110.54591369628906
2010-08-10,112.60721588134766
2010-08-11,112.35244750976562
2010-08-12,112.90830993652344
2010-08-13,114.46006774902344
2010-08-16,112.86197662353516
2010-08-17,112.30612182617188
2010-08-18,111.61132049560547
2010-08-19,111.3333740234375
2010-08-20,114.2516098022461
2010-08-23,113.9273681640625
2010-08-24,115.59495544433594
2010-08-25,112.19032287597656
2010-08-26,112.46824645996094
2010-08-27,110.4532699584961
2010-08-30,107.02549743652344
2010-08-31,110.22167205810547
2010-09-01,112.07452392578125
2010-09-02,115.2475357055664
2010-09-03,114.20530700683594
2010-09-06,113.5567855834961
2010-09-07,114.6221923828125
2010-09-08,112.8851318359375
2010-09-09,117.67939758300781
2010-09-13,118.25841522216797
2010-09-14,117.9341812133789
2010-09-15,116.38240051269531
2010-09-16,115.75706481933594
2010-09-17,118.08428955078125
2010-09-20,120.43485260009766
2010-09-21,116.64143371582031
2010-09-22,112.21964263916016
2010-09-23,111.75420379638672
2010-09-24,112.19639587402344
2010-09-27,110.66039276123047
2010-09-28,108.79862213134766
2010-09-29,106.79717254638672
2010-09-30,105.72664642333984
2010-10-01,111.56803894042969
2010-10-04,115.19853210449219
2010-10-05,118.34029388427734
2010-10-06,119.41084289550781
2010-10-07,117.85159301757812
2010-10-08,117.75849151611328
2010-10-11,119.3875732421875
2010-10-12,118.17739868164062
2010-10-13,120.6908187866211
2010-10-14,116.19925689697266
2010-10-15,119.0384750366211
2010-10-18,117.17668151855469
2010-10-19,115.24508666992188
2010-10-20,112.7549057006836
2010-10-21,113.03419494628906
2010-10-22,114.1047134399414
2010-10-25,117.15340423583984
2010-10-26,118.20067596435547
2010-10-27,117.64212799072266
2010-10-28,116.10614776611328
2010-10-29,116.8043212890625
2010-11-01,114.01162719726562
2010-11-02,111.8007583618164
2010-11-03,112.45240783691406
2010-11-04,113.77891540527344
2010-11-08,113.49964141845703
2010-11-09,111.40511322021484
2010-11-10,111.26549530029297
2010-11-11,108.07716369628906
2010-11-12,105.81974792480469
2010-11-15,106.70409393310547
2010-11-16,104.74920654296875
2010-11-18,101.30488586425781
2010-11-19,102.32888793945312
2010-11-22,101.25833129882812
2010-11-23,102.2590560913086
2010-11-24,101.84015655517578
2010-11-25,99.60599517822266
2010-11-26,95.92894744873047
2010-11-29,99.93181610107422
2010-11-30,103.28304290771484
2010-12-01,108.33316040039062
2010-12-02,109.63641357421875
2010-12-03,109.54332733154297
2010-12-06,110.47423553466797
2010-12-07,106.82044982910156
2010-12-08,106.9135513305664
2010-12-09,102.51506042480469
2010-12-10,102.51506042480469
2010-12-13,102.04959106445312
2010-12-14,102.2590560913086
2010-12-15,102.95722961425781
2010-12-16,101.93323516845703
2010-12-20,101.77033996582031
2010-12-21,102.37541961669922
2010-12-22,102.04959106445312
2010-12-23,101.65397644042969
2010-12-24,102.09616088867188
2010-12-27,104.4001235961914
2010-12-28,102.72450256347656
2010-12-29,103.30632019042969
2010-12-30,101.07215881347656
2010-12-31,103.70195770263672
2011-01-03,102.04959106445312
2011-01-04,103.95794677734375
2011-01-05,102.39868927001953
2011-01-06,103.79502868652344
2011-01-07,101.8866958618164
2011-01-10,103.21322631835938
2011-01-11,99.72237396240234
2011-01-12,99.955078125
2011-01-13,100.44381713867188
2011-01-14,98.07001495361328
2011-01-17,98.69837951660156
2011-01-18,98.2562026977539
2011-01-19,96.7900390625
2011-01-20,98.97765350341797
2011-01-21,97.83728790283203
2011-01-24,96.95294952392578
2011-01-25,96.09184265136719
2011-01-27,95.99876403808594
2011-01-28,95.3471450805664
2011-01-31,93.15953063964844
2011-02-01,92.5079116821289
