Date,SFL
2017-08-09,626.677490234375
2017-08-10,626.97705078125
2017-08-11,632.9439697265625
2017-08-14,624.130859375
2017-08-16,630.896728515625
2017-08-17,629.174072265625
2017-08-18,647.873779296875
2017-08-21,644.1787719726562
2017-08-22,646.151123046875
2017-08-23,624.130859375
2017-08-24,639.3103637695312
2017-08-28,647.4493408203125
2017-08-29,645.9014892578125
2017-08-30,641.5573120117188
2017-08-31,667.7968139648438
2017-09-01,657.5856323242188
2017-09-04,666.573486328125
2017-09-05,663.9769897460938
2017-09-06,669.7691650390625
2017-09-07,693.9114990234375
2017-09-08,688.9432373046875
2017-09-11,684.8737182617188
2017-09-12,685.9722900390625
2017-09-13,684.3994140625
2017-09-14,695.3096313476562
2017-09-15,687.3204345703125
2017-09-18,696.5079956054688
2017-09-19,767.3121948242188
2017-09-20,733.4580078125
2017-09-21,724.9445190429688
2017-09-22,699.4789428710938
2017-09-25,714.5835571289062
2017-09-26,714.8582153320312
2017-09-27,704.9465942382812
2017-09-28,732.50927734375
2017-09-29,748.13818359375
2017-10-03,732.5592041015625
2017-10-04,736.6537475585938
2017-10-05,741.8217163085938
2017-10-06,734.78125
2017-10-09,733.557861328125
2017-10-10,739.474853515625
2017-10-11,723.9957885742188
2017-10-12,733.3831176757812
2017-10-13,719.52685546875
2017-10-16,703.972900390625
2017-10-17,720.85009765625
2017-10-18,708.5667114257812
2017-10-19,696.3582153320312
2017-10-23,700.4526977539062
2017-10-24,709.6401977539062
2017-10-25,695.5592651367188
2017-10-26,699.6287841796875
2017-10-27,683.8001708984375
2017-10-30,676.859619140625
2017-10-31,693.7117919921875
2017-11-01,700.7772216796875
2017-11-02,700.9020385742188
2017-11-03,714.0592651367188
2017-11-06,707.3683471679688
2017-11-07,715.0579223632812
2017-11-08,722.2232055664062
2017-11-09,745.6165771484375
2017-11-10,767.4620361328125
2017-11-13,759.2481689453125
2017-11-14,753.0565185546875
2017-11-15,754.0052490234375
2017-11-16,751.6084594726562
2017-11-17,777.5234375
2017-11-20,852.52197265625
2017-11-21,850.4747314453125
2017-11-22,838.865478515625
2017-11-23,822.0132446289062
2017-11-24,864.7554321289062
2017-11-27,886.5759887695312
2017-11-28,878.6865844726562
2017-11-29,896.0131225585938
2017-11-30,891.9935913085938
2017-12-01,877.0637817382812
2017-12-04,856.2669067382812
2017-12-05,883.130615234375
2017-12-06,881.0084838867188
2017-12-07,873.593505859375
2017-12-08,875.6407470703125
2017-12-11,874.9666748046875
2017-12-12,871.1967163085938
2017-12-13,861.1852416992188
2017-12-14,858.8883666992188
2017-12-15,850.8492431640625
2017-12-18,846.9794921875
2017-12-19,848.6771850585938
2017-12-20,844.6826171875
2017-12-21,840.11376953125
2017-12-22,834.0968627929688
2017-12-26,866.6029663085938
2017-12-27,854.4943237304688
2017-12-28,844.70751953125
2017-12-29,867.476806640625
2018-01-01,856.616455078125
2018-01-02,851.0239868164062
2018-01-03,842.98486328125
2018-01-04,847.2291259765625
2018-01-05,859.3128051757812
2018-01-08,848.3776245117188
2018-01-09,840.5631713867188
2018-01-10,845.7561645507812
2018-01-11,839.2149658203125
2018-01-12,832.7986450195312
2018-01-15,840.68798828125
2018-01-16,814.3486328125
2018-01-17,815.29736328125
2018-01-18,790.7804565429688
2018-01-19,784.5139770507812
2018-01-22,791.7542114257812
2018-01-23,787.5099487304688
2018-01-24,793.2022705078125
2018-01-25,800.04296875
2018-01-29,797.94580078125
2018-01-30,797.6461791992188
2018-01-31,795.0996704101562
2018-02-01,799.8182983398438
2018-02-02,800.41748046875
2018-02-05,802.5396118164062
2018-02-06,798.2953491210938
2018-02-07,806.6090698242188
2018-02-08,798.8695678710938
2018-02-09,793.851318359375
2018-02-12,804.8614501953125
2018-02-14,794.7251586914062
2018-02-15,805.7102661132812
2018-02-16,798.9444580078125
2018-02-19,812.8007202148438
2018-02-20,799.9930419921875
2018-02-21,798.8695678710938
2018-02-22,796.9970703125
2018-02-23,798.9444580078125
2018-02-26,784.0895385742188
2018-02-27,786.036865234375
2018-02-28,790.5557861328125
2018-03-01,787.0106201171875
2018-03-05,784.4640502929688
2018-03-06,787.0106201171875
2018-03-07,776.1752319335938
2018-03-08,793.277099609375
2018-03-09,793.9761352539062
2018-03-12,776.3500366210938
2018-03-13,765.4397583007812
2018-03-14,768.18603515625
2018-03-15,772.5801391601562
2018-03-16,748.9620361328125
2018-03-19,743.8190307617188
2018-03-20,737.85205078125
2018-03-21,742.021484375
2018-03-22,743.8939208984375
2018-03-23,740.223876953125
2018-03-26,729.6632080078125
2018-03-27,759.7474975585938
2018-03-28,745.0173950195312
2018-04-02,776.7494506835938
2018-04-03,772.7798461914062
2018-04-04,771.8311157226562
2018-04-05,771.5065307617188
2018-04-06,757.2258911132812
2018-04-09,760.3466796875
2018-04-10,770.1334228515625
2018-04-11,775.2015380859375
2018-04-12,768.2859497070312
2018-04-13,778.2723999023438
2018-04-16,759.6226806640625
2018-04-17,758.6988525390625
2018-04-18,768.4107666015625
2018-04-19,758.1746215820312
2018-04-20,757.9498901367188
2018-04-23,752.0828247070312
2018-04-24,745.9161376953125
2018-04-25,734.23193359375
2018-04-26,745.2919921875
2018-04-27,757.7501831054688
2018-04-30,749.9856567382812
2018-05-02,746.98974609375
2018-05-03,737.8770751953125
2018-05-04,748.0632934570312
2018-05-07,746.3655395507812
2018-05-08,739.5996704101562
2018-05-09,725.4937744140625
2018-05-10,728.66455078125
2018-05-11,720.575439453125
2018-05-14,704.82177734375
2018-05-15,686.5714111328125
2018-05-16,672.2158203125
2018-05-17,661.9796752929688
2018-05-18,648.847412109375
2018-05-21,724.5200805664062
2018-05-22,732.8338623046875
2018-05-23,728.31494140625
2018-05-24,732.8588256835938
2018-05-25,736.7535400390625
2018-05-28,728.8641967773438
2018-05-29,730.5369873046875
2018-05-30,702.0504760742188
2018-05-31,735.3554077148438
2018-06-01,734.40673828125
2018-06-04,733.0835571289062
2018-06-05,728.1401977539062
2018-06-06,725.9431762695312
2018-06-07,738.9006958007812
2018-06-08,739.449951171875
2018-06-11,734.1820068359375
2018-06-12,751.783203125
2018-06-13,755.303466796875
2018-06-14,752.4822998046875
2018-06-15,755.4532470703125
2018-06-18,758.8236694335938
2018-06-19,749.4114379882812
2018-06-20,744.3682861328125
2018-06-21,748.437744140625
2018-06-22,740.72314453125
2018-06-25,739.9242553710938
2018-06-26,738.42626953125
2018-06-27,738.700927734375
2018-06-28,748.3129272460938
2018-06-29,740.6233520507812
2018-07-02,733.25830078125
2018-07-03,732.584228515625
2018-07-04,724.0457763671875
2018-07-05,745.6914672851562
2018-07-06,748.9620361328125
2018-07-09,748.8372192382812
2018-07-10,750.534912109375
2018-07-11,762.8682861328125
2018-07-12,749.9107666015625
2018-07-13,747.863525390625
2018-07-16,752.3574829101562
2018-07-17,748.2879638671875
2018-07-18,737.6024169921875
2018-07-19,738.8257446289062
2018-07-20,731.0363159179688
2018-07-23,738.9506225585938
2018-07-24,731.8601684570312
2018-07-25,732.9088134765625
2018-07-26,736.5538330078125
2018-07-27,734.5565185546875
2018-07-30,735.9047241210938
2018-07-31,741.1476440429688
2018-08-01,735.2305908203125
2018-08-02,744.91748046875
2018-08-03,739.2002563476562
2018-08-06,728.7893676757812
2018-08-07,737.7022705078125
2018-08-08,733.6577758789062
2018-08-09,769.1846923828125
2018-08-10,760.7461547851562
2018-08-13,809.3054809570312
2018-08-14,806.9835815429688
2018-08-16,821.3391723632812
2018-08-17,824.5348510742188
2018-08-20,828.5294799804688
2018-08-21,832.099609375
2018-08-23,826.9066772460938
2018-08-24,816.6954345703125
2018-08-27,830.1522827148438
2018-08-28,841.6866455078125
2018-08-29,834.1218872070312
2018-08-30,841.736572265625
2018-08-31,833.3728637695312
2018-09-03,825.9080200195312
2018-09-04,840.8128662109375
2018-09-05,829.3782958984375
2018-09-06,828.4794921875
2018-09-07,855.9423217773438
2018-09-10,845.65625
2018-09-11,875.0914916992188
2018-09-12,867.9511108398438
2018-09-14,852.796630859375
2018-09-17,835.4201049804688
2018-09-18,829.2784423828125
2018-09-19,861.28515625
2018-09-21,852.7217407226562
2018-09-24,849.6758422851562
2018-09-25,847.2041625976562
2018-09-26,854.8688354492188
2018-09-27,866.82763671875
2018-09-28,860.3863525390625
2018-10-01,834.3965454101562
2018-10-03,839.8890991210938
2018-10-04,835.5948486328125
2018-10-05,818.2433471679688
2018-10-08,806.4592895507812
2018-10-09,769.2595825195312
2018-10-10,835.0455932617188
2018-10-11,807.6077270507812
2018-10-12,793.826416015625
2018-10-15,790.9052734375
2018-10-16,800.1677856445312
2018-10-17,794.7001953125
2018-10-19,777.822998046875
2018-10-22,771.431640625
2018-10-23,751.0592041015625
2018-10-24,747.289306640625
2018-10-25,757.2508544921875
2018-10-26,751.208984375
2018-10-29,750.5848388671875
2018-10-30,748.2130126953125
2018-10-31,746.7650756835938
2018-11-01,743.8439331054688
2018-11-02,769.708984375
2018-11-05,778.0476684570312
2018-11-06,721.8487548828125
2018-11-07,720.1260375976562
2018-11-09,717.1051635742188
2018-11-12,706.2198486328125
2018-11-13,676.0606079101562
2018-11-14,694.1861572265625
2018-11-15,687.8447265625
2018-11-16,686.89599609375
2018-11-19,702.9992065429688
2018-11-20,715.5572509765625
2018-11-21,715.1827392578125
2018-11-22,716.4310913085938
2018-11-26,708.9661254882812
2018-11-27,703.5484619140625
2018-11-28,708.7664184570312
2018-11-29,694.3109741210938
2018-11-30,708.0424194335938
2018-12-03,716.580810546875
2018-12-04,732.209716796875
2018-12-05,731.91015625
2018-12-06,725.9681396484375
2018-12-07,718.478271484375
2018-12-10,723.9209594726562
2018-12-11,741.8466796875
2018-12-12,734.1820068359375
2018-12-13,741.64697265625
2018-12-14,734.0072631835938
2018-12-17,729.8129272460938
2018-12-18,742.2461547851562
2018-12-19,726.9418334960938
2018-12-20,736.803466796875
2018-12-21,726.6422119140625
2018-12-24,744.5679931640625
2018-12-26,727.2913818359375
2018-12-27,746.0908813476562
2018-12-28,731.3858032226562
2018-12-31,737.4276123046875
2019-01-01,740.2488403320312
2019-01-02,731.9849853515625
2019-01-03,719.0774536132812
2019-01-04,699.379150390625
2019-01-07,689.267822265625
2019-01-08,694.0114135742188
2019-01-09,685.273193359375
2019-01-10,679.6807250976562
2019-01-11,676.510009765625
2019-01-14,672.5404052734375
2019-01-15,671.541748046875
2019-01-16,653.0916748046875
2019-01-17,641.9068603515625
2019-01-18,646.6504516601562
2019-01-21,644.053955078125
2019-01-22,635.0161743164062
2019-01-23,631.6956176757812
2019-01-24,633.0687866210938
2019-01-25,629.1990356445312
2019-01-28,629.174072265625
2019-01-29,634.716552734375
2019-01-30,642.3062744140625
2019-01-31,644.9776611328125
2019-02-01,641.6322021484375
2019-02-04,639.684814453125
2019-02-05,627.3016357421875
2019-02-06,631.845458984375
2019-02-07,640.9331665039062
2019-02-08,644.55322265625
2019-02-11,631.271240234375
2019-02-12,638.736083984375
2019-02-14,638.1619262695312
2019-02-15,642.1814575195312
2019-02-18,650.145751953125
2019-02-19,645.8015747070312
2019-02-20,639.6348876953125
2019-02-21,648.5977783203125
2019-02-22,647.8487548828125
2019-02-25,649.197021484375
2019-02-26,662.0546264648438
2019-02-27,675.6112670898438
2019-02-28,687.2705078125
2019-03-01,687.29541015625
2019-03-05,681.1287841796875
2019-03-06,674.8123168945312
2019-03-07,686.4465942382812
2019-03-08,670.6429443359375
2019-03-11,675.3366088867188
2019-03-12,679.356201171875
2019-03-13,659.0586547851562
2019-03-14,651.1693115234375
2019-03-15,670.29345703125
2019-03-18,669.4945678710938
2019-03-19,656.5869750976562
2019-03-20,651.0944213867188
2019-03-22,648.5728149414062
2019-03-25,638.1619262695312
2019-03-26,650.6699829101562
2019-03-27,622.5829467773438
2019-03-28,623.656494140625
2019-04-01,650.0208740234375
2019-04-02,654.3150634765625
2019-04-03,656.3123779296875
2019-04-04,659.2084350585938
2019-04-05,688.6935424804688
2019-04-08,678.8818359375
2019-04-09,674.31298828125
2019-04-10,676.859619140625
2019-04-11,676.78466796875
2019-04-12,676.6847534179688
2019-04-15,697.1571044921875
2019-04-16,699.1294555664062
2019-04-18,696.7576904296875
2019-04-22,677.3089599609375
2019-04-23,674.3878784179688
2019-04-24,676.0357055664062
2019-04-25,676.5350341796875
2019-04-26,676.884521484375
2019-04-30,673.5390625
2019-05-02,675.8858642578125
2019-05-03,673.8636474609375
2019-05-06,648.1484375
2019-05-07,642.9554443359375
2019-05-08,636.788818359375
2019-05-09,627.1517944335938
2019-05-10,626.2529907226562
2019-05-13,619.1376342773438
2019-05-14,616.4662475585938
2019-05-15,616.3164672851562
2019-05-16,610.7490234375
2019-05-17,611.3980712890625
2019-05-20,619.9614868164062
2019-05-21,616.566162109375
2019-05-22,617.6396484375
2019-05-23,611.9722900390625
2019-05-24,614.868408203125
2019-05-27,619.2125244140625
2019-05-28,619.836669921875
2019-05-29,625.7786254882812
2019-05-30,625.3043212890625
2019-05-31,623.35693359375
2019-06-03,630.3973999023438
2019-06-04,637.0134887695312
2019-06-06,637.188232421875
2019-06-07,646.5755615234375
2019-06-10,636.6889038085938
2019-06-11,642.0316772460938
2019-06-12,643.8292236328125
2019-06-13,640.9830932617188
2019-06-14,651.2941284179688
2019-06-17,639.8845825195312
2019-06-18,636.9884643554688
2019-06-19,641.2576904296875
2019-06-20,652.8670043945312
2019-06-21,660.856201171875
2019-06-24,652.0181884765625
2019-06-25,658.7839965820312
2019-06-26,644.927734375
2019-06-27,657.1862182617188
2019-06-28,665.6746826171875
2019-07-01,660.9061279296875
2019-07-02,649.3467407226562
2019-07-03,645.7266235351562
2019-07-04,663.22802734375
2019-07-05,650.8447265625
2019-07-08,664.2266845703125
2019-07-09,646.5755615234375
2019-07-10,658.0849609375
2019-07-11,646.2010498046875
2019-07-12,643.97900390625
2019-07-15,642.531005859375
2019-07-16,636.8636474609375
2019-07-17,650.6699829101562
2019-07-18,648.7725830078125
2019-07-19,633.7428588867188
2019-07-22,650.5202026367188
2019-07-23,645.3521728515625
2019-07-24,647.1746826171875
2019-07-25,637.7125244140625
2019-07-26,636.6889038085938
2019-07-29,623.6066284179688
2019-07-30,626.1531372070312
2019-07-31,625.9534301757812
2019-08-01,609.9000854492188
2019-08-02,592.5735473632812
2019-08-05,582.2874755859375
2019-08-06,598.3407592773438
2019-08-07,596.4683227539062
2019-08-08,581.089111328125
2019-08-09,572.4507446289062
2019-08-13,566.30908203125
2019-08-14,564.8110961914062
2019-08-16,574.6228637695312
2019-08-19,568.0567626953125
2019-08-20,569.654541015625
2019-08-21,575.4467163085938
2019-08-22,571.07763671875
2019-08-23,573.9987182617188
2019-08-26,587.954833984375
2019-08-27,601.1619262695312
2019-08-28,617.5148315429688
2019-08-29,619.6868896484375
2019-08-30,622.8326416015625
2019-09-03,608.3023071289062
2019-09-04,603.0593872070312
2019-09-05,613.81982421875
2019-09-06,614.1194458007812
2019-09-09,622.78271484375
2019-09-11,649.3218383789062
2019-09-12,643.5296630859375
2019-09-13,651.1443481445312
2019-09-16,644.15380859375
2019-09-17,627.5762329101562
2019-09-18,629.1990356445312
2019-09-19,620.4608154296875
2019-09-20,642.1315307617188
2019-09-23,657.5856323242188
2019-09-24,647.4743041992188
2019-09-25,648.9473266601562
2019-09-26,649.0471801757812
2019-09-27,642.531005859375
2019-09-30,643.7543334960938
2019-10-01,636.9635620117188
2019-10-03,634.7664794921875
2019-10-04,627.9757080078125
2019-10-07,619.7617797851562
2019-10-09,622.1585693359375
2019-10-10,624.031005859375
2019-10-11,622.9574584960938
2019-10-14,623.2820434570312
2019-10-15,618.962890625
2019-10-16,617.7145385742188
2019-10-17,624.130859375
2019-10-18,625.1045532226562
2019-10-22,623.35693359375
2019-10-23,619.537109375
2019-10-24,624.031005859375
2019-10-25,624.10595703125
2019-10-27,637.3380126953125
2019-10-29,630.322509765625
2019-10-30,622.982421875
2019-10-31,619.0877075195312
2019-11-01,623.9810791015625
2019-11-04,624.10595703125
2019-11-05,622.0087280273438
2019-11-06,623.9810791015625
2019-11-07,619.462158203125
2019-11-08,615.4426879882812
2019-11-11,618.5384521484375
2019-11-13,629.373779296875
2019-11-14,636.6389770507812
2019-11-15,649.6713256835938
2019-11-18,651.5687866210938
2019-11-19,654.2401733398438
2019-11-20,658.8839111328125
2019-11-21,654.1902465820312
2019-11-22,654.2151489257812
2019-11-25,661.5302734375
2019-11-26,654.0654296875
2019-11-27,649.221923828125
2019-11-28,649.0971069335938
2019-11-29,653.790771484375
2019-12-02,654.1153564453125
2019-12-03,659.6328735351562
2019-12-04,663.502685546875
2019-12-05,660.2570190429688
2019-12-06,661.605224609375
2019-12-09,662.279296875
2019-12-10,654.1153564453125
2019-12-11,644.6031494140625
2019-12-12,644.7030639648438
2019-12-13,639.0606689453125
2019-12-16,639.2105102539062
2019-12-17,637.2381591796875
2019-12-18,634.2921752929688
2019-12-19,633.3683471679688
2019-12-20,636.9635620117188
2019-12-23,635.0411376953125
2019-12-24,650.3204956054688
2019-12-26,644.053955078125
2019-12-27,640.70849609375
2019-12-30,631.0465698242188
2019-12-31,632.3947143554688
2020-01-01,651.1942749023438
2020-01-02,648.2981567382812
2020-01-03,659.8575439453125
2020-01-06,649.0721435546875
2020-01-07,654.5148315429688
2020-01-08,661.3056030273438
2020-01-09,659.1085815429688
2020-01-10,666.748291015625
2020-01-13,663.1031494140625
2020-01-14,665.8494873046875
2020-01-15,672.7901000976562
2020-01-16,687.8946533203125
2020-01-17,691.0653686523438
2020-01-20,697.107177734375
2020-01-21,704.6719360351562
2020-01-22,742.5208129882812
2020-01-23,735.7799072265625
2020-01-24,738.9755249023438
2020-01-27,733.8574829101562
2020-01-28,735.4053955078125
2020-01-29,743.3446044921875
2020-01-30,736.603759765625
2020-01-31,736.6786499023438
2020-02-03,737.1280517578125
2020-02-04,770.8574829101562
2020-02-05,773.0045166015625
2020-02-06,781.6178588867188
2020-02-07,804.9862670898438
2020-02-10,787.1853637695312
2020-02-11,820.265625
2020-02-12,829.727783203125
2020-02-13,821.9133911132812
2020-02-14,828.1300048828125
2020-02-17,818.4929809570312
2020-02-18,823.5611572265625
2020-02-19,831.0260620117188
2020-02-20,834.6212158203125
2020-02-24,833.0733032226562
2020-02-25,828.9288940429688
2020-02-26,825.9579467773438
2020-02-27,820.939697265625
2020-02-28,812.5260620117188
2020-03-02,821.5888671875
2020-03-03,819.6414794921875
2020-03-04,814.3236694335938
2020-03-05,813.8493041992188
2020-03-06,788.1840209960938
2020-03-09,773.7785034179688
2020-03-11,773.8533935546875
2020-03-12,765.9640502929688
2020-03-13,788.1589965820312
2020-03-16,765.115234375
2020-03-17,722.5228271484375
2020-03-18,702.5248413085938
2020-03-19,725.8932495117188
2020-03-20,687.1456909179688
2020-03-23,624.2807006835938
2020-03-24,597.3421630859375
2020-03-25,588.7786865234375
2020-03-26,590.0270385742188
2020-03-27,660.6814575195312
2020-03-30,612.87109375
2020-03-31,642.0816040039062
2020-04-01,648.2232666015625
2020-04-03,619.2125244140625
2020-04-07,624.130859375
2020-04-08,624.10595703125
2020-04-09,625.2543334960938
2020-04-13,610.3994140625
2020-04-15,623.2570190429688
2020-04-16,623.1572265625
2020-04-17,624.1558227539062
2020-04-20,622.7576904296875
2020-04-21,615.0181884765625
2020-04-22,627.7759399414062
2020-04-23,651.5188598632812
2020-04-24,637.6126098632812
2020-04-27,645.202392578125
2020-04-28,681.8528442382812
2020-04-29,700.327880859375
2020-04-30,732.50927734375
2020-05-04,709.7650146484375
2020-05-05,686.3467407226562
2020-05-06,681.7030029296875
2020-05-07,682.3271484375
2020-05-08,687.3204345703125
2020-05-11,689.8919677734375
2020-05-12,683.27587890625
2020-05-13,684.0748291015625
2020-05-14,685.0484619140625
2020-05-15,684.3743896484375
2020-05-18,676.0106811523438
2020-05-19,681.5781860351562
2020-05-20,686.5464477539062
2020-05-21,688.5687255859375
2020-05-22,693.1875
2020-05-26,682.6766967773438
2020-05-27,680.105224609375
2020-05-28,692.6631469726562
2020-05-29,700.8021850585938
2020-06-01,702.1004028320312
2020-06-02,703.9479370117188
2020-06-03,704.1476440429688
2020-06-04,686.621337890625
2020-06-05,699.9283447265625
2020-06-08,699.1544189453125
2020-06-09,699.578857421875
2020-06-10,697.8561401367188
2020-06-11,694.810302734375
2020-06-12,694.71044921875
2020-06-15,700.927001953125
2020-06-16,704.4223022460938
2020-06-17,729.6881103515625
2020-06-18,719.2022705078125
2020-06-19,702.2003173828125
2020-06-22,721.4492797851562
2020-06-23,752.9066772460938
2020-06-24,730.4620971679688
2020-06-25,724.8945922851562
2020-06-26,714.2090454101562
2020-06-29,723.8460083007812
2020-06-30,724.0706787109375
2020-07-01,723.8460083007812
2020-07-02,723.14697265625
2020-07-03,723.9708862304688
2020-07-06,723.9708862304688
2020-07-07,729.338623046875
2020-07-08,705.9202880859375
2020-07-09,712.2117309570312
2020-07-10,717.2050170898438
2020-07-13,724.12060546875
2020-07-14,714.658447265625
2020-07-15,714.1591186523438
2020-07-16,719.7015991210938
2020-07-17,730.4370727539062
2020-07-20,761.2703857421875
2020-07-21,744.043701171875
2020-07-22,747.763671875
2020-07-23,741.64697265625
2020-07-24,737.078125
2020-07-27,719.4020385742188
2020-07-28,716.1314086914062
2020-07-29,683.4007568359375
2020-07-30,700.05322265625
2020-07-31,699.1793823242188
2020-08-03,701.7009887695312
2020-08-04,697.00732421875
2020-08-05,687.5201416015625
2020-08-06,702.4000244140625
2020-08-07,708.8912353515625
2020-08-10,689.4924926757812
2020-08-11,674.2630615234375
2020-08-12,686.7462158203125
2020-08-13,681.4034423828125
2020-08-14,679.730712890625
2020-08-17,686.7960815429688
2020-08-18,684.59912109375
2020-08-19,684.124755859375
2020-08-20,696.6827392578125
2020-08-21,681.353515625
2020-08-24,684.2994995117188
2020-08-25,678.4324340820312
2020-08-26,684.0997924804688
2020-08-27,686.970947265625
2020-08-28,688.4439086914062
2020-08-31,687.1206665039062
2020-09-01,686.7711791992188
2020-09-02,691.46484375
2020-09-03,712.6611328125
2020-09-04,713.1854858398438
2020-09-07,720.6253662109375
2020-09-08,714.55859375
2020-09-09,706.0950317382812
2020-09-10,701.7758178710938
2020-09-11,701.6260986328125
2020-09-14,755.1287231445312
2020-09-15,742.321044921875
2020-09-16,772.5051879882812
2020-09-17,775.526123046875
2020-09-18,761.8446044921875
2020-09-21,727.1165771484375
2020-09-22,716.006591796875
2020-09-23,695.010009765625
2020-09-24,667.07275390625
2020-09-25,678.2576904296875
2020-09-28,673.4641723632812
2020-09-29,669.045166015625
2020-09-30,662.4540405273438
2020-10-01,667.2476196289062
2020-10-05,658.0599975585938
2020-10-06,669.819091796875
2020-10-07,662.6038208007812
2020-10-08,663.502685546875
2020-10-09,660.1072387695312
2020-10-12,649.6713256835938
2020-10-13,651.3690185546875
2020-10-14,652.7172241210938
2020-10-15,646.7003784179688
2020-10-16,642.8056030273438
