Date,JSLL
2022-05-04,94.30183410644531
2022-05-05,92.87342834472656
2022-05-06,92.24163055419922
2022-05-09,87.76415252685547
2022-05-10,87.54440307617188
2022-05-11,81.69345092773438
2022-05-12,81.47369384765625
2022-05-13,80.8968505859375
2022-05-16,82.35271453857422
2022-05-17,81.99561309814453
2022-05-18,83.14932250976562
2022-05-19,82.54499816894531
2022-05-20,85.8138427734375
2022-05-23,82.43511962890625
2022-05-24,84.63265991210938
2022-05-25,82.43511962890625
2022-05-26,83.17679595947266
2022-05-27,82.6823501586914
2022-05-30,81.17153930664062
2022-05-31,83.64376831054688
2022-06-01,82.40765380859375
2022-06-02,82.8746337890625
2022-06-03,80.48480224609375
2022-06-06,81.85826110839844
2022-06-07,78.56196594238281
2022-06-08,81.7758560180664
2022-06-09,79.30362701416016
2022-06-10,79.30362701416016
2022-06-13,79.11134338378906
2022-06-14,79.11134338378906
2022-06-15,79.11134338378906
2022-06-16,78.0125732421875
2022-06-17,78.0125732421875
2022-06-20,76.91381072998047
2022-06-21,75.81503295898438
2022-06-22,75.26566314697266
2022-06-23,76.74899291992188
2022-06-24,75.81503295898438
2022-06-27,76.91381072998047
2022-06-28,74.71627044677734
2022-06-29,79.05640411376953
2022-06-30,75.26566314697266
2022-07-01,76.91381072998047
2022-07-04,79.88047790527344
2022-07-05,77.7378921508789
2022-07-06,77.7378921508789
2022-07-07,78.56196594238281
2022-07-08,79.38603973388672
2022-07-11,77.46319580078125
2022-07-12,77.46319580078125
2022-07-13,79.11134338378906
2022-07-14,79.11134338378906
2022-07-15,79.11134338378906
2022-07-18,77.46319580078125
2022-07-19,83.7261734008789
2022-07-20,92.24163055419922
2022-07-21,92.87342834472656
2022-07-22,93.28546142578125
2022-07-25,90.6484146118164
2022-07-26,83.47895812988281
2022-07-27,84.60519409179688
2022-07-28,85.15457153320312
2022-07-29,93.58761596679688
2022-08-01,90.6484146118164
2022-08-02,87.90149688720703
2022-08-03,93.39533233642578
2022-08-04,90.6484146118164
2022-08-05,90.6484146118164
2022-08-08,88.17617797851562
2022-08-10,88.17617797851562
2022-08-11,85.70396423339844
2022-08-12,86.25334167480469
2022-08-16,86.25334167480469
2022-08-17,83.06690979003906
2022-08-18,86.1159896850586
2022-08-19,85.15457153320312
2022-08-22,82.59993743896484
2022-08-23,83.06690979003906
2022-08-24,91.47248840332031
2022-08-25,86.25334167480469
2022-08-26,90.813232421875
2022-08-29,86.47309112548828
2022-08-30,87.90149688720703
2022-09-01,87.35211181640625
2022-09-02,89.52217864990234
2022-09-05,85.70396423339844
2022-09-06,87.0774154663086
2022-09-07,88.42340850830078
2022-09-08,88.42340850830078
2022-09-09,88.06631469726562
2022-09-12,86.25334167480469
2022-09-13,84.60519409179688
2022-09-14,87.87403106689453
2022-09-15,89.49471282958984
2022-09-16,89.49471282958984
2022-09-19,85.70396423339844
2022-09-20,86.33575439453125
2022-09-21,84.33049774169922
2022-09-22,84.24807739257812
2022-09-23,83.23172760009766
2022-09-26,87.46199035644531
2022-09-27,82.6823501586914
2022-09-28,80.75949096679688
2022-09-29,85.15457153320312
2022-09-30,86.80272674560547
2022-10-03,82.57247161865234
2022-10-04,82.43511962890625
2022-10-06,81.36382293701172
2022-10-07,82.40765380859375
2022-10-10,85.15457153320312
2022-10-11,83.23172760009766
2022-10-12,81.33634948730469
2022-10-13,78.42462158203125
2022-10-14,80.26504516601562
2022-10-17,80.78695678710938
2022-10-18,82.35271453857422
2022-10-19,80.75949096679688
2022-10-20,79.66072082519531
2022-10-21,80.8968505859375
2022-10-24,78.89158630371094
2022-10-25,79.9903564453125
2022-10-27,79.66072082519531
2022-10-28,77.07861328125
2022-10-31,77.24343872070312
2022-11-01,76.91381072998047
2022-11-02,76.91381072998047
2022-11-03,77.51812744140625
2022-11-04,80.67709350585938
2022-11-07,80.67709350585938
2022-11-09,80.75949096679688
2022-11-10,85.15457153320312
2022-11-11,83.01197052001953
2022-11-14,86.19839477539062
2022-11-15,95.07096099853516
2022-11-16,97.26850128173828
2022-11-17,116.2771987915039
2022-11-18,139.51614379882812
2022-11-21,142.5652313232422
2022-11-22,129.2152099609375
2022-11-23,132.6488494873047
2022-11-24,130.2041015625
2022-11-25,143.2244873046875
2022-11-28,157.5359649658203
2022-11-29,151.52020263671875
2022-11-30,155.9976806640625
2022-12-01,144.1309814453125
2022-12-02,150.5313262939453
2022-12-05,149.98193359375
2022-12-06,148.33377075195312
2022-12-07,146.6581573486328
2022-12-08,143.1146240234375
2022-12-09,142.83993530273438
2022-12-12,146.16371154785156
2022-12-13,148.33377075195312
2022-12-14,146.191162109375
2022-12-15,145.61431884765625
2022-12-16,142.29054260253906
2022-12-19,142.83993530273438
2022-12-20,138.44485473632812
2022-12-21,132.9510040283203
2022-12-22,131.9621124267578
2022-12-23,124.84758758544922
2022-12-26,134.87387084960938
2022-12-27,134.98373413085938
2022-12-28,134.98373413085938
2022-12-29,134.98373413085938
2022-12-30,129.27015686035156
2023-01-02,129.65472412109375
2023-01-03,137.34608459472656
2023-01-04,133.50039672851562
2023-01-05,136.9065704345703
2023-01-06,131.85223388671875
2023-01-09,134.10472106933594
2023-01-10,136.24729919433594
2023-01-11,163.49676513671875
2023-01-12,169.75978088378906
2023-01-13,165.08999633789062
2023-01-16,158.96435546875
2023-01-17,155.4757843017578
2023-01-18,149.81710815429688
2023-01-19,153.27822875976562
2023-01-20,152.72885131835938
2023-01-23,165.61190795898438
2023-01-24,162.06837463378906
2023-01-25,163.1946258544922
2023-01-27,160.14553833007812
2023-01-30,159.32144165039062
2023-01-31,165.3647003173828
2023-02-01,154.6516876220703
2023-02-02,157.12393188476562
2023-02-03,155.4757843017578
2023-02-06,164.8153076171875
2023-02-07,156.5745391845703
2023-02-08,162.6177520751953
2023-02-09,162.89247131347656
2023-02-10,159.870849609375
2023-02-13,160.69493103027344
2023-02-14,162.3980255126953
2023-02-15,163.71652221679688
2023-02-16,159.870849609375
2023-02-17,163.05726623535156
2023-02-20,162.6177520751953
2023-02-21,158.77207946777344
2023-02-22,153.00352478027344
2023-02-23,148.88316345214844
2023-02-24,151.63006591796875
2023-02-27,144.0760498046875
2023-02-28,138.91183471679688
2023-03-01,145.5868377685547
2023-03-02,145.5868377685547
2023-03-03,149.6522674560547
2023-03-06,149.4325408935547
2023-03-08,146.21865844726562
2023-03-09,145.39456176757812
2023-03-10,148.33377075195312
2023-03-13,146.13623046875
2023-03-14,142.83993530273438
2023-03-15,142.83993530273438
2023-03-16,149.87205505371094
2023-03-17,152.5915069580078
2023-03-20,148.88316345214844
2023-03-21,150.5313262939453
2023-03-22,149.7072296142578
2023-03-23,152.17947387695312
2023-03-24,150.66867065429688
2023-03-27,138.6645965576172
2023-03-28,151.0806884765625
2023-03-29,152.6739044189453
2023-03-31,159.15664672851562
2023-04-03,163.1671600341797
2023-04-05,163.71652221679688
2023-04-06,159.5961456298828
2023-04-10,161.51898193359375
2023-04-11,159.870849609375
2023-04-12,160.42022705078125
2023-04-13,166.4634552001953
2023-04-17,167.56222534179688
2023-04-18,167.56222534179688
2023-04-19,166.4634552001953
2023-04-20,163.71652221679688
2023-04-21,167.01283264160156
2023-04-24,160.74986267089844
2023-04-25,164.59555053710938
2023-04-26,164.8153076171875
2023-04-27,162.34307861328125
2023-04-28,164.2659149169922
2023-05-02,164.8153076171875
2023-05-03,164.8153076171875
2023-05-04,167.56222534179688
2023-05-05,165.91404724121094
2023-05-08,169.26531982421875
2023-05-09,173.05606079101562
2023-05-10,173.3856964111328
2023-05-11,177.6434326171875
2023-05-12,181.6539306640625
2023-05-15,188.63111877441406
2023-05-16,183.3020782470703
2023-05-17,183.714111328125
2023-05-18,179.09930419921875
2023-05-19,182.47799682617188
