Date,LTM
2017-04-27,620.15576171875
2017-04-28,616.9818115234375
2017-05-02,618.3297119140625
2017-05-03,617.3731079101562
2017-05-04,616.4600830078125
2017-05-05,637.59130859375
2017-05-08,644.5044555664062
2017-05-09,650.8092651367188
2017-05-10,653.4178466796875
2017-05-11,650.156982421875
2017-05-12,657.28759765625
2017-05-15,663.6356811523438
2017-05-16,672.375244140625
2017-05-17,676.5059204101562
2017-05-18,675.375244140625
2017-05-19,673.2883911132812
2017-05-22,679.2885131835938
2017-05-23,672.114501953125
2017-05-24,674.0274658203125
2017-05-25,685.5930786132812
2017-05-26,692.5064697265625
2017-05-29,674.1144409179688
2017-05-30,667.766357421875
2017-05-31,696.2022094726562
2017-06-01,688.8106079101562
2017-06-02,681.6799926757812
2017-06-05,680.766845703125
2017-06-06,683.94091796875
2017-06-07,697.5501708984375
2017-06-08,689.8106079101562
2017-06-09,695.9849853515625
2017-06-12,686.1585083007812
2017-06-13,692.5934448242188
2017-06-14,688.3323974609375
2017-06-15,700.3328857421875
2017-06-16,699.1155395507812
2017-06-19,718.6815185546875
2017-06-20,715.5508422851562
2017-06-21,720.1598510742188
2017-06-22,711.2899169921875
2017-06-23,701.6371459960938
2017-06-27,681.6364135742188
2017-06-28,686.8975219726562
2017-06-29,683.6801147460938
2017-06-30,685.8975219726562
2017-07-03,686.8541259765625
2017-07-04,682.8104858398438
2017-07-05,694.1587524414062
2017-07-06,685.8975219726562
2017-07-07,692.07177734375
2017-07-10,684.85400390625
2017-07-11,682.94091796875
2017-07-12,684.5062255859375
2017-07-13,683.593017578125
2017-07-14,678.37548828125
2017-07-17,672.6361694335938
2017-07-18,683.5496826171875
2017-07-19,687.0279541015625
2017-07-20,681.984375
2017-07-21,668.1141357421875
2017-07-24,664.8096923828125
2017-07-25,669.7229614257812
2017-07-26,669.9402465820312
2017-07-27,667.2880249023438
2017-07-28,662.8096313476562
2017-07-31,664.6356811523438
2017-08-01,673.8971557617188
2017-08-02,671.462158203125
2017-08-03,676.940673828125
2017-08-04,673.9404907226562
2017-08-07,677.8102416992188
2017-08-08,675.72314453125
2017-08-09,663.8531494140625
2017-08-10,649.0263671875
2017-08-11,641.3304443359375
2017-08-14,650.36279296875
2017-08-16,653.6231689453125
2017-08-17,683.5835571289062
2017-08-18,681.46875
2017-08-21,662.39111328125
2017-08-22,655.0330200195312
2017-08-23,652.9181518554688
2017-08-24,648.6443481445312
2017-08-28,661.421630859375
2017-08-29,658.7781982421875
2017-08-30,658.3374633789062
2017-08-31,664.5499267578125
2017-09-01,668.5592651367188
2017-09-04,670.1014404296875
2017-09-05,671.6434936523438
2017-09-06,680.631591796875
2017-09-07,680.9400634765625
2017-09-08,683.8919067382812
2017-09-11,677.8997192382812
2017-09-12,673.6261596679688
2017-09-13,675.4325561523438
2017-09-14,675.7852172851562
2017-09-15,666.796875
2017-09-18,666.0919799804688
2017-09-19,677.767822265625
2017-09-20,678.6488647460938
2017-09-21,688.7384643554688
2017-09-22,686.5355834960938
2017-09-25,684.4649047851562
2017-09-26,686.359375
2017-09-27,682.0413818359375
2017-09-28,680.8519287109375
2017-09-29,704.0271606445312
2017-10-03,715.835205078125
2017-10-04,716.4078979492188
2017-10-05,710.812255859375
2017-10-06,704.5558471679688
2017-10-09,704.2474365234375
2017-10-10,708.5653076171875
2017-10-11,708.9179077148438
2017-10-12,714.1170043945312
2017-10-13,717.0245971679688
2017-10-16,712.795166015625
2017-10-17,710.9446411132812
2017-10-18,711.4293212890625
2017-10-19,714.46923828125
2017-10-23,707.9485473632812
2017-10-24,709.975341796875
2017-10-25,712.0020751953125
2017-10-26,723.7659301757812
2017-10-27,712.5748901367188
2017-10-30,722.1796264648438
2017-10-31,731.608642578125
2017-11-01,722.9727783203125
2017-11-02,714.2489624023438
2017-11-03,719.5802001953125
2017-11-06,718.4786376953125
2017-11-07,722.8406372070312
2017-11-08,772.5396728515625
2017-11-09,825.102783203125
2017-11-10,832.2405395507812
2017-11-13,864.8565063476562
2017-11-14,841.394287109375
2017-11-15,854.1917724609375
2017-11-16,855.2581176757812
2017-11-17,858.2353515625
2017-11-20,859.7462768554688
2017-11-21,874.2767944335938
2017-11-22,882.1864013671875
2017-11-23,890.895751953125
2017-11-24,880.8533935546875
2017-11-27,886.8077392578125
2017-11-28,887.9186401367188
2017-11-29,902.8046264648438
2017-11-30,900.5828857421875
2017-12-01,904.3599853515625
2017-12-04,894.1842041015625
2017-12-05,872.810546875
2017-12-06,864.767578125
2017-12-07,858.0576782226562
2017-12-08,875.0322265625
2017-12-11,872.7660522460938
2017-12-12,889.6961669921875
2017-12-13,939.3310546875
2017-12-14,927.4666137695312
2017-12-15,923.8673706054688
2017-12-18,915.8689575195312
2017-12-19,917.1574096679688
2017-12-20,903.7379150390625
2017-12-21,927.6443481445312
2017-12-22,955.3723754882812
2017-12-26,942.5304565429688
2017-12-27,960.3936767578125
2017-12-28,974.2130737304688
2017-12-29,994.3427124023438
2018-01-01,1017.93798828125
2018-01-02,1021.1375732421875
2018-01-03,999.6306762695312
2018-01-04,1004.7407836914062
2018-01-05,985.1445922851562
2018-01-08,993.6318969726562
2018-01-09,985.6332397460938
2018-01-10,989.0550537109375
2018-01-11,993.6760864257812
2018-01-12,999.497314453125
2018-01-15,997.3644409179688
2018-01-16,973.1912841796875
2018-01-17,991.7210693359375
2018-01-18,969.6807250976562
2018-01-19,993.9426879882812
2018-01-22,999.8969116210938
2018-01-23,1036.6011962890625
2018-01-24,1066.6400146484375
2018-01-25,1091.2130126953125
2018-01-29,1137.5594482421875
2018-01-30,1183.1068115234375
2018-01-31,1131.1165771484375
2018-02-01,1155.8228759765625
2018-02-02,1110.0538330078125
2018-02-05,1120.2742919921875
2018-02-06,1045.93310546875
2018-02-07,1151.11279296875
2018-02-08,1232.519287109375
2018-02-09,1233.8968505859375
2018-02-12,1275.7554931640625
2018-02-14,1335.521728515625
2018-02-15,1324.8128662109375
2018-02-16,1308.593505859375
2018-02-19,1246.516357421875
2018-02-20,1272.91162109375
2018-02-21,1325.434814453125
2018-02-22,1277.3104248046875
2018-02-23,1289.263916015625
2018-02-26,1276.4219970703125
2018-02-27,1262.8692626953125
2018-02-28,1279.8436279296875
2018-03-01,1249.7601318359375
2018-03-05,1240.0731201171875
2018-03-06,1223.67626953125
2018-03-07,1223.3209228515625
2018-03-08,1246.205322265625
2018-03-09,1203.0140380859375
2018-03-12,1227.8980712890625
2018-03-13,1250.3824462890625
2018-03-14,1208.52392578125
2018-03-15,1183.817626953125
2018-03-16,1175.2855224609375
2018-03-19,1146.624755859375
2018-03-20,1186.7060546875
2018-03-21,1204.12451171875
2018-03-22,1196.170654296875
2018-03-23,1199.1036376953125
2018-03-26,1190.57177734375
2018-03-27,1190.4383544921875
2018-03-28,1191.5048828125
2018-04-02,1257.4920654296875
2018-04-03,1259.536376953125
2018-04-04,1257.3145751953125
2018-04-05,1238.873779296875
2018-04-06,1243.4951171875
2018-04-09,1245.005615234375
2018-04-10,1244.9613037109375
2018-04-11,1241.2286376953125
2018-04-12,1239.5845947265625
2018-04-13,1242.2061767578125
2018-04-16,1237.7628173828125
2018-04-17,1232.430419921875
2018-04-18,1231.541748046875
2018-04-19,1237.2294921875
2018-04-20,1243.317138671875
2018-04-23,1362.6278076171875
2018-04-24,1368.6708984375
2018-04-25,1532.7728271484375
2018-04-26,1475.361572265625
2018-04-27,1415.6397705078125
2018-04-30,1394.354736328125
2018-05-02,1356.717529296875
2018-05-03,1325.168212890625
2018-05-04,1323.479248046875
2018-05-07,1339.78759765625
2018-05-08,1339.69873046875
2018-05-09,1373.6031494140625
2018-05-10,1406.04150390625
2018-05-11,1437.8134765625
2018-05-14,1453.5435791015625
2018-05-15,1431.1923828125
2018-05-16,1413.3289794921875
2018-05-17,1391.688720703125
2018-05-18,1364.449462890625
2018-05-21,1358.051025390625
2018-05-22,1340.6763916015625
2018-05-23,1417.017333984375
2018-05-24,1498.068359375
2018-05-25,1508.554931640625
2018-05-28,1475.67236328125
2018-05-29,1491.40283203125
2018-05-30,1495.268798828125
2018-05-31,1546.9920654296875
2018-06-01,1495.1800537109375
2018-06-04,1469.1405029296875
2018-06-05,1431.1033935546875
2018-06-06,1447.811279296875
2018-06-07,1498.2020263671875
2018-06-08,1478.9609375
2018-06-11,1485.048583984375
2018-06-12,1486.2039794921875
2018-06-13,1469.8072509765625
2018-06-14,1485.803955078125
2018-06-15,1515.842529296875
2018-06-18,1497.49072265625
2018-06-19,1502.8228759765625
2018-06-20,1485.093017578125
2018-06-21,1498.734619140625
2018-06-22,1487.0928955078125
2018-06-25,1477.18310546875
2018-06-26,1451.98828125
2018-06-27,1473.62841796875
2018-06-28,1459.0089111328125
2018-06-29,1485.404052734375
2018-07-02,1466.118896484375
2018-07-03,1466.341064453125
2018-07-04,1463.408447265625
2018-07-05,1464.7857666015625
2018-07-06,1482.3382568359375
2018-07-09,1496.9132080078125
2018-07-10,1528.4625244140625
2018-07-11,1591.650390625
2018-07-12,1643.7294921875
2018-07-13,1640.3521728515625
2018-07-16,1630.35400390625
2018-07-17,1644.5291748046875
2018-07-18,1652.305419921875
2018-07-19,1530.151123046875
2018-07-20,1556.1016845703125
2018-07-23,1529.6622314453125
2018-07-24,1602.0927734375
2018-07-25,1603.6922607421875
2018-07-26,1608.5360107421875
2018-07-27,1632.219970703125
2018-07-30,1620.5782470703125
2018-07-31,1664.4808349609375
2018-08-01,1608.802734375
2018-08-02,1555.123779296875
2018-08-03,1496.646728515625
2018-08-06,1539.9268798828125
2018-08-07,1503.533935546875
2018-08-08,1521.3525390625
2018-08-09,1510.91015625
2018-08-10,1519.308837890625
2018-08-13,1532.506103515625
2018-08-14,1598.656005859375
2018-08-16,1614.5999755859375
2018-08-17,1654.9974365234375
2018-08-20,1684.6458740234375
2018-08-21,1701.441162109375
2018-08-23,1699.201904296875
2018-08-24,1648.5482177734375
2018-08-27,1665.522216796875
2018-08-28,1660.282470703125
2018-08-29,1605.46337890625
2018-08-30,1612.0025634765625
2018-08-31,1610.3004150390625
2018-09-03,1588.2652587890625
2018-09-04,1662.3424072265625
2018-09-05,1675.5096435546875
2018-09-06,1684.6458740234375
2018-09-07,1760.2008056640625
2018-09-10,1718.639404296875
2018-09-11,1692.1702880859375
2018-09-12,1683.526611328125
2018-09-14,1683.795166015625
2018-09-17,1670.94140625
2018-09-18,1654.370361328125
2018-09-19,1645.368408203125
2018-09-21,1663.4176025390625
2018-09-24,1700.231689453125
2018-09-25,1685.318115234375
2018-09-26,1677.1219482421875
2018-09-27,1676.62939453125
2018-09-28,1717.116455078125
2018-10-01,1731.716796875
2018-10-03,1710.6221923828125
2018-10-04,1671.031005859375
2018-10-05,1620.6907958984375
2018-10-08,1590.4598388671875
2018-10-09,1551.361328125
2018-10-10,1607.7027587890625
2018-10-11,1536.223388671875
2018-10-12,1580.33837890625
2018-10-15,1614.5999755859375
2018-10-16,1627.4537353515625
2018-10-17,1641.38232421875
2018-10-19,1561.0799560546875
2018-10-22,1532.550537109375
2018-10-23,1520.0555419921875
2018-10-24,1485.525146484375
2018-10-25,1468.10302734375
2018-10-26,1483.733642578125
2018-10-29,1518.4876708984375
2018-10-30,1513.696044921875
2018-10-31,1594.054931640625
2018-11-01,1593.2430419921875
2018-11-02,1536.661865234375
2018-11-05,1520.10302734375
2018-11-06,1523.4869384765625
2018-11-07,1556.469970703125
2018-11-09,1551.687255859375
2018-11-12,1542.97900390625
2018-11-13,1537.023193359375
2018-11-14,1504.7169189453125
2018-11-15,1474.7119140625
2018-11-16,1477.5997314453125
2018-11-19,1480.1715087890625
2018-11-20,1431.08056640625
2018-11-21,1373.9586181640625
2018-11-22,1391.6903076171875
2018-11-26,1418.7628173828125
2018-11-27,1433.020751953125
2018-11-28,1472.7265625
2018-11-29,1435.1414794921875
2018-11-30,1416.5518798828125
2018-12-03,1419.7554931640625
2018-12-04,1421.740478515625
2018-12-05,1395.1195068359375
2018-12-06,1362.948974609375
2018-12-07,1349.3680419921875
2018-12-10,1332.176513671875
2018-12-11,1377.5679931640625
2018-12-12,1465.146484375
2018-12-13,1577.8568115234375
2018-12-14,1633.2646484375
2018-12-17,1570.54736328125
2018-12-18,1532.240234375
2018-12-19,1525.6978759765625
2018-12-20,1543.3397216796875
2018-12-21,1512.026611328125
2018-12-24,1529.578369140625
2018-12-26,1514.0565185546875
2018-12-27,1515.04931640625
2018-12-28,1562.064697265625
2018-12-31,1562.2454833984375
2019-01-01,1546.2274169921875
2019-01-02,1564.365966796875
2019-01-03,1568.5169677734375
2019-01-04,1527.9539794921875
2019-01-07,1542.8433837890625
2019-01-08,1523.441650390625
2019-01-09,1584.309326171875
2019-01-10,1615.2166748046875
2019-01-11,1562.2454833984375
2019-01-14,1560.4403076171875
2019-01-15,1562.7418212890625
2019-01-16,1596.3111572265625
2019-01-17,1607.00439453125
2019-01-18,1630.8731689453125
2019-01-21,1606.1021728515625
2019-01-22,1604.29736328125
2019-01-23,1585.4822998046875
2019-01-24,1576.5030517578125
2019-01-25,1546.2274169921875
2019-01-28,1536.5267333984375
2019-01-29,1543.836181640625
2019-01-30,1562.8319091796875
2019-01-31,1589.00146484375
2019-02-01,1596.130615234375
2019-02-04,1583.4515380859375
2019-02-05,1637.6865234375
2019-02-06,1668.593994140625
2019-02-07,1688.536865234375
2019-02-08,1661.013671875
2019-02-11,1619.9090576171875
2019-02-12,1613.547119140625
2019-02-14,1596.4915771484375
2019-02-15,1607.2303466796875
2019-02-18,1577.40576171875
2019-02-19,1568.5618896484375
2019-02-20,1566.12548828125
2019-02-21,1557.1466064453125
2019-02-22,1547.76171875
2019-02-25,1538.015625
2019-02-26,1533.5487060546875
2019-02-27,1557.417236328125
2019-02-28,1551.7325439453125
2019-03-01,1544.06201171875
2019-03-05,1508.732421875
2019-03-06,1488.8797607421875
2019-03-07,1480.306884765625
2019-03-08,1487.5260009765625
2019-03-11,1486.7138671875
2019-03-12,1471.28271484375
2019-03-13,1473.222900390625
2019-03-14,1494.3392333984375
2019-03-15,1460.6795654296875
2019-03-18,1414.9727783203125
2019-03-19,1475.93017578125
2019-03-20,1498.8511962890625
2019-03-22,1499.437744140625
2019-03-25,1503.04736328125
2019-03-26,1505.123046875
2019-03-27,1507.9205322265625
2019-03-28,1509.905517578125
2019-04-01,1547.942138671875
2019-04-02,1547.987060546875
2019-04-03,1537.023193359375
2019-04-04,1508.326416015625
2019-04-05,1491.1807861328125
2019-04-08,1483.8260498046875
2019-04-09,1497.9488525390625
2019-04-10,1487.2099609375
2019-04-11,1496.73046875
2019-04-12,1485.3602294921875
2019-04-15,1464.3341064453125
2019-04-16,1472.0947265625
2019-04-18,1489.150146484375
2019-04-22,1504.80712890625
2019-04-23,1521.365966796875
2019-04-24,1532.6463623046875
2019-04-25,1543.791015625
2019-04-26,1542.97900390625
2019-04-30,1549.2955322265625
2019-05-02,1553.2664794921875
2019-05-03,1515.9967041015625
2019-05-06,1534.8570556640625
2019-05-07,1548.0323486328125
2019-05-08,1530.57080078125
2019-05-09,1519.8321533203125
2019-05-10,1531.7889404296875
2019-05-13,1543.385009765625
2019-05-14,1549.7921142578125
2019-05-15,1586.5201416015625
2019-05-16,1627.263671875
2019-05-17,1613.682373046875
2019-05-20,1587.87353515625
2019-05-21,1604.74853515625
2019-05-22,1607.365478515625
2019-05-23,1588.189453125
2019-05-24,1584.0380859375
2019-05-27,1560.57568359375
2019-05-28,1609.21533203125
2019-05-29,1647.7484130859375
2019-05-30,1646.6654052734375
2019-05-31,1610.8399658203125
2019-06-03,1613.7279052734375
2019-06-04,1601.950927734375
2019-06-06,1607.0948486328125
2019-06-07,1628.9781494140625
2019-06-10,1621.984619140625
2019-06-11,1626.090576171875
2019-06-12,1614.810302734375
2019-06-13,1587.6929931640625
2019-06-14,1599.2891845703125
2019-06-17,1594.777099609375
2019-06-18,1575.87158203125
2019-06-19,1564.8623046875
2019-06-20,1564.9522705078125
2019-06-21,1534.7669677734375
2019-06-24,1545.144775390625
2019-06-25,1554.5296630859375
2019-06-26,1617.1566162109375
2019-06-27,1640.7994384765625
2019-06-28,1650.90673828125
2019-07-01,1661.55517578125
2019-07-02,1592.475830078125
2019-07-03,1565.85498046875
2019-07-04,1494.2037353515625
2019-07-05,1503.1375732421875
2019-07-08,1472.7265625
2019-07-09,1444.43603515625
2019-07-10,1435.682861328125
2019-07-11,1433.9969482421875
2019-07-12,1458.7384033203125
2019-07-15,1449.716552734375
2019-07-16,1502.252197265625
2019-07-17,1475.0048828125
2019-07-18,1436.4119873046875
2019-07-19,1381.5069580078125
2019-07-22,1347.51611328125
2019-07-23,1340.4537353515625
2019-07-24,1400.826416015625
2019-07-25,1391.4854736328125
2019-07-26,1364.6483154296875
2019-07-29,1389.343994140625
2019-07-30,1377.08740234375
2019-07-31,1379.320068359375
2019-08-01,1373.4423828125
2019-08-02,1380.55029296875
2019-08-05,1402.9676513671875
2019-08-06,1439.10009765625
2019-08-07,1458.3739013671875
2019-08-08,1479.2877197265625
2019-08-09,1490.4510498046875
2019-08-13,1443.1552734375
2019-08-14,1482.067138671875
2019-08-16,1440.603759765625
2019-08-19,1452.177001953125
2019-08-20,1471.5421142578125
2019-08-21,1457.09814453125
2019-08-22,1456.141357421875
2019-08-23,1458.328369140625
2019-08-26,1467.89697265625
2019-08-27,1497.7413330078125
2019-08-28,1494.369384765625
2019-08-29,1486.76025390625
2019-08-30,1482.158447265625
2019-09-03,1466.3929443359375
2019-09-04,1500.9310302734375
2019-09-05,1517.7896728515625
2019-09-06,1543.578857421875
2019-09-09,1526.9478759765625
2019-09-11,1493.04833984375
2019-09-12,1464.2515869140625
2019-09-13,1464.29736328125
2019-09-16,1460.241943359375
2019-09-17,1482.4774169921875
2019-09-18,1445.0235595703125
2019-09-19,1418.9608154296875
2019-09-20,1390.0277099609375
2019-09-23,1339.67919921875
2019-09-24,1346.05810546875
2019-09-25,1361.5955810546875
2019-09-26,1374.4447021484375
2019-09-27,1385.60791015625
2019-09-30,1377.1783447265625
2019-10-01,1371.984130859375
2019-10-03,1371.528564453125
2019-10-04,1374.1712646484375
2019-10-07,1348.655029296875
2019-10-09,1367.0174560546875
2019-10-10,1343.096435546875
2019-10-11,1345.420166015625
2019-10-14,1350.5234375
2019-10-15,1359.3172607421875
2019-10-16,1392.62451171875
2019-10-17,1366.15185546875
2019-10-18,1467.7144775390625
2019-10-22,1467.85107421875
2019-10-23,1499.3818359375
2019-10-24,1523.5777587890625
2019-10-25,1536.341552734375
2019-10-27,1531.93408203125
2019-10-29,1559.1602783203125
2019-10-30,1557.8287353515625
2019-10-31,1581.10693359375
2019-11-01,1546.8096923828125
2019-11-04,1523.669677734375
2019-11-05,1531.0615234375
2019-11-06,1510.67626953125
2019-11-07,1531.658447265625
2019-11-08,1517.517333984375
2019-11-11,1496.2135009765625
2019-11-13,1515.175537109375
2019-11-14,1497.1319580078125
2019-11-15,1552.594482421875
2019-11-18,1566.6441650390625
2019-11-19,1554.9361572265625
2019-11-20,1587.121337890625
2019-11-21,1553.51318359375
2019-11-22,1549.3809814453125
2019-11-25,1534.2752685546875
2019-11-26,1541.8509521484375
2019-11-27,1524.633544921875
2019-11-28,1528.123291015625
2019-11-29,1551.5389404296875
2019-12-02,1502.87109375
2019-12-03,1485.1483154296875
2019-12-04,1535.377197265625
2019-12-05,1509.2069091796875
2019-12-06,1520.593505859375
2019-12-09,1510.67626953125
2019-12-10,1514.6707763671875
2019-12-11,1500.896728515625
2019-12-12,1497.453369140625
2019-12-13,1506.0849609375
2019-12-16,1505.763427734375
2019-12-17,1514.2115478515625
2019-12-18,1514.3033447265625
2019-12-19,1536.846435546875
2019-12-20,1573.2098388671875
2019-12-23,1612.6031494140625
2019-12-24,1625.458740234375
2019-12-26,1625.458740234375
2019-12-27,1616.138671875
2019-12-30,1630.7386474609375
2019-12-31,1607.4149169921875
2020-01-01,1636.4317626953125
2020-01-02,1672.6572265625
2020-01-03,1664.39306640625
2020-01-06,1670.72900390625
2020-01-07,1683.2633056640625
2020-01-08,1661.4088134765625
2020-01-09,1668.1121826171875
2020-01-10,1671.601318359375
2020-01-13,1677.615966796875
2020-01-14,1724.4473876953125
2020-01-15,1775.5484619140625
2020-01-16,1746.1640625
2020-01-17,1746.852783203125
2020-01-20,1740.9300537109375
2020-01-21,1752.729736328125
2020-01-22,1766.8709716796875
2020-01-23,1777.1551513671875
2020-01-24,1800.5250244140625
2020-01-27,1788.8175048828125
2020-01-28,1788.86328125
2020-01-29,1798.3211669921875
2020-01-30,1790.4241943359375
2020-01-31,1781.655029296875
2020-02-03,1796.346923828125
2020-02-04,1782.0220947265625
2020-02-05,1767.3759765625
2020-02-06,1757.4127197265625
2020-02-07,1785.6951904296875
2020-02-10,1790.7913818359375
2020-02-11,1833.260986328125
2020-02-12,1853.7841796875
2020-02-13,1855.1617431640625
2020-02-14,1866.364501953125
2020-02-17,1828.0728759765625
2020-02-18,1802.17822265625
2020-02-19,1805.208251953125
2020-02-20,1841.984619140625
2020-02-24,1835.83203125
2020-02-25,1834.2711181640625
2020-02-26,1835.052001953125
2020-02-27,1823.848876953125
2020-02-28,1754.015380859375
2020-03-02,1750.89306640625
2020-03-03,1800.800537109375
2020-03-04,1742.536865234375
2020-03-05,1737.532470703125
2020-03-06,1742.399169921875
2020-03-09,1717.927490234375
2020-03-11,1627.5250244140625
2020-03-12,1478.7667236328125
2020-03-13,1487.903564453125
2020-03-16,1402.459228515625
2020-03-17,1368.80517578125
2020-03-18,1263.9395751953125
2020-03-19,1250.6707763671875
2020-03-20,1387.90478515625
2020-03-23,1187.402587890625
2020-03-24,1273.2598876953125
2020-03-25,1305.5828857421875
2020-03-26,1311.505859375
2020-03-27,1279.91748046875
2020-03-30,1234.0960693359375
2020-03-31,1312.056396484375
2020-04-01,1278.447998046875
2020-04-03,1243.46240234375
2020-04-07,1255.399658203125
2020-04-08,1244.7021484375
2020-04-09,1284.3250732421875
2020-04-13,1284.8759765625
2020-04-15,1350.3018798828125
2020-04-16,1347.86865234375
2020-04-17,1326.61083984375
2020-04-20,1370.1365966796875
2020-04-21,1331.3858642578125
2020-04-22,1302.5064697265625
2020-04-23,1339.8798828125
2020-04-24,1316.6019287109375
