Date,HAL
2018-10-24,307.9739990234375
2018-10-25,303.17352294921875
2018-10-26,304.9711608886719
2018-10-29,306.50323486328125
2018-10-30,308.5052490234375
2018-10-31,310.7522888183594
2018-11-01,308.1375427246094
2018-11-02,309.1385192871094
2018-11-05,310.38458251953125
2018-11-06,313.08111572265625
2018-11-07,322.8866271972656
2018-11-09,375.8363037109375
2018-11-12,365.8673400878906
2018-11-13,349.5452880859375
2018-11-14,345.76605224609375
2018-11-15,342.0685729980469
2018-11-16,336.8594665527344
2018-11-19,336.2057189941406
2018-11-20,332.12005615234375
2018-11-21,328.23876953125
2018-11-22,325.56268310546875
2018-11-26,321.5792541503906
2018-11-27,330.8943786621094
2018-11-28,324.5003967285156
2018-11-29,324.1326599121094
2018-11-30,322.8866271972656
2018-12-03,320.7620849609375
2018-12-04,319.2299499511719
2018-12-05,316.3905334472656
2018-12-06,314.797119140625
2018-12-07,311.20172119140625
2018-12-10,306.2172546386719
2018-12-11,308.2396545410156
2018-12-12,314.6745300292969
2018-12-13,314.5110778808594
2018-12-14,313.6735534667969
2018-12-17,320.9663391113281
2018-12-18,320.5577697753906
2018-12-19,322.23291015625
2018-12-20,320.33306884765625
2018-12-21,321.1706237792969
2018-12-24,321.19110107421875
2018-12-26,319.3320617675781
2018-12-27,322.1511535644531
2018-12-28,323.0091552734375
2018-12-31,329.6482849121094
2019-01-01,326.2777404785156
2019-01-02,326.8088073730469
2019-01-03,323.907958984375
2019-01-04,332.85552978515625
2019-01-07,322.539306640625
2019-01-08,322.5597229003906
2019-01-09,319.8223571777344
2019-01-10,316.9828186035156
2019-01-11,316.9624938964844
2019-01-14,315.63458251953125
2019-01-15,315.73681640625
2019-01-16,316.6356201171875
2019-01-17,318.1472473144531
2019-01-18,320.5169372558594
2019-01-21,317.2688903808594
2019-01-22,313.04022216796875
2019-01-23,308.157958984375
2019-01-24,305.5635986328125
2019-01-25,303.17352294921875
2019-01-28,299.3942565917969
2019-01-29,296.5751953125
2019-01-30,292.8572998046875
2019-01-31,290.44677734375
2019-02-01,288.2405090332031
2019-02-04,281.94873046875
2019-02-05,275.67724609375
2019-02-06,269.1606750488281
2019-02-07,266.6480407714844
2019-02-08,265.5653381347656
2019-02-11,269.5079040527344
2019-02-12,261.15289306640625
2019-02-14,254.8610382080078
2019-02-15,254.96316528320312
2019-02-18,250.89794921875
2019-02-19,252.4095916748047
2019-02-20,252.593505859375
2019-02-21,272.18408203125
2019-02-22,270.05950927734375
2019-02-25,266.0760498046875
2019-02-26,266.5458984375
2019-02-27,268.5887756347656
2019-02-28,266.709228515625
2019-03-01,274.04302978515625
2019-03-05,279.92626953125
2019-03-06,281.68310546875
2019-03-07,277.29107666015625
2019-03-08,271.6938171386719
2019-03-11,277.18896484375
2019-03-12,282.68414306640625
2019-03-13,277.3319091796875
2019-03-14,276.5556945800781
2019-03-15,275.4117126464844
2019-03-18,285.891357421875
2019-03-19,290.0382385253906
2019-03-20,290.6510925292969
2019-03-22,289.2414855957031
2019-03-25,291.2434387207031
2019-03-26,294.9818420410156
2019-03-27,302.1929931640625
2019-03-28,302.7386474609375
2019-04-01,299.08642578125
2019-04-02,300.21990966796875
2019-04-03,300.1568908691406
2019-04-04,298.8345031738281
2019-04-05,299.2963562011719
2019-04-08,299.59014892578125
2019-04-09,299.80010986328125
2019-04-10,299.821044921875
2019-04-11,300.8705749511719
2019-04-12,298.28875732421875
2019-04-15,297.0084228515625
2019-04-16,297.3862609863281
2019-04-18,293.7968444824219
2019-04-22,287.81475830078125
2019-04-23,285.33795166015625
2019-04-24,285.0440979003906
2019-04-25,284.4354248046875
2019-04-26,284.49835205078125
2019-04-30,280.3633117675781
2019-05-02,278.033447265625
2019-05-03,274.0243835449219
2019-05-06,271.7154846191406
2019-05-07,271.5474853515625
2019-05-08,267.9792175292969
2019-05-09,268.9237060546875
2019-05-10,268.88177490234375
2019-05-13,264.3059997558594
2019-05-14,266.2370300292969
2019-05-15,265.6073303222656
2019-05-16,267.24456787109375
2019-05-17,267.22357177734375
2019-05-20,274.1922912597656
2019-05-21,271.0018615722656
2019-05-22,277.0260009765625
2019-05-23,280.59417724609375
2019-05-24,284.9601135253906
2019-05-27,296.1268310546875
2019-05-28,303.09552001953125
2019-05-29,300.78662109375
2019-05-30,301.6051940917969
2019-05-31,298.1838684082031
2019-06-03,310.6518859863281
2019-06-04,303.9980773925781
2019-06-06,298.33074951171875
2019-06-07,299.59014892578125
2019-06-10,294.3426818847656
2019-06-11,296.25274658203125
2019-06-12,293.6499328613281
2019-06-13,290.9002685546875
2019-06-14,288.1716003417969
2019-06-17,287.37396240234375
2019-06-18,286.9962158203125
2019-06-19,283.6378173828125
2019-06-20,289.45196533203125
2019-06-21,293.5870056152344
2019-06-24,294.15374755859375
2019-06-25,302.3818054199219
2019-06-26,299.6321105957031
2019-06-27,300.4087829589844
2019-06-28,299.9469909667969
2019-07-01,297.3232727050781
2019-07-02,295.3081970214844
2019-07-03,297.02935791015625
2019-07-04,298.7505798339844
2019-07-05,291.8238525390625
2019-07-08,284.0365905761719
2019-07-09,284.5193786621094
2019-07-10,281.643798828125
2019-07-11,284.813232421875
2019-07-12,283.1759948730469
2019-07-15,283.42791748046875
2019-07-16,283.9736022949219
2019-07-17,283.4068908691406
2019-07-18,283.46990966796875
2019-07-19,283.3858947753906
2019-07-22,282.903076171875
2019-07-23,283.15496826171875
2019-07-24,282.5252990722656
2019-07-25,282.4413757324219
2019-07-26,283.7637634277344
2019-07-29,283.46990966796875
2019-07-30,283.2179870605469
2019-07-31,277.5926513671875
2019-08-01,273.6675109863281
2019-08-02,269.8473205566406
2019-08-05,264.6208190917969
2019-08-06,266.6778869628906
2019-08-07,266.7198486328125
2019-08-08,265.9642028808594
2019-08-09,269.61639404296875
2019-08-13,267.3915710449219
2019-08-14,276.20733642578125
2019-08-16,273.91937255859375
2019-08-19,276.6900634765625
2019-08-20,280.4052734375
2019-08-21,278.3273010253906
2019-08-22,272.869873046875
2019-08-23,271.127685546875
2019-08-26,270.6449890136719
2019-08-27,273.37371826171875
2019-08-28,275.40966796875
2019-08-29,273.03790283203125
2019-08-30,272.89093017578125
2019-09-03,270.7709045410156
2019-09-04,272.4920654296875
2019-09-05,277.06793212890625
2019-09-06,282.6932373046875
2019-09-09,295.97991943359375
2019-09-11,292.5164794921875
2019-09-12,287.9826965332031
2019-09-13,296.23175048828125
2019-09-16,306.6008605957031
2019-09-17,303.51531982421875
2019-09-18,306.41192626953125
2019-09-19,313.12872314453125
2019-09-20,317.41064453125
2019-09-23,316.9908752441406
2019-09-24,312.2891845703125
2019-09-25,313.149658203125
2019-09-26,313.212646484375
2019-09-27,306.2020568847656
2019-09-30,296.5046691894531
2019-10-01,291.6349792480469
2019-10-03,295.43414306640625
2019-10-04,292.0337829589844
2019-10-07,290.1866760253906
2019-10-09,293.9228515625
2019-10-10,293.880859375
2019-10-11,302.31890869140625
2019-10-14,300.13592529296875
2019-10-15,303.5362854003906
2019-10-16,296.90350341796875
2019-10-17,297.9949645996094
2019-10-18,297.86895751953125
2019-10-22,299.4432067871094
2019-10-23,300.3038024902344
2019-10-24,301.479248046875
2019-10-25,309.6233825683594
2019-10-27,313.8213806152344
2019-10-29,330.109619140625
2019-10-30,327.65374755859375
2019-10-31,320.244384765625
2019-11-01,329.89971923828125
2019-11-04,326.709228515625
2019-11-05,328.6402893066406
2019-11-06,326.8771667480469
2019-11-07,317.11688232421875
2019-11-08,318.6490478515625
2019-11-11,321.734619140625
2019-11-13,337.1832580566406
2019-11-14,339.1142883300781
2019-11-15,337.64501953125
2019-11-18,334.7063903808594
2019-11-19,328.91314697265625
2019-11-20,337.2251892089844
2019-11-21,337.3301696777344
2019-11-22,333.23712158203125
2019-11-25,328.5563049316406
2019-11-26,326.91912841796875
2019-11-27,325.36578369140625
2019-11-28,324.8201599121094
2019-11-29,325.3239440917969
2019-12-02,328.0105895996094
2019-12-03,325.61773681640625
2019-12-04,324.1484680175781
2019-12-05,322.7420959472656
2019-12-06,321.734619140625
2019-12-09,316.7389831542969
2019-12-10,318.56512451171875
2019-12-11,319.1528015136719
2019-12-12,319.11090087890625
2019-12-13,318.4811706542969
2019-12-16,316.3192443847656
2019-12-17,314.0103454589844
2019-12-18,311.4074401855469
2019-12-19,308.7418518066406
2019-12-20,304.18695068359375
2019-12-23,304.4388732910156
2019-12-24,300.63970947265625
2019-12-26,303.9560852050781
2019-12-27,300.7446594238281
2019-12-30,306.684814453125
2019-12-31,306.6218566894531
2020-01-01,306.5378723144531
2020-01-02,308.6578063964844
2020-01-03,309.35052490234375
2020-01-06,306.2439880371094
2020-01-07,308.5108642578125
2020-01-08,308.7837829589844
2020-01-09,308.6578063964844
2020-01-10,309.16156005859375
2020-01-13,337.28826904296875
2020-01-14,360.52410888671875
2020-01-15,357.8373107910156
2020-01-16,354.49993896484375
2020-01-17,345.91510009765625
2020-01-20,338.23272705078125
2020-01-21,367.26190185546875
2020-01-22,359.9153747558594
2020-01-23,358.44610595703125
2020-01-24,358.02630615234375
2020-01-27,350.7217712402344
2020-01-28,349.33648681640625
2020-01-29,347.027587890625
2020-01-30,342.09490966796875
2020-01-31,337.5610656738281
2020-02-03,327.46490478515625
2020-02-04,328.7242736816406
2020-02-05,340.9404602050781
2020-02-06,336.3855895996094
2020-02-07,326.2054443359375
2020-02-10,325.61773681640625
2020-02-11,323.0570068359375
2020-02-12,325.7436828613281
2020-02-13,319.80352783203125
2020-02-14,314.32513427734375
2020-02-17,304.0610656738281
2020-02-18,295.89593505859375
2020-02-19,312.47802734375
2020-02-20,309.0986633300781
2020-02-24,299.2963562011719
2020-02-25,299.821044921875
2020-02-26,296.1058654785156
2020-02-27,305.1315002441406
2020-02-28,288.0036926269531
2020-03-02,278.7680969238281
2020-03-03,282.06353759765625
2020-03-04,271.7154846191406
2020-03-05,270.6239929199219
2020-03-06,260.94757080078125
2020-03-09,248.58450317382812
2020-03-11,247.24110412597656
2020-03-12,226.2301788330078
2020-03-13,224.25709533691406
2020-03-16,235.0249786376953
2020-03-17,232.2752227783203
2020-03-18,230.78500366210938
2020-03-19,233.57667541503906
2020-03-20,237.24989318847656
2020-03-23,223.3556671142578
2020-03-24,213.76577758789062
2020-03-25,213.8772735595703
2020-03-26,221.79452514648438
2020-03-27,234.23912048339844
2020-03-30,228.61895751953125
2020-03-31,232.07577514648438
2020-04-01,237.87435913085938
2020-04-03,236.20169067382812
2020-04-07,238.49879455566406
2020-04-08,243.53909301757812
2020-04-09,244.54269409179688
2020-04-13,251.255615234375
2020-04-15,247.79876708984375
2020-04-16,250.87648010253906
2020-04-17,249.6944580078125
2020-04-20,252.01388549804688
2020-04-21,243.7843780517578
2020-04-22,241.1973876953125
2020-04-23,242.4909210205078
2020-04-24,237.7405548095703
2020-04-27,235.5772247314453
2020-04-28,231.80816650390625
2020-04-29,234.64053344726562
2020-04-30,235.13119506835938
2020-05-04,227.3923797607422
2020-05-05,224.7161102294922
2020-05-06,225.25135803222656
2020-05-07,228.17294311523438
2020-05-08,223.84628295898438
2020-05-11,221.54922485351562
2020-05-12,220.07728576660156
2020-05-13,225.853515625
2020-05-14,222.1736602783203
2020-05-15,233.32469177246094
2020-05-18,244.20816040039062
2020-05-19,235.37649536132812
2020-05-20,236.64773559570312
2020-05-21,238.3872833251953
2020-05-22,238.52110290527344
2020-05-26,236.89305114746094
2020-05-27,236.06788635253906
2020-05-28,247.79876708984375
2020-05-29,248.06639099121094
2020-06-01,250.1851806640625
2020-06-02,252.1031036376953
2020-06-03,260.6225280761719
2020-06-04,266.9786071777344
2020-06-05,281.497314453125
2020-06-08,294.41015625
2020-06-09,292.469970703125
2020-06-10,292.3807678222656
2020-06-11,295.5252990722656
2020-06-12,292.3807678222656
2020-06-15,293.696533203125
2020-06-16,318.00592041015625
2020-06-17,315.9317321777344
2020-06-18,318.0504150390625
2020-06-19,315.82025146484375
2020-06-22,317.9612121582031
2020-06-23,317.626708984375
2020-06-24,311.6274719238281
2020-06-25,353.3323974609375
2020-06-26,339.772705078125
2020-06-29,339.6612243652344
2020-06-30,344.41156005859375
2020-07-01,340.6424560546875
2020-07-02,345.8165588378906
2020-07-03,380.2064208984375
2020-07-06,425.4797668457031
2020-07-07,437.1437683105469
2020-07-08,421.64373779296875
2020-07-09,414.75238037109375
2020-07-10,420.3503112792969
2020-07-13,414.5963134765625
2020-07-14,403.601318359375
2020-07-15,387.09783935546875
2020-07-16,375.9913635253906
2020-07-17,418.0530700683594
2020-07-20,411.87548828125
2020-07-21,408.1733093261719
2020-07-22,405.2517395019531
2020-07-23,415.5552978515625
2020-07-24,405.7646789550781
2020-07-27,397.20068359375
2020-07-28,402.9100036621094
2020-07-29,405.5193176269531
2020-07-30,392.4726257324219
2020-07-31,389.1496276855469
2020-08-03,398.806396484375
2020-08-04,423.82940673828125
2020-08-05,430.5646057128906
2020-08-06,431.52362060546875
2020-08-07,423.49481201171875
2020-08-10,460.0035095214844
2020-08-11,454.5840759277344
2020-08-12,490.2227478027344
2020-08-13,574.9261474609375
2020-08-14,577.0003051757812
2020-08-17,557.7314453125
2020-08-18,569.373046875
2020-08-19,563.3514404296875
2020-08-20,538.0831298828125
2020-08-21,540.3801879882812
2020-08-24,533.9125366210938
2020-08-25,523.1853637695312
2020-08-26,525.2593383789062
2020-08-27,450.8595275878906
2020-08-28,450.7703552246094
2020-08-31,413.10211181640625
2020-09-01,397.9366455078125
2020-09-02,398.8955993652344
2020-09-03,412.856689453125
2020-09-04,406.3445129394531
2020-09-07,397.89202880859375
2020-09-08,387.9230041503906
2020-09-09,374.16253662109375
2020-09-10,385.6036071777344
2020-09-11,380.228759765625
2020-09-14,372.04388427734375
2020-09-15,375.7906188964844
2020-09-16,375.0546875
2020-09-17,370.2151184082031
2020-09-18,375.5229797363281
2020-09-21,356.47698974609375
2020-09-22,345.8165588378906
2020-09-23,343.8985900878906
2020-09-24,347.42236328125
2020-09-25,342.4266662597656
2020-09-28,347.110107421875
2020-09-29,349.34033203125
2020-09-30,359.5546569824219
2020-10-01,356.5439147949219
2020-10-05,366.06695556640625
2020-10-06,366.3791198730469
2020-10-07,361.093505859375
2020-10-08,356.0978698730469
2020-10-09,350.4331970214844
2020-10-12,342.9842224121094
2020-10-13,337.0072021484375
2020-10-14,342.9619140625
2020-10-15,332.6360778808594
2020-10-16,331.5878601074219
2020-10-19,330.7180480957031
2020-10-20,320.0576477050781
2020-10-21,311.6720275878906
2020-10-22,323.5813903808594
2020-10-23,320.2360534667969
2020-10-26,313.03240966796875
2020-10-27,312.4080505371094
2020-10-28,312.7872009277344
2020-10-29,310.08868408203125
2020-10-30,306.47564697265625
2020-11-02,301.05621337890625
2020-11-03,300.0303955078125
2020-11-04,294.7893371582031
2020-11-05,312.5418395996094
2020-11-06,313.27783203125
2020-11-09,320.5259704589844
2020-11-10,324.6518249511719
2020-11-11,326.21307373046875
2020-11-12,337.02947998046875
2020-11-13,339.3713073730469
2020-11-14,346.2403869628906
2020-11-17,347.7345886230469
2020-11-18,342.6719970703125
2020-11-19,345.3482666015625
2020-11-20,344.4339294433594
2020-11-23,344.41156005859375
2020-11-24,352.90869140625
2020-11-25,360.3799133300781
2020-11-26,361.4726867675781
2020-11-27,365.0856018066406
2020-12-01,370.1258544921875
2020-12-02,369.45684814453125
2020-12-03,378.11004638671875
2020-12-04,375.8575439453125
2020-12-07,386.8747863769531
2020-12-08,385.15753173828125
2020-12-09,391.6474609375
2020-12-10,386.5848388671875
2020-12-11,382.16900634765625
2020-12-14,389.4618225097656
2020-12-15,388.70361328125
2020-12-16,392.53955078125
2020-12-17,393.106689453125
2020-12-18,391.9723205566406
2020-12-21,362.54486083984375
2020-12-22,360.2306213378906
2020-12-23,365.244873046875
2020-12-24,373.1178283691406
2020-12-28,372.7775573730469
2020-12-29,379.4934387207031
2020-12-30,377.1111145019531
2020-12-31,384.0085144042969
2021-01-01,388.7958068847656
2021-01-04,402.4545593261719
2021-01-05,418.1778869628906
2021-01-06,428.2744140625
2021-01-07,422.2391662597656
2021-01-08,414.0711975097656
2021-01-11,412.0065002441406
2021-01-12,409.1249694824219
2021-01-13,418.2005310058594
2021-01-14,457.9740905761719
2021-01-15,438.847412109375
2021-01-18,436.2835693359375
2021-01-19,440.2314147949219
2021-01-20,440.18609619140625
2021-01-21,439.528076171875
2021-01-22,430.1802673339844
2021-01-25,427.9794921875
2021-01-27,415.6367492675781
2021-01-28,419.1988830566406
2021-01-29,419.8795166015625
2021-02-01,412.4830322265625
2021-02-02,424.16778564453125
2021-02-03,437.7583312988281
2021-02-04,443.0448303222656
2021-02-05,459.8345642089844
2021-02-08,469.52264404296875
2021-02-09,461.037109375
2021-02-10,458.1555480957031
2021-02-11,451.12213134765625
2021-02-12,465.8017578125
2021-02-15,470.2714538574219
2021-02-16,461.5135192871094
2021-02-17,471.88238525390625
2021-02-18,477.8949279785156
2021-02-19,481.61590576171875
2021-02-22,477.9402160644531
2021-02-23,467.4806823730469
2021-02-24,482.90911865234375
2021-02-25,497.5433654785156
2021-02-26,493.2779541015625
2021-03-01,492.4610595703125
2021-03-02,502.1947326660156
2021-03-03,504.8718566894531
2021-03-04,497.92913818359375
2021-03-05,484.9323425292969
2021-03-08,490.08502197265625
2021-03-09,490.1770324707031
2021-03-10,491.0511169433594
2021-03-12,488.2447204589844
2021-03-15,467.4267883300781
2021-03-16,492.9143981933594
2021-03-17,481.2518310546875
2021-03-18,474.2587585449219
2021-03-19,474.8108215332031
2021-03-22,477.2031555175781
2021-03-23,469.68109130859375
2021-03-24,461.28497314453125
2021-03-25,452.129638671875
2021-03-26,454.0618896484375
2021-03-30,460.15777587890625
2021-03-31,457.74237060546875
2021-04-01,476.46710205078125
2021-04-05,460.0197448730469
2021-04-06,460.1807861328125
2021-04-07,462.78009033203125
2021-04-08,464.8274230957031
2021-04-09,460.2727355957031
2021-04-12,440.46697998046875
2021-04-13,446.65478515625
2021-04-15,445.8037109375
2021-04-16,443.7333679199219
2021-04-19,432.5538635253906
2021-04-20,437.68353271484375
2021-04-22,436.5103759765625
2021-04-23,440.2138671875
2021-04-26,439.0407409667969
2021-04-27,437.0624694824219
2021-04-28,445.2286682128906
2021-04-29,435.38323974609375
2021-04-30,440.39788818359375
2021-05-03,438.3506164550781
2021-05-04,438.8106994628906
2021-05-05,445.5506286621094
2021-05-06,440.67401123046875
2021-05-07,441.8701171875
2021-05-10,445.5967102050781
2021-05-11,460.20379638671875
2021-05-12,463.58526611328125
2021-05-14,452.359619140625
2021-05-17,460.91680908203125
2021-05-18,463.7462463378906
2021-05-19,466.85174560546875
2021-05-20,464.896484375
2021-05-21,471.7514343261719
2021-05-24,466.85174560546875
2021-05-25,472.4184875488281
2021-05-26,476.5360412597656
2021-05-27,475.59295654296875
2021-05-28,473.7296142578125
2021-05-31,469.5201110839844
2021-06-01,474.6497802734375
2021-06-02,477.1112976074219
2021-06-03,482.6549987792969
2021-06-04,488.7968444824219
2021-06-07,490.1310119628906
2021-06-08,492.3163146972656
2021-06-09,481.8958435058594
2021-06-10,478.83648681640625
2021-06-11,481.5047607421875
2021-06-14,483.9432067871094
2021-06-15,479.38848876953125
2021-06-16,473.7986755371094
2021-06-17,472.6485595703125
2021-06-18,467.6337585449219
2021-06-21,463.53924560546875
2021-06-22,460.548828125
2021-06-23,469.7961120605469
2021-06-24,468.8990173339844
2021-06-25,477.088134765625
2021-06-28,479.7104797363281
2021-06-29,476.7662048339844
2021-06-30,470.0951843261719
2021-07-01,466.3916931152344
2021-07-02,491.1431579589844
2021-07-05,488.65887451171875
2021-07-06,506.3713684082031
2021-07-07,505.86529541015625
2021-07-08,527.7183837890625
2021-07-09,514.6064453125
2021-07-12,511.36309814453125
2021-07-13,504.4390563964844
2021-07-14,509.1548156738281
2021-07-15,503.9328918457031
2021-07-16,494.4556579589844
2021-07-19,497.8371276855469
2021-07-20,490.775146484375
2021-07-22,509.4308166503906
2021-07-23,507.47564697265625
2021-07-26,508.3036193847656
2021-07-27,506.1182556152344
2021-07-28,503.95599365234375
2021-07-29,506.0262451171875
2021-07-30,513.5943603515625
2021-08-02,505.1521911621094
2021-08-03,506.3713684082031
2021-08-04,496.617919921875
2021-08-05,496.4339599609375
2021-08-06,496.7560119628906
2021-08-09,499.58538818359375
2021-08-10,508.2115783691406
2021-08-11,503.6109313964844
2021-08-12,508.14263916015625
2021-08-13,500.9884338378906
2021-08-16,491.7642517089844
2021-08-17,490.8441162109375
2021-08-18,515.3426513671875
2021-08-20,518.2640380859375
2021-08-23,511.7081604003906
2021-08-24,533.6762084960938
2021-08-25,574.2769775390625
2021-08-26,593.3008422851562
2021-08-27,635.5347900390625
2021-08-30,644.0689697265625
2021-08-31,632.9584350585938
2021-09-01,621.0426025390625
2021-09-02,634.8216552734375
2021-09-03,641.5846557617188
2021-09-06,626.2183227539062
2021-09-07,635.8109130859375
2021-09-08,629.3468627929688
2021-09-09,632.2684326171875
2021-09-13,646.5074462890625
2021-09-14,648.6696166992188
2021-09-15,645.4952392578125
2021-09-16,658.7911376953125
2021-09-17,658.1700439453125
2021-09-20,633.6024780273438
2021-09-21,625.3443603515625
2021-09-22,624.2401733398438
2021-09-23,625.5743408203125
2021-09-24,617.1322631835938
2021-09-27,614.9008178710938
2021-09-28,619.5244750976562
2021-09-29,616.1201782226562
2021-09-30,623.135986328125
2021-10-01,615.5679931640625
2021-10-04,619.0645141601562
2021-10-05,632.59033203125
2021-10-06,619.66259765625
2021-10-07,624.3782348632812
2021-10-08,621.8478393554688
2021-10-11,627.8976440429688
2021-10-12,642.5968627929688
2021-10-13,641.630615234375
2021-10-14,664.2198486328125
2021-10-18,681.081298828125
2021-10-19,657.9169921875
2021-10-20,648.6466674804688
2021-10-21,630.88818359375
2021-10-22,610.5762939453125
2021-10-25,608.68994140625
2021-10-26,609.541015625
2021-10-27,605.95263671875
2021-10-28,582.7652587890625
2021-10-29,601.1218872070312
2021-11-01,611.3814086914062
2021-11-02,612.9917602539062
2021-11-03,609.0120849609375
2021-11-04,616.5340576171875
2021-11-08,621.5948486328125
2021-11-09,629.8300170898438
2021-11-10,632.5443725585938
2021-11-11,641.8146362304688
2021-11-12,651.9821166992188
2021-11-15,654.443603515625
2021-11-16,657.6179809570312
2021-11-17,646.8983764648438
2021-11-18,636.5470581054688
2021-11-22,626.7705688476562
2021-11-23,653.3828125
2021-11-24,639.6002807617188
2021-11-25,628.7228393554688
2021-11-26,597.7411499023438
2021-11-29,603.5982055664062
2021-11-30,593.5576171875
2021-12-01,608.4556884765625
2021-12-02,604.6904907226562
2021-12-03,602.6685180664062
2021-12-06,594.2780151367188
2021-12-07,597.9503173828125
2021-12-08,600.5534057617188
2021-12-09,600.7626342773438
2021-12-10,606.6661376953125
2021-12-13,609.64111328125
2021-12-14,598.53125
2021-12-15,598.0432739257812
2021-12-16,595.4169921875
2021-12-17,579.984130859375
2021-12-20,565.2718505859375
2021-12-21,564.644287109375
2021-12-22,578.9614868164062
2021-12-23,577.5669555664062
2021-12-24,571.8726196289062
2021-12-27,567.3403930664062
2021-12-28,575.173095703125
2021-12-29,570.9894409179688
2021-12-30,563.0172729492188
2021-12-31,562.7615966796875
2022-01-03,573.4763793945312
2022-01-04,580.4024658203125
2022-01-05,590.2105712890625
2022-01-06,580.2863159179688
2022-01-07,584.1211547851562
2022-01-10,602.5523071289062
2022-01-11,595.0914306640625
2022-01-12,610.1524658203125
2022-01-13,613.47607421875
2022-01-14,634.8123779296875
2022-01-17,649.3154296875
2022-01-18,645.9220581054688
2022-01-19,665.7476806640625
2022-01-20,665.2362670898438
