Date,ICICIGI
2018-01-23,787.7078247070312
2018-01-24,792.6340942382812
2018-01-25,785.2445678710938
2018-01-29,780.5548706054688
2018-01-30,760.8018798828125
2018-01-31,745.50146484375
2018-02-01,789.7919921875
2018-02-02,776.7178955078125
2018-02-05,772.7864379882812
2018-02-06,764.5914916992188
2018-02-07,775.6286010742188
2018-02-08,767.0546875
2018-02-09,773.1653442382812
2018-02-12,779.9390869140625
2018-02-14,772.2178955078125
2018-02-15,760.9913330078125
2018-02-16,772.3125610351562
2018-02-19,776.1968994140625
2018-02-20,776.7655029296875
2018-02-21,771.9810180664062
2018-02-22,766.5809326171875
2018-02-23,777.5233764648438
2018-02-26,775.7232055664062
2018-02-27,773.0706787109375
2018-02-28,752.9859008789062
2018-03-01,746.2120971679688
2018-03-05,739.532958984375
2018-03-06,752.70166015625
2018-03-07,748.48583984375
2018-03-08,758.6702270507812
2018-03-09,770.133544921875
2018-03-12,773.9232788085938
2018-03-13,784.1550903320312
2018-03-14,763.9755249023438
2018-03-15,757.7701416015625
2018-03-16,730.6748046875
2018-03-19,729.96435546875
2018-03-20,717.8851318359375
2018-03-21,692.8740844726562
2018-03-22,689.0370483398438
2018-03-23,702.1582641601562
2018-03-26,722.4326171875
2018-03-27,751.8015747070312
2018-03-28,752.0858764648438
2018-04-02,742.7067260742188
2018-04-03,748.3910522460938
2018-04-04,740.1015014648438
2018-04-05,747.5384521484375
2018-04-06,755.5912475585938
2018-04-09,727.3115844726562
2018-04-10,740.8594360351562
2018-04-11,730.8643188476562
2018-04-12,725.2748413085938
2018-04-13,739.0592651367188
2018-04-16,738.4908447265625
2018-04-17,725.3695068359375
2018-04-18,732.8064575195312
2018-04-19,732.9011840820312
2018-04-20,729.68017578125
2018-04-23,720.3482055664062
2018-04-24,732.5223388671875
2018-04-25,733.327392578125
2018-04-26,714.9008178710938
2018-04-27,713.3375244140625
2018-04-30,719.9219360351562
2018-05-02,704.81103515625
2018-05-03,699.4110107421875
2018-05-04,681.9790649414062
2018-05-07,694.7212524414062
2018-05-08,713.1956176757812
2018-05-09,709.0269775390625
2018-05-10,710.5902709960938
2018-05-11,714.4270629882812
2018-05-14,710.353271484375
2018-05-15,690.2212524414062
2018-05-16,695.242431640625
2018-05-17,691.642333984375
2018-05-18,693.3950805664062
2018-05-21,696.56884765625
2018-05-22,693.3950805664062
2018-05-23,694.6265258789062
2018-05-24,710.069091796875
2018-05-25,709.5006713867188
2018-05-28,700.453125
2018-05-29,697.7056884765625
2018-05-30,702.3953247070312
2018-05-31,714.7113037109375
2018-06-01,685.91064453125
2018-06-04,688.3265380859375
2018-06-05,697.5634155273438
2018-06-06,688.89501953125
2018-06-07,691.4527587890625
2018-06-08,691.263427734375
2018-06-11,694.484619140625
2018-06-12,691.7371215820312
2018-06-13,686.5264892578125
2018-06-14,684.8211059570312
2018-06-15,684.2527465820312
2018-06-18,678.2841796875
2018-06-19,679.847412109375
2018-06-20,696.0477294921875
2018-06-21,696.3319702148438
2018-06-22,690.173828125
2018-06-25,678.3788452148438
2018-06-26,684.2527465820312
2018-06-27,672.7418823242188
2018-06-28,660.2365112304688
2018-06-29,660.0942993164062
2018-07-02,670.65771484375
2018-07-03,682.6893920898438
2018-07-04,683.9254760742188
2018-07-05,668.7144165039062
2018-07-06,681.9765625
2018-07-09,667.5260620117188
2018-07-10,667.2409057617188
2018-07-11,665.2444458007812
2018-07-12,676.1298828125
2018-07-13,682.8795776367188
2018-07-16,679.8850708007812
2018-07-17,702.3212280273438
2018-07-18,713.6820068359375
2018-07-19,725.5181274414062
2018-07-20,740.2537841796875
2018-07-23,744.436767578125
2018-07-24,753.8011474609375
2018-07-25,752.5651245117188
2018-07-26,743.6763305664062
2018-07-27,742.773193359375
2018-07-30,724.1871948242188
2018-07-31,739.3506469726562
2018-08-01,733.8842163085938
2018-08-02,748.0018920898438
2018-08-03,747.47900390625
2018-08-06,742.2976684570312
2018-08-07,728.3700561523438
2018-08-08,732.1254272460938
2018-08-09,741.4896240234375
2018-08-10,751.85205078125
2018-08-13,736.0706176757812
2018-08-14,742.1552124023438
2018-08-16,750.568603515625
2018-08-17,761.929443359375
2018-08-20,762.4522094726562
2018-08-21,754.3237915039062
2018-08-23,718.1979370117188
2018-08-24,708.7384033203125
2018-08-27,740.0635986328125
2018-08-28,724.234619140625
2018-08-29,754.1337890625
2018-08-30,755.7975463867188
2018-08-31,756.6055908203125
2018-09-03,762.7850952148438
2018-09-04,764.9715576171875
2018-09-05,788.7863159179688
2018-09-06,810.9849243164062
2018-09-07,832.3280029296875
2018-09-10,869.072021484375
2018-09-11,854.3837890625
2018-09-12,852.2924194335938
2018-09-14,875.9644775390625
2018-09-17,843.7360229492188
2018-09-18,831.0921020507812
2018-09-19,823.1061401367188
2018-09-21,844.8770751953125
2018-09-24,774.003173828125
2018-09-25,792.0186767578125
2018-09-26,814.7401123046875
2018-09-27,803.2844848632812
2018-09-28,768.4892578125
2018-10-01,749.8082885742188
2018-10-03,711.2577514648438
2018-10-04,739.5883178710938
2018-10-05,732.9334106445312
2018-10-08,722.1905517578125
2018-10-09,698.4234008789062
2018-10-10,742.2976684570312
2018-10-11,737.9244384765625
2018-10-12,740.6815185546875
2018-10-15,741.8700561523438
2018-10-16,747.3839111328125
2018-10-17,754.7517700195312
2018-10-19,769.2022705078125
2018-10-22,765.5421752929688
2018-10-23,752.1848754882812
2018-10-24,754.3713989257812
2018-10-25,759.552734375
2018-10-26,761.0739135742188
2018-10-29,763.26708984375
2018-10-30,763.4580078125
2018-10-31,768.1309204101562
2018-11-01,811.3321533203125
2018-11-02,800.6034545898438
2018-11-05,806.8497314453125
2018-11-06,809.8062744140625
2018-11-07,810.8551025390625
2018-11-09,808.7571411132812
2018-11-12,788.730224609375
2018-11-13,773.6622314453125
2018-11-14,789.7792358398438
2018-11-15,790.7328491210938
2018-11-16,784.4864501953125
2018-11-19,796.9793701171875
2018-11-20,790.1129150390625
2018-11-21,779.0980834960938
2018-11-22,769.5615234375
2018-11-26,770.4197387695312
2018-11-27,758.4035034179688
2018-11-28,758.2128295898438
2018-11-29,764.3163452148438
2018-11-30,795.1674194335938
2018-12-03,818.5321655273438
2018-12-04,845.5209350585938
2018-12-05,849.2879028320312
2018-12-06,860.3506469726562
2018-12-07,840.2282104492188
2018-12-10,818.6276245117188
2018-12-11,853.913330078125
2018-12-12,877.1350708007812
2018-12-13,846.7608642578125
2018-12-14,865.45263671875
2018-12-17,855.6300659179688
2018-12-18,871.126953125
2018-12-19,829.6901245117188
2018-12-20,825.6369018554688
2018-12-21,822.2515258789062
2018-12-24,799.8880615234375
2018-12-26,789.8745727539062
2018-12-27,834.792236328125
2018-12-28,811.23681640625
2018-12-31,824.3973999023438
2019-01-01,832.7896118164062
2019-01-02,834.8876342773438
2019-01-03,827.9735717773438
2019-01-04,826.7339477539062
2019-01-07,825.3509521484375
2019-01-08,824.1589965820312
2019-01-09,824.1589965820312
2019-01-10,849.14501953125
2019-01-11,843.9952392578125
2019-01-14,822.3945922851562
2019-01-15,831.2637329101562
2019-01-16,820.4396362304688
2019-01-17,835.3167724609375
2019-01-18,821.4887084960938
2019-01-21,811.5227661132812
2019-01-22,808.3756713867188
2019-01-23,793.689208984375
2019-01-24,809.0910034179688
2019-01-25,815.8142700195312
2019-01-28,779.9563598632812
2019-01-29,793.164794921875
2019-01-30,816.1480712890625
2019-01-31,839.4652709960938
2019-02-01,839.3220825195312
2019-02-04,842.6599731445312
2019-02-05,843.6135864257812
2019-02-06,857.3941650390625
2019-02-07,847.7621459960938
2019-02-08,841.08642578125
2019-02-11,818.0553588867188
2019-02-12,842.4694213867188
2019-02-14,868.0752563476562
2019-02-15,868.93359375
2019-02-18,859.92138671875
2019-02-19,874.0833129882812
2019-02-20,864.0221557617188
2019-02-21,882.8571166992188
2019-02-22,887.9591674804688
2019-02-25,872.93896484375
2019-02-26,859.7783203125
2019-02-27,867.93212890625
2019-02-28,888.0068359375
2019-03-01,906.2218627929688
2019-03-05,925.6290893554688
2019-03-06,924.1986083984375
2019-03-07,907.5570068359375
2019-03-08,932.6384887695312
2019-03-11,934.2597045898438
2019-03-12,937.45458984375
2019-03-13,924.9616088867188
2019-03-14,903.2655639648438
2019-03-15,923.1019287109375
2019-03-18,929.491455078125
2019-03-19,929.6344604492188
2019-03-20,934.4505615234375
2019-03-22,953.6192016601562
2019-03-25,946.8004760742188
2019-03-26,966.3029174804688
2019-03-27,944.2733764648438
2019-03-28,958.7212524414062
2019-04-01,968.2579345703125
2019-04-02,953.9530029296875
2019-04-03,962.678955078125
2019-04-04,962.8699340820312
2019-04-05,987.9988403320312
2019-04-08,1000.4918212890625
2019-04-09,1020.6620483398438
2019-04-10,1038.8765869140625
2019-04-11,1033.869873046875
2019-04-12,1045.5050048828125
2019-04-15,1025.8116455078125
2019-04-16,1032.9642333984375
2019-04-18,1044.6943359375
2019-04-22,1016.990234375
2019-04-23,1019.4700317382812
2019-04-24,1020.8526000976562
2019-04-25,1026.05029296875
2019-04-26,1038.6861572265625
2019-04-30,1042.69189453125
2019-05-02,1053.0389404296875
2019-05-03,1037.8280029296875
2019-05-06,1009.790283203125
2019-05-07,1007.8828125
2019-05-08,1010.26708984375
2019-05-09,1040.307373046875
2019-05-10,1034.9193115234375
2019-05-13,1027.337646484375
2019-05-14,1015.9889526367188
2019-05-15,1038.8765869140625
2019-05-16,1040.784423828125
2019-05-17,1068.10693359375
2019-05-20,1091.0426025390625
2019-05-21,1094.09423828125
2019-05-22,1082.936279296875
2019-05-23,1080.6951904296875
2019-05-24,1078.1204833984375
2019-05-27,1065.6270751953125
2019-05-28,1101.3897705078125
2019-05-29,1083.9378662109375
2019-05-30,1093.617431640625
2019-05-31,1121.9891357421875
2019-06-03,1163.950439453125
2019-06-04,1186.2183837890625
2019-06-06,1118.460693359375
2019-06-07,1136.48486328125
2019-06-10,1134.482177734375
2019-06-11,1095.9539794921875
2019-06-12,1075.7840576171875
2019-06-13,1099.864013671875
2019-06-14,1110.3543701171875
2019-06-17,1097.2889404296875
2019-06-18,1080.5521240234375
2019-06-19,1101.7890625
2019-06-20,1112.5513916015625
2019-06-21,1105.4244384765625
2019-06-24,1124.6522216796875
2019-06-25,1054.197509765625
2019-06-26,1069.02490234375
2019-06-27,1072.086181640625
2019-06-28,1064.2896728515625
2019-07-01,1055.6800537109375
2019-07-02,1063.0941162109375
2019-07-03,1070.2684326171875
2019-07-04,1075.0517578125
2019-07-05,1057.641357421875
2019-07-08,1022.5810546875
2019-07-09,1028.7991943359375
2019-07-10,1012.8712768554688
2019-07-11,1011.1492919921875
2019-07-12,1017.7498168945312
2019-07-15,1029.659912109375
2019-07-16,1019.424072265625
2019-07-17,1006.2227783203125
2019-07-18,1042.908935546875
2019-07-19,1040.8524169921875
2019-07-22,1009.0923461914062
2019-07-23,1028.7991943359375
2019-07-24,1030.09033203125
2019-07-25,1050.5142822265625
2019-07-26,1091.314453125
2019-07-29,1123.0740966796875
2019-07-30,1107.05078125
2019-07-31,1154.9774169921875
2019-08-01,1101.5023193359375
2019-08-02,1117.7169189453125
2019-08-05,1101.693603515625
2019-08-06,1114.608154296875
2019-08-07,1117.7646484375
2019-08-08,1148.1373291015625
2019-08-09,1103.8460693359375
2019-08-13,1103.0804443359375
2019-08-14,1094.0885009765625
2019-08-16,1116.71240234375
2019-08-19,1111.2119140625
2019-08-20,1088.013671875
2019-08-21,1085.1439208984375
2019-08-22,1090.022705078125
2019-08-23,1128.7181396484375
2019-08-26,1153.8773193359375
2019-08-27,1162.008544921875
2019-08-28,1195.6339111328125
2019-08-29,1183.4368896484375
2019-08-30,1203.2388916015625
2019-09-03,1138.3319091796875
2019-09-04,1095.762451171875
2019-09-05,1122.3087158203125
2019-09-06,1144.2630615234375
2019-09-09,1127.283203125
2019-09-11,1080.2171630859375
2019-09-12,1089.5924072265625
2019-09-13,1086.1004638671875
2019-09-16,1080.16943359375
2019-09-17,1084.0916748046875
2019-09-18,1104.7547607421875
2019-09-19,1122.1654052734375
2019-09-20,1182.2889404296875
2019-09-23,1171.766357421875
2019-09-24,1169.3746337890625
2019-09-25,1121.4478759765625
2019-09-26,1140.628173828125
2019-09-27,1151.533447265625
2019-09-30,1157.368896484375
2019-10-01,1151.00732421875
2019-10-03,1141.91943359375
2019-10-04,1128.4312744140625
2019-10-07,1108.868408203125
2019-10-09,1115.3255615234375
2019-10-10,1141.584716796875
2019-10-11,1154.4991455078125
2019-10-14,1187.406982421875
2019-10-15,1210.98779296875
2019-10-16,1154.8818359375
2019-10-17,1190.946533203125
2019-10-18,1190.0855712890625
2019-10-22,1238.6339111328125
2019-10-23,1254.8966064453125
2019-10-24,1285.0302734375
2019-10-25,1271.589599609375
2019-10-27,1302.775634765625
2019-10-29,1292.7310791015625
2019-10-30,1307.7022705078125
2019-10-31,1287.8492431640625
2019-11-01,1288.3768310546875
2019-11-04,1268.6197509765625
2019-11-05,1251.9315185546875
2019-11-06,1237.5455322265625
2019-11-07,1265.598388671875
2019-11-08,1266.4136962890625
2019-11-11,1284.0130615234375
2019-11-13,1309.620361328125
2019-11-14,1317.3408203125
2019-11-15,1323.191162109375
2019-11-18,1297.87158203125
2019-11-19,1285.403564453125
2019-11-20,1301.468017578125
2019-11-21,1317.868408203125
2019-11-22,1301.899658203125
2019-11-25,1305.11279296875
2019-11-26,1292.932373046875
2019-11-27,1282.7662353515625
2019-11-28,1284.300537109375
2019-11-29,1307.1268310546875
2019-12-02,1314.4156494140625
2019-12-03,1330.6241455078125
2019-12-04,1307.98974609375
2019-12-05,1310.2916259765625
2019-12-06,1305.352294921875
2019-12-09,1315.0391845703125
2019-12-10,1294.2747802734375
2019-12-11,1284.63623046875
2019-12-12,1282.4783935546875
2019-12-13,1294.658935546875
2019-12-16,1293.0762939453125
2019-12-17,1292.5966796875
2019-12-18,1287.0340576171875
2019-12-19,1308.1815185546875
2019-12-20,1352.203369140625
2019-12-23,1351.8197021484375
2019-12-24,1373.3031005859375
2019-12-26,1365.918212890625
2019-12-27,1353.402099609375
2019-12-30,1330.0006103515625
2019-12-31,1330.048583984375
2020-01-01,1328.753662109375
2020-01-02,1305.0166015625
2020-01-03,1331.199462890625
2020-01-06,1328.897705078125
2020-01-07,1332.9259033203125
2020-01-08,1334.6043701171875
2020-01-09,1324.0545654296875
2020-01-10,1318.539794921875
2020-01-13,1298.35107421875
2020-01-14,1313.4085693359375
2020-01-15,1303.8658447265625
2020-01-16,1356.7110595703125
2020-01-17,1354.697021484375
2020-01-20,1299.310302734375
2020-01-21,1275.52490234375
2020-01-22,1259.84423828125
2020-01-23,1278.258544921875
2020-01-24,1295.090087890625
2020-01-27,1284.0130615234375
2020-01-28,1282.6220703125
2020-01-29,1269.674560546875
2020-01-30,1273.60693359375
2020-01-31,1264.4476318359375
2020-02-03,1247.4241943359375
2020-02-04,1260.5155029296875
2020-02-05,1281.6151123046875
2020-02-06,1321.27294921875
2020-02-07,1325.1573486328125
2020-02-10,1320.8896484375
2020-02-11,1312.4976806640625
2020-02-12,1295.95361328125
2020-02-13,1292.2130126953125
2020-02-14,1298.207275390625
2020-02-17,1283.869140625
2020-02-18,1284.58837890625
2020-02-19,1300.0775146484375
2020-02-20,1290.390625
2020-02-24,1251.6920166015625
2020-02-25,1234.2369384765625
2020-02-26,1184.8922119140625
2020-02-27,1199.566162109375
2020-02-28,1186.0430908203125
2020-03-02,1150.02978515625
2020-03-03,1161.3946533203125
2020-03-04,1164.7994384765625
2020-03-05,1211.0751953125
2020-03-06,1212.657470703125
2020-03-09,1158.4696044921875
2020-03-11,1141.350341796875
2020-03-12,1058.9652099609375
2020-03-13,1079.585693359375
2020-03-16,1043.284423828125
2020-03-17,1031.248046875
2020-03-18,955.0492553710938
2020-03-19,987.2743530273438
2020-03-20,963.3453979492188
2020-03-23,792.4856567382812
2020-03-24,816.1268920898438
2020-03-25,944.6433715820312
2020-03-26,1051.9158935546875
2020-03-27,980.896484375
2020-03-30,985.6438598632812
2020-03-31,1037.38623046875
2020-04-01,1060.4998779296875
2020-04-03,1002.2840576171875
2020-04-07,1107.20703125
2020-04-08,1103.8502197265625
2020-04-09,1121.161376953125
2020-04-13,1099.77392578125
2020-04-15,1105.672607421875
2020-04-16,1109.892578125
2020-04-17,1150.3173828125
2020-04-20,1141.58984375
2020-04-21,1111.7625732421875
2020-04-22,1092.7728271484375
2020-04-23,1142.117431640625
2020-04-24,1089.99169921875
2020-04-27,1145.138671875
2020-04-28,1146.5291748046875
2020-04-29,1180.864013671875
2020-04-30,1237.78515625
2020-05-04,1159.3807373046875
2020-05-05,1163.6966552734375
2020-05-06,1162.545654296875
2020-05-07,1160.675537109375
2020-05-08,1184.6044921875
2020-05-11,1244.21142578125
2020-05-12,1278.7381591796875
2020-05-13,1266.0782470703125
2020-05-14,1192.61279296875
2020-05-15,1182.9261474609375
2020-05-18,1118.2843017578125
2020-05-19,1172.520263671875
2020-05-20,1184.4605712890625
2020-05-21,1198.2235107421875
2020-05-22,1187.4337158203125
2020-05-26,1182.878173828125
2020-05-27,1182.111083984375
2020-05-28,1202.923095703125
2020-05-29,1247.47216796875
2020-06-01,1249.2943115234375
2020-06-02,1241.6217041015625
2020-06-03,1219.51513671875
2020-06-04,1229.345703125
2020-06-05,1249.438232421875
2020-06-08,1236.92236328125
2020-06-09,1260.5633544921875
2020-06-10,1264.0640869140625
2020-06-11,1246.60888671875
2020-06-12,1247.9996337890625
2020-06-15,1265.1668701171875
2020-06-16,1307.3184814453125
2020-06-17,1279.79296875
2020-06-18,1223.4949951171875
2020-06-19,1218.1722412109375
2020-06-22,1219.5631103515625
2020-06-23,1237.6414794921875
2020-06-24,1240.1829833984375
2020-06-25,1221.86474609375
2020-06-26,1210.88330078125
2020-06-29,1189.160400390625
2020-06-30,1214.7672119140625
2020-07-01,1214.7672119140625
2020-07-02,1236.3468017578125
2020-07-03,1226.9478759765625
2020-07-06,1234.3804931640625
2020-07-07,1221.5767822265625
2020-07-08,1235.6754150390625
2020-07-09,1219.08349609375
2020-07-10,1208.533447265625
2020-07-13,1221.7208251953125
2020-07-14,1208.869140625
2020-07-15,1201.38818359375
2020-07-16,1198.5589599609375
2020-07-17,1235.5797119140625
2020-07-20,1267.324951171875
2020-07-21,1279.6490478515625
2020-07-22,1241.3818359375
2020-07-23,1230.5924072265625
2020-07-24,1244.450927734375
2020-07-27,1253.08251953125
2020-07-28,1265.6942138671875
2020-07-29,1248.623046875
2020-07-30,1267.324951171875
2020-07-31,1250.2532958984375
2020-08-03,1264.974853515625
2020-08-04,1294.4189453125
2020-08-05,1295.4259033203125
2020-08-06,1319.6427001953125
2020-08-07,1300.8446044921875
2020-08-10,1325.9725341796875
2020-08-11,1293.69970703125
2020-08-12,1321.46484375
2020-08-13,1308.3255615234375
2020-08-14,1256.1517333984375
2020-08-17,1242.00537109375
2020-08-18,1281.423583984375
2020-08-19,1257.0147705078125
2020-08-20,1245.21826171875
2020-08-21,1238.6004638671875
2020-08-24,1222.967529296875
2020-08-25,1213.5687255859375
2020-08-26,1212.5135498046875
2020-08-27,1224.406005859375
2020-08-28,1231.3594970703125
2020-08-31,1205.2728271484375
2020-09-01,1207.909912109375
2020-09-02,1210.40380859375
2020-09-03,1235.531494140625
2020-09-04,1237.4017333984375
2020-09-07,1230.5924072265625
2020-09-08,1212.3218994140625
2020-09-09,1168.108154296875
2020-09-10,1202.0115966796875
2020-09-11,1245.07421875
2020-09-14,1251.9315185546875
2020-09-15,1251.1165771484375
2020-09-16,1262.4337158203125
2020-09-17,1229.0577392578125
2020-09-18,1242.91650390625
2020-09-21,1223.7825927734375
2020-09-22,1203.40234375
2020-09-23,1206.6629638671875
2020-09-24,1200.0936279296875
2020-09-25,1218.0762939453125
2020-09-28,1216.589599609375
2020-09-29,1199.326171875
2020-09-30,1246.321044921875
2020-10-01,1248.04736328125
2020-10-05,1203.06689453125
2020-10-06,1184.70068359375
2020-10-07,1222.679931640625
2020-10-08,1200.477294921875
2020-10-09,1196.4971923828125
2020-10-12,1158.5655517578125
2020-10-13,1153.19482421875
2020-10-14,1196.20947265625
2020-10-15,1199.47021484375
2020-10-16,1188.248779296875
2020-10-19,1202.7789306640625
2020-10-20,1194.8189697265625
2020-10-21,1189.92724609375
2020-10-22,1204.5535888671875
2020-10-23,1206.32763671875
2020-10-26,1203.594482421875
2020-10-27,1197.7919921875
2020-10-28,1180.2406005859375
2020-10-29,1191.8455810546875
2020-10-30,1185.419677734375
2020-11-02,1174.9178466796875
2020-11-03,1175.9730224609375
2020-11-04,1180.9117431640625
2020-11-05,1192.756591796875
2020-11-06,1208.869140625
2020-11-09,1219.275146484375
2020-11-10,1217.3092041015625
2020-11-11,1213.5687255859375
2020-11-12,1207.814208984375
2020-11-13,1244.21142578125
2020-11-14,1242.8685302734375
2020-11-17,1274.8055419921875
2020-11-18,1257.5902099609375
2020-11-19,1243.39599609375
2020-11-20,1300.7967529296875
2020-11-23,1297.4879150390625
2020-11-24,1316.093994140625
2020-11-25,1326.26025390625
2020-11-26,1397.4239501953125
2020-11-27,1392.0048828125
2020-12-01,1410.947021484375
2020-12-02,1459.2843017578125
2020-12-03,1421.448486328125
2020-12-04,1390.9022216796875
2020-12-07,1383.708984375
2020-12-08,1404.4730224609375
2020-12-09,1393.9234619140625
2020-12-10,1390.422607421875
2020-12-11,1406.5352783203125
2020-12-14,1428.7857666015625
2020-12-15,1396.129150390625
2020-12-16,1418.8111572265625
2020-12-17,1417.0849609375
2020-12-18,1401.6439208984375
2020-12-21,1374.0701904296875
2020-12-22,1398.1429443359375
2020-12-23,1398.5267333984375
2020-12-24,1423.31884765625
2020-12-28,1436.362548828125
2020-12-29,1448.4947509765625
2020-12-30,1448.3028564453125
2020-12-31,1458.6129150390625
2021-01-01,1457.0303955078125
2021-01-04,1486.0423583984375
2021-01-05,1519.41845703125
2021-01-06,1545.745361328125
2021-01-07,1506.90234375
2021-01-08,1539.463134765625
2021-01-11,1543.8267822265625
2021-01-12,1501.8671875
2021-01-13,1485.611083984375
2021-01-14,1491.07763671875
2021-01-15,1487.3853759765625
2021-01-18,1461.202392578125
2021-01-19,1448.20703125
2021-01-20,1433.7249755859375
2021-01-21,1402.9864501953125
2021-01-22,1380.064453125
2021-01-25,1379.3931884765625
2021-01-27,1322.3759765625
2021-01-28,1315.135009765625
2021-01-29,1261.666259765625
2021-02-01,1309.4764404296875
2021-02-02,1331.1514892578125
2021-02-03,1377.61865234375
2021-02-04,1410.083251953125
2021-02-05,1407.6861572265625
2021-02-08,1412.7210693359375
2021-02-09,1450.8927001953125
2021-02-10,1439.5751953125
2021-02-11,1436.5062255859375
2021-02-12,1433.7249755859375
2021-02-15,1436.4105224609375
2021-02-16,1443.3157958984375
2021-02-17,1436.553955078125
2021-02-18,1436.89013671875
2021-02-19,1432.621826171875
2021-02-22,1406.1513671875
2021-02-23,1438.0885009765625
2021-02-24,1425.380859375
2021-02-25,1421.6884765625
2021-02-26,1367.64453125
2021-03-01,1368.6995849609375
2021-03-02,1372.6318359375
2021-03-03,1435.64306640625
2021-03-04,1411.0906982421875
2021-03-05,1434.34814453125
2021-03-08,1420.873291015625
2021-03-09,1408.1654052734375
2021-03-10,1410.8984375
2021-03-12,1410.9947509765625
2021-03-15,1404.9525146484375
2021-03-16,1431.9505615234375
2021-03-17,1414.7349853515625
2021-03-18,1383.1436767578125
2021-03-19,1381.556884765625
2021-03-22,1379.633544921875
2021-03-23,1383.0474853515625
2021-03-24,1349.10009765625
2021-03-25,1335.0595703125
2021-03-26,1346.359375
2021-03-30,1378.046630859375
2021-03-31,1378.2869873046875
2021-04-01,1382.5184326171875
2021-04-05,1356.601318359375
2021-04-06,1372.276611328125
2021-04-07,1393.962646484375
2021-04-08,1375.6905517578125
2021-04-09,1365.2081298828125
2021-04-12,1299.2847900390625
2021-04-13,1311.738525390625
2021-04-15,1333.47265625
2021-04-16,1362.8521728515625
2021-04-19,1308.56494140625
2021-04-20,1345.3975830078125
2021-04-22,1327.1734619140625
2021-04-23,1328.279541015625
2021-04-26,1395.9822998046875
2021-04-27,1384.5382080078125
2021-04-28,1370.30517578125
2021-04-29,1363.5255126953125
2021-04-30,1359.82275390625
2021-05-03,1380.59521484375
2021-05-04,1387.904052734375
2021-05-05,1396.078369140625
2021-05-06,1398.0498046875
2021-05-07,1394.3953857421875
2021-05-10,1440.02734375
2021-05-11,1427.9102783203125
2021-05-12,1424.9288330078125
2021-05-14,1416.6585693359375
2021-05-17,1418.966552734375
2021-05-18,1430.0738525390625
2021-05-19,1447.287841796875
2021-05-20,1469.3106689453125
2021-05-21,1468.8780517578125
2021-05-24,1436.2769775390625
2021-05-25,1423.149658203125
2021-05-26,1420.2646484375
2021-05-27,1390.9815673828125
2021-05-28,1427.18896484375
2021-05-31,1415.5047607421875
2021-06-01,1410.599853515625
2021-06-02,1410.8885498046875
2021-06-03,1418.29345703125
2021-06-04,1392.039306640625
2021-06-07,1389.0101318359375
2021-06-08,1411.46533203125
2021-06-09,1417.427978515625
2021-06-10,1444.1143798828125
2021-06-11,1457.6741943359375
2021-06-14,1446.6630859375
2021-06-15,1445.4129638671875
2021-06-16,1458.107177734375
2021-06-17,1450.3173828125
2021-06-18,1475.22509765625
2021-06-21,1468.8299560546875
2021-06-22,1466.5699462890625
2021-06-23,1474.8404541015625
