Date,WESTLIFE
2020-02-05,469.09368896484375
2020-02-06,450.6442565917969
2020-02-07,459.5456848144531
2020-02-10,467.2039794921875
2020-02-11,459.4462585449219
2020-02-12,455.2193298339844
2020-02-13,466.60723876953125
2020-02-14,473.4698181152344
2020-02-17,454.3739318847656
2020-02-18,462.8775634765625
2020-02-19,483.21673583984375
2020-02-20,474.51416015625
2020-02-24,481.6253967285156
2020-02-25,471.1325988769531
2020-02-26,472.77362060546875
2020-02-27,459.3965148925781
2020-02-28,447.11346435546875
2020-03-02,443.28436279296875
2020-03-03,449.1523742675781
2020-03-04,429.16131591796875
2020-03-05,446.118896484375
2020-03-06,437.117919921875
2020-03-09,406.5843200683594
2020-03-11,397.7325439453125
2020-03-12,372.8680725097656
2020-03-13,361.67901611328125
2020-03-16,342.03607177734375
2020-03-17,335.3226623535156
2020-03-18,303.94366455078125
2020-03-19,283.3558654785156
2020-03-20,317.1716003417969
2020-03-23,285.4444580078125
2020-03-24,300.2139892578125
2020-03-25,309.0657653808594
2020-03-26,311.2041015625
2020-03-27,306.77825927734375
2020-03-30,322.0450134277344
2020-03-31,321.2493896484375
2020-04-01,333.6816101074219
2020-04-03,329.75299072265625
2020-04-07,329.2557373046875
2020-04-08,324.13360595703125
2020-04-09,325.4266052246094
2020-04-13,308.51873779296875
2020-04-15,313.1932373046875
2020-04-16,309.115478515625
2020-04-17,326.3216857910156
2020-04-20,314.28729248046875
2020-04-21,300.95989990234375
2020-04-22,290.8649597167969
2020-04-23,298.0756530761719
2020-04-24,283.7536926269531
2020-04-27,289.4725341796875
2020-04-28,289.96978759765625
2020-04-29,294.992431640625
2020-04-30,310.7068176269531
2020-05-04,285.2952880859375
2020-05-05,282.36126708984375
2020-05-06,290.666015625
2020-05-07,284.4996337890625
2020-05-08,286.68768310546875
2020-05-11,285.24554443359375
2020-05-12,289.17413330078125
2020-05-13,300.16424560546875
2020-05-14,297.13079833984375
2020-05-15,286.53851318359375
2020-05-18,288.0303649902344
2020-05-19,285.8920593261719
2020-05-20,288.0303649902344
2020-05-21,283.803466796875
2020-05-22,279.6261901855469
2020-05-26,277.8359375
2020-05-27,276.0954284667969
2020-05-28,284.8974914550781
2020-05-29,292.0584411621094
2020-06-01,296.58380126953125
2020-06-02,297.67779541015625
2020-06-03,308.31982421875
2020-06-04,303.048583984375
2020-06-05,306.4798583984375
2020-06-08,304.29180908203125
2020-06-09,293.20220947265625
2020-06-10,295.44000244140625
2020-06-11,297.0313415527344
2020-06-12,295.44000244140625
2020-06-15,291.3125
2020-06-16,287.4833679199219
2020-06-17,295.6886291503906
2020-06-18,297.5783386230469
2020-06-19,308.0711975097656
2020-06-22,302.849609375
2020-06-23,299.21942138671875
2020-06-24,301.90478515625
2020-06-25,316.97265625
2020-06-26,324.4320068359375
2020-06-29,313.88946533203125
2020-06-30,306.1814880371094
2020-07-01,306.8279724121094
2020-07-02,308.2203369140625
2020-07-03,320.15533447265625
2020-07-06,318.96185302734375
2020-07-07,329.70330810546875
2020-07-08,329.70330810546875
2020-07-09,326.3216857910156
2020-07-10,316.02783203125
2020-07-13,306.0820007324219
2020-07-14,302.5014953613281
2020-07-15,318.265625
2020-07-16,329.1562805175781
2020-07-17,348.2024841308594
2020-07-20,339.0523376464844
2020-07-21,345.666259765625
2020-07-22,338.50531005859375
2020-07-23,334.4772644042969
2020-07-24,327.11737060546875
2020-07-27,324.48175048828125
2020-07-28,348.69976806640625
2020-07-29,355.3137512207031
2020-07-30,352.4294738769531
2020-07-31,362.4747314453125
2020-08-03,363.668212890625
2020-08-04,358.24774169921875
2020-08-05,350.191650390625
2020-08-06,352.9764404296875
2020-08-07,348.252197265625
2020-08-10,360.8336181640625
2020-08-11,351.5343322753906
2020-08-12,354.07049560546875
2020-08-13,364.613037109375
2020-08-14,366.1546325683594
2020-08-17,363.91680908203125
2020-08-18,371.97296142578125
2020-08-19,370.4313659667969
2020-08-20,369.7351379394531
2020-08-21,368.0940856933594
2020-08-24,374.0118408203125
2020-08-25,376.8961181640625
2020-08-26,371.0777893066406
2020-08-27,369.8346252441406
2020-08-28,372.7188720703125
2020-08-31,368.3427429199219
2020-09-01,366.6022033691406
2020-09-02,362.4249572753906
2020-09-03,373.0172424316406
2020-09-04,368.0443115234375
2020-09-07,369.0389099121094
2020-09-08,362.8725280761719
2020-09-09,364.961181640625
2020-09-10,359.54071044921875
2020-09-11,379.08416748046875
2020-09-14,407.13134765625
2020-09-15,393.3564147949219
2020-09-16,401.6611633300781
2020-09-17,393.70452880859375
2020-09-18,390.3229675292969
2020-09-21,364.01629638671875
2020-09-22,363.8173828125
2020-09-23,367.7956848144531
2020-09-24,363.9665832519531
2020-09-25,371.5751037597656
2020-09-28,397.13580322265625
2020-09-29,391.06890869140625
2020-09-30,393.157470703125
2020-10-01,393.157470703125
2020-10-05,388.73162841796875
2020-10-06,391.1683044433594
2020-10-07,387.7867431640625
2020-10-08,387.88623046875
2020-10-09,390.7704772949219
2020-10-12,390.47210693359375
2020-10-13,388.08514404296875
2020-10-14,378.93499755859375
2020-10-15,373.2161865234375
2020-10-16,377.791259765625
2020-10-19,367.14923095703125
2020-10-20,371.8237609863281
2020-10-21,373.0172424316406
2020-10-22,368.44219970703125
2020-10-23,366.0054626464844
2020-10-26,362.9720153808594
2020-10-27,371.7740173339844
2020-10-28,368.19354248046875
2020-10-29,369.7848815917969
2020-10-30,376.1501770019531
2020-11-02,368.3427429199219
2020-11-03,370.28216552734375
2020-11-04,367.34814453125
2020-11-05,370.5805358886719
2020-11-06,369.53619384765625
2020-11-09,364.91143798828125
2020-11-10,382.0679016113281
2020-11-11,377.8409729003906
2020-11-12,366.7016906738281
2020-11-13,367.39788818359375
2020-11-14,370.9783935546875
2020-11-17,379.6312255859375
2020-11-18,381.3717346191406
2020-11-19,376.84637451171875
2020-11-20,380.4268798828125
2020-11-23,382.21710205078125
2020-11-24,385.59869384765625
2020-11-25,407.6286315917969
2020-11-26,422.1992492675781
2020-11-27,433.1893310546875
2020-12-01,435.5265808105469
2020-12-02,424.2381286621094
2020-12-03,434.9298400878906
2020-12-04,427.172119140625
2020-12-07,436.96875
2020-12-08,437.2174072265625
2020-12-09,428.7634582519531
2020-12-10,426.3267517089844
2020-12-11,435.1287841796875
2020-12-14,423.29327392578125
2020-12-15,415.83392333984375
2020-12-16,467.1542663574219
2020-12-17,435.0790710449219
2020-12-18,426.27703857421875
2020-12-21,403.40167236328125
2020-12-22,416.2814636230469
2020-12-23,427.0726623535156
2020-12-24,428.4650573730469
2020-12-28,442.3394775390625
2020-12-29,435.1287841796875
2020-12-30,450.0474548339844
2020-12-31,453.92633056640625
2021-01-01,445.7210693359375
2021-01-04,438.9578857421875
2021-01-05,432.2445068359375
2021-01-06,430.3548278808594
2021-01-07,442.78704833984375
2021-01-08,450.39556884765625
2021-01-11,447.710205078125
2021-01-12,447.710205078125
2021-01-13,466.5575256347656
2021-01-14,467.6515808105469
2021-01-15,463.2753601074219
2021-01-18,462.2310791015625
2021-01-19,467.9996337890625
2021-01-20,469.3423156738281
2021-01-21,457.3576354980469
2021-01-22,467.5520935058594
2021-01-25,451.6388244628906
2021-01-27,456.9598388671875
2021-01-28,443.83135986328125
2021-01-29,462.4797058105469
2021-02-01,452.98150634765625
2021-02-02,446.61614990234375
2021-02-03,445.0745544433594
2021-02-04,462.7781066894531
2021-02-05,453.13067626953125
2021-02-08,454.0755310058594
2021-02-09,449.003173828125
2021-02-10,459.8440856933594
2021-02-11,459.09814453125
2021-02-12,455.0700988769531
2021-02-15,457.0592346191406
2021-02-16,453.97607421875
2021-02-17,447.3123779296875
2021-02-18,447.6107482910156
2021-02-19,442.1903076171875
2021-02-22,451.83770751953125
2021-02-23,484.01239013671875
2021-02-24,482.5702209472656
2021-02-25,492.51605224609375
2021-02-26,498.88134765625
2021-03-01,515.5405883789062
2021-03-02,513.2530517578125
2021-03-03,508.1806945800781
2021-03-04,513.2033081054688
2021-03-05,497.7873229980469
2021-03-08,513.451904296875
2021-03-09,518.0767822265625
2021-03-10,521.4583129882812
2021-03-12,513.6011962890625
2021-03-15,520.8118896484375
2021-03-16,514.0984497070312
2021-03-17,504.7493896484375
2021-03-18,502.1137390136719
2021-03-19,467.2039794921875
2021-03-22,463.1261901855469
2021-03-23,457.8549499511719
2021-03-24,456.5619812011719
2021-03-25,449.0528869628906
2021-03-26,457.0592346191406
2021-03-30,457.5068054199219
2021-03-31,457.20843505859375
2021-04-01,453.52850341796875
2021-04-05,437.3168640136719
2021-04-06,420.0111389160156
2021-04-07,417.5246887207031
2021-04-08,417.872802734375
2021-04-09,422.7959899902344
2021-04-12,401.71087646484375
2021-04-13,401.86004638671875
2021-04-15,404.7940673828125
2021-04-16,409.3194274902344
2021-04-19,398.13037109375
2021-04-20,419.36468505859375
2021-04-22,415.7842102050781
2021-04-23,409.0210266113281
2021-04-26,419.5635986328125
2021-04-27,436.5709228515625
2021-04-28,437.2174072265625
2021-04-29,433.1396179199219
2021-04-30,434.7806701660156
2021-05-03,428.8629455566406
2021-05-04,431.4488220214844
2021-05-05,429.6088562011719
2021-05-06,428.7137145996094
2021-05-07,424.0392150878906
2021-05-10,419.46417236328125
2021-05-11,423.93975830078125
2021-05-12,417.37548828125
2021-05-14,425.38189697265625
2021-05-17,441.5438232421875
2021-05-18,459.7943420410156
2021-05-19,462.3802795410156
2021-05-20,469.7401428222656
2021-05-21,479.03948974609375
2021-05-24,477.4481506347656
2021-05-25,475.90655517578125
2021-05-26,468.69586181640625
2021-05-27,484.0621032714844
2021-05-28,477.0503234863281
2021-05-31,479.487060546875
2021-06-01,486.7972106933594
2021-06-02,488.6868896484375
2021-06-03,480.2826843261719
2021-06-04,481.9735107421875
2021-06-07,496.6435546875
2021-06-08,518.325439453125
2021-06-09,500.2737731933594
2021-06-10,495.1019287109375
2021-06-11,482.0232238769531
2021-06-14,478.14434814453125
2021-06-15,483.21673583984375
2021-06-16,481.8243103027344
2021-06-17,492.41656494140625
2021-06-18,497.3397216796875
2021-06-21,498.6327209472656
2021-06-22,488.139892578125
2021-06-23,484.8577880859375
2021-06-24,484.7583312988281
2021-06-25,482.6199645996094
2021-06-28,486.7972106933594
2021-06-29,503.0585632324219
2021-06-30,496.8922424316406
2021-07-01,496.99163818359375
2021-07-02,493.0630798339844
2021-07-05,509.8217468261719
2021-07-06,501.16888427734375
2021-07-07,513.849853515625
2021-07-08,541.0018310546875
2021-07-09,533.4927978515625
2021-07-12,548.113037109375
2021-07-13,534.4375610351562
2021-07-14,542.7423095703125
2021-07-15,532.746826171875
2021-07-16,528.71875
2021-07-19,518.7232666015625
2021-07-20,507.8326110839844
2021-07-22,530.7078857421875
2021-07-23,523.0994262695312
2021-07-26,545.278564453125
2021-07-27,546.7703857421875
2021-07-28,552.4891967773438
2021-07-29,561.2911987304688
2021-07-30,557.2135009765625
2021-08-02,556.169189453125
2021-08-03,536.0786743164062
2021-08-04,527.5252685546875
2021-08-05,529.7630615234375
2021-08-06,532.2992553710938
2021-08-09,516.7340698242188
2021-08-10,498.6327209472656
2021-08-11,497.439208984375
2021-08-12,519.9166870117188
2021-08-13,509.12548828125
2021-08-16,520.215087890625
2021-08-17,537.4213256835938
2021-08-18,537.8191528320312
2021-08-20,535.7803344726562
2021-08-23,505.3958740234375
2021-08-24,510.2693176269531
2021-08-25,509.8714904785156
2021-08-26,524.7902221679688
2021-08-27,531.4041137695312
2021-08-30,532.19970703125
2021-08-31,547.5660400390625
2021-09-01,537.1229248046875
2021-09-02,531.60302734375
2021-09-03,531.1554565429688
2021-09-06,533.691650390625
2021-09-07,530.2106323242188
2021-09-08,521.508056640625
2021-09-09,516.4854125976562
2021-09-13,526.9782104492188
2021-09-14,533.4429931640625
2021-09-15,534.4873046875
2021-09-16,528.0225830078125
2021-09-17,540.454833984375
2021-09-20,547.3173828125
2021-09-21,535.5813598632812
2021-09-22,535.2332763671875
2021-09-23,567.407958984375
2021-09-24,568.7506103515625
2021-09-27,583.9677124023438
2021-09-28,562.7830810546875
2021-09-29,559.6998901367188
2021-09-30,563.2306518554688
2021-10-01,555.821044921875
2021-10-04,552.6881713867188
2021-10-05,553.9810791015625
2021-10-06,550.5000610351562
2021-10-07,549.3065795898438
2021-10-08,555.32373046875
2021-10-11,557.5615844726562
2021-10-12,557.5615844726562
2021-10-13,564.5734252929688
2021-10-14,581.2823486328125
2021-10-18,587.5481567382812
2021-10-19,574.4197387695312
2021-10-20,571.7841186523438
2021-10-21,566.5625
2021-10-22,562.5344848632812
2021-10-25,565.9657592773438
2021-10-26,566.5127563476562
2021-10-27,559.351806640625
2021-10-28,570.8392333984375
2021-10-29,577.1548461914062
2021-11-01,579.591552734375
2021-11-02,585.50927734375
2021-11-03,571.9332275390625
2021-11-04,586.3546752929688
2021-11-08,586.5535888671875
2021-11-09,585.708251953125
2021-11-10,578.7461547851562
2021-11-11,576.4586181640625
2021-11-12,583.3709106445312
2021-11-15,574.0219116210938
2021-11-16,573.8726806640625
2021-11-17,573.32568359375
2021-11-18,568.4025268554688
2021-11-22,565.3690185546875
2021-11-23,567.208984375
2021-11-24,577.4034423828125
2021-11-25,600.427978515625
2021-11-26,571.9332275390625
2021-11-29,546.7703857421875
2021-11-30,545.5272216796875
2021-12-01,542.1455688476562
2021-12-02,548.759521484375
2021-12-03,556.96484375
2021-12-06,562.6837158203125
2021-12-07,561.73876953125
2021-12-08,575.1656494140625
2021-12-09,580.9839477539062
2021-12-10,581.5309448242188
2021-12-13,587.1006469726562
2021-12-14,584.2163696289062
2021-12-15,578.6963500976562
2021-12-16,576.7072143554688
2021-12-17,576.6575317382812
2021-12-20,558.8048095703125
2021-12-21,559.6005249023438
2021-12-22,561.0425415039062
2021-12-23,552.8870849609375
2021-12-24,554.9756469726562
2021-12-27,563.9268798828125
2021-12-28,564.9215087890625
2021-12-29,560.6944580078125
2021-12-30,553.3843383789062
2021-12-31,559.3020629882812
2022-01-03,550.1022338867188
2022-01-04,548.2125854492188
2022-01-05,539.4104614257812
2022-01-06,534.6365356445312
2022-01-07,535.43212890625
2022-01-10,528.3209228515625
2022-01-11,537.0732421875
2022-01-12,524.4917602539062
2022-01-13,533.9402465820312
2022-01-14,526.0831909179688
2022-01-17,535.5316162109375
2022-01-18,529.3651733398438
2022-01-19,503.5558776855469
2022-01-20,511.3135986328125
2022-01-21,501.8153381347656
2022-01-24,488.5377197265625
2022-01-25,500.2737731933594
2022-01-27,482.96807861328125
2022-01-28,487.54315185546875
2022-01-31,496.6435546875
2022-02-01,492.0684814453125
2022-02-02,489.63177490234375
2022-02-03,494.75384521484375
2022-02-04,494.0576477050781
2022-02-07,474.7130432128906
2022-02-08,480.58111572265625
2022-02-09,485.0069580078125
2022-02-10,479.03948974609375
2022-02-11,471.9779357910156
2022-02-14,443.6324462890625
2022-02-15,467.0547790527344
2022-02-16,476.00604248046875
2022-02-17,459.8440856933594
2022-02-18,461.4354248046875
2022-02-21,447.3620910644531
2022-02-22,454.771728515625
2022-02-23,470.4860534667969
2022-02-24,458.8495178222656
2022-02-25,470.38665771484375
2022-02-28,459.3468322753906
2022-03-02,449.1026306152344
2022-03-03,450.7436828613281
2022-03-04,449.45074462890625
2022-03-07,441.49407958984375
2022-03-08,442.8367614746094
2022-03-09,453.13067626953125
2022-03-10,472.5747375488281
2022-03-11,467.2536926269531
2022-03-14,457.6062927246094
2022-03-15,457.3078918457031
2022-03-16,470.8839416503906
2022-03-17,460.540283203125
2022-03-21,459.1976318359375
2022-03-22,456.41278076171875
2022-03-23,450.5945129394531
2022-03-24,447.51129150390625
2022-03-25,448.70477294921875
2022-03-28,467.7012939453125
2022-03-29,474.663330078125
2022-03-30,482.3216247558594
2022-03-31,476.751953125
2022-04-01,471.6795654296875
2022-04-04,472.5747375488281
2022-04-05,479.5865173339844
2022-04-06,481.42645263671875
2022-04-07,479.2384033203125
2022-04-08,494.35601806640625
2022-04-11,489.8306579589844
2022-04-12,489.88037109375
2022-04-13,488.4880065917969
2022-04-18,482.1723937988281
2022-04-19,475.3595275878906
2022-04-20,480.8297424316406
2022-04-21,482.0232238769531
2022-04-22,479.18865966796875
2022-04-25,469.9390869140625
2022-04-26,473.3206481933594
2022-04-27,468.69586181640625
2022-04-28,475.2103271484375
2022-04-29,474.0665588378906
2022-05-02,472.6244812011719
2022-05-04,458.2527770996094
2022-05-05,449.50048828125
2022-05-06,438.70928955078125
2022-05-09,432.0953063964844
2022-05-10,422.696533203125
2022-05-11,427.8186340332031
2022-05-12,413.2480163574219
2022-05-13,422.1992492675781
2022-05-16,432.5428466796875
2022-05-17,444.4281005859375
2022-05-18,451.1415100097656
2022-05-19,454.02581787109375
2022-05-20,457.4571228027344
2022-05-23,457.6062927246094
2022-05-24,458.99871826171875
2022-05-25,446.61614990234375
2022-05-26,455.5674133300781
2022-05-27,448.85394287109375
2022-05-30,465.6623840332031
2022-05-31,452.73284912109375
2022-06-01,454.42364501953125
2022-06-02,458.0538330078125
2022-06-03,458.0041198730469
2022-06-06,457.7554931640625
2022-06-07,461.78350830078125
2022-06-08,463.3748474121094
2022-06-09,463.47430419921875
2022-06-10,461.78350830078125
2022-06-13,461.8332824707031
2022-06-14,469.1931457519531
2022-06-15,474.016845703125
2022-06-16,465.7618408203125
2022-06-17,469.2925720214844
2022-06-20,457.7554931640625
2022-06-21,455.71661376953125
2022-06-22,452.8323059082031
2022-06-23,460.59002685546875
2022-06-24,459.5954284667969
2022-06-27,470.83416748046875
2022-06-28,474.8125305175781
2022-06-29,491.0738830566406
2022-06-30,494.6046447753906
2022-07-01,491.8198547363281
2022-07-04,512.5568237304688
2022-07-05,521.5578002929688
2022-07-06,517.828125
2022-07-07,517.5795288085938
2022-07-08,517.1815795898438
2022-07-11,516.2864990234375
2022-07-12,513.2530517578125
2022-07-13,516.982666015625
2022-07-14,524.093994140625
2022-07-15,527.9727783203125
2022-07-18,534.6365356445312
2022-07-19,529.6138916015625
2022-07-20,513.501708984375
2022-07-21,519.6680908203125
2022-07-22,512.6563110351562
2022-07-25,518.1762084960938
2022-07-26,522.1047973632812
2022-07-27,510.5179443359375
2022-07-28,531.60302734375
2022-07-29,581.1331176757812
2022-08-01,590.6810913085938
2022-08-02,601.1739501953125
2022-08-03,603.8095703125
2022-08-04,606.4452514648438
2022-08-05,593.0680541992188
2022-08-08,599.8311767578125
2022-08-10,600.129638671875
2022-08-11,612.6116333007812
2022-08-12,626.2870483398438
2022-08-16,631.5086059570312
2022-08-17,618.3801879882812
2022-08-18,609.6278686523438
2022-08-19,607.9370727539062
2022-08-22,612.1142578125
2022-08-23,610.8213500976562
2022-08-24,617.6342163085938
2022-08-25,624.6956787109375
2022-08-26,641.0565185546875
2022-08-29,638.570068359375
2022-08-30,643.8413696289062
2022-09-01,647.5213623046875
2022-09-02,641.2554931640625
2022-09-05,646.5267333984375
2022-09-06,660.8984985351562
2022-09-07,668.7059326171875
2022-09-08,676.1652221679688
2022-09-09,674.4744262695312
2022-09-12,683.9727172851562
2022-09-13,662.1416625976562
2022-09-14,682.1326904296875
2022-09-15,679.4473876953125
2022-09-16,710.6275024414062
2022-09-19,670.19775390625
2022-09-20,692.526123046875
2022-09-21,687.9013061523438
2022-09-22,706.8977661132812
2022-09-23,672.08740234375
2022-09-26,690.6364135742188
2022-09-27,685.2159423828125
2022-09-28,678.0052490234375
2022-09-29,692.8244018554688
2022-09-30,714.50634765625
2022-10-03,714.45654296875
2022-10-04,715.15283203125
2022-10-06,717.0425415039062
2022-10-07,727.137451171875
2022-10-10,725.7947387695312
2022-10-11,714.9041137695312
2022-10-12,715.302001953125
2022-10-13,717.6392211914062
2022-10-14,706.6491088867188
2022-10-17,725.4963989257812
2022-10-18,751.852783203125
2022-10-19,758.3673095703125
2022-10-20,755.234375
2022-10-21,740.9124755859375
2022-10-24,751.05712890625
2022-10-25,746.1837158203125
2022-10-27,720.87158203125
2022-10-28,721.7667236328125
2022-10-31,743.7469482421875
2022-11-01,738.028076171875
2022-11-02,759.3618774414062
2022-11-03,758.9143676757812
2022-11-04,755.58251953125
2022-11-07,787.3593139648438
2022-11-09,776.369140625
2022-11-10,767.0201416015625
2022-11-11,754.4884033203125
2022-11-14,770.2028198242188
2022-11-15,768.064453125
2022-11-16,769.0589599609375
2022-11-17,760.0083618164062
2022-11-18,751.05712890625
2022-11-21,751.3057861328125
2022-11-22,748.5209350585938
2022-11-23,753.2451782226562
2022-11-24,752.4495239257812
2022-11-25,738.7243041992188
2022-11-28,735.8898315429688
2022-11-29,720.722412109375
2022-11-30,720.9710693359375
2022-12-01,714.7550048828125
2022-12-02,715.6997680664062
2022-12-05,735.8898315429688
2022-12-06,780.0491333007812
2022-12-07,770.8493041992188
2022-12-08,750.708984375
2022-12-09,735.6908569335938
2022-12-12,724.949462890625
2022-12-13,736.486572265625
2022-12-14,766.323974609375
2022-12-15,758.0192260742188
2022-12-16,767.268798828125
2022-12-19,773.037353515625
2022-12-20,772.2914428710938
2022-12-21,749.316650390625
2022-12-22,764.7823486328125
2022-12-23,745.23876953125
2022-12-26,758.5164794921875
2022-12-27,778.8555908203125
2022-12-28,770.7498168945312
2022-12-29,774.3302612304688
2022-12-30,785.3203735351562
2023-01-02,769.7055053710938
2023-01-03,759.3121337890625
2023-01-04,758.8645629882812
2023-01-05,768.6115112304688
2023-01-06,765.031005859375
2023-01-09,756.9251098632812
2023-01-10,754.4386596679688
2023-01-11,748.1231689453125
2023-01-12,739.7686157226562
2023-01-13,719.7776489257812
2023-01-16,691.2332153320312
2023-01-17,696.1563110351562
2023-01-18,703.8145751953125
2023-01-19,696.802734375
2023-01-20,689.940185546875
2023-01-23,677.4581909179688
2023-01-24,708.4393310546875
2023-01-25,708.837158203125
2023-01-27,708.886962890625
2023-01-30,687.0558471679688
2023-01-31,731.4142456054688
2023-02-01,694.7638549804688
2023-02-02,692.2774658203125
2023-02-03,687.3045043945312
2023-02-06,690.8353271484375
2023-02-07,695.8579711914062
2023-02-08,688.7964477539062
2023-02-09,707.3950805664062
2023-02-10,689.0449829101562
2023-02-13,683.1273193359375
2023-02-14,678.7014770507812
2023-02-15,677.5079345703125
2023-02-16,685.9121704101562
2023-02-17,672.9826049804688
2023-02-20,662.5892333984375
2023-02-21,677.3587036132812
2023-02-22,652.6433715820312
2023-02-23,669.55126953125
2023-02-24,664.329833984375
2023-02-27,650.4056396484375
2023-02-28,645.18408203125
2023-03-01,644.3386840820312
2023-03-02,674.5739135742188
2023-03-03,667.4129028320312
2023-03-06,664.9761962890625
2023-03-08,673.3306884765625
2023-03-09,668.3080444335938
2023-03-10,666.6173095703125
2023-03-13,667.810791015625
2023-03-14,659.5059814453125
2023-03-15,666.3189697265625
2023-03-16,678.4528198242188
2023-03-17,684.0224609375
2023-03-20,684.0721435546875
2023-03-21,674.872314453125
2023-03-22,686.8072509765625
2023-03-23,685.6137084960938
2023-03-24,678.1046752929688
2023-03-27,666.4680786132812
2023-03-28,664.9264526367188
2023-03-29,666.1697387695312
2023-03-31,679.646240234375
2023-04-03,686.4591674804688
2023-04-05,715.7495727539062
2023-04-06,716.1473388671875
2023-04-10,720.4738159179688
2023-04-11,698.9411010742188
2023-04-12,697.6979370117188
2023-04-13,698.3941650390625
2023-04-17,721.7667236328125
2023-04-18,702.7205200195312
2023-04-19,681.287353515625
2023-04-20,678.8009033203125
2023-04-21,697.7476196289062
2023-04-24,726.7396850585938
2023-04-25,734.7957763671875
2023-04-26,736.1384887695312
2023-04-27,737.5308227539062
2023-04-28,760.1077880859375
2023-05-02,774.2308959960938
2023-05-03,760.7543334960938
2023-05-04,777.6123657226562
2023-05-05,765.0807495117188
2023-05-08,791.984130859375
2023-05-09,764.185546875
2023-05-10,769.3076782226562
2023-05-11,756.6268310546875
2023-05-12,759.4613037109375
2023-05-15,752.1511840820312
2023-05-16,753.6927490234375
2023-05-17,756.4278564453125
2023-05-18,754.9856567382812
2023-05-19,734.6962890625
2023-05-22,715.9483642578125
2023-05-23,729.4747924804688
2023-05-24,728.4801635742188
2023-05-25,761.3013916015625
2023-05-26,761.99755859375
2023-05-29,760.9034423828125
2023-05-30,767.06982421875
2023-05-31,766.8709106445312
2023-06-01,824.0095825195312
2023-06-02,822.1695556640625
2023-06-05,830.4246826171875
2023-06-06,830.0764770507812
2023-06-07,837.3369750976562
2023-06-08,809.3395385742188
