Date,AIAENG
2005-12-14,84.41110229492188
2005-12-15,87.82017517089844
2005-12-16,97.65241241455078
2005-12-19,94.12311553955078
2005-12-20,89.0653076171875
2005-12-21,90.12152099609375
2005-12-22,90.05282592773438
2005-12-23,91.1519775390625
2005-12-26,89.58052825927734
2005-12-27,91.94197082519531
2005-12-28,90.66252136230469
2005-12-29,95.9521484375
2005-12-30,92.60317993164062
2006-01-02,91.7702407836914
2006-01-03,90.56805419921875
2006-01-04,96.76792907714844
2006-01-05,100.20276641845703
2006-01-06,95.60868072509766
2006-01-09,95.52279663085938
2006-01-10,102.4354019165039
2006-01-12,102.15203094482422
2006-01-13,102.75313568115234
2006-01-16,99.232421875
2006-01-17,96.6734848022461
2006-01-18,96.37291717529297
2006-01-19,97.66957092285156
2006-01-20,96.52749633789062
2006-01-23,93.3331069946289
2006-01-24,101.48223114013672
2006-01-25,104.25587463378906
2006-01-27,104.69380187988281
2006-01-30,101.0958251953125
2006-01-31,106.67744445800781
2006-02-01,105.44088745117188
2006-02-02,103.63760375976562
2006-02-03,101.60245513916016
2006-02-06,105.36360168457031
2006-02-07,104.89132690429688
2006-02-08,103.59465026855469
2006-02-10,104.60794830322266
2006-02-13,103.40575408935547
2006-02-14,102.66725158691406
2006-02-15,102.8905258178711
2006-02-16,101.267578125
2006-02-17,97.94435119628906
2006-02-20,95.89202880859375
2006-02-21,100.68362426757812
2006-02-22,98.59699249267578
2006-02-23,98.51970672607422
2006-02-24,97.09423828125
2006-02-27,99.30113220214844
2006-02-28,99.92797088623047
2006-03-01,99.77340698242188
2006-03-02,100.86396789550781
2006-03-03,100.03101348876953
2006-03-06,100.38310241699219
2006-03-07,100.18558502197266
2006-03-08,99.12938690185547
2006-03-09,100.73516082763672
2006-03-10,110.80781555175781
2006-03-13,109.63137817382812
2006-03-14,108.89289855957031
2006-03-16,112.1302261352539
2006-03-17,111.67513275146484
2006-03-20,112.76568603515625
2006-03-21,111.46045684814453
2006-03-22,109.45965576171875
2006-03-23,111.64077758789062
2006-03-24,117.00769805908203
2006-03-27,113.00614166259766
2006-03-28,110.6446533203125
2006-03-29,108.48074340820312
2006-03-30,107.16690063476562
2006-03-31,105.71568298339844
2006-04-03,106.8320083618164
2006-04-04,107.20124816894531
2006-04-05,109.00453186035156
2006-04-07,102.813232421875
2006-04-10,104.9686050415039
2006-04-12,106.65168762207031
2006-04-13,111.5377197265625
2006-04-17,111.96709442138672
2006-04-18,112.2247085571289
2006-04-19,128.1279754638672
2006-04-20,131.09054565429688
2006-04-21,124.99369049072266
2006-04-24,120.30516052246094
2006-04-25,116.4065933227539
2006-04-26,116.27780151367188
2006-04-27,116.75011444091797
2006-04-28,116.02020263671875
2006-05-02,119.5065689086914
2006-05-03,117.76338195800781
2006-05-04,115.55647277832031
2006-05-05,113.40973663330078
2006-05-08,115.39334106445312
2006-05-09,115.87422943115234
2006-05-10,114.06233215332031
2006-05-11,115.22157287597656
2006-05-12,113.66732788085938
2006-05-15,110.36131286621094
2006-05-16,110.31837463378906
2006-05-17,110.92802429199219
2006-05-18,103.50021362304688
2006-05-19,100.56341552734375
2006-05-22,96.20978546142578
2006-05-23,98.23632049560547
2006-05-24,94.10594177246094
2006-05-25,90.12152099609375
2006-05-26,92.94667053222656
2006-05-29,95.00758361816406
2006-05-30,99.73046875
2006-05-31,94.08015441894531
2006-06-01,90.4564208984375
2006-06-02,90.9287109375
2006-06-05,87.94039154052734
2006-06-06,86.3775405883789
2006-06-07,80.15190887451172
2006-06-08,72.40634155273438
2006-06-09,82.73661804199219
2006-06-12,85.43296813964844
2006-06-13,80.69290161132812
2006-06-14,76.81153869628906
2006-06-15,83.40641021728516
2006-06-16,90.4564208984375
2006-06-19,88.0692138671875
2006-06-20,89.86390686035156
2006-06-21,94.51810455322266
2006-06-22,103.02791595458984
2006-06-23,102.959228515625
2006-06-26,96.14106750488281
2006-06-27,95.61724853515625
2006-06-28,102.37528991699219
2006-06-29,101.69691467285156
2006-06-30,112.35350036621094
2006-07-03,108.54084014892578
2006-07-04,109.02172088623047
2006-07-05,106.30818939208984
2006-07-06,105.16609954833984
2006-07-07,105.53535461425781
2006-07-10,103.65478515625
2006-07-11,105.28632354736328
2006-07-12,105.1059799194336
2006-07-13,104.32457733154297
2006-07-14,101.38776397705078
2006-07-17,99.08646392822266
2006-07-18,97.67814636230469
2006-07-19,95.05049896240234
2006-07-20,95.24799346923828
2006-07-21,91.10904693603516
2006-07-24,88.30105590820312
2006-07-25,91.08328247070312
2006-07-26,97.64381408691406
2006-07-27,100.43460845947266
2006-07-28,100.12547302246094
2006-07-31,103.24259948730469
2006-08-01,105.06307220458984
2006-08-02,106.71178436279297
2006-08-03,108.55801391601562
2006-08-04,117.68608856201172
2006-08-07,115.42767333984375
2006-08-08,118.30435180664062
2006-08-09,120.7602767944336
2006-08-10,121.79926300048828
2006-08-11,124.03195190429688
2006-08-14,122.83834075927734
2006-08-16,132.93675231933594
2006-08-17,135.99375915527344
2006-08-18,134.2162628173828
2006-08-21,133.58938598632812
2006-08-22,130.39500427246094
2006-08-23,127.64712524414062
2006-08-24,131.86337280273438
2006-08-25,129.4847412109375
2006-08-28,128.67759704589844
2006-08-29,125.26849365234375
2006-08-30,124.89064025878906
2006-08-31,126.37620544433594
2006-09-01,122.7524642944336
2006-09-04,127.4496078491211
2006-09-05,129.26148986816406
2006-09-06,128.84075927734375
2006-09-07,133.28884887695312
2006-09-08,131.76028442382812
2006-09-11,127.96481323242188
2006-09-12,124.16938018798828
2006-09-13,124.96796417236328
2006-09-14,124.22688293457031
2006-09-15,125.14889526367188
2006-09-18,124.40787506103516
2006-09-19,125.08858489990234
2006-09-20,125.9502182006836
2006-09-21,125.8296127319336
2006-09-22,125.89857482910156
2006-09-25,144.906982421875
2006-09-26,140.6244659423828
2006-09-27,144.25210571289062
2006-09-28,139.7886505126953
2006-09-29,139.64218139648438
2006-10-03,137.5655517578125
2006-10-04,137.03990173339844
2006-10-05,139.63351440429688
2006-10-06,141.99452209472656
2006-10-09,145.83758544921875
2006-10-10,153.583984375
2006-10-11,146.61306762695312
2006-10-12,149.4910430908203
2006-10-13,148.89651489257812
2006-10-16,147.5781707763672
2006-10-17,148.0348358154297
2006-10-18,148.9051055908203
2006-10-19,148.65525817871094
2006-10-20,156.4705810546875
2006-10-23,155.47103881835938
2006-10-26,158.8057098388672
2006-10-27,158.77984619140625
