year,K,excl,disp,excl_names,norm,blk
2006,18,0.051235031043273815,0.16682656559634687,NIFTY AUTO|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY METAL|NIFTY NBFC|NIFTY TELECOMMUNICATIONS,0.3071155415813208,2005-09
2006,18,0.0027079409861742684,0.138854837392537,NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY METAL|NIFTY POWER,0.019501956410197138,2005-09
2006,18,-0.05568920980640796,0.11753989764028488,NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY OIL & GAS,-0.47378984433725924,2005-09
2006,18,-0.018942618829253032,0.11783314190319956,NIFTY AUTO|NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY POWER,-0.16075798814576697,2005-09
2006,18,-0.0011031498117292325,0.10631669460338494,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY FMCG|NIFTY NBFC|NIFTY OIL & GAS,-0.010376073257775172,2005-09
2006,18,0.020492228179538562,0.10204447054937478,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY MEDIA|NIFTY POWER|NIFTY PSU BANK,0.20081664463752874,2005-09
2007,19,-0.07714425654021696,0.09061779472296204,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY FMCG|NIFTY PSU BANK|NIFTY REALTY,-0.851314653772622,2005-09
2007,19,0.10941048101237061,0.1369922041475081,NIFTY BANK|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.7986620968194765,2005-09
2007,19,-0.010675435445803702,0.1663168493591282,NIFTY AUTO|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY IT|NIFTY NBFC|NIFTY PSU BANK,-0.06418733572058126,2005-09
2007,19,-0.11084887307101503,0.13848137421487547,NIFTY AUTO|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT,-0.8004605218533989,2005-09
2007,19,0.06022082129306422,0.1736072164547152,NIFTY AUTO|NIFTY CEMENT|NIFTY IT|NIFTY METAL|NIFTY POWER|NIFTY TELECOMMUNICATIONS,0.3468797122772405,2005-09
2007,19,-0.13909238734637316,0.2802020273688018,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY OIL & GAS|NIFTY REALTY,-0.49640036031323864,2005-09
2007,19,-0.15492223021429993,0.2680270637744882,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY IT|NIFTY TELECOMMUNICATIONS,-0.5780096533260832,2005-09
2007,19,-0.08476907238872045,0.34589693287158163,NIFTY BANK|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.2450703210490507,2005-09
2007,19,-0.14850474548171064,0.16939357593016102,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY TELECOMMUNICATIONS,-0.8766846361572613,2005-09
2007,19,0.02715383910618101,0.08751901140581655,NIFTY AUTO|NIFTY CEMENT|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA,0.31026217812575013,2005-09
2007,19,0.020967101788570013,0.09904679943620055,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY HEALTHCARE|NIFTY IT|NIFTY TELECOMMUNICATIONS,0.2116888370741918,2005-09
2007,19,0.02541529334036513,0.11113635190831418,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY FMCG|NIFTY PSU BANK,0.22868569018112422,2005-09
2008,19,-0.02699306092718261,0.1750153574163072,NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY,-0.15423252750885455,2005-09
2008,19,-0.02083978526279599,0.13066052426095356,NIFTY BANK|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY TELECOMMUNICATIONS,-0.1594956501259327,2005-09
2008,19,-0.03531745192026634,0.10997739631972697,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY,-0.32113373385919436,2005-09
2008,19,-0.018674249204289728,0.09249288560951652,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY MEDIA,-0.201899303727295,2005-09
2008,19,0.019291092215177514,0.1367392903507642,NIFTY BANK|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY,0.14107936472166793,2005-09
2008,19,0.05679520113944139,0.1787294857196511,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,0.31777186014247466,2005-09
2008,19,-0.07872488979311183,0.144998138144993,NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC,-0.54293724595546,2005-09
2008,19,-0.0454633300963179,0.141779224723256,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.3206628487711047,2005-09
2008,19,-0.10261482412258942,0.1252625699603538,NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY IT|NIFTY METAL|NIFTY REALTY,-0.819197819069715,2005-09
2008,19,-0.020521864617491614,0.13344329232504767,NIFTY CAPITAL GOODS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY METAL|NIFTY OIL & GAS|NIFTY REALTY,-0.15378715752533637,2005-09
2008,19,0.008763357724924517,0.19022155628142454,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY NBFC|NIFTY REALTY,0.04606921474220046,2005-09
2008,19,-0.0722545096270859,0.2126883963631232,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY NBFC|NIFTY OIL & GAS,-0.3397200358016978,2005-09
2009,19,0.06645004365735026,0.22769413180691755,NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.29183906994010395,2005-09
2009,19,0.08750529977092765,0.2959679772860286,NIFTY BANK|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY PSU BANK|NIFTY REALTY,0.2956579984542078,2005-09
2009,19,-0.09155791036998455,0.28470047443626895,NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK,-0.32159381030634726,2005-09
2009,19,-0.12955547604362794,0.2149134259336465,NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY OIL & GAS|NIFTY POWER,-0.6028263496373073,2005-09
2009,19,0.06206119060337082,0.14148466547481067,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,0.4386425228140355,2005-09
2009,19,0.05283009051839029,0.16400522318454025,NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY REALTY,0.32212443904268445,2005-09
2009,19,-0.040043129821818214,0.13799529530478363,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,-0.2901775001341666,2005-09
2009,19,0.03826106434151661,0.14651989155150857,NIFTY BANK|NIFTY CEMENT|NIFTY FMCG|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK,0.2611322185429414,2005-09
2009,19,-0.05460249796732741,0.12056989828559618,NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.4528700674358159,2005-09
2009,19,-0.08195564034081533,0.11936910930872369,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY NBFC|NIFTY OIL & GAS|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.6865732752420385,2005-09
2009,19,-0.06773768080901676,0.09799258212416034,NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY NBFC|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.6912531473371172,2005-09
2009,19,-0.03902565186248854,0.09171347588250157,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY,-0.4255170953556065,2005-09
2010,19,-0.06295610978676441,0.09301875935164296,NIFTY AUTO|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY,-0.6768108951955447,2010-14
2010,19,-0.03210637577945919,0.09372818407132522,NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.3425477202783199,2010-14
2010,19,-0.020463342069898343,0.11137314082944272,NIFTY AUTO|NIFTY IT|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.18373677816302217,2010-14
2010,19,-0.051156013406912136,0.09596482358109923,NIFTY CEMENT|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,-0.5330704678853552,2010-14
2010,19,0.01120358277275102,0.0957557054544842,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY METAL|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.11700172558465925,2010-14
2010,19,0.05787165370520836,0.13268309962407115,NIFTY BANK|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY IT|NIFTY METAL|NIFTY PSU BANK,0.4361644690934653,2010-14
2010,19,0.024297599938468594,0.09831129633352759,NIFTY AUTO|NIFTY CEMENT|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY OIL & GAS|NIFTY POWER,0.2471496241493691,2010-14
2010,19,-0.027207551269864492,0.10049136421167887,NIFTY CONSTRUCTION|NIFTY IT|NIFTY METAL|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.270745167839034,2010-14
2010,19,-0.00011090256481143441,0.10667243310937902,NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS,-0.00103965534092316,2010-14
2010,19,-0.06270019402761749,0.10153909966157001,NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY MEDIA|NIFTY METAL|NIFTY POWER|NIFTY REALTY,-0.6174980301834204,2010-14
2010,19,-0.04528701921630262,0.06183595204230482,NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY,-0.7323736066248271,2010-14
2010,19,-0.048899133751385805,0.06750001967950169,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY,-0.7244313999249904,2010-14
2011,19,-0.020646991461837936,0.06759488233197643,NIFTY AUTO|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY NBFC|NIFTY REALTY,-0.30545199206701884,2010-14
2011,19,0.001975666050069278,0.07437026050114123,NIFTY CONSTRUCTION|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.026565269998468824,2010-14
2011,19,0.03576100963294671,0.0969139822886714,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL,0.3689974221307686,2010-14
2011,19,-0.07221800983858752,0.08099901369135383,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY IT|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.891591224971871,2010-14
2011,19,-0.030165480713513892,0.07774327012141258,NIFTY CEMENT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,-0.38801404502800185,2010-14
2011,19,0.0045871890863600035,0.09928131518541278,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY OIL & GAS|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.046203951647832225,2010-14
2011,19,-0.048311035316600755,0.10356914968988205,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY IT|NIFTY MEDIA|NIFTY METAL,-0.4664616390233856,2010-14
2011,19,-0.0038434567507935474,0.08720591628079875,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY IT|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY,-0.04407334862944168,2010-14
2011,19,-0.013503778641150268,0.0693887205749291,NIFTY CAPITAL GOODS|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY TELECOMMUNICATIONS,-0.19461057257235737,2010-14
2011,19,-0.012833257363827436,0.06510116896994506,NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY NBFC|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,-0.19712790978841108,2010-14
2011,19,0.0007221096389752139,0.0749500689461672,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY REALTY,0.00963454269126648,2010-14
2011,19,0.02699023062735063,0.08569216629087474,NIFTY BANK|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY,0.3149673044293757,2010-14
2012,19,0.041262210523018705,0.07754795216631465,NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS,0.5320863977752107,2010-14
2012,19,0.03522721208070504,0.0809006644093194,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,0.4354378587358922,2010-14
2012,19,-0.04512602239880801,0.08046432166331288,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.5608202674923299,2010-14
2012,19,-0.01907718875968881,0.10091005075121419,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY IT|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.1890514236953673,2010-14
2012,19,-0.030114254208590208,0.1029909271225009,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY TELECOMMUNICATIONS,-0.29239715623465834,2010-14
2012,19,-0.019381776544186793,0.09025732050622894,NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY IT|NIFTY TELECOMMUNICATIONS,-0.21473910853412934,2010-14
2012,19,-0.009578896125624745,0.09231827281108453,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY IT|NIFTY PSU BANK|NIFTY REALTY,-0.10375948156251273,2010-14
2012,19,0.07305221873589766,0.12445959654354634,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.5869552912325078,2010-14
2012,19,-0.0076832811898573565,0.07224996230414087,NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS,-0.10634304773079452,2010-14
2012,19,0.023970949468574903,0.08302685417582552,NIFTY CAPITAL GOODS|NIFTY IT|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.2887132085940743,2010-14
2012,19,-0.009750330104513157,0.082867110795039,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER,-0.1176622427277491,2010-14
2012,19,0.047860681888508054,0.10107344977868121,NIFTY CAPITAL GOODS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY POWER|NIFTY TELECOMMUNICATIONS,0.47352377892817316,2010-14
2013,19,-0.050736432958159,0.1110700656391716,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY METAL,-0.45679664152701777,2010-14
2013,19,-0.10803702486454637,0.12542878452865427,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY,-0.8613415594397732,2010-14
2013,19,-0.16275625172038913,0.16320330172999517,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.9972607783980643,2010-14
2013,19,0.05692849146530899,0.17537613257799378,NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY IT|NIFTY METAL|NIFTY NBFC,0.3246079761736768,2010-14
2013,19,-0.02867196727820082,0.15844807299059646,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.18095497620789897,2010-14
2013,19,-0.06860362956374323,0.12208144664551136,NIFTY BANK|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY,-0.5619496774390953,2010-14
2013,19,0.04219103557104068,0.09469107671997325,NIFTY BANK|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY,0.4455650630714742,2010-14
2013,19,0.005991126131982836,0.06591470746665623,NIFTY BANK|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY PSU BANK|NIFTY REALTY,0.09089209923314188,2010-14
2013,19,0.004428376949326097,0.062031358303538696,NIFTY CONSUMER DURABLES|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY REALTY,0.07138932743753044,2010-14
2013,19,-0.037441908019440355,0.07737880939077983,NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY NBFC|NIFTY POWER|NIFTY TELECOMMUNICATIONS,-0.4838780580139269,2010-14
2013,19,-0.03086526618380044,0.06696037651480108,NIFTY BANK|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,-0.46094821729352,2010-14
2013,19,-0.0011488121425952957,0.10515899623231732,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY FMCG|NIFTY TELECOMMUNICATIONS,-0.010924525563721997,2010-14
2014,19,0.22336108116763267,0.23592978568812517,NIFTY BANK|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,0.9467269277432099,2010-14
2014,19,0.00890945685496893,0.18394315416825502,NIFTY FMCG|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,0.04843592519251542,2010-14
2014,19,-0.08732750860681061,0.08847176335432874,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY TELECOMMUNICATIONS,-0.98706644126742,2010-14
2014,19,-0.08156244858414652,0.10193994889959623,NIFTY CEMENT|NIFTY FMCG|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY REALTY,-0.8001028984670168,2010-14
2014,19,0.13224963088290229,0.14236789765016977,NIFTY AUTO|NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY TELECOMMUNICATIONS,0.9289287336943729,2010-14
2014,19,0.0352431099201787,0.1342887746938351,NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK,0.2624427097538826,2010-14
2014,19,-0.06775412377387169,0.126797565986634,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.5343487727596742,2010-14
2014,19,-0.05773928344911231,0.11649973191192702,NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.49561730745237087,2010-14
2014,19,-0.039689103788040275,0.09164918091895512,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY METAL|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY,-0.43305464806212657,2010-14
2014,19,-0.016906204608222567,0.09975410472931986,NIFTY CHEMICALS|NIFTY FMCG|NIFTY IT|NIFTY METAL|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,-0.16947878640279623,2010-14
2014,19,-0.038513833392387474,0.09132458676430552,NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS,-0.4217246938306511,2010-14
2014,19,0.0019131904543964043,0.07092769735521524,NIFTY CONSUMER DURABLES|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.026973813132758206,2010-14
2015,19,-0.01441894092652217,0.06403805735909707,NIFTY CHEMICALS|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK,-0.22516206020534218,2015-19
2015,19,0.05224273573210939,0.08257391056941918,NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,0.6326784740101339,2015-19
2015,19,-0.058266716623532555,0.07178306843770615,NIFTY BANK|NIFTY CEMENT|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.8117055719636284,2015-19
2015,19,0.03105987803330228,0.09899833862368314,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY REALTY,0.3137414068267192,2015-19
2015,19,-0.03987986616350985,0.08505944901712302,NIFTY CHEMICALS|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,-0.4688469843659788,2015-19
2015,19,0.003671704519272165,0.06890977344523272,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY IT|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,0.05328278320622137,2015-19
2015,19,-0.01682181227432733,0.05220932581258976,NIFTY BANK|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY,-0.32219937745817273,2015-19
2015,19,0.012790825311328672,0.09211661961568314,NIFTY CONSTRUCTION|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,0.13885469706436115,2015-19
