symbol,entry,ret,xs_nifty,xs_univ,net,exit
HINDUNILVR,2022-01-24,-0.1018215463287146,-0.0991672595365953,-0.1089113701209473,-0.10767154632871459,2022-04-22
POLYCAB,2022-01-25,0.0439674971599037,0.0395076058423649,0.036877673367671,0.0381174971599037,2022-04-23
SHOPERSTOP,2022-01-25,0.2708603545179417,0.2664004632004029,0.263770530725709,0.2650103545179417,2022-04-23
RELIANCE,2022-01-25,0.1813539202623206,0.1768940289447818,0.1742640964700879,0.17550392026232062,2022-04-23
VTL,2022-01-27,-0.1621622386482885,-0.1673598925512974,-0.1692520624405212,-0.1680122386482885,2022-04-25
INFY,2022-04-19,-0.1080883472849522,-0.0402046126949402,-0.0265041450749594,-0.1139383472849522,2022-07-16
HDFCBANK,2022-04-19,-0.005259260901682,0.0626244736883299,0.0763249413083107,-0.011109260901682,2022-07-16
TATAELXSI,2022-04-25,-0.0238548701487267,0.0184916165956335,0.057729332061266,-0.029704870148726702,2022-07-22
HCLTECH,2022-04-25,-0.1660850586214126,-0.1237385718770522,-0.0845008564114198,-0.1719350586214126,2022-07-22
CRISIL,2022-04-26,-0.029315445158609,0.0199483994953291,0.0522687570513837,-0.035165445158609,2022-07-23
ICICIBANK,2022-04-27,0.0493992286246269,0.0822129992941851,0.1309834308346197,0.0435492286246269,2022-07-24
GMDCLTD,2022-04-27,-0.2534618177050523,-0.2206480470354941,-0.1718776154950594,-0.2593118177050523,2022-07-24
BAJFINANCE,2022-04-28,-0.0692002150736443,-0.0304913595764236,0.0123839871363484,-0.07505021507364429,2022-07-25
VSTIND,2022-04-28,0.0223846724615004,0.0610935279587211,0.1039688746714932,0.0165346724615004,2022-07-25
KPITTECH,2022-04-29,-0.0752943376591013,-0.0412120761960363,0.0062898645508914,-0.0811443376591013,2022-07-26
IEX,2022-04-29,-0.2658638225377956,-0.2317815610747307,-0.1842796203278028,-0.27171382253779564,2022-07-26
PERSISTENT,2022-04-29,-0.1685497658119427,-0.1344675043488777,-0.0869655636019499,-0.1743997658119427,2022-07-26
COROMANDEL,2022-05-02,0.1292858046783223,0.169652111010305,0.0517421457571572,0.1234358046783223,2022-07-29
VBL,2022-05-02,0.2173984842085576,0.2577647905405404,0.1398548252873926,0.2115484842085576,2022-07-29
BAJAJFINSV,2022-05-02,-0.0886243065537948,-0.048258000221812,-0.1661679654749598,-0.0944743065537948,2022-07-29
BEL,2022-07-20,0.2382252132405771,0.1752398414634457,0.1690591983821304,0.2323752132405771,2022-10-16
HDFCBANK,2022-07-20,0.0617325353430633,-0.001252836434068,-0.0074334795153833,0.0558825353430633,2022-10-16
HINDZINC,2022-07-25,0.0155319037779704,-0.0406045155644434,-0.0536341110804762,0.009681903777970399,2022-10-21
GSFC,2022-07-25,-0.1980038974361319,-0.2541403167785457,-0.2671699122945786,-0.2038538974361319,2022-10-21
RELIANCE,2022-07-27,0.0122175946054023,-0.0505727198895511,-0.0569484202530443,0.006367594605402299,2022-10-23
ICICIBANK,2022-07-27,0.1705675902131151,0.1077772757181616,0.1014015753546684,0.1647175902131151,2022-10-23
ASIANPAINT,2022-07-28,-0.0483270539643602,-0.1018998401086263,-0.1174930688228069,-0.0541770539643602,2022-10-24
KEI,2022-07-28,0.3452869941447947,0.2917142080005286,0.276120979286348,0.33943699414479467,2022-10-24
SHOPERSTOP,2022-07-28,0.233220297603284,0.1796475114590179,0.1640542827448373,0.227370297603284,2022-10-24
COROMANDEL,2022-07-28,-0.0819459425545355,-0.1355187286988016,-0.1511119574129822,-0.08779594255453549,2022-10-24
BAJFINANCE,2022-07-29,-0.023435484532595,-0.0627075249808535,-0.0926014993910417,-0.029285484532595,2022-10-25
MRPL,2022-08-01,-0.2695946389189494,-0.3084682046921605,-0.3215125786001414,-0.27544463891894944,2022-10-28
AAVAS,2022-08-01,-0.1605821002793659,-0.199455666052577,-0.2125000399605579,-0.1664321002793659,2022-10-28
BAJAJFINSV,2022-08-01,0.1102010397182002,0.0713274739449891,0.0582831000370082,0.1043510397182002,2022-10-28
TVSMOTOR,2022-08-01,0.2609199080096096,0.2220463422363985,0.2090019683284176,0.2550699080096096,2022-10-28
INFY,2022-10-17,0.0070613060022621,-0.0194512408324336,0.0053327653182883,0.0012113060022621,2023-01-13
HDFCBANK,2022-10-19,0.0933402345289475,0.0749244560226496,0.0916116938449737,0.08749023452894751,2023-01-15
PERSISTENT,2022-10-21,0.0718867561182157,0.0509963701384132,0.0701582154342418,0.0660367561182157,2023-01-17
MPHASIS,2022-10-24,-0.0019746416562028,-0.0195813527344165,-0.0037031823401767,-0.0078246416562028,2023-01-20
AAVAS,2022-10-24,-0.1058311605370133,-0.123437871615227,-0.1075597012209872,-0.1116811605370133,2023-01-20
AXISBANK,2022-10-24,0.0087336300870215,-0.0088730809911921,0.0070050894030476,0.0028836300870215,2023-01-20
ITC,2022-10-24,-0.0409800167021336,-0.0585867277803473,-0.0427085573861075,-0.0468300167021336,2023-01-20
BAJFINANCE,2022-10-24,-0.1793913826476719,-0.1969980937258856,-0.1811199233316458,-0.1852413826476719,2023-01-20
ICRA,2022-10-24,0.0725685369579758,0.0549618258797621,0.0708399962740019,0.0667185369579758,2023-01-20
CREDITACC,2022-10-25,-0.0768918132778486,-0.0941499129077494,-0.0786203539618225,-0.08274181327784859,2023-01-21
HINDZINC,2022-10-25,0.4021091430525856,0.3848510434226848,0.4003806023686117,0.3962591430525856,2023-01-21
SUMICHEM,2022-10-31,-0.0528974618684197,-0.050599095685847,-0.0546260025523935,-0.0587474618684197,2023-01-27
CCL,2022-11-01,0.0714787819581932,0.0949994482215319,0.1154830941285283,0.0656287819581932,2023-01-28
MARUTI,2022-11-01,-0.0883133479284022,-0.0647926816650635,-0.0443090357580671,-0.0941633479284022,2023-01-28
DMART,2022-11-01,-0.1880110654524717,-0.164490399189133,-0.1440067532821366,-0.1938610654524717,2023-01-28
INFY,2023-01-16,-0.1659933979823692,-0.1393068255522871,-0.2021767478473447,-0.1718433979823692,2023-04-14
JUSTDIAL,2023-01-17,0.0072763481752797,0.0423013381890169,-0.0289070016896957,0.0014263481752796996,2023-04-15
FEDERALBNK,2023-01-18,-0.0461426917940256,-0.0070513741916178,-0.0823260416590011,-0.0519926917940256,2023-04-16
CCL,2023-01-20,0.0896399781453856,0.1168586855907038,0.0534566282804101,0.08378997814538561,2023-04-18
PERSISTENT,2023-01-20,0.0546303788197795,0.0818490862650977,0.0184470289548039,0.0487803788197795,2023-04-18
LTTS,2023-01-23,0.051488712263231,0.0805411169583593,0.0153053623982555,0.045638712263231,2023-04-21
CANFINHOME,2023-01-23,0.1021698784005404,0.1312222830956687,0.0659865285355649,0.0963198784005404,2023-04-21
INDIAMART,2023-01-23,0.1637416082756575,0.1927940129707858,0.127558258410682,0.1578916082756575,2023-04-21
SWSOLAR,2023-01-23,0.0934476161533839,0.1225000208485121,0.0572642662884084,0.0875976161533839,2023-04-21
PETRONET,2023-01-24,0.0335673119705033,0.0591805113947505,-0.0026160378944721,0.027717311970503297,2023-04-22
DCMSHRIRAM,2023-01-24,-0.086840944661176,-0.0612277452369288,-0.1230242945261516,-0.092690944661176,2023-04-22
MARUTI,2023-01-27,-0.0270599882019479,-0.0502402097182759,-0.0632433380669235,-0.0329099882019479,2023-04-25
SOLARINDS,2023-01-30,-0.0567813567281041,-0.0868435613570979,-0.0929647065930796,-0.0626313567281041,2023-04-28
JYOTHYLAB,2023-01-30,-0.0575979871459634,-0.0876601917749572,-0.0937813370109389,-0.06344798714596339,2023-04-28
TATAELXSI,2023-01-30,-0.0017655989733957,-0.0318278036023895,-0.0379489488383712,-0.0076155989733957,2023-04-28
TCS,2023-04-17,0.0478745613804802,-0.0686522127719455,-0.1100117551603924,0.0420245613804802,2023-07-14
HDFCBANK,2023-04-18,-0.0060359164659864,-0.1219585854597435,-0.1639222330068592,-0.0118859164659864,2023-07-15
INFY,2023-04-18,0.0893721232823123,-0.0265505457114447,-0.0685141932585604,0.0835221232823123,2023-07-15
RELIANCE,2023-04-25,0.1996656312352909,0.0601302032713708,0.0417793146944181,0.1938156312352909,2023-07-22
PERSISTENT,2023-04-26,0.0824985899068762,-0.0448756298018149,-0.0753877266339965,0.0766485899068762,2023-07-23
ICICIBANK,2023-04-26,0.0938612405021879,-0.0335129792065032,-0.0640250760386848,0.0880112405021879,2023-07-23
KPITTECH,2023-04-28,0.1336907009234433,0.0234804778879396,-0.0241956156174293,0.1278407009234433,2023-07-25
AUBANK,2023-04-28,0.1388230323521171,0.0286128093166133,-0.0190632841887556,0.1329730323521171,2023-07-25
HINDUNILVR,2023-05-02,0.0536445751543299,-0.0557781655609943,-0.1183459876876613,0.0477945751543299,2023-07-29
LTTS,2023-05-02,0.0482974988424294,-0.0611252418728949,-0.1236930639995619,0.0424474988424294,2023-07-29
SYNGENE,2023-05-02,0.1265218656182722,0.0170991249029479,-0.045468697223719,0.1206718656182722,2023-07-29
CANFINHOME,2023-05-02,0.247562932392038,0.1381401916767137,0.0755723695500467,0.241712932392038,2023-07-29
IIFL,2023-05-02,0.2071876119387961,0.0977648712234717,0.0351970490968047,0.2013376119387961,2023-07-29
ADANIGREEN,2023-05-03,0.1514402789834104,0.0439018536999664,-0.0205502838585809,0.1455902789834104,2023-07-30
HSCL,2023-05-03,0.2940055387508111,0.1864671134673672,0.1220149759088198,0.28815553875081107,2023-07-30
TCS,2023-07-14,0.0755681672453276,0.0372810947241608,0.0179305465869559,0.0697181672453276,2023-10-10
FEDERALBNK,2023-07-17,0.1482509280577371,0.1157919204089925,0.0906133073993654,0.1424009280577371,2023-10-13
JUSTDIAL,2023-07-18,-0.0781443798636679,-0.1088668786782719,-0.1357820005220396,-0.0839943798636679,2023-10-14
INFY,2023-07-24,0.069090124075603,0.0426835993782241,0.0114525034172313,0.063240124075603,2023-10-20
PERSISTENT,2023-07-24,0.2262079234994571,0.1998013988020783,0.1685703028410854,0.2203579234994571,2023-10-20
CANFINHOME,2023-07-24,-0.1051462439036039,-0.1315527686009827,-0.1627838645619756,-0.1109962439036039,2023-10-20
CREDITACC,2023-07-25,-0.0126801666661403,-0.0311362148169845,-0.070317787324512,-0.0185301666661403,2023-10-21
KPITTECH,2023-07-26,0.0592466819855186,0.0643306289663727,0.0016090613271469,0.0533966819855186,2023-10-22
IIFL,2023-07-31,0.0621716509208405,0.0793795763560946,0.0045340302624688,0.0563216509208405,2023-10-27
BAJAJHLDNG,2023-07-31,-0.0907239492967532,-0.0735160238614991,-0.1483615699551249,-0.0965739492967532,2023-10-27
BAJAJFINSV,2023-07-31,0.0003831363600659,0.0175910617953199,-0.0572544842983057,-0.0054668636399341,2023-10-27
VESUVIUS,2023-07-31,0.0016866259448833,0.0188945513801374,-0.0559509947134883,-0.0041633740551167,2023-10-27
MARICO,2023-08-01,-0.0547069332601191,-0.0415084099933598,-0.138535146563806,-0.0605569332601191,2023-10-28
MOTILALOFS,2023-08-01,0.2068370806061035,0.2200356038728628,0.1230088673024165,0.2009870806061035,2023-10-28
KEI,2023-08-02,0.0559769320392991,0.059408343841339,-0.0278512812643878,0.0501269320392991,2023-10-29
TCS,2023-10-13,0.0609677217895021,-0.0651942013460298,-0.1031060267098633,0.0551177217895021,2024-01-09
HDFCAMC,2023-10-13,0.2582692712943875,0.1321073481588555,0.0941955227950219,0.25241927129438746,2024-01-09
FEDERALBNK,2023-10-18,0.00469794097287,-0.138495670650746,-0.1593758075264955,-0.00115205902713,2024-01-14
INDUSINDBK,2023-10-20,0.1138812684865913,-0.0143122377239119,-0.0501924800127742,0.10803126848659131,2024-01-16
PERSISTENT,2023-10-20,0.3272724048691757,0.1990788986586724,0.1631986563698102,0.32142240486917567,2024-01-16
POLYCAB,2023-10-20,-0.1644283911566718,-0.2926218973671751,-0.3285021396560373,-0.1702783911566718,2024-01-16
CYIENT,2023-10-23,0.3032601502659899,0.1423419031540156,0.1391864017666244,0.2974101502659899,2024-01-19
RBLBANK,2023-10-25,0.0840821929200055,-0.061832679878429,-0.07999155557936,0.07823219292000551,2024-01-21
CHENNPETRO,2023-10-27,0.4924439696070579,0.3357198733257174,0.3283702211076924,0.48659396960705786,2024-01-23
GULFOILLUB,2023-10-27,0.3266443197766508,0.1699202234953103,0.1625705712772853,0.3207943197766508,2024-01-23
PNB,2023-10-30,0.4615907548943492,0.2900982521753588,0.2975170063949837,0.4557407548943492,2024-01-26
MAHSCOOTER,2023-10-30,-0.0678007916546422,-0.2392932943736326,-0.2318745401540078,-0.0736507916546422,2024-01-26
DIXON,2023-10-30,0.0914050824809509,-0.0800874202380395,-0.0726686660184146,0.08555508248095091,2024-01-26
AAVAS,2023-10-30,-0.024950996823134,-0.1964434995421244,-0.1890247453224996,-0.030800996823134003,2024-01-26
COLPAL,2023-10-30,0.2484952429927434,0.0770027402737529,0.0844214944933778,0.2426452429927434,2024-01-26
HDFCAMC,2024-01-15,0.0715373605356555,0.0445101975957318,0.0016071349184387,0.0656873605356555,2024-04-12
HSCL,2024-01-17,-0.1308143590397904,-0.1768744177437869,-0.2007445846570071,-0.1366643590397904,2024-04-14
HDFCBANK,2024-01-18,0.0121819604791615,-0.047568848182272,-0.0577482651380551,0.006331960479161501,2024-04-15
JINDALSAW,2024-01-18,-0.0593180663409533,-0.1190688750023869,-0.1292482919581701,-0.0651680663409533,2024-04-15
LTTS,2024-01-18,-0.0568272221350834,-0.1165780307965169,-0.1267574477523001,-0.0626772221350834,2024-04-15
IIFL,2024-01-19,-0.3589774230396496,-0.4123401005327132,-0.4289076486568663,-0.3648274230396496,2024-04-16
OFSS,2024-01-19,0.1300953566212197,0.0767326791281561,0.060165131004003,0.12424535662121972,2024-04-16
JSL,2024-01-23,0.283043487638525,0.2036847305543163,0.2131132620213083,0.27719348763852497,2024-04-20
INDUSINDBK,2024-01-23,-0.0393159888821158,-0.1186747459663245,-0.1092462144993325,-0.0451659888821158,2024-04-20
CREDITACC,2024-01-24,-0.0876851713507593,-0.1605297551767839,-0.1576153969679761,-0.0935351713507593,2024-04-21
BSOFT,2024-01-29,-0.1822313360649521,-0.2471954562679792,-0.2521615616821688,-0.1880813360649521,2024-04-26
TVSMOTOR,2024-01-29,0.0534013543890705,-0.0115627658139565,-0.0165288712281461,0.0475513543890705,2024-04-26
MASFIN,2024-01-29,-0.0767598595650459,-0.141723979768073,-0.1466900851822626,-0.08260985956504589,2024-04-26
MOTILALOFS,2024-01-29,0.4409608345717071,0.37599671436868,0.3710306089544903,0.4351108345717071,2024-04-26
DCBBANK,2024-01-29,0.0224881644686856,-0.0424759557343414,-0.0474420611485311,0.016638164468685598,2024-04-26
TCS,2024-04-16,0.0762436639136341,-0.0602127822500049,-0.0297187139501717,0.07039366391363411,2024-07-13
INFY,2024-04-22,0.2879943378426801,0.1772401889667465,0.1820319599788742,0.28214433784268006,2024-07-19
HDFCAMC,2024-04-23,0.1305506927354036,0.0196690383230158,0.0245883148715978,0.1247006927354036,2024-07-20
HDFCBANK,2024-04-23,0.0908601324144187,-0.0200215219979691,-0.0151022454493871,0.08501013241441871,2024-07-20
SWSOLAR,2024-04-23,0.0457413249211355,-0.0651403294912522,-0.0602210529426702,0.0398913249211355,2024-07-20
PERSISTENT,2024-04-24,0.3579325668335071,0.2549666685138694,0.2519701889697013,0.3520825668335071,2024-07-21
NAM-INDIA,2024-04-25,0.0936563845755817,-0.0047507383260996,-0.012305993288224,0.08780638457558171,2024-07-22
MASFIN,2024-04-26,-0.0603559562277519,-0.160066359863182,-0.1663183340915577,-0.0662059562277519,2024-07-23
AXISBANK,2024-04-26,0.041422670710514,-0.058287732924916,-0.0645397071532917,0.035572670710513996,2024-07-23
DCBBANK,2024-04-26,-0.0661603280698345,-0.1658707317052646,-0.1721227059336403,-0.0720103280698345,2024-07-23
INDUSINDBK,2024-04-29,-0.0269163090624523,-0.1364736684626103,-0.1328786869262582,-0.0327663090624523,2024-07-26
HSCL,2024-04-29,0.1137553059762801,0.0041979465761221,0.0077929281124742,0.1079053059762801,2024-07-26
AAVAS,2024-04-29,0.0750792354632317,-0.0344781239369262,-0.0308831424005741,0.0692292354632317,2024-07-26
BAJFINANCE,2024-04-29,0.0049905717781864,-0.1045667876219715,-0.1009718060856194,-0.0008594282218136002,2024-07-26
LTTS,2024-04-29,0.0879515328845159,-0.021605826515642,-0.0180108449792898,0.08210153288451591,2024-07-26
TCS,2024-07-15,0.0003585008389714,-0.0163714651022131,0.0085977628043718,-0.0054914991610286006,2024-10-11
HSCL,2024-07-19,0.566791487059507,0.5281936293915683,0.5750307490249074,0.560941487059507,2024-10-15
KARURVYSYA,2024-07-22,-0.0176703472246652,-0.0495106097924157,-0.0094310852592648,-0.0235203472246652,2024-10-18
PERSISTENT,2024-07-22,0.2095364403982587,0.1776961778305081,0.217775702363659,0.2036864403982587,2024-10-18
CENTRALBK,2024-07-22,-0.0821479832371917,-0.1139882458049422,-0.0739087212717914,-0.0879979832371917,2024-10-18
HAVELLS,2024-07-22,0.0968891366388433,0.0650488740710928,0.1051283986042437,0.0910391366388433,2024-10-18
HDFCBANK,2024-07-23,0.0155381913110776,-0.0068451685545696,0.023777453276478,0.0096881913110776,2024-10-19
IOB,2024-07-23,-0.1454961645694179,-0.1678795244350652,-0.1372569026040176,-0.1513461645694179,2024-10-19
CREDITACC,2024-07-23,-0.1752694589768956,-0.1976528188425429,-0.1670301970114952,-0.1811194589768956,2024-10-19
HERITGFOOD,2024-07-24,0.0791313324502431,0.0564778790256126,0.0873705944156435,0.07328133245024311,2024-10-20
PETRONET,2024-07-26,-0.0612106693258287,-0.0407058189584287,-0.0529714073604284,-0.0670606693258287,2024-10-22
MASFIN,2024-07-26,-0.0057585412522569,0.014746309115143,0.0024807207131434,-0.0116085412522569,2024-10-22
BAJAJFINSV,2024-07-26,0.0916349295144933,0.1121397798818933,0.0998741914798937,0.0857849295144933,2024-10-22
HFCL,2024-07-26,-0.030488868207123,-0.009984017839723,-0.0222496062417226,-0.036338868207123,2024-10-22
KPITTECH,2024-07-26,-0.0612394220991581,-0.040734571731758,-0.0530001601337577,-0.0670894220991581,2024-10-22
TCS,2024-10-14,-0.0220523546274976,0.0487739807154969,0.0568259984082511,-0.0279023546274976,2025-01-10
JUSTDIAL,2024-10-15,-0.1759086538377435,-0.09431426226724,-0.0970303008019947,-0.1817586538377435,2025-01-11
KEI,2024-10-18,-0.0104949374352646,0.0701127235987488,0.0683834156004842,-0.0163449374352646,2025-01-14
HSCL,2024-10-18,-0.1192205536153163,-0.0386128925813028,-0.0403422005795675,-0.1250705536153163,2025-01-14
KARURVYSYA,2024-10-21,-0.01057819358034,0.0559946197625935,0.0683001594554087,-0.01642819358034,2025-01-17
CENTRALBK,2024-10-21,-0.1145761934640061,-0.0480033801210725,-0.0356978404282573,-0.1204261934640061,2025-01-17
IOB,2024-10-21,-0.0945533351651377,-0.0279805218222041,-0.0156749821293889,-0.10040333516513769,2025-01-17
WIPRO,2024-10-21,0.0444161156612334,0.1109889290041671,0.1232944686969823,0.0385661156612334,2025-01-17
TECHM,2024-10-22,-0.0165472679007828,0.0331668387290066,0.0623310851349659,-0.0223972679007828,2025-01-18
INDIAMART,2024-10-23,-0.0934322868218239,-0.0482461968349143,-0.014553933786075,-0.0992822868218239,2025-01-19
VBL,2024-10-23,-0.0784999974523427,-0.0333139074654331,0.0003783555834061,-0.0843499974523427,2025-01-19
UNIONBANK,2024-10-23,0.0194519667936792,0.0646380567805887,0.098330319829428,0.013601966793679199,2025-01-19
BAJFINANCE,2024-10-24,0.0398074640833225,0.0992536163091797,0.1186858171190714,0.0339574640833225,2025-01-20
PERSISTENT,2024-10-24,0.0356988950168255,0.0951450472426826,0.1145772480525744,0.0298488950168255,2025-01-20
CANFINHOME,2024-10-24,-0.1988854949678061,-0.139439342741949,-0.1200071419320573,-0.2047354949678061,2025-01-20
TCS,2025-01-13,-0.2211213775705499,-0.179381453029103,-0.2085351761261818,-0.2269713775705499,2025-04-11
HSCL,2025-01-15,-0.1827272235725688,-0.170115396852943,-0.1701410221282007,-0.1885772235725688,2025-04-13
HDFCAMC,2025-01-16,0.0202946517792026,0.0345800042272156,0.0328808532235707,0.014444651779202598,2025-04-14
WIPRO,2025-01-21,-0.2103083457359512,-0.2407261088324558,-0.1977221442915831,-0.2161583457359512,2025-04-19
IOB,2025-01-22,-0.2427260403709842,-0.2820337792354274,-0.230139838926616,-0.24857604037098419,2025-04-20
CENTRALBK,2025-01-22,-0.2820126118551341,-0.3213203507195773,-0.269426410410766,-0.2878626118551341,2025-04-20
IDBI,2025-01-22,0.0118072472398931,-0.02750049162455,0.0243934486842612,0.0059572472398931,2025-04-20
PNBHOUSING,2025-01-23,0.1126611710412301,0.0828256009687304,0.1252473724855983,0.1068111710412301,2025-04-21
KEI,2025-01-23,-0.2753867378063785,-0.3052223078788783,-0.2628005363620104,-0.28123673780637853,2025-04-21
HUDCO,2025-01-24,0.0063229153473667,-0.018502474330337,0.0189091167917348,0.0004729153473666996,2025-04-22
TATACOMM,2025-01-24,-0.0477462515892307,-0.0725716412669345,-0.0351600501448625,-0.0535962515892307,2025-04-22
PERSISTENT,2025-01-24,-0.1585203420063415,-0.1833457316840453,-0.1459341405619734,-0.16437034200634149,2025-04-22
HINDUNILVR,2025-01-24,-0.0002786988676547,-0.0251040885453585,0.0123075025767134,-0.0061286988676547,2025-04-22
AMBER,2025-01-27,-0.0786557412554597,-0.1356067645231734,-0.0660695398110915,-0.08450574125545969,2025-04-25
IEX,2025-01-27,0.1685156894523864,0.1115646661846727,0.1811018908967546,0.1626656894523864,2025-04-25
WIPRO,2025-04-21,0.0842460265728382,0.0186540790136775,0.0025141132569685,0.0783960265728382,2025-07-18
HDFCAMC,2025-04-22,0.2244821910832051,0.1616639625450244,0.1427502777673354,0.2186321910832051,2025-07-19
ICICIBANK,2025-04-23,-0.0072078654992328,-0.0603655803605488,-0.0889397788151024,-0.0130578654992328,2025-07-20
HSCL,2025-04-23,0.0709817795628182,0.0178240647015022,-0.0107501337530513,0.06513177956281821,2025-07-20
TATACOMM,2025-04-24,0.1207225223902255,0.0713777105835382,0.0389906090743558,0.11487252239022551,2025-07-21
DELTACORP,2025-04-24,-0.0354010643161947,-0.0847458761228819,-0.1171329776320643,-0.0412510643161947,2025-07-21
TATACONSUM,2025-04-25,-0.0532831821540195,-0.1233257258018797,-0.1350150954698891,-0.0591331821540195,2025-07-22
IEX,2025-04-28,0.0212306526407497,-0.0339253637108227,-0.0605012606751198,0.015380652640749698,2025-07-25
PERSISTENT,2025-04-28,0.082252774994366,0.0270967586427934,0.0005208616784963,0.07640277499436601,2025-07-25
CHOLAFIN,2025-04-29,0.0171916599390289,-0.0423224588359569,-0.0645402533768407,0.0113416599390289,2025-07-26
DCBBANK,2025-04-29,0.0220622853775553,-0.0374518333974305,-0.0596696279383142,0.0162122853775553,2025-07-26
LALPATHLAB,2025-04-29,0.0665077704772592,0.0069936517022732,-0.0152241428386104,0.0606577704772592,2025-07-26
