symbol,entry,ret,xs_nifty,xs_univ,net,exit
TVSMOTOR,2025-04-30,0.0350734899031297,-0.0226227023433698,-0.0466584234127398,0.0292234899031297,2025-07-27
PNBHOUSING,2025-04-30,0.0177341928785808,-0.0399619993679187,-0.0639977204372888,0.0118841928785808,2025-07-27
KPITTECH,2025-04-30,-0.0126083538385789,-0.0703045460850785,-0.0943402671544485,-0.0184583538385789,2025-07-27
HDFCAMC,2025-07-18,0.042597389292716,0.0382064401473831,0.0392779151847749,0.036747389292715996,2025-10-14
POLYCAB,2025-07-21,0.0895758409496831,0.081647599342562,0.086256366841742,0.0837258409496831,2025-10-17
ICICIBANK,2025-07-22,-0.0179194985632058,-0.0298036882814414,-0.0212389726711469,-0.0237694985632058,2025-10-18
CANFINHOME,2025-07-22,-0.0171166246550151,-0.0290008143732507,-0.0204360987629562,-0.022966624655015103,2025-10-18
RELIANCE,2025-07-22,-0.0034617838969136,-0.0153459736151492,-0.0067812580048547,-0.0093117838969136,2025-10-18
IDBI,2025-07-23,-0.0192808601663535,-0.0315608280685576,-0.0226003342742946,-0.025130860166353502,2025-10-19
PNBHOUSING,2025-07-23,-0.1955993396544683,-0.2078793075566724,-0.1989188137624093,-0.2014493396544683,2025-10-19
PERSISTENT,2025-07-25,0.1279281231528246,0.0957271046777563,0.1246086490448835,0.1220781231528246,2025-10-21
THYROCARE,2025-07-25,-0.055169822222066,-0.0873708406971343,-0.0584892963300071,-0.061019822222066,2025-10-21
RECLTD,2025-07-28,-0.0529334794366489,-0.0896845556196841,-0.05625295354459,-0.058783479436648904,2025-10-24
ECLERX,2025-07-28,0.207534598852747,0.1707835226697118,0.2042151247448059,0.201684598852747,2025-10-24
BAJFINANCE,2025-07-28,0.198515337551812,0.1617642613687768,0.1951958634438709,0.192665337551812,2025-10-24
COROMANDEL,2025-07-28,-0.1134836295353853,-0.1502347057184205,-0.1168031036433264,-0.11933362953538529,2025-10-24
IEX,2025-07-28,0.0044400131761799,-0.0323110630068552,0.0011205390682388,-0.0014099868238201,2025-10-24
ORIENTCEM,2025-07-29,-0.1305430891420387,-0.1667728157294119,-0.1338625632499798,-0.13639308914203868,2025-10-25
MAHABANK,2025-10-16,0.0896148547799449,0.0931435725589108,0.121873569716547,0.0837648547799449,2026-01-12
HDFCAMC,2025-10-17,-0.1198069970281519,-0.1146286030506833,-0.0875482820915497,-0.1256569970281519,2026-01-13
SOBHA,2025-10-21,-0.0428205837613819,-0.0265973944284078,-0.0105618688247798,-0.0486705837613819,2026-01-17
HSCL,2025-10-21,0.0187500456186251,0.0302782115501381,0.0510087605552273,0.012900045618625098,2026-01-17
INDIACEM,2025-10-21,0.2204794193923835,0.2320075853238965,0.2527381343289857,0.2146294193923835,2026-01-17
POLYCAB,2025-10-21,-0.074408641940217,-0.062880476008704,-0.0421499270036148,-0.080258641940217,2026-01-17
DIXON,2025-10-21,-0.3385108641256418,-0.3269826981941288,-0.3062521491890396,-0.3443608641256418,2026-01-17
CANFINHOME,2025-10-23,0.1133215922810695,0.1294081223641227,0.1455803072176717,0.1074715922810695,2026-01-19
IDBI,2025-10-23,0.0383157830489309,0.054402313131984,0.070574497985533,0.0324657830489309,2026-01-19
DCBBANK,2025-10-24,0.1607143062239835,0.1919534878709905,0.1929730211605857,0.1548643062239835,2026-01-20
ECLERX,2025-10-28,-0.074737785340592,-0.0409824756404549,-0.0424790704039898,-0.080587785340592,2026-01-24
CHENNPETRO,2025-10-28,0.0608333314716567,0.0945886411717937,0.0930920464082588,0.054983331471656696,2026-01-24
HATSUN,2025-10-29,-0.2059274888618136,-0.1538992996198169,-0.1736687739252115,-0.2117774888618136,2026-01-25
PNBHOUSING,2025-10-29,-0.1292604378404179,-0.0772322485984212,-0.0970017229038157,-0.1351104378404179,2026-01-25
ICRA,2025-10-30,-0.0911109688032392,-0.0592670676736867,-0.058852253866637,-0.09696096880323919,2026-01-26
DMART,2026-01-14,0.1586341718177655,0.1935445158521668,0.1470358465085581,0.15278417181776552,2026-04-12
HDFCAMC,2026-01-15,0.0933008806492567,0.1195257958089522,0.0817025553400494,0.08745088064925671,2026-04-13
RBLBANK,2026-01-20,0.0438711587877629,0.0419166251194498,0.0322728334785555,0.038021158787762896,2026-04-18
POLYCAB,2026-01-20,0.0832883757588016,0.0813338420904885,0.0716900504495943,0.07743837575880161,2026-04-18
FEDERALBNK,2026-01-20,0.0663669925393461,0.064412458871033,0.0547686672301388,0.060516992539346094,2026-04-18
HSCL,2026-01-20,0.1322510647857673,0.1302965311174542,0.1206527394765599,0.12640106478576732,2026-04-18
HINDZINC,2026-01-21,-0.1318182250797355,-0.1307540761689553,-0.1434165503889428,-0.1376682250797355,2026-04-19
CANFINHOME,2026-01-21,-0.0139177972458982,-0.012853648335118,-0.0255161225551055,-0.0197677972458982,2026-04-19
DCMSHRIRAM,2026-01-22,0.0817476091907067,0.1008142686137524,0.0701492838814994,0.0758976091907067,2026-04-20
INDIAMART,2026-01-22,-0.0706566829665715,-0.0515900235435259,-0.0822550082757789,-0.0765066829665715,2026-04-20
RADICO,2026-01-27,0.1715722807968476,0.1739233659552117,0.1599739554876402,0.16572228079684762,2026-04-25
JSWENERGY,2026-01-28,0.267873385464026,0.2770190004643942,0.2562750601548187,0.262023385464026,2026-04-26
DCBBANK,2026-01-28,-0.0302009443083723,-0.0210553293080042,-0.0417992696175797,-0.0360509443083723,2026-04-26
TATACONSUM,2026-01-28,-0.0184873681883553,-0.0093417531879872,-0.0300856934975627,-0.0243373681883553,2026-04-26
LAURUSLABS,2026-01-28,0.0951485713097657,0.1042941863101338,0.0835502460005583,0.0892985713097657,2026-04-26
CRISIL,2026-04-21,-0.069453913056743,-0.0762717940454444,-0.0783320559359106,-0.075303913056743,2026-07-18
BAJAJCON,2026-04-21,0.2563829787234042,0.2495650977347028,0.2475048358442366,0.2505329787234042,2026-07-18
PNBHOUSING,2026-04-22,0.1276682306517877,0.1158203738351379,0.1187900877726202,0.1218182306517877,2026-07-19
MAHABANK,2026-04-22,0.009074954031133,-0.0027729027855167,0.0001968111519654,0.003224954031133,2026-07-19
PERSISTENT,2026-04-23,-0.0042708344251584,-0.022762034884589,-0.0131489773043259,-0.0101208344251584,2026-07-20
HAVELLS,2026-04-24,-0.0545021620860791,-0.088452020416034,-0.0633803049652467,-0.0603521620860791,2026-07-21
IEX,2026-04-27,0.0365150239918996,0.0138761850074378,0.027636881112732,0.030665023991899597,2026-07-24
HSCL,2026-04-27,0.3361255435928334,0.3134867046083716,0.3272474007136658,0.3302755435928334,2026-07-24
MAHLOG,2026-04-27,-0.0183804076773859,-0.0410192466618477,-0.0272585505565534,-0.0242304076773859,2026-07-24
CANFINHOME,2026-04-28,-0.0837932493783539,-0.1095579997034059,-0.0926713922575215,-0.0896432493783539,2026-07-25
VBL,2026-04-28,-0.1104632254244792,-0.1362279757495312,-0.1193413683036468,-0.1163132254244792,2026-07-25
DCBBANK,2026-04-28,0.0057939660582864,-0.0199707842667655,-0.0030841768208811,-5.603394171359993e-05,2026-07-25
HINDZINC,2026-04-28,-0.13487437474953,-0.160639125074582,-0.1437525176286976,-0.14072437474953,2026-07-25
AUBANK,2026-04-29,-0.048811261699202,-0.0607936848551637,-0.0576894045783696,-0.054661261699202,2026-07-26
CUB,2026-04-29,0.0759566572735344,0.0639742341175726,0.0670785143943668,0.0701066572735344,2026-07-26
