label,n_hi,n_lo,q5,q1,spread,p,folds,fold_pos,spread_exbest,disp,norm,measure,horizon,q_fdr
SUE_5d,1599,1601,0.36541673459854085,-0.049497365787297,0.4149141003858378,0.029299003090102468,21,0.5714285714285714,0.3432822681086251,5.338480499799885,0.07772138540196803,SUE,5d,0.03446941540012055
SUE_10d,1599,1601,0.5593223799113309,-0.22943916050890012,0.788761540420231,0.0007878076635933675,21,0.8571428571428571,0.7322927298718301,6.614120595895967,0.11925418186503195,SUE,10d,0.0012120117901436424
SUE_30d,1584,1573,0.9328777446773668,-0.3105110495544751,1.2433887942318418,0.0013193301294750636,21,0.8095238095238095,0.9402781456454633,10.551156938062075,0.1178438347122353,SUE,30d,0.0018847573278215192
SUE_60d,1516,1518,1.0055707855532423,-1.494230226615642,2.4998010121688843,8.288878838136068e-06,21,0.7619047619047619,2.2692698417295443,15.478882660783416,0.16149751031463433,SUE,60d,1.5070688796611033e-05
SUE_126d,1435,1436,1.3610309040440665,-2.767848558910823,4.12887946295489,7.68480308002882e-06,21,0.7619047619047619,3.8545292343825297,25.297514319396807,0.1632128520938945,SUE,126d,1.5070688796611033e-05
RevSUE_5d,1599,1601,0.23148027905177176,-0.21388618728625666,0.44536646633802845,0.020620573483052785,21,0.7142857142857143,0.3620465138228734,5.338480499799885,0.08342569882098907,RevSUE,5d,0.02577571685381598
RevSUE_10d,1599,1601,0.36828242382269205,-0.2674458611230034,0.6357282849456954,0.0073412518717227825,21,0.7142857142857143,0.5441496182566143,6.614120595895967,0.09611682698077233,RevSUE,10d,0.00978833582896371
RevSUE_30d,1584,1569,0.35538613727859925,-0.4263149055048823,0.7817010427834815,0.04011839357419288,21,0.6190476190476191,0.49305741448964857,10.551156938062075,0.0740867610416812,RevSUE,30d,0.04457599286021432
RevSUE_60d,1516,1518,-0.050549100480301146,-1.0927915498798217,1.0422424493995208,0.05927929942763572,21,0.5238095238095238,0.6413982635420057,15.478882660783416,0.06733318368257278,RevSUE,60d,0.062399262555406024
RevSUE_126d,1435,1436,-0.2722106775102784,-1.7831898243997009,1.5109791468894225,0.09457993406937995,21,0.5714285714285714,0.9146445368890751,25.297514319396807,0.05972836413144682,RevSUE,126d,0.09457993406937995
EAR_clean_5d,1599,1601,0.5273845438985314,-0.6122428718344907,1.139627415733022,3.306755145542361e-08,21,0.8571428571428571,0.9885820241736398,5.338480499799885,0.21347411792095922,EAR_clean,5d,8.266887863855902e-08
EAR_clean_10d,1599,1601,0.921396963681608,-0.7552031117706243,1.6766000754522323,1.7226998348850128e-11,21,0.8571428571428571,1.5409554487746546,6.614120595895967,0.25348798092562075,EAR_clean,10d,5.742332782950042e-11
EAR_clean_30d,1577,1585,1.5140981140050203,-1.016944742958276,2.531042856963296,4.78924205044569e-11,21,0.9523809523809523,2.28994095456445,10.551156938062075,0.23988296940526518,EAR_clean,30d,1.3683548715559112e-10
EAR_clean_60d,1516,1518,1.7922315806304676,-1.0545257785599709,2.8467573591904385,9.025065864730676e-07,21,0.8095238095238095,2.4948501510655094,15.478882660783416,0.18391232891782633,EAR_clean,60d,2.0055701921623726e-06
EAR_clean_126d,1435,1436,2.2478909189231246,-1.6567296549937616,3.9046205739168864,5.062770937308799e-05,21,0.6666666666666666,3.0842449567423347,25.297514319396807,0.1543479934280748,EAR_clean,126d,8.437951562181331e-05
EAR_LOOKAHEAD(excluded)_5d,1599,1601,2.0648395022686516,-1.7833961556272278,3.8482356578958794,1.9020531121290826e-75,21,1.0,3.7205711475003236,5.338480499799885,0.7208484995009594,EAR_LOOKAHEAD(excluded),5d,3.804106224258165e-74
EAR_LOOKAHEAD(excluded)_10d,1599,1601,2.2820886119972528,-1.9061230458530007,4.188211657850253,3.295668701074003e-61,21,1.0,4.086967093866568,6.614120595895967,0.6332227538229376,EAR_LOOKAHEAD(excluded),10d,3.2956687010740025e-60
EAR_LOOKAHEAD(excluded)_30d,1569,1587,2.7503509648697104,-2.26817676054148,5.01852772541119,1.0612847049565946e-37,21,1.0,4.694445565951259,10.551156938062075,0.4756376722354905,EAR_LOOKAHEAD(excluded),30d,7.075231366377297e-37
EAR_LOOKAHEAD(excluded)_60d,1516,1518,3.0103448017264,-2.7524914120868806,5.76283621381328,6.208213400629634e-24,21,0.9523809523809523,5.4859783027033275,15.478882660783416,0.37230311386840187,EAR_LOOKAHEAD(excluded),60d,3.104106700314817e-23
EAR_LOOKAHEAD(excluded)_126d,1435,1436,3.312145442815881,-3.2094266561526736,6.521572098968555,1.0272248135189565e-11,21,0.9047619047619048,5.711737819141142,25.297514319396807,0.25779497608459323,EAR_LOOKAHEAD(excluded),126d,4.108899254075826e-11
