,equity
2024-11-08,1.6099291147315196
2024-11-11,1.6084419103102108
2024-11-12,1.6069560797239177
2024-11-13,1.6054716217035327
2024-11-14,1.6039885349811205
2024-11-15,1.6025068182899167
2024-11-18,1.6010264703643275
2024-11-19,1.5995474899399282
2024-11-20,1.5980698757534622
2024-11-21,1.5965936265428393
2024-11-22,1.595118741047136
2024-11-25,1.593645218006593
2024-11-26,1.5921730561626148
2024-11-27,1.5907022542577691
2024-11-28,1.5892328110357843
2024-11-29,1.58776472524155
2024-12-02,1.5862979956211152
2024-12-03,1.5848326209216865
2024-12-04,1.5833685998916287
2024-12-05,1.5819059312804624
2024-12-06,1.5804446138388635
2024-12-09,1.5789846463186619
2024-12-10,1.5775260274728404
2024-12-11,1.5760687560555342
2024-12-12,1.5746128308220289
2024-12-13,1.57315825052876
2024-12-16,1.5717050139333122
2024-12-17,1.5702531197944174
2024-12-18,1.5688025668719543
2024-12-19,1.5673533539269473
2024-12-20,1.5659054797215652
2024-12-23,1.5644589430191205
2024-12-24,1.5630137425840676
2024-12-25,1.5615698771820028
2024-12-26,1.5601273455796627
2024-12-27,1.5586861465449227
2024-12-30,1.5572462788467967
2024-12-31,1.5558077412554356
2025-01-01,1.5543705325421269
2025-01-02,1.5529346514792923
2025-01-03,1.5515000968404884
2025-01-06,1.550066867400404
2025-01-07,1.54863496193486
2025-01-08,1.5472043792208086
2025-01-09,1.5457751180363313
2025-01-10,1.5443471771606385
2025-01-13,1.5428976350600545
2025-01-14,1.5414494535164311
2025-01-15,1.5399257027587412
2025-01-16,1.538426996553197
2025-01-17,1.5369297489376916
2025-01-20,1.536059555007543
2025-01-21,1.5350730616609993
2025-01-22,1.5332254794143256
2025-01-23,1.5310971222305862
2025-01-24,1.5286094046426517
2025-01-27,1.5262482686034815
2025-01-28,1.5238907796460175
2025-01-29,1.5215369321368675
2025-01-30,1.519186720451341
2025-01-31,1.5168401389734356
2025-02-03,1.5144971820958235
2025-02-04,1.512157844219838
2025-02-05,1.5098221197554607
2025-02-06,1.507490003121307
2025-02-07,1.505161488744614
2025-02-10,1.5028365710612268
2025-02-11,1.5005152445155845
2025-02-12,1.4981975035607078
2025-02-13,1.4958833426581855
2025-02-14,1.493572756278161
2025-02-17,1.4912657388993196
2025-02-18,1.4889622850088746
2025-02-19,1.4866623891025548
2025-02-20,1.4843660456845909
2025-02-21,1.4820732492677027
2025-02-24,1.4797839943730855
2025-02-25,1.4774982755303978
2025-02-26,1.4752160872777473
2025-02-27,1.4729374241616786
2025-02-28,1.4706622807371597
2025-03-03,1.468390651567569
2025-03-04,1.4661225312246833
2025-03-05,1.4638579142886627
2025-03-06,1.46159679534804
2025-03-07,1.4593391689997064
2025-03-10,1.4570850298488986
2025-03-11,1.4548343725091868
2025-03-12,1.4525871916024606
2025-03-13,1.4503434817589174
2025-03-14,1.4481032376170484
2025-03-17,1.4458664538236268
2025-03-18,1.4436331250336942
2025-03-19,1.4414032459105486
2025-03-20,1.4391768111257306
2025-03-21,1.436953815359012
2025-03-24,1.434734253298382
2025-03-25,1.4325181196400347
2025-03-26,1.4303054090883571
2025-03-27,1.4280961163559158
2025-03-28,1.4258902361634442
2025-03-31,1.4236877632398308
2025-04-01,1.4214886923221055
2025-04-02,1.4192930181554277
2025-04-03,1.4171007354930738
2025-04-04,1.4149118390964242
2025-04-07,1.4127263237349508
2025-04-08,1.4105441841862054
2025-04-09,1.408365415235806
2025-04-10,1.406190011677425
2025-04-11,1.4040179683127771
2025-04-14,1.4024562983788176
2025-04-15,1.4008749284394242
2025-04-16,1.3992953416079166
2025-04-17,1.3977175358737128
2025-04-18,1.3961415092284983
2025-04-21,1.3957776125881372
2025-04-22,1.395989316683162
2025-04-23,1.3966083217530276
2025-04-24,1.397336405893777
2025-04-25,1.3979774315611426
2025-04-28,1.3986382849561783
2025-04-29,1.3994279677118864
2025-04-30,1.4002516371802047
2025-05-01,1.4010757914404586
2025-05-02,1.4019004307779848
2025-05-05,1.402725555478288
2025-05-06,1.403551165827041
2025-05-07,1.4043772621100847
2025-05-08,1.4052038446134285
2025-05-09,1.4060309136232498
2025-05-12,1.4068584694258945
2025-05-13,1.4076865123078772
2025-05-14,1.4085150425558808
2025-05-15,1.4093440604567573
2025-05-16,1.4101735662975274
2025-05-19,1.4110035603653808
2025-05-20,1.411834042947676
2025-05-21,1.4126650143319408
2025-05-22,1.4134964748058723
2025-05-23,1.4143284246573369
2025-05-26,1.4151608641743703
2025-05-27,1.4159937936451776
2025-05-28,1.416827213358134
2025-05-29,1.4176611236017844
2025-05-30,1.418495524664843
2025-06-02,1.4193304168361942
2025-06-03,1.4201658004048927
2025-06-04,1.4210016756601629
2025-06-05,1.4218380428913997
2025-06-06,1.4226749023881682
2025-06-09,1.4235122544402041
2025-06-10,1.4243500993374134
2025-06-11,1.4251884373698729
2025-06-12,1.4260272688278302
2025-06-13,1.4268665940017033
2025-06-16,1.4277064131820818
2025-06-17,1.4285467266597258
2025-06-18,1.429387534725567
2025-06-19,1.4302288376707075
2025-06-20,1.4310706357864218
2025-06-23,1.4319129293641553
2025-06-24,1.4327557186955246
2025-06-25,1.4335990040723188
2025-06-26,1.4344427857864979
2025-06-27,1.435287064130194
2025-06-30,1.4361318393957114
2025-07-01,1.4369771118755263
2025-07-02,1.437822881862287
2025-07-03,1.438669149648814
2025-07-04,1.4395159155281
2025-07-07,1.440363179793311
2025-07-08,1.4412109427377842
2025-07-09,1.4420592046550305
2025-07-10,1.4429079658387332
2025-07-11,1.4437572265827483
2025-07-14,1.4446069871811051
2025-07-15,1.445457247928006
2025-07-16,1.4463080091178258
2025-07-17,1.4471592710451133
2025-07-18,1.4480673084226878
2025-07-21,1.4485742505617
2025-07-22,1.4488839446516544
2025-07-23,1.4489369734222297
2025-07-24,1.4489900041336439
2025-07-25,1.4491366588682095
2025-07-28,1.4492983118261835
2025-07-29,1.4492540721148268
2025-07-30,1.4492098337538837
2025-07-31,1.4491655967433128
2025-08-01,1.449121361083073
2025-08-04,1.4490771267731233
2025-08-05,1.449032893813422
2025-08-06,1.4489886622039283
2025-08-07,1.4489444319446008
2025-08-08,1.4489002030353983
2025-08-11,1.4488559754762798
2025-08-12,1.4488117492672037
2025-08-13,1.448767524408129
2025-08-14,1.4487233008990146
2025-08-15,1.448679078739819
2025-08-18,1.448634857930501
2025-08-19,1.4485906384710199
2025-08-20,1.448546420361334
2025-08-21,1.4485022036014024
2025-08-22,1.4484579881911837
2025-08-25,1.4484137741306367
2025-08-26,1.44836956141972
2025-08-27,1.448325350058393
2025-08-28,1.448281140046614
2025-08-29,1.448236931384342
2025-09-01,1.4481927240715358
2025-09-02,1.4481485181081541
2025-09-03,1.4481043134941558
2025-09-04,1.4480601102294997
2025-09-05,1.4480159083141446
2025-09-08,1.4479717077480494
2025-09-09,1.4479275085311727
2025-09-10,1.4478833106634734
2025-09-11,1.4478391141449105
2025-09-12,1.4477949189754427
2025-09-15,1.4477507251550288
2025-09-16,1.4477065326836276
2025-09-17,1.447662341561198
2025-09-18,1.4476181517876987
2025-09-19,1.4475739633630886
2025-09-22,1.4475297762873265
2025-09-23,1.4474855905603712
2025-09-24,1.4474414061821816
2025-09-25,1.4473972231527166
2025-09-26,1.4473530414719349
2025-09-29,1.4473088611397953
2025-09-30,1.4472646821562567
2025-10-01,1.4472205045212778
2025-10-02,1.4471763282348176
2025-10-03,1.4471321532968349
2025-10-06,1.4470879797072886
2025-10-07,1.4470438074661376
2025-10-08,1.4469996365733404
2025-10-09,1.4469554670288562
2025-10-10,1.4469112988326436
2025-10-13,1.4468671319846615
2025-10-14,1.4468229664848689
2025-10-15,1.446722540992709
2025-10-16,1.4467503600410847
2025-10-17,1.4465858046977351
2025-10-20,1.4467283463929261
2025-10-21,1.4465005387354157
2025-10-22,1.4461793057164083
2025-10-23,1.4460722969840012
2025-10-24,1.4462022749876213
2025-10-27,1.4462190921381541
2025-10-28,1.4461973369321313
2025-10-29,1.445644716026055
2025-10-30,1.4449439770682007
2025-10-31,1.4442435777754672
2025-11-03,1.4435435179832106
2025-11-04,1.4428437975268666
2025-11-05,1.4421444162419512
2025-11-06,1.4414453739640596
2025-11-07,1.440746670528867
2025-11-10,1.440048305772128
2025-11-11,1.439350279529677
2025-11-12,1.4386525916374282
2025-11-13,1.4379552419313748
2025-11-14,1.4372582302475898
2025-11-17,1.4365615564222258
2025-11-18,1.4358652202915145
2025-11-19,1.435169221691767
2025-11-20,1.4344735604593741
2025-11-21,1.4337782364308056
2025-11-24,1.4330832494426107
2025-11-25,1.4323885993314178
2025-11-26,1.4316942859339346
2025-11-27,1.4310003090869474
2025-11-28,1.4303066686273225
2025-12-01,1.4296133643920044
2025-12-02,1.4289203962180173
2025-12-03,1.428227763942464
2025-12-04,1.4275354674025267
2025-12-05,1.4268435064354659
2025-12-08,1.4261518808786213
2025-12-09,1.4254605905694118
2025-12-10,1.4247696353453345
2025-12-11,1.4240790150439655
2025-12-12,1.4233887295029597
2025-12-15,1.4226987785600507
2025-12-16,1.4220091620530508
2025-12-17,1.4213198798198508
2025-12-18,1.4206309316984198
2025-12-19,1.4199423175268062
2025-12-22,1.4192540371431361
2025-12-23,1.4185660903856145
2025-12-24,1.417878477092525
2025-12-25,1.417191197102229
2025-12-26,1.4165042502531666
2025-12-29,1.4158176363838564
2025-12-30,1.4151313553328948
2025-12-31,1.414445406938957
2026-01-01,1.4137597910407957
2026-01-02,1.4130745074772424
2026-01-05,1.4123895560872064
2026-01-06,1.4117049367096752
2026-01-07,1.4110206491837145
2026-01-08,1.4103366933484676
2026-01-09,1.409653069043156
2026-01-12,1.408969776107079
2026-01-13,1.4081619232169844
2026-01-14,1.4077694438402426
2026-01-15,1.4075073497037012
2026-01-16,1.4072453043630309
2026-01-19,1.40734356352297
2026-01-20,1.4076767078375094
2026-01-21,1.4075447268882475
2026-01-22,1.407411851118989
2026-01-23,1.407278987893538
2026-01-26,1.4077002511692267
2026-01-27,1.4085090841065064
2026-01-28,1.4097520142475135
2026-01-29,1.410996041204546
2026-01-30,1.4122411659454823
2026-02-02,1.4134873894390554
2026-02-03,1.4147347126548524
2026-02-04,1.4159831365633166
2026-02-05,1.4172326621357474
2026-02-06,1.4184832903443014
2026-02-09,1.419735022161993
2026-02-10,1.4209878585626954
2026-02-11,1.4222418005211408
2026-02-12,1.4234968490129218
2026-02-13,1.424753005014492
2026-02-16,1.4260102695031667
2026-02-17,1.4272686434571233
2026-02-18,1.4285281278554027
2026-02-19,1.4297887236779097
2026-02-20,1.4310504319054136
2026-02-23,1.4323132535195493
2026-02-24,1.4335771895028182
2026-02-25,1.4348422408385881
2026-02-26,1.4361084085110953
2026-02-27,1.437375693505444
2026-03-02,1.4386440968076082
2026-03-03,1.4399136194044313
2026-03-04,1.4411842622836284
2026-03-05,1.4424560264337856
2026-03-06,1.4437289128443613
2026-03-09,1.4450029225056875
2026-03-10,1.44627805640897
2026-03-11,1.4475543155462889
2026-03-12,1.4488317009106002
2026-03-13,1.450110213495736
2026-03-16,1.4513898542964052
2026-03-17,1.4526706243081948
2026-03-18,1.45395252452757
2026-03-19,1.4552355559518755
2026-03-20,1.4565197195793362
2026-03-23,1.457805016409058
2026-03-24,1.4590914474410277
2026-03-25,1.4603790136761154
2026-03-26,1.4616677161160743
2026-03-27,1.462957555763541
2026-03-30,1.4642485336220374
2026-03-31,1.4655406506959707
2026-04-01,1.4668339079906345
2026-04-02,1.4681283065122097
2026-04-03,1.4694238472677648
2026-04-06,1.4707205312652571
2026-04-07,1.4720183595135337
2026-04-08,1.4733173330223313
2026-04-09,1.474617452802278
2026-04-10,1.4759187198648938
2026-04-13,1.476982514038163
2026-04-14,1.4779103940902745
2026-04-15,1.4788388570615356
2026-04-16,1.479767903318152
2026-04-17,1.4806975332265588
2026-04-20,1.4814080446697435
2026-04-21,1.4823902536724256
2026-04-22,1.4835692650124654
2026-04-23,1.4847333252276262
2026-04-24,1.4858034767243131
2026-04-27,1.4866735933446773
2026-04-28,1.487007256430746
2026-04-29,1.4873652985459975
2026-04-30,1.487723426870752
2026-05-01,1.488081641425767
2026-05-04,1.4884399422318046
2026-05-05,1.488798329309633
2026-05-06,1.4891568026800244
2026-05-07,1.4895153623637563
2026-05-08,1.4898740083816113
2026-05-11,1.4902327407543772
2026-05-12,1.4905915595028463
2026-05-13,1.4909504646478162
2026-05-14,1.4913094562100895
2026-05-15,1.4916685342104739
2026-05-18,1.4920276986697818
2026-05-19,1.492386949608831
2026-05-20,1.492746287048444
2026-05-21,1.4931057110094486
2026-05-22,1.4934652215126771
2026-05-25,1.4938248185789675
2026-05-26,1.4941845022291624
2026-05-27,1.4945442724841096
2026-05-28,1.4949041293646617
2026-05-29,1.4952640728916764
2026-06-01,1.4956241030860165
2026-06-02,1.4959842199685498
2026-06-03,1.496344423560149
2026-06-04,1.4967047138816922
2026-06-05,1.4970650909540621
2026-06-08,1.4974255547981465
2026-06-09,1.4977861054348385
2026-06-10,1.498146742885036
2026-06-11,1.498507467169642
2026-06-12,1.4988682783095644
2026-06-15,1.4992291763257164
2026-06-16,1.4995901612390161
2026-06-17,1.4999512330703866
2026-06-18,1.500312391840756
2026-06-19,1.5006736375710574
2026-06-22,1.5010349702822292
2026-06-23,1.5013963899952147
2026-06-24,1.5017578967309622
2026-06-25,1.502119490510425
2026-06-26,1.5024811713545614
2026-06-29,1.5028429392843352
2026-06-30,1.5032047943207147
2026-07-01,1.5035667364846734
2026-07-02,1.50392876579719
2026-07-03,1.5042908822792482
2026-07-06,1.5046530859518368
2026-07-07,1.5050153768359493
2026-07-08,1.5053777549525846
2026-07-09,1.5057402203227468
2026-07-10,1.5061027729674445
2026-07-13,1.506465412907692
2026-07-14,1.506828140164508
2026-07-15,1.507190954758917
2026-07-16,1.507553856711948
2026-07-17,1.5079168460446353
2026-07-20,1.5078051534896437
2026-07-21,1.5077096176165923
2026-07-22,1.5077103772520388
2026-07-23,1.5077111368878682
2026-07-24,1.5077118965240803
