,equity
2021-12-27,1.1149020186320604
2021-12-28,1.114812903810119
2021-12-29,1.1147237961111818
2021-12-30,1.114634695534679
2021-12-31,1.1145456020800417
2022-01-03,1.1144565157467003
2022-01-04,1.1143674365340859
2022-01-05,1.114278364441629
2022-01-06,1.1141892994687608
2022-01-07,1.114100241614912
2022-01-10,1.1139694754533775
2022-01-11,1.1138387246403623
2022-01-12,1.1137079891740649
2022-01-13,1.1136876146260497
2022-01-14,1.1135767799812104
2022-01-17,1.1136510490729536
2022-01-18,1.113523801418063
2022-01-19,1.113282893789852
2022-01-20,1.1129328991992804
2022-01-21,1.112630573970091
2022-01-24,1.1121620941168298
2022-01-25,1.1122483074717193
2022-01-26,1.1123345275097558
2022-01-27,1.1122229914652215
2022-01-28,1.1121114666046332
2022-01-31,1.1119999529268694
2022-02-01,1.1118884504308086
2022-02-02,1.11177695911533
2022-02-03,1.1116654789793121
2022-02-04,1.1115540100216341
2022-02-07,1.111442552241175
2022-02-08,1.1113311056368143
2022-02-09,1.111219670207431
2022-02-10,1.111108245951905
2022-02-11,1.1109968328691155
2022-02-14,1.1108854309579426
2022-02-15,1.1107740402172657
2022-02-16,1.1106626606459646
2022-02-17,1.1105512922429197
2022-02-18,1.110439935007011
2022-02-21,1.1103285889371188
2022-02-22,1.1102172540321233
2022-02-23,1.110105930290905
2022-02-24,1.1099946177123448
2022-02-25,1.109883316295323
2022-02-28,1.1097720260387207
2022-03-01,1.1096607469414186
2022-03-02,1.1095494790022977
2022-03-03,1.1094382222202395
2022-03-04,1.109326976594125
2022-03-07,1.1092157421228355
2022-03-08,1.1091045188052526
2022-03-09,1.108993306640258
2022-03-10,1.108882105626733
2022-03-11,1.10877091576356
2022-03-14,1.1086597370496205
2022-03-15,1.1085485694837967
2022-03-16,1.1084374130649708
2022-03-17,1.108326267792025
2022-03-18,1.1082151336638415
2022-03-21,1.1081040106793032
2022-03-22,1.1079928988372925
2022-03-23,1.107881798136692
2022-03-24,1.1077707085763846
2022-03-25,1.1076596301552533
2022-03-28,1.107548562872181
2022-03-29,1.1074375067260511
2022-03-30,1.1073264617157468
2022-03-31,1.1072154278401514
2022-04-01,1.1071044050981484
2022-04-04,1.1069933934886216
2022-04-05,1.1068823930104545
2022-04-06,1.1067714036625311
2022-04-07,1.106660425443735
2022-04-08,1.1065494583529507
2022-04-11,1.1064385023890622
2022-04-12,1.1062179322343295
2022-04-13,1.1060872597871925
2022-04-14,1.1059566027757919
2022-04-15,1.1058259611983046
2022-04-18,1.1059231867015082
2022-04-19,1.105984783076926
2022-04-20,1.1059991204693518
2022-04-21,1.1060134580476397
2022-04-22,1.1060277958117923
2022-04-25,1.105458347626845
2022-04-26,1.1050452391903454
2022-04-27,1.1043799809818498
2022-04-28,1.1036467387276796
2022-04-29,1.1022982092384812
2022-05-02,1.101223239007947
2022-05-03,1.100149317097175
2022-05-04,1.099076442483835
2022-05-05,1.0980046141465942
2022-05-06,1.0969338310651155
2022-05-09,1.095864092220057
2022-05-10,1.0947953965930708
2022-05-11,1.093727743166802
2022-05-12,1.092661130924888
2022-05-13,1.0915955588519572
2022-05-16,1.0905310259336285
2022-05-17,1.0894675311565096
2022-05-18,1.088405073508197
2022-05-19,1.087343651977274
2022-05-20,1.0862832655533103
2022-05-23,1.0852239132268613
2022-05-24,1.0841655939894668
2022-05-25,1.0831083068336496
2022-05-26,1.0820520507529154
2022-05-27,1.0809968247417514
2022-05-30,1.0799426277956254
2022-05-31,1.0788894589109848
2022-06-01,1.0778373170852553
2022-06-02,1.076786201316841
2022-06-03,1.0757361106051222
2022-06-06,1.0746870439504552
2022-06-07,1.0736390003541714
2022-06-08,1.0725919788185756
2022-06-09,1.071545978346946
2022-06-10,1.070500997943533
2022-06-13,1.0694570366135572
2022-06-14,1.06841409336321
2022-06-15,1.067372167199652
2022-06-16,1.066331257131012
2022-06-17,1.0652913621663853
2022-06-20,1.0642524813158347
2022-06-21,1.0632146135903877
2022-06-22,1.0621777580020364
2022-06-23,1.0611419135637363
2022-06-24,1.0601070792894058
2022-06-27,1.0590732541939247
2022-06-28,1.0580404372931334
2022-06-29,1.0570086276038322
2022-06-30,1.0559778241437803
2022-07-01,1.0549480259316948
2022-07-04,1.0539192319872495
2022-07-05,1.0528914413310744
2022-07-06,1.0518646529847546
2022-07-07,1.0508388659708294
2022-07-08,1.0498140793127912
2022-07-11,1.048790292035085
2022-07-12,1.0477675031631064
2022-07-13,1.0467457117232022
2022-07-14,1.0457249167426685
2022-07-15,1.0447051172497501
2022-07-18,1.0438223933946522
2022-07-19,1.0429404153973005
2022-07-20,1.042377315596847
2022-07-21,1.0418145198227602
2022-07-22,1.0412520279108917
2022-07-25,1.0409736957173399
2022-07-26,1.0407598962733549
2022-07-27,1.0413152492097808
2022-07-28,1.0423390322727475
2022-07-29,1.0433315198673736
2022-08-01,1.0439793521011997
2022-08-02,1.0446275865912553
2022-08-03,1.0452762235873119
2022-08-04,1.0459252633392961
2022-08-05,1.0465747060972899
2022-08-08,1.0472245521115302
2022-08-09,1.0478748016324095
2022-08-10,1.0485254549104759
2022-08-11,1.049176512196433
2022-08-12,1.0498279737411398
2022-08-15,1.0504798397956117
2022-08-16,1.0511321106110192
2022-08-17,1.0517847864386891
2022-08-18,1.0524378675301045
2022-08-19,1.0530913541369042
2022-08-22,1.0537452465108836
2022-08-23,1.0543995449039942
2022-08-24,1.0550542495683441
2022-08-25,1.055709360756198
2022-08-26,1.056364878719977
2022-08-29,1.0570208037122593
2022-08-30,1.0576771359857793
2022-08-31,1.058333875793429
2022-09-01,1.0589910233882573
2022-09-02,1.0596485790234698
2022-09-05,1.0603065429524297
2022-09-06,1.0609649154286573
2022-09-07,1.0616236967058306
2022-09-08,1.062282887037785
2022-09-09,1.0629424866785133
2022-09-12,1.0636024958821664
2022-09-13,1.0642629149030525
2022-09-14,1.0649237439956383
2022-09-15,1.065584983414548
2022-09-16,1.0662466334145644
2022-09-19,1.0669086942506278
2022-09-20,1.0675711661778373
2022-09-21,1.0682340494514504
2022-09-22,1.068897344326883
2022-09-23,1.0695610510597096
2022-09-26,1.0702251699056633
2022-09-27,1.0708897011206362
2022-09-28,1.0715546449606792
2022-09-29,1.072220001682002
2022-09-30,1.0728857715409736
2022-10-03,1.0735519547941224
2022-10-04,1.0742185516981353
2022-10-05,1.0748855625098594
2022-10-06,1.0755529874863012
2022-10-07,1.0762208268846263
2022-10-10,1.07688908096216
2022-10-11,1.0775577499763882
2022-10-12,1.0782268341849557
2022-10-13,1.0788963338456679
2022-10-14,1.07956624921649
2022-10-17,1.079908616653079
2022-10-18,1.0802510926661095
2022-10-19,1.0806936893762027
2022-10-20,1.0811364674254762
2022-10-21,1.0816549768831802
2022-10-24,1.0818805016787172
2022-10-25,1.0819730243200332
2022-10-26,1.0820990851429713
2022-10-27,1.082225160653273
2022-10-28,1.0823512508526494
2022-10-31,1.08250367445071
2022-11-01,1.0824053444221609
2022-11-02,1.0823070233254932
2022-11-03,1.0822087111598957
2022-11-04,1.082110407924557
2022-11-07,1.082012113618666
2022-11-08,1.0819138282414116
2022-11-09,1.0818155517919827
2022-11-10,1.0817172842695684
2022-11-11,1.0816190256733578
2022-11-14,1.08152077600254
2022-11-15,1.0814225352563045
2022-11-16,1.0813243034338402
2022-11-17,1.0812260805343368
2022-11-18,1.0811278665569837
2022-11-21,1.0810296615009705
2022-11-22,1.080931465365487
2022-11-23,1.0808332781497225
2022-11-24,1.080735099852867
2022-11-25,1.0806369304741104
2022-11-28,1.0805387700126423
2022-11-29,1.0804406184676532
2022-11-30,1.0803424758383326
2022-12-01,1.0802443421238712
2022-12-02,1.0801462173234588
2022-12-05,1.080048101436286
2022-12-06,1.0799499944615427
2022-12-07,1.0798518963984198
2022-12-08,1.0797538072461077
2022-12-09,1.0796557270037968
2022-12-12,1.0795576556706779
2022-12-13,1.0794595932459417
2022-12-14,1.0793615397287788
2022-12-15,1.0792634951183804
2022-12-16,1.0791654594139373
2022-12-19,1.0790674326146403
2022-12-20,1.0789694147196809
2022-12-21,1.07887140572825
2022-12-22,1.078773405639539
2022-12-23,1.0786754144527393
2022-12-26,1.078577432167042
2022-12-27,1.0784794587816386
2022-12-28,1.0783814942957208
2022-12-29,1.0782835387084801
2022-12-30,1.0781855920191084
2023-01-02,1.078087654226797
2023-01-03,1.077989725330738
2023-01-04,1.0778918053301234
2023-01-05,1.0777938942241452
2023-01-06,1.0776959920119953
2023-01-09,1.0775980986928657
2023-01-10,1.0775002142659489
2023-01-11,1.077402338730437
2023-01-12,1.0773044720855223
2023-01-13,1.0772066143303973
2023-01-16,1.0768178396819545
2023-01-17,1.0764308052598828
2023-01-18,1.075909464938195
2023-01-19,1.0753883771136765
2023-01-20,1.0750184036968728
2023-01-23,1.0750355717002396
2023-01-24,1.074979980637815
2023-01-25,1.0749243924500547
2023-01-26,1.0748688071368098
2023-01-27,1.0747757919786074
2023-01-30,1.0748491525364459
2023-01-31,1.0749225181016278
2023-02-01,1.0749958886744948
2023-02-02,1.0750692642553887
2023-02-03,1.0751426448446515
2023-02-06,1.075216030442625
2023-02-07,1.075289421049651
2023-02-08,1.0753628166660716
2023-02-09,1.0754362172922285
2023-02-10,1.0755096229284635
2023-02-13,1.0755830335751189
2023-02-14,1.0756564492325364
2023-02-15,1.0757298699010585
2023-02-16,1.0758032955810268
2023-02-17,1.0758767262727835
2023-02-20,1.0759501619766707
2023-02-21,1.0760236026930305
2023-02-22,1.076097048422205
2023-02-23,1.0761704991645364
2023-02-24,1.0762439549203668
2023-02-27,1.0763174156900386
2023-02-28,1.0763908814738938
2023-03-01,1.0764643522722748
2023-03-02,1.0765378280855238
2023-03-03,1.076611308913983
2023-03-06,1.076684794757995
2023-03-07,1.0767582856179019
2023-03-08,1.0768317814940462
2023-03-09,1.0769052823867704
2023-03-10,1.0769787882964166
2023-03-13,1.0770522992233273
2023-03-14,1.0771258151678453
2023-03-15,1.0771993361303127
2023-03-16,1.0772728621110723
2023-03-17,1.0773463931104663
2023-03-20,1.0774199291288376
2023-03-21,1.0774934701665284
2023-03-22,1.0775670162238817
2023-03-23,1.07764056730124
2023-03-24,1.0777141233989458
2023-03-27,1.077787684517342
2023-03-28,1.077861250656771
2023-03-29,1.0779348218175757
2023-03-30,1.078008398000099
2023-03-31,1.0780819792046834
2023-04-03,1.0781555654316717
2023-04-04,1.0782291566814068
2023-04-05,1.0783027529542315
2023-04-06,1.0783763542504887
2023-04-07,1.0784499605705213
2023-04-10,1.0785235719146722
2023-04-11,1.0785971882832843
2023-04-12,1.0786708096767006
2023-04-13,1.078744436095264
2023-04-14,1.0788180675393175
2023-04-17,1.079186096948869
2023-04-18,1.0796347819068244
2023-04-19,1.0799321956667272
2023-04-20,1.0802296913570624
2023-04-21,1.0805272690004
2023-04-24,1.0804686771502983
2023-04-25,1.0806282256843243
2023-04-26,1.0810137231989223
2023-04-27,1.0813993582338353
2023-04-28,1.0820835898897432
2023-05-01,1.082916633046084
2023-05-02,1.0844880144143476
2023-05-03,1.0865594454185736
2023-05-04,1.0886348329685136
2023-05-05,1.0907141846213846
2023-05-08,1.0927975079488388
2023-05-09,1.0948848105369902
2023-05-10,1.0969760999864426
2023-05-11,1.0990713839123178
2023-05-12,1.101170669944283
2023-05-15,1.1032739657265778
2023-05-16,1.105381278918043
2023-05-17,1.1074926171921486
2023-05-18,1.109607988237021
2023-05-19,1.111727399755471
2023-05-22,1.1138508594650232
2023-05-23,1.115978375097942
2023-05-24,1.1181099544012614
2023-05-25,1.1202456051368126
2023-05-26,1.1223853350812523
2023-05-29,1.124529152026091
2023-05-30,1.1266770637777213
2023-05-31,1.1288290781574466
2023-06-01,1.1309852030015095
2023-06-02,1.13314544616112
2023-06-05,1.1353098155024843
2023-06-06,1.137478318906834
2023-06-07,1.1396509642704538
2023-06-08,1.1418277595047106
2023-06-09,1.144008712536083
2023-06-12,1.146193831306189
2023-06-13,1.148383123771816
2023-06-14,1.1505765979049491
2023-06-15,1.1527742616928005
2023-06-16,1.154976123137838
2023-06-19,1.1571821902578148
2023-06-20,1.1593924710857986
2023-06-21,1.1616069736702004
2023-06-22,1.1638257060748043
2023-06-23,1.1660486763787965
2023-06-26,1.168275892676795
2023-06-27,1.1705073630788791
2023-06-28,1.1727430957106184
2023-06-29,1.1749830987131031
2023-06-30,1.1772273802429734
2023-07-03,1.1794759484724489
2023-07-04,1.1817288115893585
2023-07-05,1.1839859777971706
2023-07-06,1.1862474553150226
2023-07-07,1.1885132523777506
2023-07-10,1.19078337723592
2023-07-11,1.193057838155855
2023-07-12,1.1953366434196693
2023-07-13,1.1976198013252954
2023-07-14,1.199995675591389
2023-07-17,1.202410257951052
2023-07-18,1.204724494976577
2023-07-19,1.2070431861332729
2023-07-20,1.2093663399938506
2023-07-21,1.2116939651475203
2023-07-24,1.2137848134516755
2023-07-25,1.2158558408496585
2023-07-26,1.2176635350366374
2023-07-27,1.2194739168434507
2023-07-28,1.2212869902659627
2023-07-31,1.2216477608982776
2023-08-01,1.2221873424519916
2023-08-02,1.2227919924906208
2023-08-03,1.2233969416664252
2023-08-04,1.2240021901273965
2023-08-07,1.2246077380215992
2023-08-08,1.225213585497171
2023-08-09,1.2258197327023235
2023-08-10,1.226426179785341
2023-08-11,1.2270329268945817
2023-08-14,1.2276399741784765
2023-08-15,1.2282473217855305
2023-08-16,1.2288549698643219
2023-08-17,1.2294629185635022
2023-08-18,1.2300711680317966
2023-08-21,1.2306797184180043
2023-08-22,1.2312885698709974
2023-08-23,1.2318977225397223
2023-08-24,1.2325071765731985
2023-08-25,1.2331169321205198
2023-08-28,1.2337269893308531
2023-08-29,1.23433734835344
2023-08-30,1.2349480093375949
2023-08-31,1.2355589724327067
2023-09-01,1.2361702377882384
2023-09-04,1.2367818055537263
2023-09-05,1.2373936758787811
2023-09-06,1.2380058489130876
2023-09-07,1.2386183248064042
2023-09-08,1.239231103708564
2023-09-11,1.2398441857694735
2023-09-12,1.240457571139114
2023-09-13,1.2410712599675406
2023-09-14,1.241685252404883
2023-09-15,1.2422995486013448
2023-09-18,1.2429141487072042
2023-09-19,1.2435290528728136
2023-09-20,1.2441442612485996
2023-09-21,1.2447597739850635
2023-09-22,1.2453755912327813
2023-09-25,1.245991713142403
2023-09-26,1.2466081398646531
2023-09-27,1.2472248715503311
2023-09-28,1.247841908350311
2023-09-29,1.248459250415541
2023-10-02,1.2490768978970443
2023-10-03,1.2496948509459191
2023-10-04,1.250313109713338
2023-10-05,1.2509316743505483
2023-10-06,1.2515505450088724
2023-10-09,1.2521697218397074
2023-10-10,1.2527892049945255
2023-10-11,1.253316569050993
2023-10-12,1.2538441551023876
2023-10-13,1.2547800092329056
2023-10-16,1.255643084355171
2023-10-17,1.2565067531262522
2023-10-18,1.2573694841344285
2023-10-19,1.2582328075029647
2023-10-20,1.2594418060120809
2023-10-23,1.2607663315784872
2023-10-24,1.2620922501175322
2023-10-25,1.2635240458924735
2023-10-26,1.2649574659854002
2023-10-27,1.2674732655137537
2023-10-30,1.2706895918526269
2023-10-31,1.2739140799061488
2023-11-01,1.2771467503853977
2023-11-02,1.2803876240540077
2023-11-03,1.283636721728303
2023-11-06,1.2868940642774302
2023-11-07,1.2901596726234945
2023-11-08,1.2934335677416917
2023-11-09,1.2967157706604444
2023-11-10,1.3000063024615367
2023-11-13,1.3033051842802497
2023-11-14,1.306612437305497
2023-11-15,1.309928082779961
2023-11-16,1.3132521420002294
2023-11-17,1.3165846363169318
2023-11-20,1.319925587134877
2023-11-21,1.3232750159131903
2023-11-22,1.3266329441654514
2023-11-23,1.3299993934598329
2023-11-24,1.3333743854192381
2023-11-27,1.336757941721441
2023-11-28,1.3401500840992242
2023-11-29,1.3435508343405196
2023-11-30,1.3469602142885477
2023-12-01,1.3503782458419584
2023-12-04,1.353804950954971
2023-12-05,1.3572403516375158
2023-12-06,1.3606844699553753
2023-12-07,1.3641373280303257
2023-12-08,1.3675989480402795
2023-12-11,1.3710693522194273
2023-12-12,1.3745485628583811
2023-12-13,1.3780366023043173
2023-12-14,1.3815334929611203
2023-12-15,1.385039257289526
2023-12-18,1.388553917807267
2023-12-19,1.3920774970892162
2023-12-20,1.3956100177675326
2023-12-21,1.399151502531806
2023-12-22,1.4027019741292033
2023-12-25,1.406261455364614
2023-12-26,1.4098299691007976
2023-12-27,1.4134075382585294
2023-12-28,1.4169941858167483
2023-12-29,1.4205899348127045
2024-01-01,1.4241948083421072
2024-01-02,1.427808829559273
2024-01-03,1.4314320216772745
2024-01-04,1.4350644079680897
2024-01-05,1.4387060117627513
2024-01-08,1.4423568564514966
2024-01-09,1.4460169654839177
2024-01-10,1.4492157764331193
2024-01-11,1.452421663641959
2024-01-12,1.4556346427642064
2024-01-15,1.4589545725774746
2024-01-16,1.46228207430037
2024-01-17,1.4650046475181602
2024-01-18,1.4675439113999658
2024-01-19,1.4697139630495186
2024-01-22,1.4713172369594216
2024-01-23,1.473277870317881
2024-01-24,1.4738365548788428
2024-01-25,1.4743954512996615
2024-01-26,1.4749545596606768
2024-01-29,1.4748318003400667
2024-01-30,1.4747090512366192
2024-01-31,1.4745863123494842
2024-02-01,1.4744635836778113
2024-02-02,1.4743408652207501
2024-02-05,1.4742181569774508
2024-02-06,1.4740954589470632
2024-02-07,1.4739727711287371
2024-02-08,1.4738500935216228
2024-02-09,1.47372742612487
2024-02-12,1.4736047689376295
2024-02-13,1.4734821219590513
2024-02-14,1.4733594851882856
2024-02-15,1.473236858624483
2024-02-16,1.473114242266794
2024-02-19,1.472991636114369
2024-02-20,1.4728690401663584
2024-02-21,1.4727464544219133
2024-02-22,1.4726238788801844
2024-02-23,1.4725013135403224
2024-02-26,1.4723787584014785
2024-02-27,1.4722562134628032
2024-02-28,1.472133678723448
2024-02-29,1.4720111541825638
2024-03-01,1.4718886398393018
2024-03-04,1.4717661356928133
2024-03-05,1.4716436417422496
2024-03-06,1.4715211579867622
2024-03-07,1.4713986844255025
2024-03-08,1.471276221057622
2024-03-11,1.4711537678822724
2024-03-12,1.471031324898605
2024-03-13,1.4709088921057722
2024-03-14,1.4707864695029256
2024-03-15,1.4706640570892169
2024-03-18,1.4705416548637982
2024-03-19,1.4704192628258215
2024-03-20,1.4702968809744388
2024-03-21,1.4701745093088023
2024-03-22,1.4700521478280644
2024-03-25,1.4699297965313773
2024-03-26,1.4698074554178935
2024-03-27,1.4696851244867655
2024-03-28,1.4695628037371455
2024-03-29,1.4694404931681866
2024-04-01,1.469318192779041
2024-04-02,1.469195902568862
2024-04-03,1.4690736225368017
2024-04-04,1.4689513526820135
2024-04-05,1.46882909300365
2024-04-08,1.4687068435008646
2024-04-09,1.4685846041728101
2024-04-10,1.4684623750186399
2024-04-11,1.4683401560375071
2024-04-12,1.468217947228565
2024-04-15,1.4682091636079986
2024-04-16,1.4684968294784544
2024-04-17,1.4691584077977393
2024-04-18,1.4698202841672914
2024-04-19,1.4704824587213867
2024-04-22,1.4713605962487584
2024-04-23,1.4726218152295691
2024-04-24,1.4744327761138605
2024-04-25,1.4763829636212245
2024-04-26,1.4781753694370245
2024-04-29,1.4799654048827566
2024-04-30,1.4817576080191182
2024-05-01,1.4835519814711313
2024-05-02,1.4853485278669971
2024-05-03,1.487147249838099
2024-05-06,1.4889481500190074
2024-05-07,1.4907512310474826
2024-05-08,1.49255649556448
2024-05-09,1.494363946214152
2024-05-10,1.496173585643854
2024-05-13,1.4979854165041468
2024-05-14,1.4997994414488012
2024-05-15,1.5016156631348012
2024-05-16,1.5034340842223488
2024-05-17,1.5052547073748674
2024-05-20,1.5070775352590058
2024-05-21,1.5089025705446415
2024-05-22,1.5107298159048859
2024-05-23,1.512559274016087
2024-05-24,1.5143909475578339
2024-05-27,1.5162248392129607
2024-05-28,1.5180609516675503
2024-05-29,1.5198992876109383
2024-05-30,1.521739849735717
2024-05-31,1.5235826407377397
2024-06-03,1.525427663316124
2024-06-04,1.527274920173256
2024-06-05,1.5291244140147946
2024-06-06,1.530976147549675
2024-06-07,1.5328301234901132
2024-06-10,1.534686344551609
2024-06-11,1.5365448134529511
2024-06-12,1.5384055329162203
2024-06-13,1.540268505666794
2024-06-14,1.54213373443335
2024-06-17,1.54400122194787
2024-06-18,1.545870970945645
2024-06-19,1.5477429841652774
2024-06-20,1.5496172643486865
2024-06-21,1.5514938142411117
2024-06-24,1.5533726365911171
2024-06-25,1.5552537341505952
2024-06-26,1.5571371096747708
2024-06-27,1.5590227659222053
2024-06-28,1.5609107056548008
2024-07-01,1.5628009316378038
2024-07-02,1.5646934466398095
2024-07-03,1.5665882534327658
2024-07-04,1.5684853547919775
2024-07-05,1.5703847534961102
2024-07-08,1.572286452327194
2024-07-09,1.5741904540706286
2024-07-10,1.5760967615151864
2024-07-11,1.5780053774530167
2024-07-12,1.5799163046796507
2024-07-15,1.5817047973191873
2024-07-16,1.5834953145633894
2024-07-17,1.5852878587041448
2024-07-18,1.5870824320359354
2024-07-19,1.589821111331515
2024-07-22,1.5913975078068672
2024-07-23,1.5922925297877362
2024-07-24,1.5934844826295178
2024-07-25,1.5946773277392403
2024-07-26,1.595708539357385
2024-07-29,1.5963711784927743
2024-07-30,1.5970340927978535
2024-07-31,1.5976972823868902
2024-08-01,1.5983607473741999
2024-08-02,1.5990244878741453
2024-08-05,1.5996885040011366
2024-08-06,1.6003527958696318
2024-08-07,1.601017363594136
2024-08-08,1.6016822072892023
2024-08-09,1.602347327069431
2024-08-12,1.6030127230494702
2024-08-13,1.6036783953440155
2024-08-14,1.60434434406781
2024-08-15,1.605010569335645
2024-08-16,1.6056770712623587
2024-08-19,1.6063438499628375
2024-08-20,1.6070109055520154
2024-08-21,1.6076782381448742
2024-08-22,1.6083458478564432
2024-08-23,1.6090137348017997
2024-08-26,1.6096818990960686
2024-08-27,1.6103503408544229
2024-08-28,1.6110190601920829
2024-08-29,1.6116880572243173
2024-08-30,1.6123573320664426
2024-09-02,1.613026884833823
2024-09-03,1.6136967156418704
2024-09-04,1.6143668246060452
2024-09-05,1.615037211841855
2024-09-06,1.6157078774648561
2024-09-09,1.6163788215906525
2024-09-10,1.617050044334896
2024-09-11,1.6177215458132868
2024-09-12,1.6183933261415728
2024-09-13,1.6190653854355501
2024-09-16,1.619737723811063
2024-09-17,1.6204103413840039
2024-09-18,1.621083238270313
2024-09-19,1.621756414585979
2024-09-20,1.6224298704470388
2024-09-23,1.6231036059695771
2024-09-24,1.6237776212697272
2024-09-25,1.6244519164636704
2024-09-26,1.6251264916676362
2024-09-27,1.6258013469979025
2024-09-30,1.6264764825707956
2024-10-01,1.6271518985026898
2024-10-02,1.627827594910008
2024-10-03,1.6285035719092213
2024-10-04,1.6291798296168494
2024-10-07,1.62985636814946
2024-10-08,1.6305331876236693
2024-10-09,1.631210288156142
2024-10-10,1.6318876698635918
2024-10-11,1.6325653328627798
2024-10-14,1.6332057519518348
2024-10-15,1.633537204264193
2024-10-16,1.6328990743317497
2024-10-17,1.6322611936803206
2024-10-18,1.6313793008175763
2024-10-21,1.6302808930021244
2024-10-22,1.6291451894969164
2024-10-23,1.6278831904786968
2024-10-24,1.6263794006185712
2024-10-25,1.6248769999145942
2024-10-28,1.623375987083505
2024-10-29,1.621876360843228
2024-10-30,1.6203781199128722
2024-10-31,1.6188812630127294
2024-11-01,1.617385788864274
2024-11-04,1.6158916961901613
2024-11-05,1.6143989837142265
2024-11-06,1.6129076501614839
2024-11-07,1.6114176942581253
