rule_id,param,label,cagr_pct,bench_cagr_pct,excess_cagr_pct,sharpe,max_dd_pct,win_rate_pct,avg_trade_pct,median_trade_pct,trades,avg_holding_days,worst_month,worst_year
H0_BASELINE,60,Hypothesis 0: Fixed 60-Day Baseline,26.806185567621355,15.497724877053098,11.308460690568257,1.5959192985492048,-20.32376135427856,62.365591397849464,6.741123782086234,4.342915520966475,279,60.0,2022-06 (-7.22%),2024 (+5.35%)
H1_TIME_DECAY,10,H1: Fixed 10 Trading Days,4.231151922854193,13.099401047848524,-8.868249124994332,0.5793768144968725,-15.568029838745367,47.92079207920792,0.6130066964436227,-0.48292459271653604,505,10.0,2022-02 (-4.89%),2022 (-7.96%)
H1_TIME_DECAY,20,H1: Fixed 20 Trading Days,9.600413275629993,14.692257406092256,-5.091844130462264,0.9065700082955581,-18.15789005150057,56.268221574344025,1.9726110614072478,1.3915057333670953,343,20.0,2022-02 (-6.10%),2022 (-5.46%)
H1_TIME_DECAY,30,H1: Fixed 30 Trading Days,12.746935042683738,14.692257406092256,-1.9453223634085193,1.0433018600964936,-17.456954766577738,56.04026845637584,3.1318073566944404,2.1625111578725287,298,30.0,2022-06 (-7.67%),2022 (-6.91%)
H1_TIME_DECAY,40,H1: Fixed 40 Trading Days,17.48090585319817,15.076291728263126,2.404614124935045,1.2142945407493637,-14.949092852569512,58.13148788927336,4.443335702038801,2.7256138548904874,289,40.0,2022-06 (-8.01%),2022 (-3.91%)
H1_TIME_DECAY,90,H1: Fixed 90 Trading Days,15.51405116628366,15.573025513562744,-0.058974347279083794,1.1600941434533545,-15.022242037179023,64.74358974358975,7.52618069643864,7.390994320276725,156,90.0,2022-02 (-5.73%),2022 (-1.80%)
H2_SIGNAL_DECAY,Q3_OR_LOWER,H2-A: Next Filing SUE <= Q3,26.806185567621355,15.497724877053098,11.308460690568257,1.5959192985492048,-20.32376135427856,62.365591397849464,6.741123782086234,4.342915520966475,279,60.0,2022-06 (-7.22%),2024 (+5.35%)
H2_SIGNAL_DECAY,Q2_OR_LOWER,H2-B: Next Filing SUE <= Q2,26.806185567621355,15.497724877053098,11.308460690568257,1.5959192985492048,-20.32376135427856,62.365591397849464,6.741123782086234,4.342915520966475,279,60.0,2022-06 (-7.22%),2024 (+5.35%)
H2_SIGNAL_DECAY,SUE_DROP_1SD,H2-C: Next Filing SUE Drops >= 1 SD,26.781922708082885,15.497724877053098,11.284197831029786,1.594967708777951,-20.32376135427856,62.365591397849464,6.736175965429554,4.342915520966475,279,59.97491039426523,2022-06 (-7.22%),2024 (+5.33%)
H3_ABNORMAL_STOP,-0.05,H3: Adverse AR Stop -5%,21.901804706757023,15.675819315657446,6.2259853910995755,1.703684108472617,-15.751450107473952,42.45524296675192,4.377707039594874,-3.143214202414011,391,33.36317135549872,2022-05 (-4.81%),2022 (+1.08%)
H3_ABNORMAL_STOP,-0.075,H3: Adverse AR Stop -7.5%,17.938491252584665,15.687384323715525,2.25110692886914,1.3362606905418164,-19.87832376210844,48.6646884272997,4.212979957534979,-1.1751245469148721,337,41.44807121661721,2022-02 (-6.62%),2022 (-6.20%)
H3_ABNORMAL_STOP,-0.1,H3: Adverse AR Stop -10%,24.401147285326918,15.468765549779828,8.93238173554709,1.6278718693527834,-19.269326811689336,56.35179153094463,6.066530782180998,1.7331780398220162,307,48.192182410423456,2022-05 (-7.19%),2022 (-2.55%)
H3_ABNORMAL_STOP,-0.15,H3: Adverse AR Stop -15%,25.395987853785673,15.497724877053098,9.898262976732575,1.5804581285220682,-19.42323481466548,61.111111111111114,6.341899115508047,4.3281081602611255,288,56.513888888888886,2022-06 (-6.35%),2022 (+4.06%)
H4_ABNORMAL_PROFIT,0.1,H4: Profit Exhaustion +10% AR,21.281410656513454,15.739489216059166,5.541921440454289,1.4747074465934846,-18.44987397604163,66.46706586826348,4.419651118748295,6.906477003526826,334,42.6437125748503,2022-06 (-8.35%),2022 (+1.65%)
