month_end,strategy,nifty500,excess,year,month
2021-08-31,0.01796375835017372,0.048956693126173345,-0.030992934775999625,2021,8
2021-09-30,0.00786078436753046,0.0341270550086219,-0.026266270641091438,2021,9
2021-10-31,-0.02446509767612426,0.0022753468658343046,-0.026740444541958563,2021,10
2021-11-30,0.0333699008981585,-0.02906826452087563,0.06243816541903413,2021,11
2021-12-31,0.03614743117047192,0.0237467018469657,0.012400729323506221,2021,12
2022-01-31,0.0014163192784548695,-0.004984596097678096,0.006400915376132965,2022,1
2022-02-28,-0.029532354393156157,-0.04111530715848666,0.011582952765330501,2022,2
2022-03-31,0.10884151509885287,0.040994691762271884,0.06784682333658099,2022,3
2022-04-30,-0.021167155262274195,-0.0074624861526066955,-0.0137046691096675,2022,4
2022-05-31,-0.046541424595118897,-0.04489848376721106,-0.001642940827907835,2022,5
2022-06-30,-0.06540101506473561,-0.051846369585540786,-0.013554645479194827,2022,6
2022-07-31,0.07126427221696074,0.09546929796714121,-0.024205025750180464,2022,7
2022-08-31,0.06729962272940426,0.04496220760757286,0.022337415121831405,2022,8
2022-09-30,0.014397621080620704,-0.03234573459792944,0.04674335567855015,2022,9
2022-10-31,0.012722327441701653,0.04009953234632668,-0.02737720490462503,2022,10
2022-11-30,0.00460223941908855,0.03385308609958493,-0.02925084668049638,2022,11
2022-12-31,-0.04275879793659676,-0.031186211091705496,-0.011572586844891264,2022,12
2023-01-31,-0.024490578871758872,-0.03322901057360261,0.00873843170184374,2023,1
2023-02-28,-0.005031728229293764,-0.027903317599009103,0.02287158936971534,2023,2
2023-03-31,-0.011204118480910519,0.0026930693069306955,-0.013897187787841214,2023,3
2023-04-30,0.045855691999624026,0.045453140401913616,0.00040255159771040994,2023,4
2023-05-31,0.0344572544918591,0.03593076010788754,-0.0014735056160284365,2023,5
2023-06-30,0.04995296009202477,0.04208950679926926,0.007863453292755507,2023,6
2023-07-31,0.08797571372235469,0.038283627510651286,0.0496920862117034,2023,7
2023-08-31,0.0219078446656793,-0.007896125212497829,0.029803969878177128,2023,8
2023-09-30,-0.006621200825484674,0.02176160904734603,-0.028382809872830705,2023,9
2023-10-31,-0.009501493760802004,-0.028422562252061523,0.01892106849125952,2023,10
2023-11-30,0.1126806415356485,0.07064120801614204,0.04203943351950645,2023,11
2023-12-31,0.0603537985535616,0.08012030275823534,-0.01976650420467374,2023,12
2024-01-31,0.0470258052519652,0.019195384255101144,0.027830420996864058,2024,1
2024-02-29,0.01887093131384665,0.014541387024608499,0.004329544289238152,2024,2
2024-03-31,0.006550343541211534,0.00821799846192528,-0.0016676549207137459,2024,3
2024-04-30,0.04131077179726139,0.036635127362670605,0.004675644434590787,2024,4
2024-05-31,0.0487529099937436,0.005053054693006542,0.043699855300737056,2024,5
2024-06-30,0.08696537149786132,0.0690129031952349,0.017952468302626423,2024,6
2024-07-31,0.06078248178266721,0.04304578518331348,0.01773669659935373,2024,7
2024-08-31,-0.009624141760876781,0.008658864127016441,-0.018283005887893222,2024,8
2024-09-30,0.0014984637337549511,0.021515048736967968,-0.020016585003213017,2024,9
2024-10-31,-0.041877594940565754,-0.06417146486727276,0.02229386992670701,2024,10
2024-11-30,0.010715633960240334,-0.0001035728216101095,0.010819206781850443,2024,11
2024-12-31,-0.01212074812975028,-0.013734737955657383,0.0016139898259071028,2024,12
2025-01-31,-0.0804044794875951,-0.03550774511293653,-0.044896734374658576,2025,1
2025-02-28,-0.11975303488996847,-0.07877335977646904,-0.040979675113499425,2025,2
2025-03-31,0.08252093396191595,0.07336941486552417,0.00915151909639178,2025,3
2025-04-30,0.02044328412753882,0.032357758247010926,-0.011914474119472107,2025,4
2025-05-31,0.03516261829004619,0.03503850422491106,0.00012411406513512802,2025,5
2025-06-30,0.03407280737736951,0.03575352108043384,-0.0016807137030643293,2025,6
2025-07-31,0.0014951720594305051,-0.02973468489067288,0.031229856950103385,2025,7
2025-08-31,0.0003805148430373606,-0.01972511395399068,0.02010562879702804,2025,8
2025-09-30,-0.009548700887974881,0.012070988004692085,-0.021619688892666966,2025,9
2025-10-31,0.038607838989969556,0.042944299532420516,-0.0043364605424509595,2025,10
2025-11-30,-0.038674249521536086,0.009396720426479543,-0.04807096994801563,2025,11
2025-12-31,0.022677066602692753,-0.002575919643006408,0.02525298624569916,2025,12
2026-01-31,-0.012001884057687984,-0.03317966365820402,0.021177779600516033,2026,1
2026-02-28,-0.01504030398945988,0.003784744036915866,-0.018825048026375746,2026,2
2026-03-31,-0.09583192517488837,-0.11390413457159687,0.018072209396708505,2026,3
2026-04-30,0.1356643488505549,0.10500266708235806,0.030661681768196836,2026,4
2026-05-31,0.0523784077525673,-0.0011704517150092908,0.05354885946757659,2026,5
2026-06-30,0.02283978656408947,0.014946815553692039,0.007892971010397432,2026,6
2026-07-31,0.02467104468988479,0.0202233900759492,0.004447654613935592,2026,7
2026-08-31,0.005172253666221316,0.009396565319875316,-0.004224311653654,2026,8
