trade_id,entry_date,symbol,company,sector,filing_timestamp,event_day,entry_price,exit_date,exit_price,holding_sessions,sue,sue_quintile,gross_return,cost,net_return,nifty500_return,excess_vs_nifty500,excess_vs_event_universe_60d,period,result
T0012,2021-08-16,REDINGTON,Redington Limited,Services,2021-08-13 13:07:00,2021-08-13,150.95597001840105,2021-11-12,127.36712646484376,60,1.8469303384083413,5,-0.1562630716140731,0.00585,-0.1621130716140731,0.1071865139153425,-0.2634495855294156,-0.2489368192896653,Discovery,Loss
T0013,2021-08-17,ALLCARGO,Allcargo Logistics Limited,Services,2021-08-13 22:40:00,2021-08-16,52.506988425963314,2021-11-15,85.62057495117188,60,3.889007342148134,5,0.6306510336600217,0.00585,0.6248010336600217,0.1048316812039877,0.525819352456034,0.5379772859844296,Discovery,Win
T0014,2021-08-17,FORTIS,Fortis Healthcare Limited,Healthcare Services,2021-08-13 18:22:00,2021-08-16,255.56709410104432,2021-11-15,274.37847900390625,60,3.583601508619772,5,0.0736064436191632,0.00585,0.0677564436191632,0.1048316812039877,-0.0312252375848245,-0.0190673040564288,Discovery,Win
T0015,2021-08-17,TIINDIA,Tube Investments of India Limited,Automobile,2021-08-13 21:17:00,2021-08-16,1251.6321394559484,2021-11-15,1709.570556640625,60,2.503147994379449,5,0.3658730091284892,0.00585,0.3600230091284891,0.1048316812039877,0.2610413279245014,0.2731992614528971,Discovery,Win
T0016,2021-08-17,THYROCARE,Thyrocare Technologies Limited,Healthcare Services,2021-08-13 18:36:00,2021-08-16,393.98780167488496,2021-11-15,352.6503601074219,60,2.3739376608076364,5,-0.1049206127492605,0.00585,-0.1107706127492605,0.1048316812039877,-0.2097522939532483,-0.1975943604248527,Discovery,Loss
T0017,2021-08-17,VESUVIUS,Vesuvius India Limited,Industrial Manufacturing,2021-08-13 17:47:00,2021-08-16,117.84277336677098,2021-11-15,120.64936065673828,60,2.362507578680566,5,0.023816371677134,0.00585,0.017966371677134,0.1048316812039877,-0.0810153095268537,-0.0688573759984581,Discovery,Win
T0018,2021-08-17,ECLERX,eClerx Services Limited,IT,2021-08-13 21:13:00,2021-08-16,795.4922522737616,2021-11-15,820.2608032226562,60,2.258627436097484,5,0.0311361309655733,0.00585,0.0252861309655733,0.1048316812039877,-0.0736955502384144,-0.0615376167100188,Discovery,Win
T0019,2021-08-17,IGL,Indraprastha Gas Limited,Oil & Gas,2021-08-14 13:03:00,2021-08-16,241.06800245824,2021-11-15,228.0584259033203,60,2.0178018991329365,5,-0.0539664178665657,0.00585,-0.0598164178665657,0.1048316812039877,-0.1587980990705535,-0.1466401655421579,Discovery,Loss
T0020,2021-10-12,TCS,Tata Consultancy Services Limited,IT,2021-10-08 22:08:00,2021-10-11,3219.3965813830355,2022-01-07,3353.95263671875,60,2.0479721148745096,5,0.0417954271660157,0.00585,0.0359454271660156,-0.008613283899263,0.0504087110652787,0.029025970381207,Discovery,Win
T0021,2021-10-18,INFY,Infosys Limited,IT,2021-10-13 18:01:00,2021-10-14,1515.4920945995696,2022-01-12,1649.6990966796875,60,2.380470386099917,5,0.0885567153786959,0.00585,0.0827067153786959,-0.0137383821756686,0.1022950975543646,0.0757872585938872,Discovery,Win
T0022,2021-10-26,TATAELXSI,Tata Elxsi Limited,IT,2021-10-23 14:19:00,2021-10-25,5531.9784135687705,2022-01-20,7056.66845703125,60,3.49805853379933,5,0.2756138815948266,0.00585,0.2697638815948265,-0.0089389115238085,0.2845527931186351,0.2628444248100179,Discovery,Win
T0023,2021-10-27,RAMCOCEM,The Ramco Cements Limited,Cement & Cement Products,2021-10-25 16:01:00,2021-10-26,1000.8792375720226,2022-01-21,927.4541625976562,60,4.371552105856068,5,-0.0733605736017505,0.00585,-0.0792105736017505,-0.0196036643449677,-0.0537569092567827,-0.0861300303865591,Discovery,Loss
T0024,2021-10-28,SANOFI,Sanofi India Limited,Pharma,2021-10-27 11:56:00,2021-10-27,6608.859813156963,2022-01-24,5733.5947265625,60,17.222440795322374,5,-0.1324381377937507,0.00585,-0.1382881377937506,-0.0315189735926562,-0.1009191642010944,-0.1452075945785593,Discovery,Loss
T0025,2021-10-28,CERA,Cera Sanitaryware Limited,Construction,2021-10-26 18:46:00,2021-10-27,5319.322794012377,2022-01-24,4260.72900390625,60,2.654766285792669,5,-0.1990091278720138,0.00585,-0.2048591278720138,-0.0315189735926562,-0.1674901542793576,-0.2117785846568224,Discovery,Loss
T0026,2021-10-28,MAHSCOOTER,Maharashtra Scooters Limited,Automobile,2021-10-26 15:36:00,2021-10-27,4090.5886485066026,2022-01-24,3258.427734375,60,2.394916121604168,5,-0.2034330473281416,0.00585,-0.2092830473281416,-0.0315189735926562,-0.1719140737354854,-0.2162025041129502,Discovery,Loss
T0027,2021-10-28,BSOFT,BIRLASOFT LIMITED,IT,2021-10-27 09:22:00,2021-10-27,381.2069826202444,2022-01-24,421.2642822265625,60,1.883588553592442,5,0.1050801832930297,0.00585,0.0992301832930297,-0.0315189735926562,0.1365991568856859,0.092310726508221,Discovery,Win
T0028,2021-10-29,VTL,Vardhman Textiles Limited,Textiles,2021-10-28 11:48:00,2021-10-28,375.9981454696086,2022-01-25,459.3091430664063,60,2.533277945578293,5,0.221572894974642,0.00585,0.215722894974642,-0.0168821958122609,0.2384550907869029,0.2088034381898334,Discovery,Win
T0029,2021-10-29,KPRMILL,K.P.R. Mill Limited,Textiles,2021-10-28 13:52:00,2021-10-28,448.5382382583143,2022-01-25,626.7219848632812,60,2.517969513109128,5,0.3972543061141433,0.00585,0.3914043061141433,-0.0168821958122609,0.4141365019264043,0.3844848493293347,Discovery,Win
T0030,2021-10-29,PERSISTENT,Persistent Systems Limited,IT,2021-10-28 12:06:00,2021-10-28,1924.871021732604,2022-01-25,1995.1876220703125,60,2.2918440600911856,5,0.0365305516805045,0.00585,0.0306805516805045,-0.0168821958122609,0.0534127474927654,0.0237610948956959,Discovery,Win
T0031,2021-11-11,REDINGTON,Redington Limited,Services,2021-11-10 14:44:00,2021-11-10,129.49417176684182,2022-02-07,138.8956756591797,60,1.7836560376328865,5,0.0726017531450415,0.00585,0.0667517531450415,-0.0350721233396708,0.1076738764847123,0.0871745326020961,Discovery,Win
T0032,2021-11-15,TATASTEEL,Tata Steel Limited,Metals,2021-11-11 20:40:00,2021-11-12,111.6753993509823,2022-02-09,105.41036224365234,60,1.4508983201552443,5,-0.0561004226870028,0.00585,-0.0619504226870028,-0.0369566332747585,-0.0191437894122443,-0.0415276432299483,Discovery,Loss
T0033,2021-11-16,ITDC,India Tourism Development Corporation Limited,Services,2021-11-12 17:29:00,2021-11-15,379.7159186715726,2022-02-10,381.08990478515625,60,1.6884602195735885,5,0.0036184580261753,0.00585,-0.0022315419738246,-0.026614451157458,0.0302329091836334,0.0181912374832298,Discovery,Loss
T0034,2021-11-16,NATIONALUM,National Aluminium Company Limited,Metals,2021-11-12 20:10:00,2021-11-15,78.97077483302864,2022-02-10,101.47313690185548,60,1.6054407745177437,5,0.2849454385676799,0.00585,0.2790954385676799,-0.026614451157458,0.311559889725138,0.2995182180247345,Discovery,Win
T0035,2021-11-16,FINEORG,Fine Organic Industries Limited,Chemicals,2021-11-12 20:30:00,2021-11-15,3715.464478109601,2022-02-10,3934.833984375,60,1.6007111776818104,5,0.0590422832886328,0.00585,0.0531922832886328,-0.026614451157458,0.0856567344460909,0.0736150627456873,Discovery,Win
T0036,2021-11-16,ONGC,Oil & Natural Gas Corporation Limited,Oil & Gas,2021-11-13 13:20:00,2021-11-15,117.99289821742082,2022-02-10,129.79983520507812,60,1.4204931656872497,5,0.1000648103913943,0.00585,0.0942148103913943,-0.026614451157458,0.1266792615488524,0.1146375898484488,Discovery,Win
T0037,2021-11-22,HINDALCO,Hindalco Industries Limited,Metals,2021-11-17 18:06:00,2021-11-18,427.8623959508956,2022-02-15,516.073974609375,60,1.8573413645612769,5,0.2061681033277886,0.00585,0.2003181033277886,-0.0114277511067192,0.2175958544345079,0.2207408827848432,Discovery,Win
T0038,2022-01-13,DELTACORP,Delta Corp Limited,Services,2022-01-12 13:44:00,2022-01-12,276.17121102684484,2022-04-12,303.6447448730469,60,1.3493576039366373,5,0.0994800788396859,0.00585,0.0936300788396859,-0.0353888576144721,0.1348689364541581,0.0923902550474531,Discovery,Win
T0039,2022-01-14,INFY,Infosys Limited,IT,2022-01-12 21:40:00,2022-01-13,1653.6972065268249,2022-04-13,1536.435791015625,60,2.689861687310952,5,-0.070908637354161,0.00585,-0.076758637354161,-0.037624599501602,-0.033284037852559,-0.0779984611463938,Discovery,Loss
T0040,2022-01-19,SONATSOFTW,Sonata Software Limited,IT,2022-01-18 12:38:00,2022-01-18,290.7172128105054,2022-04-20,273.1031494140625,60,1.8694725718843,5,-0.0605883058184244,0.00585,-0.0664383058184244,-0.040213281628696,-0.0203750241897283,-0.0676781296106571,Discovery,Loss
T0041,2022-01-21,TATAELXSI,Tata Elxsi Limited,IT,2022-01-19 16:20:00,2022-01-20,7141.713307231813,2022-04-22,7937.55859375,60,3.0888730538160227,5,0.1114361851675425,0.00585,0.1055861851675425,-0.0188362932124788,0.1302724783800213,0.1043463613753097,Discovery,Win
T0042,2022-01-21,CCL,CCL Products (India) Limited,Consumer Goods,2022-01-20 13:22:00,2022-01-20,431.006680826982,2022-04-22,375.9526062011719,60,2.2878209073590146,5,-0.1277336920165057,0.00585,-0.1335836920165057,-0.0188362932124788,-0.1088973988040269,-0.1348235158087384,Discovery,Loss
T0043,2022-01-24,PERSISTENT,Persistent Systems Limited,IT,2022-01-21 15:15:00,2022-01-21,2061.605234119586,2022-04-25,1938.7293701171875,60,2.033845163522724,5,-0.059602033390681,0.00585,-0.065452033390681,-0.0026542867921193,-0.0569477465985617,-0.0666918571829137,Discovery,Loss
T0044,2022-01-24,HINDUNILVR,Hindustan Unilever Limited,Consumer Goods,2022-01-20 20:54:00,2022-01-21,2157.793487744208,2022-04-25,1938.0836181640625,60,1.757709121405662,5,-0.1018215463287146,0.00585,-0.1076715463287146,-0.0026542867921193,-0.0991672595365953,-0.1089113701209473,Discovery,Loss
T0045,2022-01-25,RELIANCE,Reliance Industries Limited,Oil & Gas,2022-01-21 20:26:00,2022-01-24,1064.1533431011624,2022-04-26,1257.1417236328125,60,1.519434462436538,5,0.1813539202623206,0.00585,0.1755039202623206,0.0044598913175388,0.1768940289447818,0.1742640964700879,Discovery,Win
T0046,2022-01-27,CERA,Cera Sanitaryware Limited,Construction,2022-01-24 16:49:00,2022-01-25,4312.964201453541,2022-04-27,4049.44189453125,60,1.405490821872171,5,-0.0611000450301627,0.00585,-0.0669500450301627,0.0051976539030089,-0.0662976989331717,-0.0681898688223954,Discovery,Loss
T0047,2022-01-28,SRF,SRF Limited,Industrial Manufacturing,2022-01-25 18:47:00,2022-01-27,2352.101124143828,2022-04-28,2476.912353515625,60,1.790992767680367,5,0.0530637174102064,0.00585,0.0472137174102064,0.0129489073404309,0.0401148100697754,0.0459738936179737,Discovery,Win
T0048,2022-01-28,STARCEMENT,Star Cement Limited,Cement & Cement Products,2022-01-25 17:37:00,2022-01-27,94.33702659052726,2022-04-28,92.55147552490234,60,1.426759823795427,5,-0.018927362141433,0.00585,-0.024777362141433,0.0129489073404309,-0.031876269481864,-0.0260171859336658,Discovery,Loss
T0049,2022-01-28,RAYMOND,Raymond Limited,Textiles,2022-01-25 19:32:00,2022-01-27,777.5898430826549,2022-04-28,823.7704467773438,60,1.3333091351553592,5,0.0593894121759768,0.00585,0.0535394121759768,0.0129489073404309,0.0464405048355458,0.052299588383744,Discovery,Win
T0050,2022-01-31,GMDCLTD,Gujarat Mineral Development Corporation Limited,Metals,2022-01-27 20:00:00,2022-01-28,108.68645209787984,2022-04-29,166.64065551757812,60,2.703677918458875,5,0.533223803896979,0.00585,0.527373803896979,-0.0092551327116332,0.5424789366086122,0.5261339801047462,Discovery,Win
T0051,2022-01-31,DRREDDY,Dr. Reddy's Laboratories Limited,Pharma,2022-01-28 15:09:00,2022-01-28,822.2584286435024,2022-04-29,799.4285888671875,60,1.3846652621958178,5,-0.0277647987311941,0.00585,-0.0336147987311942,-0.0092551327116332,-0.0185096660195609,-0.0348546225234269,Discovery,Loss
T0052,2022-01-31,KEI,KEI Industries Limited,Industrial Manufacturing,2022-01-27 18:40:00,2022-01-28,1081.0795104029726,2022-04-29,1201.1510009765625,60,1.3264550059682771,5,0.1110662901462569,0.00585,0.1052162901462569,-0.0092551327116332,0.1203214228578901,0.1039764663540241,Discovery,Win
T0053,2022-02-01,OBEROIRLTY,Oberoi Realty Limited,Construction,2022-01-28 20:59:00,2022-01-31,905.82491314746,2022-05-02,926.8235473632812,60,1.885756469458209,5,0.0231817803982201,0.00585,0.0173317803982201,-0.0251319776134214,0.0483137580116416,0.0814337194642788,Discovery,Win
T0054,2022-02-01,GSFC,Gujarat State Fertilizers & Chemicals Limited,Fertilisers & Pesticides,2022-01-29 14:37:00,2022-01-31,113.53013077541708,2022-05-02,148.19583129882812,60,1.5130030290732104,5,0.3053436148328412,0.00585,0.2994936148328412,-0.0251319776134214,0.3304755924462627,0.3635955538988999,Discovery,Win
T0055,2022-02-01,NAUKRI,Info Edge (India) Limited,IT,2022-01-28 23:24:00,2022-01-31,979.3991357517224,2022-05-02,887.6116943359375,60,1.4026398118566088,5,-0.0937181155927148,0.00585,-0.0995681155927148,-0.0251319776134214,-0.0685861379792933,-0.0354661765266561,Discovery,Loss
T0056,2022-02-01,BEL,Bharat Electronics Limited,Industrial Manufacturing,2022-01-28 18:03:00,2022-01-31,66.36452419313736,2022-05-02,75.78764343261719,60,1.3815818171621923,5,0.1419903081359583,0.00585,0.1361403081359583,-0.0251319776134214,0.1671222857493798,0.200242247202017,Discovery,Win
T0057,2022-02-03,KPITTECH,KPIT Technologies Limited,IT,2022-02-02 11:00:00,2022-02-02,612.536026093685,2022-05-05,532.8610229492188,60,1.4303582629580496,5,-0.1300739870805252,0.00585,-0.1359239870805252,-0.0489168136681663,-0.0811571734123588,-0.0718220480144665,Discovery,Loss
T0058,2022-02-04,ECLERX,eClerx Services Limited,IT,2022-02-02 17:55:00,2022-02-03,817.1676764898492,2022-05-06,746.2737426757812,60,1.9165985110906605,5,-0.0867556755531416,0.00585,-0.0926056755531416,-0.062291810983431,-0.0244638645697106,-0.028503736487083,Discovery,Loss
T0059,2022-02-07,TITAN,Titan Company Limited,Consumer Goods,2022-02-03 20:37:00,2022-02-04,2439.869976772591,2022-05-09,2147.872314453125,60,1.4136437809313886,5,-0.1196775504839461,0.00585,-0.1255275504839461,-0.0590998345729156,-0.0605777159110304,-0.0614256114178874,Discovery,Loss
T0060,2022-02-07,BRIGADE,Brigade Enterprises Limited,Construction,2022-02-03 19:04:00,2022-02-04,371.2097903583612,2022-05-09,310.1302185058594,60,1.3731694773604262,5,-0.1645419206038083,0.00585,-0.1703919206038083,-0.0590998345729156,-0.1054420860308926,-0.1062899815377496,Discovery,Loss
T0061,2022-02-08,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,2022-02-05 15:01:00,2022-02-07,441.8605899600536,2022-05-10,699.5697021484375,60,3.04332225304049,5,0.5832362470065098,0.00585,0.5773862470065098,-0.06738215190768,0.6506183989141898,0.6414881860725684,Discovery,Win
T0062,2022-02-10,REDINGTON,Redington Limited,Services,2022-02-09 13:11:00,2022-02-09,139.53380316170205,2022-05-12,112.94579315185548,60,2.4638673668708257,5,-0.1905488806825858,0.00585,-0.1963988806825858,-0.1089814851576872,-0.0815673955248985,-0.1322969416165271,Discovery,Loss
T0063,2022-02-11,TATAPOWER,Tata Power Company Limited,Power,2022-02-09 17:20:00,2022-02-10,231.99850394242307,2022-05-13,215.37193298339844,60,1.682506260748574,5,-0.0716667162782696,0.00585,-0.0775167162782695,-0.0953442614143829,0.0236775451361133,-0.0134147772122109,Discovery,Loss
T0064,2022-02-14,ABB,ABB India Limited,Industrial Manufacturing,2022-02-10 19:51:00,2022-02-11,2024.7911205319112,2022-05-16,2181.770263671875,60,1.543330010347756,5,0.0775285616121852,0.00585,0.0716785616121852,-0.0575817338407266,0.1351102954529118,0.1357805006782439,Discovery,Win
T0065,2022-02-15,DIVISLAB,Divi's Laboratories Limited,Pharma,2022-02-11 16:22:00,2022-02-14,4151.657557907351,2022-05-17,4174.3076171875,60,6.167210952091265,5,0.0054556665534732,0.00585,-0.0003943334465267,-0.0594033994009003,0.0648590659543736,0.0637076056195319,Discovery,Loss
T0066,2022-02-15,ALLCARGO,Allcargo Logistics Limited,Services,2022-02-11 21:21:00,2022-02-14,81.6564410224814,2022-05-17,77.13172912597656,60,4.066931410882067,5,-0.0554115736596836,0.00585,-0.0612615736596836,-0.0594033994009003,0.0039918257412167,0.002840365406375,Discovery,Loss
T0067,2022-02-16,ASHOKA,Ashoka Buildcon Limited,Construction,2022-02-12 18:50:00,2022-02-15,94.0,2022-05-18,74.5,60,5.685901885501785,5,-0.2074468085106383,0.00585,-0.2132968085106383,-0.0589388704453713,-0.1485079380652669,-0.1491948694445797,Discovery,Loss
T0068,2022-04-19,INFY,Infosys Limited,IT,2022-04-13 20:40:00,2022-04-18,1438.110326839995,2022-07-13,1282.6673583984375,60,2.8845568672679747,5,-0.1080883472849522,0.00585,-0.1139383472849522,-0.0678837345900119,-0.0402046126949402,-0.0283292296297358,Discovery,Loss
T0069,2022-04-25,HCLTECH,HCL Technologies Limited,IT,2022-04-21 20:37:00,2022-04-22,906.5477377866932,2022-07-19,755.9837036132812,60,2.414319643340383,5,-0.1660850586214126,0.00585,-0.1719350586214126,-0.0423464867443603,-0.1237385718770522,-0.0863259409661963,Discovery,Loss
T0070,2022-04-28,VSTIND,VST Industries Limited,Consumer Goods,2022-04-26 19:44:00,2022-04-27,242.6595158470048,2022-07-22,248.09136962890625,60,1.4779970566128815,5,0.0223846724615004,0.00585,0.0165346724615004,-0.0387088554972206,0.0610935279587211,0.1021437901167167,Discovery,Win
T0071,2022-04-29,PERSISTENT,Persistent Systems Limited,IT,2022-04-28 13:13:00,2022-04-28,2105.3475328299974,2022-07-25,1750.49169921875,60,2.502685153571867,5,-0.1685497658119427,0.00585,-0.1743997658119427,-0.0340822614630649,-0.1344675043488777,-0.0887906481567263,Discovery,Loss
T0072,2022-04-29,KPITTECH,KPIT Technologies Limited,IT,2022-04-27 16:16:00,2022-04-28,557.4927727032388,2022-07-25,515.5167236328125,60,1.8002832210580024,5,-0.0752943376591013,0.00585,-0.0811443376591013,-0.0340822614630649,-0.0412120761960363,0.004464779996115,Discovery,Loss
T0073,2022-05-02,VBL,Varun Beverages Limited,Consumer Goods,2022-04-28 15:57:00,2022-04-29,142.47283450604402,2022-07-26,173.4462127685547,60,2.745422941505607,5,0.2173984842085576,0.00585,0.2115484842085576,-0.0403663063319827,0.2577647905405404,0.1426283242602326,Discovery,Win
T0074,2022-05-02,COROMANDEL,Coromandel International Limited,Fertilisers & Pesticides,2022-04-29 11:06:00,2022-04-29,862.5141300313767,2022-07-26,974.0249633789062,60,1.472105280244159,5,0.1292858046783223,0.00585,0.1234358046783223,-0.0403663063319827,0.169652111010305,0.0545156447299971,Discovery,Win
T0075,2022-05-04,GHCL,GHCL Limited,Chemicals,2022-05-01 11:58:00,2022-05-02,586.2634882913954,2022-07-27,611.8222045898438,60,3.708085257184536,5,0.0435959543940498,0.00585,0.0377459543940498,-0.009087530005176,0.0526834843992258,-0.0311742055542752,Discovery,Win
T0076,2022-05-04,MPHASIS,MphasiS Limited,IT,2022-04-29 17:57:00,2022-05-02,2460.3621610238297,2022-07-27,2018.826904296875,60,1.9062522710614889,5,-0.1794594567099092,0.00585,-0.1853094567099092,-0.009087530005176,-0.1703719267047332,-0.2542296166582343,Discovery,Loss
T0077,2022-05-05,JSWENERGY,JSW Energy Limited,Power,2022-05-04 11:06:00,2022-05-04,306.73567431898744,2022-07-28,238.33726501464844,60,6.197984077756785,5,-0.2229881133200326,0.00585,-0.2288381133200326,0.0051127088326212,-0.2281008221526539,-0.2977582732683577,Discovery,Loss
T0078,2022-05-05,GODREJPROP,Godrej Properties Limited,Construction,2022-05-04 11:33:00,2022-05-04,1550.853659555941,2022-07-28,1452.9766845703125,60,4.142599341793558,5,-0.063111676838454,0.00585,-0.068961676838454,0.0051127088326212,-0.0682243856710753,-0.1378818367867791,Discovery,Loss
T0079,2022-05-05,SOLARINDS,Solar Industries India Limited,Chemicals,2022-05-04 13:11:00,2022-05-04,3092.521032859217,2022-07-28,2778.7919921875,60,2.996707204532033,5,-0.101447665945753,0.00585,-0.107297665945753,0.0051127088326212,-0.1065603747783743,-0.1762178258940781,Discovery,Loss
T0080,2022-05-05,BLISSGVS,Bliss GVS Pharma Limited,Pharma,2022-04-30 22:02:00,2022-05-04,76.17891788979011,2022-07-28,75.7645492553711,60,1.5927792462344512,5,-0.005439413500445,0.00585,-0.011289413500445,0.0051127088326212,-0.0105521223330663,-0.0802095734487701,Discovery,Loss
T0081,2022-05-05,ERIS,Eris Lifesciences Limited,Pharma,2022-05-04 12:46:00,2022-05-04,655.6177711549449,2022-07-28,664.4740600585938,60,1.5509727632637904,5,0.0135083112345284,0.00585,0.0076583112345284,0.0051127088326212,0.0083956024019071,-0.0612618487137966,Discovery,Win
T0082,2022-05-06,JSL,Jindal Stainless Limited,Metals,2022-05-03 18:03:00,2022-05-05,169.35292172004068,2022-07-29,116.3781280517578,60,3.0595149790783576,5,-0.3128070843434053,0.00585,-0.3186570843434053,0.0367530883834366,-0.3495601727268419,-0.3875772442917304,Discovery,Loss
T0083,2022-05-09,EXIDEIND,Exide Industries Limited,Automobile,2022-05-05 16:34:00,2022-05-06,143.59105975790345,2022-08-01,154.79458618164062,60,53.37006001786428,5,0.0780238438425517,0.00585,0.0721738438425518,0.0611145853806707,0.016909258461881,0.0032536838942266,Discovery,Win
T0084,2022-05-09,ADANIPOWER,Adani Power Limited,Power,2022-05-05 17:01:00,2022-05-06,59.130001068115234,2022-08-01,64.37000274658203,60,2.8868605362402304,5,0.0886183254492172,0.00585,0.0827683254492172,0.0611145853806707,0.0275037400685465,0.0138481655008921,Discovery,Win
T0085,2022-05-09,FSL,Firstsource Solutions Limited,IT,2022-05-05 21:17:00,2022-05-06,103.42711006944802,2022-08-01,101.25699615478516,60,2.8689749471467185,5,-0.0209820608272405,0.00585,-0.0268320608272405,0.0611145853806707,-0.0820966462079112,-0.0957522207755656,Discovery,Loss
T0086,2022-05-10,DCMSHRIRAM,DCM Shriram Limited,Consumer Goods,2022-05-06 16:57:00,2022-05-09,969.7303957898132,2022-08-02,957.452880859375,60,1.9244208452951133,5,-0.0126607508475987,0.00585,-0.0185107508475987,0.0736614956029719,-0.0863222464505707,-0.0874309107959238,Discovery,Loss
T0087,2022-05-11,GODREJAGRO,Godrej Agrovet Limited,Consumer Goods,2022-05-10 15:08:00,2022-05-10,470.5340352954114,2022-08-03,467.2207946777344,60,3.317353694103612,5,-0.0070414473112383,0.00585,-0.0128914473112383,0.0803271903454885,-0.0873686376567268,-0.0818116072595634,Discovery,Loss
T0088,2022-05-11,SRF,SRF Limited,Industrial Manufacturing,2022-05-09 18:01:00,2022-05-10,2131.8437045429114,2022-08-03,2419.84228515625,60,2.215351562941508,5,0.1350936656376919,0.00585,0.129243665637692,0.0803271903454885,0.0547664752922034,0.0603235056893668,Discovery,Win
T0089,2022-05-11,UPL,UPL Limited,Fertilisers & Pesticides,2022-05-10 11:40:00,2022-05-10,762.4053681965046,2022-08-03,705.427490234375,60,2.0247897489543427,5,-0.0747343609304754,0.00585,-0.0805843609304754,0.0803271903454885,-0.155061551275964,-0.1495045208788005,Discovery,Loss
T0090,2022-05-11,KEI,KEI Industries Limited,Industrial Manufacturing,2022-05-10 15:11:00,2022-05-10,1151.20251530143,2022-08-03,1291.7945556640625,60,1.6655216398382515,5,0.1221262449429412,0.00585,0.1162762449429412,0.0803271903454885,0.0417990545974527,0.0473560849946161,Discovery,Win
T0091,2022-05-12,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,2022-05-10 17:04:00,2022-05-11,597.4537092864612,2022-08-04,658.9374389648438,60,3.494794767098709,5,0.1029096124481554,0.00585,0.0970596124481554,0.1059913480997383,-0.0030817356515828,0.0281394524998303,Discovery,Win
