,strategy,nifty500,excess,trades_entered,window
2021,0.07165017202798785,0.08068648187049376,-0.009036309842505919,37,2021-08-11 to 2021-12-31
2022,0.061690619554077175,0.03018431335938443,0.031506306194692746,120,2022-01-01 to 2022-12-31
2023,0.4070919538565949,0.25764377283746054,0.14944818101913437,120,2023-01-01 to 2023-12-31
2024,0.28295617854280386,0.15164070481724634,0.13131547372555752,110,2024-01-01 to 2024-12-31
2025,-0.03017325625721967,0.06686584373910631,-0.09703909999632598,120,2025-01-01 to 2025-12-31
2026,0.10784304354358576,-0.0079760216659579,0.11581906520954366,60,2026-01-01 to 2026-08-11
