date,strategy_nav,nifty500,strategy_dd,nifty500_dd,positions_held,period
2021-09-30,102.59657519485252,108.47544958941523,-0.010932710546768809,-0.010049028473343546,19,Discovery
2021-10-01,102.89129638465644,108.19656182552582,-0.008091493987734788,-0.012594168538254347,19,Discovery
2021-10-04,103.2092119457646,109.40147226796286,-0.005026675481824006,-0.001598111203548802,19,Discovery
2021-10-05,102.98874269230167,110.11454576245538,-0.00715207709992105,0.0,19,Discovery
2021-10-06,102.18688978185443,109.0656539269487,-0.01488222289835528,-0.009525461220803555,19,Discovery
2021-10-07,102.60809695188173,110.18697010424061,-0.01082163673194625,0.0,19,Discovery
2021-10-08,103.04920710192904,110.72781058692544,-0.006569178795324149,0.0,19,Discovery
2021-10-11,104.07158221458184,111.18037264305609,0.0,0.0,19,Discovery
2021-10-12,103.51272911143847,111.56879771989436,-0.005369891484796274,0.0,20,Discovery
2021-10-13,104.67957965516226,112.64615484396339,0.0,0.0,20,Discovery
2021-10-14,105.02062835554398,113.63955738277886,0.0,0.0,20,Discovery
2021-10-18,105.34133951254607,114.48198579618133,0.0,0.0,21,Discovery
2021-10-19,103.72227946801883,113.55740439806725,-0.015369654990331938,-0.008076217333967017,21,Discovery
2021-10-20,102.39726643185179,112.1939531079411,-0.02794793662504791,-0.019985962615234,21,Discovery
2021-10-21,102.53897551792288,111.61023453235855,-0.026602699449150613,-0.025084743628884243,21,Discovery
2021-10-22,101.28373859603059,110.97643146171059,-0.0385185999655171,-0.030621012643088363,21,Discovery
2021-10-25,100.29649354085275,110.50549308005233,-0.047890467266105796,-0.03473465880657045,21,Discovery
2021-10-26,101.7088551446768,111.69671135837078,-0.03448299010320299,-0.02432936866389901,22,Discovery
2021-10-27,101.87969450195975,111.58645340520519,-0.03286122073826525,-0.025292471744255196,23,Discovery
2021-10-28,100.35810609409998,109.47137436898942,-0.04730558241907101,-0.04376768442951873,27,Discovery
2021-10-29,100.08653996147463,108.72226886365848,-0.04988354596008915,-0.05031112006370331,30,Discovery
2021-11-01,101.63553338673697,110.27741045144508,-0.035179029837262954,-0.036726960276718956,30,Discovery
2021-11-02,103.23235150402783,110.3635269573489,-0.020020516335536698,-0.03597473270742124,30,Discovery
2021-11-03,103.91411337382985,110.13364272819975,-0.013548585439681404,-0.0379827711560069,30,Discovery
2021-11-04,105.07618892109613,110.81212549228736,-0.0025170611336147175,-0.03205622507656036,30,Discovery
2021-11-08,106.35936151097098,111.84444260280834,0.0,-0.02303893643204935,30,Discovery
2021-11-09,106.36994161364196,112.0015421700639,0.0,-0.021666671912326074,30,Discovery
2021-11-10,106.32518197968032,111.85128868486764,-0.00042079212682277767,-0.022979135913987925,29,Discovery
2021-11-11,105.66374815210726,111.0585844464222,-0.006639032144059365,-0.029903406426352475,30,Discovery
2021-11-12,105.98466891410361,112.26853937037664,-0.003622007248417325,-0.01933445170793424,25,Discovery
2021-11-15,106.15598394404067,112.36654643985717,-0.002011448594927523,-0.01847836008095094,20,Discovery
2021-11-16,106.12532451630656,111.88227621418869,-0.002299682538361103,-0.02270845988486825,17,Discovery
2021-11-17,106.09204213966936,111.37458518147523,-0.002612575223383873,-0.02714314040846899,17,Discovery
2021-11-18,104.87179553280276,110.27632949111992,-0.01408429917429832,-0.036736402463781404,17,Discovery
2021-11-22,103.71027714381167,107.92812334477951,-0.025003910216391256,-0.05724798015881749,18,Discovery
2021-11-23,104.55667190097107,108.87288266896311,-0.01704682436751781,-0.04899550866635405,18,Discovery
2021-11-24,104.36818461693956,108.43113021608397,-0.018818821993653034,-0.0528542157791535,18,Discovery
2021-11-25,105.04589375870887,109.18131668174007,-0.012447575272178768,-0.046301337957906696,18,Discovery
2021-11-26,103.27731325268421,105.98599796058821,-0.02907426961077797,-0.07421244291411067,18,Discovery
2021-11-29,102.78181894340217,105.62027305057815,-0.0337324869771255,-0.07740704953686062,18,Discovery
2021-11-30,103.42641788122862,105.56190119301989,-0.027672514318987096,-0.07791692763822566,18,Discovery
2021-12-01,103.79462578416,106.54449412858385,-0.024210935819030777,-0.06933397959858112,18,Discovery
2021-12-02,104.53893053291586,107.90830573881837,-0.017213613667070637,-0.05742108692162662,18,Discovery
2021-12-03,104.30312019006622,107.06047252379014,-0.019430502567002073,-0.06482690897416932,18,Discovery
2021-12-06,103.26535602454298,105.34570912798931,-0.02918668133123048,-0.0798053650506888,18,Discovery
2021-12-07,104.20570554185788,106.90337295653458,-0.020346312491596796,-0.06619917349389248,18,Discovery
2021-12-08,105.19757746459766,108.62390147406957,-0.0110215736819953,-0.05117035908637391,18,Discovery
2021-12-09,105.22079658049368,109.00836302971561,-0.010803287241824444,-0.047812087887877164,18,Discovery
2021-12-10,105.20139944009867,109.21302485127788,-0.010985642708986942,-0.04602436713741209,18,Discovery
2021-12-13,105.43233007856125,108.55904385456039,-0.008814628652202283,-0.05173689031011286,18,Discovery
2021-12-14,106.15601766836524,108.40770940903899,-0.0020111315474227176,-0.053058796498837046,18,Discovery
2021-12-15,105.94387903406486,107.75805225362211,-0.0040054791148108615,-0.05873355092328847,18,Discovery
2021-12-16,106.37434512795568,107.63806565753016,0.0,-0.05978163368720546,18,Discovery
2021-12-17,105.53494032538242,105.74061996677848,-0.007891045548280906,-0.07635581937725633,18,Discovery
2021-12-20,103.43954488806064,103.05659547942395,-0.027589361291623593,-0.09980076985298503,18,Discovery
2021-12-21,104.71357969190367,104.21466430777102,-0.015612462140700334,-0.08968504011355805,18,Discovery
2021-12-22,105.5832366747376,105.4999261343778,-0.007437023017781708,-0.07845827969646513,18,Discovery
2021-12-23,106.04116848690055,106.3048812565083,-0.0031321146151767065,-0.07142699773072769,18,Discovery
2021-12-24,105.79496324206592,105.68044650867832,-0.0054466317531057795,-0.07688143445705853,18,Discovery
2021-12-27,106.25154323533421,106.13300856480899,-0.0011544314794488253,-0.07292830547363582,18,Discovery
2021-12-28,106.62754317188603,107.14370646882692,0.0,-0.06409986057037098,18,Discovery
2021-12-29,106.59757795287386,107.11163797918071,-0.00028102700410037595,-0.0643799787865531,18,Discovery
2021-12-30,106.69075022953831,106.9577812929006,0.0,-0.06572391674508926,18,Discovery
2021-12-31,107.16501720279878,108.06864818704938,0.0,-0.056020495840716555,18,Discovery
2022-01-03,108.43656734168793,109.57046239879509,0.0,-0.0429021506154732,18,Discovery
2022-01-04,108.90545741003832,110.39307320623644,0.0,-0.03571664626105131,18,Discovery
2022-01-05,108.93042972075438,110.95265033455723,0.0,-0.030828740758459428,18,Discovery
2022-01-06,108.63172278506626,110.18660978413224,-0.002742180825448526,-0.037520103989953424,18,Discovery
2022-01-07,109.5671667898022,110.60782399083347,0.0,-0.033840798431338026,18,Discovery
2022-01-10,110.23722302262478,111.66716510948326,0.0,-0.024587455110269052,17,Discovery
2022-01-11,109.86565711538823,111.91938918535227,-0.0033706029329158005,-0.022384278129062185,17,Discovery
2022-01-12,110.52258277514181,112.90918852308391,0.0,-0.013738382175668695,17,Discovery
2022-01-13,111.04908222800331,113.2922087982964,0.0,-0.010392700559921697,17,Discovery
2022-01-14,111.25024094408253,113.35958865856428,0.0,-0.009804137566370663,18,Discovery
2022-01-17,111.47616795383759,113.7260342087911,0.0,-0.006603236152245784,18,Discovery
2022-01-18,110.17337383465735,112.2260215975873,-0.011686750119718203,-0.019705844399051986,18,Discovery
2022-01-19,110.57737443907094,111.50105753951811,-0.008062651697346102,-0.026038404522178094,19,Discovery
2022-01-20,110.56199119988801,110.69826433803792,-0.008200647463304844,-0.033050802113790856,19,Discovery
2022-01-21,109.40317970309086,109.39895002720417,-0.01859579754845142,-0.04440031096269392,20,Discovery
2022-01-24,105.81325943508158,106.02094901110146,-0.05079927506210147,-0.07390714553242916,21,Discovery
2022-01-25,106.44644700023763,106.88679823154892,-0.0451192487678872,-0.0663439536955146,18,Discovery
2022-01-27,106.12546263236375,105.78782190097684,-0.04799864777994134,-0.07594351054220183,16,Discovery
2022-01-28,106.59058997534277,106.10166071537954,-0.043826210284856115,-0.07320212889844291,19,Discovery
2022-01-31,107.31679708263906,107.52996962501487,-0.03731174965505568,-0.060725852393436974,22,Discovery
2022-02-01,108.18152685550604,108.93341644717167,-0.02955466768193782,-0.04846674619086433,26,Discovery
2022-02-02,109.28655114028145,110.2100305911772,-0.01964201724679715,-0.03731552327026999,26,Discovery
2022-02-03,108.28332874009048,109.07538256987507,-0.028641451104322813,-0.04722667229001365,27,Discovery
2022-02-04,108.79738954813783,108.71181958051534,-0.0240300546284391,-0.05040239453863893,28,Discovery
2022-02-07,108.12860277066503,107.16352407478804,-0.03002942462606706,-0.06392675380756185,30,Discovery
2022-02-08,107.49507482160861,107.0658773254159,-0.035712504343327955,-0.06477969803885775,30,Discovery
2022-02-09,108.74032873578304,108.21385719072825,-0.024541920199369183,-0.05475209537867887,30,Discovery
2022-02-10,109.6073893738371,108.90459083850092,-0.016763929136623723,-0.04871853784585933,30,Discovery
2022-02-11,107.35051592654558,107.31269659965915,-0.03700927384766617,-0.06262373199296245,27,Discovery
2022-02-14,103.60982891355005,103.77507377554221,-0.07056520855242365,-0.09352486285223294,28,Discovery
2022-02-15,107.02675221681388,106.69474761378008,-0.039913605021534404,-0.06802151559691938,30,Discovery
2022-02-16,107.19253838174807,106.5819674198558,-0.038426415714822304,-0.06900665044708754,30,Discovery
2022-02-17,106.79688654346813,106.4533331411626,-0.04197562130326504,-0.0701302707075031,30,Discovery
2022-02-18,105.67523908122978,106.0112203681751,-0.05203739040446731,-0.07399212521598997,30,Discovery
2022-02-21,104.15998322011882,105.192573081926,-0.06563003436526826,-0.08114300821785014,30,Discovery
2022-02-22,103.02100902995215,104.41392132770753,-0.07584723335113863,-0.08794453029840466,30,Discovery
2022-02-23,104.71605351899423,104.54291592650912,-0.060641790608040425,-0.08681776264230157,30,Discovery
2022-02-24,99.16846133204454,99.2732343413889,-0.11040661737573976,-0.13284842457108859,30,Discovery
2022-02-25,103.37675266274205,102.24011011382512,-0.07265602540669969,-0.10693276848072064,30,Discovery
2022-02-28,104.14747939885613,103.10884189513965,-0.06574220023437005,-0.09934439747830648,30,Discovery
2022-03-02,104.42123996556536,102.32946950070443,-0.06328642361651404,-0.10615221435023592,30,Discovery
2022-03-03,104.87693844204387,101.8693407222977,-0.05919856802510892,-0.11017143864309475,30,Discovery
2022-03-04,103.62401263115686,100.11962627598359,-0.07043797312742506,-0.12545519210129574,30,Discovery
2022-03-07,101.90663802290369,97.74944060303173,-0.08584372881293023,-0.14615876093326574,30,Discovery
2022-03-08,102.98581559724951,98.77635291192696,-0.07616293699747512,-0.1371886832240662,30,Discovery
2022-03-09,105.26346994606892,100.74261974338003,-0.055731176643436076,-0.12001334495771465,30,Discovery
2022-03-10,106.46741057468891,102.25164035729341,-0.04493119445245741,-0.10683205181872257,30,Discovery
2022-03-11,107.47026094161643,102.59862862166749,-0.03593509792945171,-0.10380110977171941,30,Discovery
2022-03-14,108.01973975484435,103.5891485996159,-0.031005983273703297,-0.0951489190269511,30,Discovery
2022-03-15,106.81329591854667,102.44513225549579,-0.04182842055731428,-0.10514190033456816,30,Discovery
2022-03-16,108.21986603728139,104.36167491199183,-0.029210745007889338,-0.0884009026730832,30,Discovery
2022-03-17,110.56253407987664,106.09049079201964,-0.008195777543584803,-0.07329969816475346,30,Discovery
2022-03-21,110.86718064634253,105.23040669330635,-0.005462937223920661,-0.08081253167066904,30,Discovery
2022-03-22,111.5361837079502,106.1074258371137,0.0,-0.07315177056744404,30,Discovery
2022-03-23,111.36068365023502,105.89916081446758,-0.0015734809268238559,-0.07497096527478342,30,Discovery
2022-03-24,112.65984283895587,105.92942770357186,0.0,-0.07470658403703856,30,Discovery
2022-03-25,112.49522811449437,105.58604264028165,-0.0014611659337818717,-0.0777060521271673,30,Discovery
2022-03-28,112.91530419956099,105.76007725263123,0.0,-0.07618586001013461,30,Discovery
2022-03-29,113.86866846261232,106.3801881591606,0.0,-0.07076919203205312,30,Discovery
2022-03-30,115.11695395991835,107.35305245179818,0.0,-0.06227122367596927,30,Discovery
2022-03-31,115.48304885035421,107.33575708659573,0.0,-0.062422298668966314,30,Discovery
2022-04-01,116.66550874415461,108.72515142452555,0.0,-0.05028594089820382,30,Discovery
2022-04-04,118.23020214209082,110.86473222811146,0.0,-0.031596705306194295,30,Discovery
2022-04-05,119.15078033402338,110.91013256176787,0.0,-0.031200133449577172,30,Discovery
2022-04-06,119.50268264956428,110.45901178607073,0.0,-0.03514067285025002,30,Discovery
2022-04-07,118.29216207701411,109.54632095153333,-0.010129651868150513,-0.04311302612653156,30,Discovery
2022-04-08,119.710588287648,110.56350461750219,0.0,-0.034227928100892924,30,Discovery
2022-04-11,119.57956673902241,110.4417164208683,-0.001094485880486662,-0.03529174784324707,30,Discovery
2022-04-12,118.10055088129738,109.28292695230444,-0.013449415205294302,-0.04541377237404898,30,Discovery
2022-04-13,118.06444386266774,109.09447953561944,-0.013751034461753742,-0.04705986031857945,29,Discovery
2022-04-18,116.52673584964823,107.56311907498622,-0.026596247529495187,-0.060436291990192736,28,Discovery
2022-04-19,114.89152585957065,106.12616248274969,-0.040255941408439244,-0.07298810599169714,29,Discovery
2022-04-20,115.31790033176112,107.01723411078403,-0.03669423080046896,-0.06520459645666199,29,Discovery
2022-04-21,116.5535352587284,108.48481791223324,-0.026372379202862506,-0.0523852538217251,28,Discovery
2022-04-22,115.69894707975511,107.33827932735443,-0.033511164428107754,-0.06240026689915423,28,Discovery
2022-04-25,113.44621691150294,105.73953900645334,-0.05232930073898423,-0.07636526156431855,27,Discovery
2022-04-26,114.73377165911612,107.36350173494134,-0.041573737960198476,-0.062179949201033535,25,Discovery
2022-04-27,114.21942131529718,106.33767038637126,-0.04587035324858901,-0.07114058472317075,24,Discovery
2022-04-28,114.42125612874896,107.47556128864883,-0.04418433017962875,-0.061201109142240306,24,Discovery
2022-04-29,113.03860122517797,106.53476548565746,-0.05573431020519393,-0.06941895928214192,23,Discovery
2022-05-02,112.20808393993127,106.19570426366785,-0.06267201970212732,-0.07238065862402154,22,Discovery
2022-05-04,110.81188726778308,103.72426864026001,-0.07433512062009562,-0.09396864564416174,20,Discovery
2022-05-05,111.12872388217599,103.73976240492053,-0.07168843231186017,-0.09383330762960185,25,Discovery
2022-05-06,109.33565424732204,101.93996346354102,-0.08666680356959267,-0.10955454908835682,25,Discovery
2022-05-09,108.05086552259083,100.83017752971742,-0.09739926043167102,-0.11924852780566719,27,Discovery
2022-05-10,107.00782221049525,99.85154811534568,-0.10611230183440212,-0.1277968544927499,26,Discovery
2022-05-11,105.12476835777196,99.24512937293491,-0.12184235445262648,-0.13309392143470888,29,Discovery
2022-05-12,103.63525955867676,97.03600678843085,-0.1342849363528683,-0.1523906043943939,30,Discovery
2022-05-13,104.02999374905737,97.08104680197889,-0.1309875322048567,-0.15199717993346407,30,Discovery
2022-05-16,104.6197370075325,97.79952509809716,-0.12606112371492373,-0.14572127293271175,30,Discovery
2022-05-17,107.71695427620365,100.35671690730044,-0.10018858133605779,-0.12338420573896136,30,Discovery
2022-05-18,108.34936372105676,100.30014665028413,-0.09490576171333964,-0.12387834686188903,30,Discovery
2022-05-19,105.74232713406799,97.65323513409314,-0.11668358959206016,-0.14699911558181178,29,Discovery
2022-05-20,108.19198683744249,100.13331844010219,-0.09622040635643614,-0.1253355910651731,30,Discovery
2022-05-23,107.10658291764904,99.70633911166681,-0.10528730624657268,-0.1290652549547877,30,Discovery
2022-05-24,105.58387673028045,99.06821219971823,-0.11800720186440838,-0.13463929271724107,30,Discovery
2022-05-25,102.03036300762474,97.91879105397236,-0.14769140752645982,-0.1446794849601697,30,Discovery
2022-05-26,103.51680648037218,98.8902140661764,-0.13527443176842802,-0.1361941061868357,30,Discovery
2022-05-27,105.23321361131515,99.97549823262986,-0.12093645920063245,-0.1267141503762712,30,Discovery
2022-05-30,107.64993268849699,102.00518140315857,-0.10074844482570688,-0.10898487046893046,30,Discovery
2022-05-31,107.77762368991863,101.75151604685604,-0.09968178060453681,-0.11120063703288707,30,Discovery
2022-06-01,107.77235946099854,101.48704108730196,-0.09972575523531424,-0.11351082546746694,30,Discovery
2022-06-02,107.9204664372499,102.09994559166364,-0.09848854657758477,-0.10815710540313406,30,Discovery
2022-06-03,107.98125877559161,101.45100907646354,-0.09798071899765814,-0.11382556503621077,30,Discovery
2022-06-06,108.326891133703,101.27949670487261,-0.09509348602139978,-0.11532372538343139,30,Discovery
2022-06-07,108.069134016783,100.42553804800185,-0.09724665493157714,-0.12278305316266047,30,Discovery
2022-06-08,107.85718093285898,100.07458626243555,-0.09901720077013498,-0.12584861656222557,30,Discovery
2022-06-09,108.52992048047254,100.72460373796082,-0.09339748444231066,-0.12017071474208663,30,Discovery
2022-06-10,107.49422992803463,99.31683307450339,-0.10204910471460671,-0.13246758969290862,30,Discovery
2022-06-13,104.18040954238215,96.68757724362324,-0.12973103688997822,-0.1554341360241468,30,Discovery
2022-06-14,103.03802134891254,96.48147414162742,-0.13927395376817953,-0.1572344463573616,30,Discovery
2022-06-15,104.00507834809282,96.42778644547818,-0.13119566250745507,-0.1577034083147899,30,Discovery
2022-06-16,100.81945314041545,94.32603925327263,-0.15780671883292197,-0.17606216735961822,30,Discovery
2022-06-17,99.53681211593232,93.64539456853468,-0.1685212349240226,-0.18200759781318943,30,Discovery
2022-06-20,96.62852991307001,93.32831287315652,-0.1928155120173246,-0.18477730601813525,30,Discovery
2022-06-21,99.1702861861535,95.42645686427824,-0.17158300193245224,-0.16645002093018135,30,Discovery
2022-06-22,97.97686137246416,94.02733388342203,-0.18155225219477422,-0.17867135838450476,30,Discovery
2022-06-23,98.96672393006878,94.97173288749725,-0.17328345515882504,-0.17042203428772862,30,Discovery
2022-06-24,99.4457905583913,96.0072928789937,-0.16928158168067142,-0.1613764190820306,30,Discovery
2022-06-27,101.23822347745542,96.88683426355975,-0.15430852921552807,-0.1536936262089934,30,Discovery
2022-06-28,101.59203236705396,97.02880038626316,-0.15135299374736721,-0.15245355230814261,30,Discovery
2022-06-29,101.49521018251147,96.69442332568255,-0.15216179592541557,-0.15537433550608548,30,Discovery
2022-06-30,100.72885769933286,96.47606934000166,-0.1585635060342755,-0.15728165729267318,30,Discovery
2022-07-01,100.4916880088398,96.5257935149587,-0.16054469829041218,-0.1568473166878066,30,Discovery
2022-07-04,100.65063046156911,97.08933416447172,-0.1592169756970908,-0.151924789832653,30,Discovery
2022-07-05,100.38358731012605,97.01150502106071,-0.16144771531054414,-0.15260462730113966,30,Discovery
2022-07-06,101.27090072985567,98.23262986837507,-0.15403556044252587,-0.14193810331641088,30,Discovery
2022-07-07,102.77474834046667,99.20044967949528,-0.14147319956766768,-0.1334841984999512,30,Discovery
2022-07-08,102.99095504269822,99.65193077530078,-0.13966712121382963,-0.12954051170359082,30,Discovery
2022-07-11,103.7880449398892,100.07422594232717,-0.133008646733062,-0.12585176395791298,30,Discovery
2022-07-12,103.40239403085599,99.29701546854226,-0.136230173872387,-0.13264069645571774,30,Discovery
2022-07-13,103.38946187015574,98.92192223571422,-0.13633820241760775,-0.1359171353663411,30,Discovery
2022-07-14,102.32297679365263,98.74680666303945,-0.14524706412949318,-0.13744676967043623,30,Discovery
2022-07-15,103.18810652975117,99.37772717282034,-0.13802022021807792,-0.1319356798217315,30,Discovery
2022-07-18,104.40015830907245,100.77721047378492,-0.1278953699716745,-0.11971119497172067,30,Discovery
2022-07-19,105.02832723626368,101.26184101956177,-0.12264797342825584,-0.11547794777211595,30,Discovery
2022-07-20,105.98491800689074,102.07436286396836,-0.11465711159798475,-0.10838057049694227,30,Discovery
2022-07-21,106.44044231343915,102.84833045677779,-0.11085189843293164,-0.10161996456032463,30,Discovery
2022-07-22,106.57043249717132,103.31530531724384,-0.10976602803841118,-0.09754093974940437,30,Discovery
2022-07-25,106.78135996399286,102.90381975346898,-0.10800404967176336,-0.10113526562445907,30,Discovery
2022-07-26,105.9592960134969,101.90897593421997,-0.11487114440627966,-0.1098252251174765,28,Discovery
2022-07-27,106.9217502987664,102.78167123672671,-0.1068313018239605,-0.10220223276250073,27,Discovery
2022-07-28,107.49434618084118,104.27015360446221,-0.10204813359911724,-0.08920034117769249,30,Discovery
2022-07-29,107.90722643452162,105.68657195052084,-0.09859914667501701,-0.07682792873037203,26,Discovery
2022-08-01,109.16921588450472,106.99237202330552,-0.08805714309759982,-0.06542176675909517,30,Discovery
2022-08-02,110.07634133661442,107.20676248779417,-0.08047948881417089,-0.06354906632506929,30,Discovery
2022-08-03,109.16132075594824,107.2172117709373,-0.08812309489576076,-0.06345779185013367,30,Discovery
2022-08-04,109.7341142192319,107.320983962152,-0.08333827618024914,-0.06255134189215128,29,Discovery
2022-08-05,109.92969618055146,107.37827485938507,-0.08170448618625448,-0.06205090597784868,30,Discovery
2022-08-08,110.47450774973244,108.04810994087148,-0.07715341366231143,-0.0561998973949005,30,Discovery
2022-08-10,111.41013674092255,107.99370160450543,-0.06933765563644723,-0.05667515414370383,30,Discovery
2022-08-11,111.5483858044734,108.78172168154188,-0.06818279485488754,-0.049791799775275924,30,Discovery
2022-08-12,111.93150791617997,109.10889233995482,-0.0649823919733481,-0.04693396449108189,30,Discovery
2022-08-16,112.61960672363342,110.11742832332246,-0.05923437237628415,-0.03812440396194172,30,Discovery
2022-08-17,112.62657398652323,110.82761925694786,-0.05917617148537324,-0.03192088706200058,30,Discovery
2022-08-18,113.00326731838506,111.01174283233226,-0.056029471287420085,-0.030312567865719453,30,Discovery
2022-08-19,111.26802205237793,109.80142758826943,-0.0705248078389169,-0.040884669979825206,30,Discovery
2022-08-22,110.77887463119174,108.10864371908005,-0.07461089101821627,-0.05567113491941089,30,Discovery
2022-08-23,112.16650840921704,108.74821191146215,-0.06301932006468447,-0.05008450757420768,30,Discovery
2022-08-24,113.27691842355125,109.10781137962967,-0.0537435322649783,-0.04694340667814412,30,Discovery
2022-08-25,113.10670800307614,108.82135689346416,-0.055165381601029684,-0.04944558624965767,30,Discovery
2022-08-26,113.86373304997758,109.15933715512863,-0.04884158804416883,-0.046493329094840496,30,Discovery
2022-08-29,113.42440247970265,107.89965805621715,-0.05251152715781926,-0.0574966244181252,30,Discovery
2022-08-30,115.16934206334133,110.43847353989284,-0.03793520931828254,-0.035320074404434076,30,Discovery
2022-09-01,115.43280434860583,109.61802465310183,-0.03573438239868343,-0.042486694384731294,30,Discovery
2022-09-02,116.66054029863359,109.54884319229204,-0.025478514746628433,-0.04309099435671948,30,Discovery
2022-09-05,116.99577508065275,110.21759731345328,-0.022678137713866398,-0.03724942796083386,30,Discovery
2022-09-06,118.1500481304764,110.35199671388061,-0.013035940926309997,-0.03607544936941931,30,Discovery
2022-09-07,119.81869539468923,110.39775736764541,0.0,-0.03567573011711456,30,Discovery
2022-09-08,119.86024303251503,111.27189395058572,0.0,-0.028040148179388935,30,Discovery
2022-09-09,119.83766671542743,111.4643048884629,-0.00018835534215855265,-0.02635943888229686,30,Discovery
2022-09-12,120.8703862469725,112.25700912690834,0.0,-0.01943516836993231,30,Discovery
2022-09-13,120.84208228829239,112.9232410073109,-0.0002341678516877277,-0.013615633743858546,30,Discovery
2022-09-14,121.20562534576686,112.64111036244601,0.0,-0.016080044567122864,30,Discovery
2022-09-15,121.52551421702402,112.27826801330303,0.0,-0.019249472024373437,30,Discovery
2022-09-16,119.09891541891606,109.85403432409353,-0.019967813456641448,-0.04042515020945914,30,Discovery
2022-09-19,118.64866812100078,110.21147187161074,-0.023672774516186545,-0.037302933687520246,30,Discovery
2022-09-20,119.89333397621331,111.48556377485758,-0.01343076185545622,-0.026173742536737876,30,Discovery
2022-09-21,118.92089427360632,110.69934529836307,-0.02143270045141532,-0.03304135992672863,30,Discovery
2022-09-22,120.75223669141299,110.51233916211163,-0.006363087871655404,-0.03467485828850925,30,Discovery
2022-09-23,118.95826864656387,108.51148160025367,-0.02112515702567186,-0.052152346540854766,30,Discovery
2022-09-26,114.9834009243933,106.1193164006904,-0.0538332492133925,-0.07304790650975845,30,Discovery
2022-09-27,115.47818507020504,106.13084664415867,-0.049761806693691235,-0.0729471898477605,30,Discovery
2022-09-28,115.14654144468273,105.3619235328666,-0.05249081078521112,-0.07966373224475398,30,Discovery
2022-09-29,115.24736431272625,105.23148765363149,-0.051661167161046295,-0.08080308948360682,30,Discovery
2022-09-30,116.82750661047369,106.866259985371,-0.03865861121279013,-0.06652335524969855,30,Discovery
2022-10-03,116.29354028070107,105.49091813166818,-0.04305247313728322,-0.07853696458865111,30,Discovery
2022-10-04,118.01563082389606,107.84957356115173,-0.02888186415619609,-0.057934112418679184,30,Discovery
2022-10-06,119.49141754253989,108.47833215028231,-0.01673802153884807,-0.052441906944099115,30,Discovery
