round_trip_cost,full_cagr,full_excess,full_sharpe_rf0,full_max_dd,holdout_cagr,holdout_excess
0.003,0.18416048001819063,0.07132589900026498,1.1503883138164466,-0.23288790134925175,0.09890697832742501,0.019972508803888234
0.00585,0.1715503419846145,0.058715760966688846,1.0827253289776209,-0.23675277740943423,0.08708503330676232,0.00815056378322554
0.01,0.15342996006713405,0.0405953790492084,0.9840899233755476,-0.2423435675363773,0.07010027120489593,-0.008834198318640851
