symbol,event_date,entry_date,entry_open,event_src,ret_5d,xs_nifty_5d,ret_10d,xs_nifty_10d,ret_30d,xs_nifty_30d,ret_6m,xs_nifty_6m,ym,xs_univ_5d,xs_univ_10d,xs_univ_30d,xs_univ_6m,period,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words,sdate,surprise
POLICYBZR,2026-02-06,2026-02-09,1520.0,filing_date,-0.011249983938116825,-0.0023429013401790044,-0.015789473684210575,-0.0074101869263970555,-0.038552615517064126,0.07192138737103482,0.1401315789473685,0.14022658219859085,2026-02,-0.010281707070904846,0.0033143399696866985,0.09340621497646312,0.0630763897991551,holdout,PB Fintech Limited,,2026-02-06,,https://nsearchives.nseindia.com/corporate/POLICYBZR_06022026125308_TranscriptofEarningsCallQ306022026.pdf,pymupdf,whole,11147,0.12,,0.12,25,0,17,1.543630255153001,180,16.344320348678835,79,7.17334059747571,28,2.5424498320167075,9,0.8172160174339417,77,6.991737038045946,53,4.812494324888768,2,0.1816035594297648,0,0.0,1,0.0908017797148824,5,0.454008898574412,11013,,,,,,,,,,,,,,,,,,,,,,,,,
NAVNETEDUL,2026-02-06,2026-02-09,159.8791577840886,filing_date,-0.021782206445576824,-0.012875123847639003,-0.05278468262178504,-0.04440539586397152,-0.22469062093588743,-0.11421661804778849,-0.16968539339396327,-0.1695903901427409,2026-02,-0.020813929578364844,-0.033680868967887766,-0.09273179044236018,-0.24674058254217668,holdout,Navneet Education Limited,,2026-02-06,,https://nsearchives.nseindia.com/corporate/NAVNETEDUL_06022026133256_NEL-137.pdf,pymupdf,whole,6803,0.0,,0.0,75,0,33,4.96016834510747,53,7.966330978505937,43,6.463249661806704,2,0.3006162633398467,24,3.60739516007816,70,10.521569216894632,32,4.809860213437547,0,0.0,1,0.1503081316699233,0,0.0,5,0.7515406583496167,6653,,,,,,,,,,,,,,,,,,,,,,,,,
ADSL,2026-02-10,2026-02-11,128.18655240567358,filing_date,-0.038000025035230256,-0.032229108352971214,-0.09323079207672047,-0.07728456146290097,-0.29423077855543145,-0.17805980805333022,-0.12484616540873505,-0.11959242377341073,2026-02,-0.037031748168018276,-0.0741269784228232,-0.1622719480619042,-0.20190135455694846,holdout,Allied Digital Services Limited,Computers - Hardware,2026-02-10,,https://nsearchives.nseindia.com/corporate/ADSL_10022026180019_ADSL_Transcript_of_Q3_FY26_Earnings_Call_05022026.pdf,pymupdf,whole,10138,-0.04,,-0.04,25,0,29,2.8953674121405752,165,16.473642172523963,43,4.293130990415335,16,1.597444089456869,15,1.4976038338658146,93,9.285143769968052,28,2.7955271565495208,4,0.3993610223642173,0,0.0,0,0.0,1,0.0998402555910543,10016,,,,,,,,,,,,,,,,,,,,,,,,,
CENTURYPLY,2026-02-10,2026-02-11,808.9114451880206,call_date,-0.05586423143464203,-0.05009331475238299,-0.07425932890956255,-0.05831309829574305,-0.13771605447251967,-0.021545083970418433,-0.05716052164120633,-0.051906780005882,2026-02,-0.05489595456743005,-0.055155515255665276,-0.005757223978992421,-0.13421571078941974,holdout,Century Plyboards (India) Limited,Construction,2026-02-10,2026-02-10,https://nsearchives.nseindia.com/corporate/CENTURYPLY_10022026155626_Transcript_of_conference_call_05_02_2026.pdf,pymupdf,split,6802,0.0344827586206896,0.24,0.1826923076923076,29,75,0,0.0,5,13.089005235602096,0,0.0,2,5.235602094240837,4,10.471204188481677,2,5.235602094240837,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,382,26.0,4.186795491143317,115.0,18.51851851851852,46.0,7.407407407407407,1.0,0.1610305958132045,18.0,2.898550724637681,87.0,14.009661835748792,24.0,3.864734299516908,7.0,1.1272141706924317,1.0,0.1610305958132045,1.0,0.1610305958132045,15.0,2.415458937198068,6210.0,2026-02-04,0.002845713698923672
SUYOG,2026-02-10,2026-02-11,624.066321151134,filing_date,0.08599999708218053,0.09177091376443958,0.04976001883655656,0.06570624945037606,-0.039200025780228076,0.07697094472187316,0.3307999777285422,0.33871107407657153,2026-02,0.08696827394939252,0.06886383249045383,0.09275880471329917,0.2537447885803288,holdout,Suyog Telematics Limited,,2026-02-10,,https://nsearchives.nseindia.com/corporate/SUYOG_10022026173743_STLTranscriptOutcome.pdf,pymupdf,split,10379,0.24,0.12,0.18,25,25,7,3.328578221588207,25,11.887779362815026,6,2.8530670470756063,0,0.0,13,6.1816452686638135,26,12.363290537327629,4,1.902044698050404,0,0.0,0,0.0,0,0.0,1,0.475511174512601,2103,44.0,5.555555555555555,66.0,8.333333333333334,40.0,5.05050505050505,0.0,0.0,33.0,4.166666666666667,119.0,15.025252525252526,23.0,2.904040404040404,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.7575757575757576,7920.0,,
BAJAJFINSV,2026-02-11,2026-02-12,2023.2734999436416,call_date,0.004049344154732015,0.019020878789882678,0.008049427049592994,0.016634488070963682,-0.1941728028751537,-0.06210957657497462,-0.007400606549699651,-0.005005414691238053,2026-02,0.005017621021943996,0.027153240703490268,-0.06221397238162646,-0.08445579569791305,holdout,Bajaj Finserv Limited,Finance,2026-02-11,2026-02-11,https://nsearchives.nseindia.com/corporate/walimbelk_11022026192236_BFSCALLTRANSCRIPTQ3FY26.pdf,pymupdf,split,8613,0.36,0.0,0.18,25,25,18,6.116207951070336,67,22.76588515120625,7,2.378525314305131,7,2.378525314305131,50,16.989466530750935,18,6.116207951070336,2,0.6795786612300374,0,0.0,3,1.019367991845056,0,0.0,3,1.019367991845056,2943,51.0,9.3475073313783,69.0,12.646627565982405,26.0,4.765395894428153,21.0,3.8489736070381233,16.0,2.932551319648094,53.0,9.714076246334312,15.0,2.749266862170088,2.0,0.3665689149560117,1.0,0.1832844574780058,0.0,0.0,0.0,0.0,5456.0,2026-02-04,-0.02134746904285715
RICOAUTO,2026-02-11,2026-02-12,133.4314122832243,call_date,-0.07589552325236082,-0.060923988617210156,-0.020671710639532992,-0.012086649618162304,-0.25007464943550606,-0.11801142313532698,-0.014925395896389415,-0.012530204037927817,2026-02,-0.07492724638514883,-0.001567896985635718,-0.11811581894197881,-0.09198058504460281,holdout,Rico Auto Industries Limited,Auto Ancillaries,2026-02-13,2026-02-11,https://nsearchives.nseindia.com/corporate/RICOAUTO_13022026163656_Transcript.pdf,pymupdf,split,4771,0.0434782608695652,0.12,0.0833333333333333,23,25,0,0.0,4,10.471204188481677,0,0.0,0,0.0,11,28.79581151832461,2,5.235602094240837,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,382,14.0,3.288700963119568,68.0,15.973690392295044,21.0,4.933051444679352,0.0,0.0,13.0,3.05379375146817,53.0,12.45008221752408,13.0,3.05379375146817,2.0,0.4698144233027954,1.0,0.2349072116513977,1.0,0.2349072116513977,0.0,0.0,4257.0,,
EVEREADY,2026-02-12,2026-02-13,341.97907822424406,call_date,-0.05429725508983507,-0.05780814915605936,-0.03832746460769776,-0.03205203636226539,-0.19425086366498812,-0.09224834577272556,0.03193445554900065,0.021155131433640895,2026-02,-0.05332897822262309,-0.019223650953800485,-0.06229203317146087,-0.045120733599212745,holdout,Eveready Industries India Limited,Electrical Equipment,2026-02-12,2026-02-12,https://nsearchives.nseindia.com/corporate/EVEREADY_12022026175601_SE_Intimation_Transcript.pdf,pymupdf,whole,8721,0.24,,0.24,25,0,22,2.5870178739416745,112,13.17027281279398,77,9.05456255879586,5,0.587958607714017,42,4.938852304797742,81,9.524929444967077,47,5.526810912511759,1,0.1175917215428033,3,0.3527751646284102,0,0.0,2,0.2351834430856067,8504,,,,,,,,,,,,,,,,,,,,,,,,,
CONCORDBIO,2026-02-12,2026-02-13,1215.1244134817523,call_date,-0.10184887708891244,-0.10535977115513673,-0.0014725491925660084,0.00480287905286636,-0.16557596500919325,-0.06357344711693069,0.24678591195365773,0.23600658783829798,2026-02,-0.10088060022170045,0.017631264461331266,-0.033617134515666,0.16973072280544432,holdout,Concord Biotech Limited,,2026-02-18,2026-02-12,https://nsearchives.nseindia.com/corporate/CONCORD_18022026193930_Earnings_Call_Transcript_Q3-26.pdf,pymupdf,split,8236,0.12,0.04,0.08,25,25,9,4.552352048558422,46,23.26757713707638,10,5.058168942842691,6,3.0349013657056148,18,9.104704097116844,11,5.56398583712696,2,1.0116337885685385,1,0.5058168942842691,1,0.5058168942842691,1,0.5058168942842691,0,0.0,1977,26.0,4.269293924466338,90.0,14.77832512315271,32.0,5.254515599343185,4.0,0.6568144499178982,16.0,2.6272577996715927,20.0,3.284072249589491,21.0,3.4482758620689653,1.0,0.1642036124794745,1.0,0.1642036124794745,0.0,0.0,12.0,1.9704433497536944,6090.0,,
CAPILLARY,2026-02-12,2026-02-13,552.0,filing_date,-0.015217435532721924,-0.018728329598946214,-0.06875002211418701,-0.062474593868754646,-0.12019928641941235,-0.018196768527149798,-0.047916688780853756,-0.05869601289621351,2026-02,-0.014249158665509944,-0.04964620846028974,0.011759544074114892,-0.12497187792906715,holdout,Capillary Technologies India Limited,,2026-02-12,,https://nsearchives.nseindia.com/corporate/CAPILLARY12_12022026134204_Transcript_06022026.pdf,pymupdf,whole,9579,0.24,,0.24,25,0,15,1.594896331738437,108,11.483253588516746,44,4.678362573099415,7,0.7442849548112705,30,3.189792663476874,41,4.359383306751727,28,2.977139819245082,5,0.531632110579479,0,0.0,0,0.0,0,0.0,9405,,,,,,,,,,,,,,,,,,,,,,,,,
BLS,2026-02-12,2026-02-13,278.8884171110584,filing_date,-0.039713745026567326,-0.04322463909279162,-0.0028622116184235935,0.003413216627008775,-0.086189547946665,0.015812969945597555,-0.024829980878789293,-0.03560930499414905,2026-02,-0.03874546815935535,0.01624160203547368,0.045769282546862244,-0.10188517002700269,holdout,BLS International Services Limited,,2026-02-12,,https://nsearchives.nseindia.com/corporate/BLS_12022026181041_Earning_call_transcript_final_2026_Signed.pdf,pymupdf,split,5948,0.04,0.24,0.14,25,25,0,0.0,4,9.925558312655086,0,0.0,0,0.0,6,14.88833746898263,3,7.444168734491315,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,403,10.0,1.8362100624311424,90.0,16.525890561880278,21.0,3.8560411311053984,7.0,1.2853470437017995,18.0,3.305178112376056,51.0,9.364671318398823,16.0,2.937936099889827,2.0,0.3672420124862284,5.0,0.9181050312155712,0.0,0.0,1.0,0.1836210062431142,5446.0,,
KIMS,2026-02-13,2026-02-16,679.9500122070312,call_date,0.05515111306238496,0.0546185738515228,0.05618061845905231,0.08329751507615024,-0.0789764118581715,0.028984197281479496,0.1846459085800285,0.18464803873687197,2026-02,0.05611938992959694,0.07528443211294958,0.052982418635355744,0.1075907194318151,holdout,Krishna Institute of Medical Sciences Limited,,2026-02-13,2026-02-13,https://nsearchives.nseindia.com/corporate/KIMS_13022026170846_Transcript_of_Invester_call_held_on_09022026_FINAL.pdf,pymupdf,split,8762,0.2,0.1333333333333333,0.1666666666666666,75,75,13,9.285714285714286,32,22.857142857142858,0,0.0,2,1.4285714285714286,3,2.142857142857143,6,4.285714285714286,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1400,34.0,4.793458339207669,94.0,13.252502467221204,65.0,9.163964472014662,1.0,0.1409840688002255,8.0,1.1278725504018046,62.0,8.741012265613985,43.0,6.0623149584097,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.4098406880022558,7093.0,,
JUBLFOOD,2026-02-16,2026-02-17,531.5882024169514,filing_date,-0.02663666265672726,-0.016634559857455322,-0.06302755811898542,-0.015013641411076972,-0.13505907989399413,-0.03539913864493138,-0.06262030359709325,-0.05608463353691928,2026-02,-0.02566838578951528,-0.04392374446508814,-0.0031002494004668812,-0.13967549274530666,holdout,Jubilant Foodworks Limited,Food And Food Processing,2026-02-16,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_16022026183617_SETranscriptQ3FY26.pdf,pymupdf,split,8918,0.08,0.24,0.16,25,25,0,0.0,2,4.962779156327543,0,0.0,5,12.40694789081886,8,19.851116625310173,5,12.40694789081886,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,403,11.0,1.3227513227513228,167.0,20.08177008177008,58.0,6.974506974506975,0.0,0.0,27.0,3.2467532467532467,76.0,9.139009139009138,24.0,2.886002886002886,8.0,0.962000962000962,1.0,0.1202501202501202,2.0,0.2405002405002405,9.0,1.0822510822510822,8316.0,2026-02-10,0.4253066515775071
SALZERELEC,2026-02-16,2026-02-17,641.2571257986294,filing_date,0.026078807093536494,0.03608090989280843,-0.06333429988875183,-0.015320383180843389,-0.17044393140759706,-0.07078399015853432,-0.11114564039399022,-0.10460997033381625,2026-02,0.027047083960748473,-0.04423048623485456,-0.038485100914069814,-0.18820082954220363,holdout,Salzer Electronics Limited,,2026-02-16,,https://nsearchives.nseindia.com/corporate/SALZERELEC_16022026225016_Disclosure_Under_30_Transcript.pdf,pymupdf,split,8613,0.0416666666666666,0.0,0.0204081632653061,24,25,1,2.070393374741201,3,6.211180124223603,4,8.281573498964804,2,4.140786749482402,8,16.563146997929607,2,4.140786749482402,1,2.070393374741201,0,0.0,0,0.0,1,2.070393374741201,0,0.0,483,40.0,5.054972829521041,105.0,13.269303677492733,22.0,2.7802350562365725,0.0,0.0,31.0,3.917603942878807,55.0,6.950587640591432,13.0,1.6428661695943385,3.0,0.3791229622140781,1.0,0.126374320738026,0.0,0.0,1.0,0.126374320738026,7913.0,,
GSFC,2026-02-17,2026-02-18,169.5442041896336,call_date,-0.019828550908230325,-0.009594175247436443,-0.10148570779446109,-0.0613940213215991,-0.12177136611193207,-0.022415455125625927,-0.08222855671638363,-0.07661022280507601,2026-02,-0.018860274041018345,-0.08238189414056382,0.01018746438159518,-0.15928374586459704,holdout,Gujarat State Fertilizers & Chemicals Limited,Fertilisers,2026-02-17,2026-02-17,https://nsearchives.nseindia.com/corporate/GSFC_17022026164104_transcript100226.pdf,pdfplumber,whole,5968,0.1733333333333333,,0.1733333333333333,75,0,22,3.793103448275862,105,18.103448275862068,32,5.517241379310345,5,0.8620689655172413,40,6.896551724137931,57,9.827586206896552,15,2.586206896551724,0,0.0,2,0.3448275862068966,1,0.1724137931034483,5,0.8620689655172413,5800,,,,,,,,,,,,,,,,,,,,,,,,2026-02-09,-0.38295039571074
PIIND,2026-02-20,2026-02-23,3046.5647623802265,filing_date,0.01370401822458045,0.04133873748095529,0.008536424744366888,0.057163311324921695,-0.03447260193848589,0.013992478889874427,-0.17677771666979292,-0.1821705320685908,2026-02,0.01467229509179243,0.027640238398264162,0.09748622855504135,-0.2538329058180063,holdout,PI Industries Limited,Pesticides And Agrochemicals,2026-02-20,,https://nsearchives.nseindia.com/corporate/PIIND_20022026184511_EarningConcall_LetterQ3FY26Transcript_RS_sd.pdf,pymupdf,split,7521,0.0476190476190476,0.36,0.217391304347826,21,25,0,0.0,4,9.63855421686747,0,0.0,2,4.819277108433735,6,14.457831325301203,5,12.048192771084338,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,415,29.0,4.12224591329069,161.0,22.885572139303484,41.0,5.828002842928216,10.0,1.4214641080312722,4.0,0.5685856432125089,71.0,10.092395167022032,23.0,3.269367448471926,4.0,0.5685856432125089,7.0,0.9950248756218906,0.0,0.0,3.0,0.4264392324093816,7035.0,2026-02-12,-0.6187567812604521
ABB,2026-02-27,2026-03-02,5748.537908187783,filing_date,0.06583903788029155,0.08742780471504119,0.0805650989526081,0.13165340489127064,0.22568496492636125,0.22437781545370972,0.2865880190971164,0.2645197451693839,2026-03,0.0,0.0,0.0,0.0,holdout,ABB India Limited,Electrical Equipment,2026-02-27,,https://nsearchives.nseindia.com/corporate/ABB_27022026191521_SETranscriptofAnalystcallQ42025.pdf,pymupdf,whole,9392,0.16,,0.16,25,0,19,2.071296195355936,162,17.660525455140085,46,5.01471710454595,0,0.0,32,3.488498855336313,59,6.431919764526327,17,1.8532650168974163,4,0.4360623569170391,3,0.3270467676877793,2,0.2180311784585195,3,0.3270467676877793,9173,,,,,,,,,,,,,,,,,,,,,,,,2026-02-19,-0.1835819914050479
POWERGRID,2026-04-01,2026-04-02,290.20001220703125,call_date,0.04324599333240364,-0.024018141616147792,0.10165402742627871,0.009600451093855211,0.02188137601251161,-0.05084164179930273,,,2026-04,0.043123073336777784,0.07398386650013078,0.04019740073327599,,holdout,Power Grid Corporation of India Limited,Power,2026-04-01,2026-04-01,https://nsearchives.nseindia.com/corporate/POWERGRID1_01042026184910_BSENSEReg30dt01042026.pdf,pymupdf,split,8294,0.04,0.08,0.06,25,25,1,2.247191011235955,3,6.741573033707865,0,0.0,2,4.49438202247191,8,17.97752808988764,4,8.98876404494382,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,445,43.0,5.791245791245792,83.0,11.178451178451178,55.0,7.407407407407407,2.0,0.2693602693602693,50.0,6.734006734006734,118.0,15.892255892255893,44.0,5.925925925925926,0.0,0.0,2.0,0.2693602693602693,1.0,0.1346801346801346,21.0,2.8282828282828283,7425.0,2026-01-30,0.20503967447670696
ICICIBANK,2026-04-24,2026-04-27,1316.7986931874252,filing_date,-0.043000153341151925,-0.04340985651448914,-0.046313705573982844,-0.045189760504880994,-0.05851342545404037,-0.030132169264674213,,,2026-04,-0.043123073336777784,-0.07398386650013078,-0.04019740073327599,,holdout,ICICI Bank Limited,Banks,2026-04-24,,https://nsearchives.nseindia.com/corporate/ICICI2022_24042026135323_NSEBSE_24042026.pdf,pymupdf,split,14297,0.32,-0.04,0.14,25,25,2,1.183431952662722,23,13.6094674556213,16,9.467455621301776,4,2.366863905325444,6,3.5502958579881656,8,4.733727810650888,3,1.7751479289940828,0,0.0,0,0.0,0,0.0,0,0.0,1690,55.0,4.438347320852163,234.0,18.883150419625565,105.0,8.473208521626857,6.0,0.4841833440929632,19.0,1.5332472562943835,83.0,6.697869593285991,43.0,3.4699806326662364,0.0,0.0,2.0,0.1613944480309877,1.0,0.0806972240154938,0.0,0.0,12392.0,2026-04-18,0.06074780345885282
AURUM,2026-04-30,2026-05-01,182.32000732421875,filing_date,-0.028740704709636078,-0.041219488805647075,-0.02890524386108273,-0.015782591298201587,0.005868758350403791,0.015984501372424575,,,2026-05,-0.0010119598944400773,-0.006587077061701571,0.004742476158277642,,holdout,Aurum PropTech Limited,,2026-04-30,,https://nsearchives.nseindia.com/corporate/AURUM_30042026195722_Earningscalltranscript27042026upload_sd.pdf,pymupdf,split,8621,0.3733333333333333,0.3066666666666666,0.34,75,75,7,2.979991485738612,52,22.13707960834397,8,3.4057045551298426,4,1.7028522775649213,19,8.088548318433375,14,5.959982971477224,2,0.8514261387824607,3,1.277139208173691,1,0.4257130693912303,0,0.0,0,0.0,2349,8.0,1.2917810431131924,114.0,18.40787986436299,22.0,3.552397868561279,4.0,0.6458905215565962,35.0,5.651542063620217,33.0,5.328596802841918,12.0,1.9376715646697884,1.0,0.161472630389149,6.0,0.9688357823348942,0.0,0.0,0.0,0.0,6193.0,,
STARHEALTH,2026-05-05,2026-05-06,520.0,filing_date,-0.02432691133939302,0.008355271132703734,-0.00038463885967543465,0.023617453353315332,0.026346177321213915,0.027370670046018786,,,2026-05,0.0034018334758029803,0.021933527939705724,0.025219895129087767,,holdout,Star Health and Allied Insurance Company Limited,,2026-05-05,,https://nsearchives.nseindia.com/corporate/STARHEALTH_05052026152646_SHAICL-Transcript.pdf,pymupdf,split,8840,0.52,0.08,0.3,25,25,15,6.887052341597796,55,25.252525252525253,14,6.4279155188246095,7,3.2139577594123048,6,2.7548209366391183,11,5.05050505050505,4,1.8365472910927456,1,0.4591368227731864,0,0.0,0,0.0,0,0.0,2178,42.0,6.4171122994652405,149.0,22.765469824293355,59.0,9.01451489686784,26.0,3.972498090145149,2.0,0.3055767761650114,67.0,10.236822001527884,33.0,5.042016806722689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6545.0,,
JYOTHYLAB,2026-05-07,2026-05-08,254.82044062724776,filing_date,-0.15442454640772363,-0.12913864702786626,-0.2143821064355852,-0.19429398431918343,-0.22005016012054368,-0.2212852540936744,,,2026-05,-0.12669580159252763,-0.19206393963620405,-0.22117644231266984,,holdout,Jyothy Labs Limited,Personal Care,2026-05-07,,https://nsearchives.nseindia.com/corporate/JYOTHYLAB_07052026104319_SE_Transcript.pdf,pymupdf,whole,8048,0.08,,0.08,25,0,42,5.325893989348212,102,12.934313974131372,72,9.130103981739792,3,0.380420999239158,33,4.184630991630738,42,5.325893989348212,48,6.086735987826528,2,0.253613999492772,5,0.63403499873193,0,0.0,1,0.126806999746386,7886,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,-0.31426762768585176
BLUEDART,2026-05-09,2026-05-11,5488.0,call_date,-0.10723396501457727,-0.09255140357220315,-0.10969387755102045,-0.11555900591924695,-0.09012392450004558,-0.1105707183102953,,,2026-05,-0.07950522019938128,-0.08737571075163929,-0.09125020669217174,,holdout,Blue Dart Express Limited,Travel And Transport,2026-05-18,2026-05-09,https://nsearchives.nseindia.com/corporate/pooja_sanghvi_18052026205310_SE_Letter.pdf,pymupdf,whole,6490,0.04,,0.04,25,0,21,3.251277287505806,86,13.314754605976155,57,8.824895494658616,7,1.0837590958352683,13,2.01269546369407,43,6.657377302988079,42,6.502554575011612,0,0.0,1,0.1548227279764669,0,0.0,23,3.56092274345874,6459,,,,,,,,,,,,,,,,,,,,,,,,2026-05-09,-0.024093772033198756
WESTLIFE,2026-05-11,2026-05-12,499.6544532332045,call_date,-0.06720001348853188,-0.0771484885938013,-0.06259997163638487,-0.08938484511115374,-0.028900046093572107,-0.060785839303407196,,,2026-05,-0.039471268673335884,-0.04028180483700371,-0.030026328285698255,,holdout,WESTLIFE FOODWORLD LIMITED,,2026-05-11,2026-05-11,https://nsearchives.nseindia.com/corporate/RadhaWestlife_11052026151625_WFL-_Intimation_od_Earning_Call_Transcript_07052026.pdf,pymupdf,split,8442,0.6,0.08,0.34,25,25,3,1.6528925619834711,67,36.91460055096419,11,6.0606060606060606,4,2.203856749311295,8,4.40771349862259,8,4.40771349862259,6,3.3057851239669422,0,0.0,0,0.0,0,0.0,0,0.0,1815,22.0,3.3343437405274328,118.0,17.88420733555623,58.0,8.79054258866323,2.0,0.3031221582297665,5.0,0.7578053955744165,55.0,8.33585935131858,31.0,4.698393452561382,1.0,0.1515610791148832,1.0,0.1515610791148832,3.0,0.4546832373446499,0.0,0.0,6598.0,2026-05-07,0.019250551468802057
IIFLCAPS,2026-05-11,2026-05-12,350.45001220703125,filing_date,-0.020830412487571337,-0.030778887592840753,-0.018547581034638605,-0.04533245450940748,-0.020117043986239147,-0.052002837196074236,,,2026-05,0.006898332327624664,0.003770585764742554,-0.021243326178365295,,holdout,IIFL Capital Services Limited,,2026-05-11,,https://nsearchives.nseindia.com/corporate/IIFLSEC_11052026190534_SEInitmation.pdf,pymupdf,whole,3711,0.2,,0.2,25,0,10,2.770083102493075,46,12.742382271468143,47,13.01939058171745,7,1.9390581717451525,21,5.8171745152354575,17,4.709141274238228,23,6.371191135734072,0,0.0,0,0.0,1,0.2770083102493075,2,0.554016620498615,3610,,,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,2026-05-11,2026-05-12,493.2000122070313,call_date,-0.0415652868868841,-0.05151376199215352,-0.030413624551378637,-0.057198498026147515,0.004460627808195561,-0.02742516540163953,,,2026-05,-0.0138365420716881,-0.008095457751997479,0.0033343456160694115,,holdout,Aadhar Housing Finance Limited,,2026-05-11,2026-05-11,https://nsearchives.nseindia.com/corporate/AHFL2021_11052026170917_SE_Intimation.pdf,pymupdf,split,8629,0.48,0.04,0.26,25,25,6,2.834199338686821,58,27.3972602739726,12,5.668398677373642,7,3.3065658951346246,23,10.86443079829948,7,3.3065658951346246,8,3.778932451582428,1,0.4723665564478035,0,0.0,0,0.0,0,0.0,2117,25.0,4.0329085336344574,59.0,9.517664139377318,61.0,9.840296822068076,2.0,0.3226326826907565,13.0,2.0971124374899177,74.0,11.937409259557992,32.0,5.162122923052105,0.0,0.0,1.0,0.1613163413453782,2.0,0.3226326826907565,0.0,0.0,6199.0,,
RSYSTEMS,2026-05-13,2026-05-14,291.0,filing_date,-0.07027495603790812,-0.06982167895515523,-0.0869415388074527,-0.0888828913862677,-0.14226802026283303,-0.16440563076294157,,,2026-05,-0.04254621122271212,-0.06462337200807154,-0.14339430245495918,,holdout,R Systems International Limited,Computers - Software,2026-05-13,,https://nsearchives.nseindia.com/corporate/RSYSTEMSPJ_13052026205152_RSYSTEMS.pdf,pymupdf,split,9337,0.0,0.16,0.08,25,25,0,0.0,3,5.825242718446602,5,9.70873786407767,2,3.883495145631068,8,15.533980582524272,5,9.70873786407767,5,9.70873786407767,0,0.0,0,0.0,0,0.0,0,0.0,515,37.0,4.265129682997118,133.0,15.331412103746398,77.0,8.87608069164265,3.0,0.345821325648415,19.0,2.190201729106628,76.0,8.760806916426512,51.0,5.878962536023055,0.0,0.0,0.0,0.0,1.0,0.1152737752161383,0.0,0.0,8675.0,,
GOPAL,2026-05-13,2026-05-14,297.8009550399184,call_date,-0.015953499028613982,-0.015500221945861092,0.0068806060857748985,0.004939253506959895,-0.05960681773021925,-0.08174442823032779,,,2026-05,0.011775245786582018,0.029198772885156057,-0.0607330999223454,,holdout,Gopal Snacks Limited,,2026-05-16,2026-05-13,https://nsearchives.nseindia.com/corporate/GOPALSNACKS_16052026191625_GSLECTranscript.pdf,pymupdf,split,8056,0.48,0.24,0.36,25,25,5,3.4746351633078527,59,41.00069492703266,8,5.559416261292564,7,4.864489228630994,19,13.20361362056984,10,6.949270326615705,6,4.169562195969423,1,0.6949270326615705,0,0.0,0,0.0,0,0.0,1439,42.0,6.602735418959283,76.0,11.947806948592987,53.0,8.332023266781952,4.0,0.6288319446627889,24.0,3.772991667976733,76.0,11.947806948592987,32.0,5.030655557302311,0.0,0.0,2.0,0.3144159723313944,0.0,0.0,5.0,0.7860399308284861,6361.0,,
