Date,Open,Close,Volume
2020-06-01,1033.9473420360644,1087.8507080078125,918343
2020-06-02,1087.850809782062,1093.9296875,825477
2020-06-03,1095.116911651459,1074.64794921875,755098
2020-06-04,1055.271231563155,1076.4051513671875,841728
2020-06-05,1074.3154879870829,1104.8052978515625,475772
2020-06-08,1126.7941392897135,1096.921630859375,432749
2020-06-09,1101.813201498701,1068.473876953125,671847
2020-06-10,1068.5687222336142,1090.7474365234375,519289
2020-06-11,1082.8166547117517,1077.6875,583116
2020-06-12,1027.726008349652,1091.365234375,752810
2020-06-15,1097.0642378957648,1082.816650390625,710361
2020-06-16,1100.863511805865,1139.0469970703125,1337043
2020-06-17,1139.0468948175494,1137.147216796875,1199983
2020-06-18,1130.3084987829936,1160.513427734375,650611
2020-06-19,1160.703472596,1154.8619384765625,1488434
2020-06-22,1196.7498615517713,1181.0775146484375,1071090
2020-06-23,1184.449579472321,1181.3150634765625,730074
2020-06-24,1180.6977409271547,1192.523193359375,1057425
2020-06-25,1187.2988891645534,1174.9034423828125,951640
2020-06-26,1180.6496120244663,1180.2696533203125,443829
2020-06-29,1176.6132539570594,1182.0748291015625,612124
2020-06-30,1182.5494139879552,1197.841796875,831994
2020-07-01,1198.697105563209,1206.1533203125,816698
2020-07-02,1211.044668166808,1214.0841064453125,509486
2020-07-03,1215.7941021858865,1248.18359375,860881
2020-07-06,1250.0834246169925,1246.3790283203125,624399
2020-07-07,1244.2419338495936,1242.057373046875,660996
2020-07-08,1241.0600009943703,1193.425537109375,928147
2020-07-09,1192.047780499976,1203.8258056640625,576559
2020-07-10,1205.2982145296291,1200.5965576171875,706744
2020-07-13,1211.044888756382,1213.3719482421875,1014046
2020-07-14,1205.345783578771,1188.9610595703125,638868
2020-07-15,1192.285718541334,1186.1593017578125,481101
2020-07-16,1187.2987751466983,1187.3463134765625,442843
2020-07-17,1187.7737867835378,1190.1959228515625,755768
2020-07-20,1187.2987653974667,1190.3857421875,514593
2020-07-21,1196.7973085604985,1186.4915771484375,732979
2020-07-22,1189.1984926379225,1194.422607421875,1151252
2020-07-23,1201.8314042281295,1209.4775390625,1638796
2020-07-24,1201.4040340809195,1194.5177001953125,591784
2020-07-27,1203.4462332825462,1184.8768310546875,689060
2020-07-28,1184.4494773204026,1179.415283203125,1128089
2020-07-29,1179.4147752227457,1180.2696533203125,1236564
2020-07-30,1191.0983011314754,1201.214111328125,842053
2020-07-31,1210.855082271906,1255.7349853515625,1092549
2020-08-03,1263.2858187430732,1244.6214599609375,1192466
2020-08-04,1248.4209012787192,1257.7293701171875,894211
2020-08-05,1261.2914863765966,1266.8480224609375,689483
2020-08-06,1274.6365843115211,1288.979248046875,448180
2020-08-07,1291.6860649415726,1282.14013671875,973243
2020-08-10,1290.8316373126345,1294.20361328125,623005
2020-08-11,1296.5301372187946,1285.037109375,448789
2020-08-12,1279.4333704673895,1309.1158447265625,650246
2020-08-13,1319.2788713718055,1316.19189453125,711344
2020-08-14,1320.276118223428,1249.988037109375,1619052
2020-08-17,1253.5026741600777,1239.9200439453125,462053
2020-08-18,1250.9380297289845,1274.0191650390625,572804
2020-08-19,1274.0191997252964,1296.055419921875,713021
2020-08-20,1293.1995647354663,1321.662353515625,649858
2020-08-21,1327.8975137645425,1301.38623046875,488569
2020-08-24,1304.1471374610478,1307.7645263671875,498605
2020-08-25,1315.18902642725,1308.3826904296875,508500
2020-08-26,1305.0990615024361,1327.9454345703125,904276
2020-08-27,1332.7051130602574,1312.333740234375,392219
2020-08-28,1321.8528337994435,1313.380615234375,440184
2020-08-31,1312.7140512909543,1258.3587646484375,497839
2020-09-01,1262.166628993115,1271.6383056640625,544856
2020-09-02,1256.5504058328124,1256.4075927734375,859560
2020-09-03,1265.1176361772182,1255.07470703125,452968
2020-09-04,1241.7952458527934,1228.08740234375,368295
2020-09-07,1228.0876600481392,1205.1461181640625,662690
2020-09-08,1211.7620286521503,1198.387451171875,496945
2020-09-09,1189.9155369900147,1202.4334716796875,437413
2020-09-10,1208.9537660640465,1197.911376953125,391575
2020-09-11,1197.530652929453,1239.7012939453125,798110
2020-09-14,1249.8391216187806,1304.86083984375,1317530
2020-09-15,1313.6661607721685,1313.3330078125,776588
2020-09-16,1325.0420640417,1300.1966552734375,645168
2020-09-17,1302.2430153807538,1314.8084716796875,375948
2020-09-18,1323.2807495881389,1327.421630859375,1772733
2020-09-21,1334.6086726263807,1255.07470703125,1380609
2020-09-22,1255.0745422683249,1252.0760498046875,547767
2020-09-23,1253.9803224877503,1283.9661865234375,702756
2020-09-24,1281.58649679324,1242.985595703125,514253
2020-09-25,1249.1249533434016,1290.77197265625,893815
2020-09-28,1297.388212022034,1378.064453125,3043565
2020-09-29,1387.3931766349476,1410.1920166015625,1773807
2020-09-30,1419.7112605855443,1406.00341796875,1501903
2020-10-01,1414.6659593801944,1392.7239990234375,640371
2020-10-05,1394.532681831334,1380.9676513671875,721167
2020-10-06,1396.3414586369418,1366.4984130859375,578274
2020-10-07,1370.258606868912,1378.5880126953125,2208904
2020-10-08,1381.491397465296,1372.543212890625,471586
2020-10-09,1369.8298501116928,1339.2252197265625,537374
2020-10-12,1342.2244031413945,1334.2281494140625,555198
2020-10-13,1338.7499162256074,1321.281982421875,559810
2020-10-14,1322.2337075814285,1313.2855224609375,665437
2020-10-15,1312.6190620020477,1301.1007080078125,637221
2020-10-16,1305.0986503717804,1315.4747314453125,631842
2020-10-19,1315.8081409882418,1309.9537353515625,589187
2020-10-20,1311.6672024852899,1315.3797607421875,1180602
2020-10-21,1319.3779359220466,1322.424072265625,738269
2020-10-22,1326.9933332248384,1292.390625,932283
2020-10-23,1299.387344383653,1321.376953125,963232
2020-10-26,1321.1862794390854,1283.727783203125,934039
2020-10-27,1291.5339312999636,1279.1588134765625,713771
2020-10-28,1276.9217390292995,1277.397705078125,935521
