Date,Open,Close,Volume
2020-06-01,110.27806965820503,113.43919372558594,17490
2020-06-02,114.65848621341406,119.08406829833984,15038
2020-06-03,121.83874530235106,123.96121978759766,16154
2020-06-04,126.44497026590352,120.75494384765625,8119
2020-06-05,124.18703999626749,129.96737670898438,18946
2020-06-08,136.37993600399682,133.39944458007812,29918
2020-06-09,130.9608679990249,134.4381103515625,32095
2020-06-10,127.34814345387943,137.37342834472656,50029
2020-06-11,133.08336245780833,130.9157257080078,20079
2020-06-12,126.44498820276463,130.1480255126953,26080
2020-06-15,129.4254758859146,128.5674591064453,7448
2020-06-16,132.7672079004704,127.70940399169922,24430
2020-06-17,126.39980946118632,125.45146942138672,7102
2020-06-18,126.98689818062535,129.7867431640625,8098
2020-06-19,130.0576769924649,134.3026123046875,51101
2020-06-22,135.4767399636095,135.0703125,32608
2020-06-23,137.14763506336112,134.6638946533203,30783
2020-06-24,135.9283434689234,135.56707763671875,38082
2020-06-25,132.76721094037867,131.7285614013672,24623
2020-06-26,132.67690733915754,134.1671600341797,20614
2020-06-29,131.41243428111275,129.24481201171875,13657
2020-06-30,132.72205951017332,124.86441040039062,14076
2020-07-01,126.3997846329213,128.65773010253906,36600
2020-07-02,129.10936667031388,127.483642578125,16831
2020-07-03,127.03204362645315,139.81202697753906,166222
2020-07-06,139.76685089650834,142.3860626220703,103462
2020-07-07,144.5085587378042,156.61114501953125,198312
2020-07-08,171.42324428483286,172.23609924316406,128744
2020-07-09,180.8163029611413,163.65591430664062,310058
2020-07-10,156.70144350011017,155.48214721679688,63234
2020-07-13,155.48215437901754,147.71482849121094,36081
2020-07-14,144.68918699020418,140.3539276123047,26847
2020-07-15,143.46989551888032,136.33477783203125,73842
2020-07-16,136.3799322371745,137.7798614501953,19512
2020-07-17,144.10209848887,144.6439971923828,17263
2020-07-20,150.3792139142368,148.7083282470703,47483
2020-07-21,149.9276264439148,152.8177947998047,75110
2020-07-22,157.8755838293735,150.4243621826172,38379
