Date,Open,Close,Volume
2018-01-01,327.0236357317543,323.2991943359375,203048
2018-01-02,325.6609742696137,322.09552001953125,436816
2018-01-03,320.25597553480225,316.1227722167969,107402
2018-01-04,316.5997040023161,321.80029296875,493790
2018-01-05,322.48158512614924,326.8418884277344,764774
2018-01-08,327.93204576838474,326.38775634765625,505802
2018-01-09,327.8411401494386,337.2884826660156,972048
2018-01-10,339.24156211542703,337.8562316894531,839036
2018-01-11,341.9668230216303,341.3309326171875,704802
2018-01-12,342.89790206861744,354.0939025878906,882260
2018-01-15,352.91298923280823,339.0372009277344,308860
2018-01-16,340.6496373339126,342.5345764160156,600440
2018-01-17,344.35136505900476,349.84716796875,488746
2018-01-18,348.4845629041409,341.69427490234375,180666
2018-01-19,339.2870014635423,349.3247985839844,286504
2018-01-22,350.9599259000881,358.3179626464844,1433634
2018-01-23,361.9288201926731,360.52081298828125,477036
2018-01-24,361.9060851992691,358.7948303222656,554578
2018-01-25,355.6381562157201,359.11279296875,673722
2018-01-29,363.35964481143407,355.2294616699219,1619112
2018-01-30,358.36338168942154,354.525390625,410574
2018-01-31,354.752513402153,357.841064453125,1293854
2018-02-01,357.8410076463667,356.1604919433594,548494
2018-02-02,360.2163859358126,359.4372863769531,522826
2018-02-05,342.0221986366753,353.0670166015625,132028
2018-02-06,347.7050296412545,359.5747375488281,516078
2018-02-07,359.57478642644986,347.7738037109375,107042
2018-02-08,347.3842204324588,363.9284973144531,819108
2018-02-09,357.00828677004137,364.93670654296875,260468
2018-02-12,366.12838482659714,358.9790344238281,157910
2018-02-14,360.42261198969805,363.76812744140625,134408
2018-02-15,366.1741039190803,355.35845947265625,116046
2018-02-16,358.38324321993497,350.2944030761719,97718
2018-02-19,349.69855991456916,343.4658203125,121936
2018-02-20,345.98643774070587,343.51165771484375,132068
2018-02-21,344.2908173870391,347.865478515625,152518
2018-02-22,351.82966967592364,358.5436096191406,696068
2018-02-23,358.88734812051155,376.6231994628906,1636440
2018-02-26,381.2977340773622,397.63580322265625,1687116
2018-02-27,396.87960903498976,388.3095703125,1215924
2018-02-28,383.4287798161423,391.9529724121094,552380
2018-03-01,391.7926203963721,382.5809631347656,195862
2018-03-05,380.8394769048035,376.27947998046875,267886
2018-03-06,382.21430553707097,382.30596923828125,330314
2018-03-07,379.92291796142365,383.19970703125,311706
2018-03-08,385.7202785063261,382.1226806640625,140614
2018-03-09,383.1538160483792,375.9586486816406,161164
2018-03-12,381.82480416029097,378.77716064453125,754922
2018-03-13,378.0897525927285,389.52410888671875,1016440
2018-03-14,389.180410264513,385.00994873046875,203478
2018-03-15,388.95125309054214,386.9576721191406,123356
2018-03-16,387.25548220615764,373.9650573730469,161258
2018-03-19,371.32996993012415,367.6865539550781,164024
2018-03-20,363.12646609038126,371.7652587890625,153176
2018-03-21,373.5068555424204,366.54083251953125,166728
2018-03-22,367.13654043659534,361.0871276855469,335572
2018-03-23,352.42544453853657,358.818603515625,266904
2018-03-26,362.988996166843,357.0312194824219,189594
2018-03-27,357.4209046886523,359.345703125,231812
2018-03-28,329.9691513250666,318.0765075683594,2858476
2018-04-02,323.0948942815143,314.9602355957031,771878
2018-04-03,315.7851268071974,308.9795227050781,501396
2018-04-04,311.17925545136166,310.1481018066406,617090
2018-04-05,315.7621672406695,309.48358154296875,335104
2018-04-06,309.55237909564516,312.09588623046875,240658
2018-04-09,314.3415071153789,309.0024108886719,649430
2018-04-10,308.8878026780924,307.6962585449219,469184
2018-04-11,307.7192185337474,303.663330078125,336028
2018-04-12,304.67152650549485,308.58990478515625,240218
2018-04-13,309.50644785291865,315.57879638671875,399672
2018-04-16,311.7062961473198,313.74566650390625,369646
2018-04-17,313.8832482891673,313.9748840332031,108264
2018-04-18,313.9978570870825,310.1023864746094,638804
2018-04-19,310.10232118802537,320.71173095703125,487120
2018-04-20,318.5119715224161,336.3623962402344,984416
2018-04-23,335.83535597242155,342.228515625,1060378
2018-04-24,342.8012937133956,332.85638427734375,588034
2018-04-25,333.01691799426186,352.1734619140625,2534696
2018-04-26,356.0460050915992,355.1981506347656,837560
2018-04-27,357.8791677235483,355.33563232421875,372366
2018-04-30,357.9020331664779,370.1383972167969,1336266
2018-05-02,371.2153832848586,355.12939453125,313838
2018-05-03,358.17696816399905,357.35205078125,351418
2018-05-04,359.27686734959593,355.564697265625,255166
2018-05-07,359.7580581923728,357.78741455078125,230656
2018-05-08,357.97075315072135,352.8379211425781,192286
2018-05-09,352.8837561446629,356.893798828125,184894
2018-05-10,357.4665848250242,355.6334228515625,229780
2018-05-11,355.633471133104,368.4656066894531,913504
2018-05-14,366.6324819803606,365.6242370605469,303170
2018-05-15,370.20706149678193,359.0476989746094,113186
2018-05-16,359.46015032372657,367.36566162109375,773108
2018-05-17,365.8762997104727,369.5884704589844,1081618
2018-05-18,371.16957498791265,364.0660705566406,242470
2018-05-21,365.2347104582753,367.82403564453125,249502
2018-05-22,367.8240379156805,377.42523193359375,307954
2018-05-23,377.97520357716854,379.166748046875,886940
2018-05-24,382.19142635222505,386.52227783203125,728330
2018-05-25,388.1721056041824,383.1767272949219,351900
2018-05-28,385.8577167409253,370.3904113769531,235734
2018-05-29,370.2987609925672,382.19140625,203774
2018-05-30,380.3811934263308,379.8999938964844,134454
2018-05-31,383.130954935909,361.1559143066406,223262
2018-06-01,368.80937308623504,361.0184326171875,374338
2018-06-04,364.79934502082506,355.1981506347656,122502
2018-06-05,356.0917693564683,348.0029296875,317746
2018-06-06,348.3237481216557,347.6134033203125,133356
2018-06-07,348.3465563530172,352.2191162109375,202370
2018-06-08,351.3484277527923,351.4400634765625,297726
2018-06-11,349.240329712586,363.4015197753906,228618
2018-06-12,364.24936523515186,379.0979919433594,392684
2018-06-13,376.3023977349745,371.1924743652344,139568
2018-06-14,372.5903002594606,377.2190246582031,210102
2018-06-15,377.17313186941743,371.8111267089844,147558
2018-06-18,372.22359131329745,372.2694091796875,264512
2018-06-19,371.8569950332086,378.86883544921875,524058
2018-06-20,379.0063005726036,373.323486328125,159626
2018-06-21,373.32355672002575,377.3565368652344,247738
2018-06-22,377.42512762561387,381.2060241699219,429962
2018-06-25,380.381188798266,378.86883544921875,320686
2018-06-26,378.8916949564367,377.1960144042969,103706
2018-06-27,378.5021613777271,366.5178527832031,204644
2018-06-28,368.1676815762846,358.74981689453125,85520
2018-06-29,360.514252863503,371.8798522949219,126922
2018-07-02,374.83582888985103,366.97613525390625,135508
2018-07-03,364.34104994972154,370.298828125,578214
2018-07-04,372.3381788606152,380.06036376953125,482950
2018-07-05,380.01455922611365,376.0045166015625,138388
2018-07-06,375.79826186056,383.3829650878906,222912
2018-07-09,385.1244860945143,390.3031921386719,624840
2018-07-10,393.21334676707403,392.7321472167969,509972
2018-07-11,393.94657286359313,386.8201599121094,252770
2018-07-12,387.85130526057026,386.8659973144531,1438764
2018-07-13,387.25548024029706,375.52325439453125,261576
2018-07-16,378.02094828768395,371.7882080078125,806532
2018-07-17,372.086064461422,377.4709777832031,314470
2018-07-18,380.28946877829276,382.3517761230469,496146
2018-07-19,384.95045645944333,379.9830627441406,235770
2018-07-20,379.89108699525906,379.0171813964844,274138
2018-07-23,380.39703257102633,386.8132629394531,196154
2018-07-24,389.52692943034947,390.2398376464844,226846
2018-07-25,392.9075277267908,385.6404113769531,358174
2018-07-26,387.18125113518096,389.94091796875,243902
2018-07-27,389.94088235318424,383.84661865234375,530002
2018-07-30,397.8519627759632,380.7650146484375,702682
2018-07-31,377.13148070155427,384.2606201171875,250748
2018-08-01,384.2835720890758,382.3058166503906,175932
2018-08-02,382.67374281930154,382.3517761230469,194178
2018-08-03,380.85699017364476,383.6396484375,215788
2018-08-06,386.35334238689364,393.2984924316406,1337512
2018-08-07,396.0121651422926,396.4031066894531,276748
2018-08-08,398.656790357699,387.3881530761719,776282
2018-08-09,389.7109015610172,386.5142822265625,231544
2018-08-10,386.37633080999865,390.65380859375,150302
2018-08-13,390.49286175995496,391.78070068359375,298910
2018-08-14,392.6775609435745,399.2547607421875,795250
2018-08-16,399.6227370989788,399.1398010253906,485376
2018-08-17,404.2911091994036,400.9565124511719,448250
2018-08-20,401.60046130338475,400.6805725097656,221380
2018-08-21,401.531493379131,390.308837890625,364860
2018-08-23,390.30883719707464,401.3475036621094,427548
2018-08-24,402.8882807914432,397.32293701171875,395068
2018-08-27,399.2317451867689,390.2398376464844,207188
2018-08-28,391.87262583227624,389.64190673828125,206432
2018-08-29,390.4928403444049,386.2153625488281,392742
2018-08-30,387.27325439453125,387.27325439453125,208462
2018-08-31,388.2850570453048,380.64996337890625,458032
2018-09-03,383.59364432402595,385.04248046875,203010
2018-09-04,390.4698205596381,386.1463317871094,491308
2018-09-05,387.68723199706966,369.7953796386719,591762
2018-09-06,372.7849685760346,389.3199768066406,887054
2018-09-07,392.33264519047026,399.96771240234375,695332
2018-09-10,398.86383660855347,407.05084228515625,1221410
2018-09-11,411.65023779917783,403.50921630859375,525712
2018-09-12,405.80897358684416,386.9742431640625,544782
2018-09-14,390.07887704332506,389.91790771484375,410384
2018-09-17,390.9528201144122,389.96392822265625,173790
2018-09-18,389.11305119441107,382.673828125,298780
2018-09-19,385.70939155215206,379.33917236328125,253946
2018-09-21,382.07592376479823,373.2679748535156,387686
2018-09-24,374.94668165699716,374.8316955566406,247026
2018-09-25,374.9696926519855,372.32501220703125,199448
2018-09-26,373.1759465120469,364.64398193359375,366932
2018-09-27,366.3227506678144,358.4346923828125,312600
2018-09-28,360.1364975281691,362.6202087402344,509804
2018-10-01,360.3664463943172,348.7298583984375,425994
2018-10-03,350.9376211145096,340.3359069824219,676134
2018-10-04,337.0932095980432,329.7341003417969,534580
2018-10-05,329.7341553254767,328.0783386230469,441886
2018-10-08,327.9403062314772,329.7341003417969,556894
2018-10-09,329.7801894206299,328.2853698730469,272818
2018-10-10,330.74608532336384,319.54644775390625,843294
2018-10-11,312.76221187875836,315.59088134765625,293702
2018-10-12,317.3616577061861,316.6947326660156,160294
2018-10-15,318.557496786667,310.6004638671875,739354
2018-10-16,312.53226793521253,318.3045654296875,410956
2018-10-17,321.8920975699307,315.59088134765625,196458
2018-10-19,314.6020417154089,303.9543151855469,242594
2018-10-22,276.97854971961584,257.3619079589844,4972866
2018-10-23,264.835991186018,254.6482391357422,1804598
2018-10-24,257.52287629114994,263.3411560058594,762240
2018-10-25,260.78850066705866,257.1779479980469,465218
2018-10-26,257.10895306893246,256.05108642578125,402710
2018-10-29,260.55849892405763,253.75132751464844,347980
2018-10-30,255.56817143446756,255.36119079589844,347808
