symbol,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words
NIITLTD,NIIT Limited,Computers - Software,2024-05-30,,https://nsearchives.nseindia.com/corporate/NIITLTD_30052024210839_NIITInvesCalltranscript300524.pdf,pymupdf,whole,4958,0.28,,0.28,25,0,20,4.137360364087712,78,16.135705419942077,29,5.999172527927183,2,0.4137360364087712,24,4.964832436905255,46,9.515928837401738,22,4.551096400496483,0,0.0,0,0.0,0,0.0,2,0.4137360364087712,4834,,,,,,,,,,,,,,,,,,,,,,,
FIRSTCRY,Brainbees Solutions Limited,,2025-11-20,,https://nsearchives.nseindia.com/corporate/BRAINBEES_20112025211215_DisclosureofTranscriptsigned.pdf,pymupdf,whole,8112,0.32,,0.32,25,0,30,3.7197768133911966,188,23.310601363918163,36,4.463732176069436,9,1.115933044017359,13,1.611903285802852,74,9.175449473031618,18,2.231866088034718,5,0.6199628022318661,4,0.4959702417854928,0,0.0,0,0.0,8065,,,,,,,,,,,,,,,,,,,,,,,
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Fertilisers,2025-05-29,,https://nsearchives.nseindia.com/corporate/rajeshpillai8741_29052025105934_F_Transcript_Investor_Meet_May_2025_MR_Signed.pdf,pymupdf,split,4703,0.0,0.0,0.0,25,25,0,0.0,3,5.870841487279844,5,9.784735812133071,0,0.0,14,27.3972602739726,2,3.9138943248532287,5,9.784735812133071,0,0.0,0,0.0,0,0.0,0,0.0,511,24.0,5.889570552147239,46.0,11.28834355828221,42.0,10.306748466257668,2.0,0.4907975460122699,11.0,2.6993865030674846,19.0,4.662576687116564,24.0,5.889570552147239,0.0,0.0,1.0,0.2453987730061349,0.0,0.0,18.0,4.41717791411043,4075.0
MANORAMA,Manorama Industries Limited,,2026-08-18,,https://nsearchives.nseindia.com/corporate/MANORAMA_18082026193116_Signedfinaltranscriptmerged.pdf,pymupdf,split,8465,0.04,0.2,0.12,25,25,0,0.0,3,4.658385093167702,5,7.763975155279503,4,6.211180124223603,18,27.95031055900621,4,6.211180124223603,2,3.1055900621118013,0,0.0,0,0.0,0,0.0,0,0.0,644,17.0,2.2262964903090623,147.0,19.25091671031954,53.0,6.940806705081195,8.0,1.0476689366160294,26.0,3.404924044002095,70.0,9.167103195390256,25.0,3.273965426925092,3.0,0.392875851231011,1.0,0.1309586170770036,0.0,0.0,30.0,3.92875851231011,7636.0
HEALTHX,Health X Platform Limited,,2025-06-19,,https://nsearchives.nseindia.com/corporate/SASTASUNDR_19062025144641_Reg30schedulecalltranscript19062025dsc.pdf,pymupdf,whole,5598,0.32,,0.32,25,0,31,5.5906221821460775,94,16.952209197475202,50,9.017132551848512,12,2.1641118124436427,30,5.410279531109107,75,13.525698827772768,14,2.524797114517584,0,0.0,0,0.0,0,0.0,1,0.1803426510369702,5545,,,,,,,,,,,,,,,,,,,,,,,
KFINTECH,Kfin Technologies Limited,,2023-08-04,,https://nsearchives.nseindia.com/corporate/KFINTECH_04082023142858_Intimation.pdf,pymupdf,split,9468,0.32,0.08,0.2,25,25,8,1.955512099731117,50,12.22195062331948,26,6.355414324126131,8,1.955512099731117,20,4.888780249327793,24,5.866536299193351,9,2.199951112197507,0,0.0,1,0.2444390124663896,0,0.0,0,0.0,4091,14.0,2.645002833931608,40.0,7.557150954090308,42.0,7.935008501794823,8.0,1.5114301908180616,13.0,2.45607406007935,50.0,9.446438692612883,24.0,4.534290572454185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5293.0
NCC,NCC Limited,Construction,2025-05-21,,https://nsearchives.nseindia.com/corporate/NCC_21052025135314_Reg_30_Transcript_Signed.pdf,pymupdf,split,8883,0.0,0.04,0.0238095238095238,17,25,0,0.0,3,7.957559681697613,5,13.26259946949602,2,5.305039787798409,13,34.48275862068966,2,5.305039787798409,5,13.26259946949602,0,0.0,0,0.0,0,0.0,0,0.0,377,42.0,5.070626584570808,89.0,10.74489919111433,61.0,7.364481468067125,4.0,0.4829168175781722,33.0,3.98406374501992,41.0,4.949897380176265,48.0,5.795001810938066,45.0,5.432814197754436,0.0,0.0,1.0,0.120729204394543,12.0,1.4487504527345163,8283.0
TIPSMUSIC,Tips Music Limited,,2024-07-29,,https://nsearchives.nseindia.com/corporate/TIPSINDLTD_29072024211208_TIPSINDLTDtsP.pdf,pymupdf,split,6728,0.16,0.08,0.12,25,25,0,0.0,13,12.922465208747514,5,4.970178926441352,2,1.9880715705765408,14,13.916500994035784,10,9.940357852882704,2,1.9880715705765408,0,0.0,0,0.0,0,0.0,1,0.9940357852882704,1006,14.0,2.5094102885821834,65.0,11.650833482702993,39.0,6.990500089621796,3.0,0.5377307761247535,16.0,2.8678974726653523,94.0,16.848897651908946,32.0,5.735794945330705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5579.0
POWERINDIA,Hitachi Energy India Limited,,2021-03-16,,https://nsearchives.nseindia.com/corporate/POWERINDIA_16032021193413_APPSILQ4OF2020TRANSCRIPTFORUPLOADING.pdf,pymupdf,split,7500,0.44,0.08,0.26,25,25,15,4.834031582339671,60,19.336126329358684,8,2.578150177247825,1,0.3222687721559781,20,6.445375443119562,20,6.445375443119562,2,0.6445375443119562,1,0.3222687721559781,1,0.3222687721559781,0,0.0,0,0.0,3103,8.0,1.8819101387908728,39.0,9.174311926605505,17.0,3.999059044930605,1.0,0.2352387673488591,8.0,1.8819101387908728,27.0,6.351446718419195,12.0,2.8228652081863093,0.0,0.0,0.0,0.0,1.0,0.2352387673488591,0.0,0.0,4251.0
PFS,PTC India Financial Services Limited,Finance,2022-06-06,2022-06-06,https://nsearchives.nseindia.com/corporate/PFS_06062022163305_concalltranscript.pdf,pymupdf,split,7682,0.08,0.08,0.08,25,25,7,2.66058532877233,30,11.402508551881414,22,8.361839604713037,3,1.1402508551881414,22,8.361839604713037,17,6.461421512732802,16,6.081337894336754,0,0.0,0,0.0,0,0.0,0,0.0,2631,20.0,4.136504653567736,48.0,9.927611168562564,44.0,9.100310237849015,19.0,3.929679420889349,19.0,3.929679420889349,29.0,5.997931747673216,33.0,6.825232678386763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4835.0
ETERNAL,ETERNAL LIMITED,,2024-05-17,,https://nsearchives.nseindia.com/corporate/ZOMATO_17052024225231_ZomatoTranscripSigned.pdf,pymupdf,whole,6988,0.08,,0.08,25,0,15,2.172024326672459,77,11.149724876918622,87,12.59774109470026,2,0.2896032435563278,13,1.882421083116131,59,8.543295684911671,45,6.516072980017376,1,0.1448016217781639,1,0.1448016217781639,3,0.4344048653344917,0,0.0,6906,,,,,,,,,,,,,,,,,,,,,,,
STARHEALTH,Star Health and Allied Insurance Company Limited,,2026-05-05,,https://nsearchives.nseindia.com/corporate/STARHEALTH_05052026152646_SHAICL-Transcript.pdf,pymupdf,split,8840,0.52,0.08,0.3,25,25,15,6.887052341597796,55,25.252525252525253,14,6.4279155188246095,7,3.2139577594123048,6,2.7548209366391183,11,5.05050505050505,4,1.8365472910927456,1,0.4591368227731864,0,0.0,0,0.0,0,0.0,2178,42.0,6.4171122994652405,149.0,22.765469824293355,59.0,9.01451489686784,26.0,3.972498090145149,2.0,0.3055767761650114,67.0,10.236822001527884,33.0,5.042016806722689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6545.0
CENTRALBK,Central Bank of India,Banks,2025-07-28,2025-07-28,https://nsearchives.nseindia.com/corporate/CENTRALBK_28072025162903_Final_SE_Transcript.pdf,pymupdf,split,6753,0.0833333333333333,0.0,0.0408163265306122,24,25,1,2.1413276231263385,4,8.565310492505354,0,0.0,3,6.423982869379015,2,4.282655246252677,4,8.565310492505354,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,467,36.0,5.9760956175298805,109.0,18.094289508632137,26.0,4.316069057104913,2.0,0.3320053120849933,10.0,1.6600265604249669,47.0,7.802124833997344,18.0,2.98804780876494,0.0,0.0,0.0,0.0,1.0,0.1660026560424966,0.0,0.0,6024.0
ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals - Speciality,2021-06-05,,https://nsearchives.nseindia.com/corporate/ALKYLAMINE_05062021004310_Finaltranscript.pdf,pymupdf,split,8624,0.04,0.04,0.04,25,25,3,3.7267080745341614,7,8.695652173913043,6,7.453416149068323,5,6.211180124223603,16,19.875776397515526,8,9.937888198757763,5,6.211180124223603,0,0.0,0,0.0,0,0.0,0,0.0,805,34.0,4.453759496987162,61.0,7.9905685093004974,108.0,14.14723604925334,0.0,0.0,42.0,5.501702908042966,72.0,9.431490699502229,70.0,9.169504846738276,3.0,0.3929787791459261,1.0,0.1309929263819753,1.0,0.1309929263819753,10.0,1.3099292638197535,7634.0
AZAD,Azad Engineering Limited,,2024-05-29,2024-05-22,https://nsearchives.nseindia.com/corporate/AZAD_29052024181856_Transcript.pdf,pymupdf,split,10746,0.44,0.32,0.38,25,25,8,2.6908846283215606,71,23.881601076353853,20,6.7272115708039015,7,2.3545240497813658,21,7.063572149344097,19,6.390850992263707,14,4.709048099562732,9,3.027245206861756,0,0.0,1,0.3363605785401951,1,0.3363605785401951,2973,11.0,1.444327731092437,85.0,11.160714285714286,70.0,9.191176470588236,11.0,1.444327731092437,29.0,3.807773109243697,69.0,9.059873949579831,43.0,5.6460084033613445,16.0,2.100840336134454,2.0,0.2626050420168067,0.0,0.0,12.0,1.5756302521008403,7616.0
HDFCLIFE,HDFC Life Insurance Company Limited,,2024-04-25,,https://nsearchives.nseindia.com/corporate/HDFCLIFE_25042024211103_Transcripts.pdf,pymupdf,whole,13172,0.16,,0.16,25,0,36,2.794814067230805,230,17.855756540641256,123,9.548948063038583,11,0.8539709649871904,56,4.347488549025697,101,7.841006133064203,68,5.279093238102631,8,0.6210697927179567,5,0.3881686204487229,0,0.0,0,0.0,12881,,,,,,,,,,,,,,,,,,,,,,,
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals - Inorganic,2021-11-23,,https://nsearchives.nseindia.com/corporate/DEEPAKFERT_23112021194014_ConcalltranscriptscoveringletterQ22022.pdf,pymupdf,split,8278,0.56,0.16,0.36,25,25,5,2.358490566037736,56,26.41509433962264,10,4.716981132075472,1,0.4716981132075472,11,5.188679245283019,12,5.660377358490566,4,1.8867924528301887,1,0.4716981132075472,0,0.0,0,0.0,2,0.9433962264150944,2120,26.0,4.286185295087372,49.0,8.077810748433894,76.0,12.52884932410155,12.0,1.9782393669634024,36.0,5.934718100890208,30.0,4.945598417408506,29.0,4.780745136828223,1.0,0.1648532805802835,0.0,0.0,3.0,0.4945598417408506,13.0,2.143092647543686,6066.0
SHRIRAMFIN,Shriram Finance Limited,,2024-10-30,,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN_30102024145902_BSENSE_EarningsCall_Transcript.pdf,pymupdf,split,11157,0.12,0.0,0.06,25,25,47,12.3004449097095,54,14.132426066474745,9,2.3554043444124573,17,4.449097095001308,35,9.159905783826224,15,3.925673907354096,7,1.8319811567652449,0,0.0,2,0.5234231876472127,0,0.0,0,0.0,3821,51.0,7.389162561576355,146.0,21.153288901767603,47.0,6.809620399884092,11.0,1.5937409446537236,19.0,2.75282526803825,51.0,7.389162561576355,19.0,2.75282526803825,0.0,0.0,4.0,0.5795421616922631,2.0,0.2897710808461315,0.0,0.0,6902.0
MOLDTECH,Mold-Tek Technologies Limited,,2023-11-02,2023-11-02,https://nsearchives.nseindia.com/corporate/MOLDTECH_02112023103904_EarningsCallTranscriptOutcome.pdf,pymupdf,split,6720,0.24,0.44,0.34,25,25,2,2.747252747252748,13,17.857142857142858,1,1.3736263736263736,4,5.494505494505495,11,15.10989010989011,9,12.362637362637363,1,1.3736263736263736,0,0.0,0,0.0,0,0.0,0,0.0,728,16.0,2.751031636863824,120.0,20.63273727647868,39.0,6.705639614855571,2.0,0.343878954607978,16.0,2.751031636863824,34.0,5.845942228335626,21.0,3.6107290233837688,13.0,2.235213204951857,6.0,1.031636863823934,1.0,0.171939477303989,0.0,0.0,5816.0
AKUMS,Akums Drugs and Pharmaceuticals Limited,,2025-11-17,,https://nsearchives.nseindia.com/corporate/NSEAKUMS10_17112025131709_AKUMSTRANSCRIPT14112025signed.pdf,pymupdf,whole,7712,-0.04,,-0.04,25,0,32,4.230006609385328,121,15.994712491738268,38,5.023132848645076,27,3.5690680766688696,34,4.49438202247191,48,6.34500991407799,23,3.040317250495704,3,0.3965631196298744,0,0.0,0,0.0,19,2.511566424322538,7565,,,,,,,,,,,,,,,,,,,,,,,
PEL,Piramal Enterprises Limited,Pharmaceuticals,2024-05-14,2024-05-14,https://nsearchives.nseindia.com/corporate/PEL_14052024121959_SE_Transcript_intimation_14052024.pdf,pymupdf,whole,9384,0.12,,0.12,25,0,60,6.538796861377507,117,12.750653879686135,114,12.423714036617262,5,0.5448997384481256,38,4.141238012205754,69,7.519616390584132,74,8.064516129032258,0,0.0,9,0.980819529206626,0,0.0,0,0.0,9176,,,,,,,,,,,,,,,,,,,,,,,
PATINTLOG,Patel Integrated Logistics Limited,Travel And Transport,2024-05-14,2024-05-14,https://nsearchives.nseindia.com/corporate/PATINTLOG_14052024163733_Pill_EarningCall_Audio_Outcome_March24_Signed.pdf,pymupdf,split,3778,0.125,0.24,0.1836734693877551,24,25,1,2.493765586034913,3,7.481296758104738,9,22.443890274314214,0,0.0,10,24.93765586034913,2,4.987531172069826,6,14.962593516209475,0,0.0,0,0.0,1,2.493765586034913,0,0.0,401,9.0,2.696225284601558,37.0,11.08448172558418,21.0,6.291192330736968,12.0,3.59496704613541,14.0,4.194128220491312,23.0,6.89035350509287,12.0,3.59496704613541,0.0,0.0,0.0,0.0,1.0,0.2995805871779509,1.0,0.2995805871779509,3338.0
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,,2026-01-29,,https://nsearchives.nseindia.com/corporate/BLUESTONE_29012026122756_Q3FY26EarningsCallTranscriptupload.pdf,pymupdf,split,7818,0.08,0.08,0.08,25,25,0,0.0,5,9.363295880149812,7,13.108614232209735,2,3.745318352059925,11,20.59925093632959,5,9.363295880149812,3,5.617977528089888,0,0.0,0,0.0,0,0.0,0,0.0,534,24.0,3.413940256045519,88.0,12.517780938833573,38.0,5.405405405405405,3.0,0.4267425320056899,2.0,0.2844950213371266,49.0,6.970128022759602,22.0,3.1294452347083928,21.0,2.987197724039829,0.0,0.0,1.0,0.1422475106685633,0.0,0.0,7030.0
GPTINFRA,GPT Infraprojects Limited,,2024-11-16,,https://nsearchives.nseindia.com/corporate/GPTINFRA_16112024142802_Calltranscript.pdf,pymupdf,split,4053,0.4,0.28,0.34,25,25,4,2.628120893561104,39,25.62417871222076,10,6.570302233902759,3,1.971090670170828,15,9.85545335085414,7,4.599211563731932,7,4.599211563731932,4,2.628120893561104,0,0.0,1,0.657030223390276,4,2.628120893561104,1522,14.0,5.965061780997018,27.0,11.504047720494247,20.0,8.52151682999574,2.0,0.8521516829995739,6.0,2.5564550489987217,15.0,6.391137622496805,15.0,6.391137622496805,8.0,3.408606731998296,1.0,0.4260758414997869,0.0,0.0,3.0,1.2782275244993608,2347.0
ROHLTD,Royal Orchid Hotels Limited,Hotels,2023-02-18,,https://nsearchives.nseindia.com/corporate/ROHLTD_18022023121920_TransciptInvestorsMeetFinal.pdf,pymupdf,split,6600,0.0,0.28,0.1489361702127659,22,25,0,0.0,2,5.221932114882507,0,0.0,2,5.221932114882507,10,26.109660574412533,2,5.221932114882507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,383,10.0,1.6716817118020728,69.0,11.534603811434303,51.0,8.525576730190572,1.0,0.1671681711802073,19.0,3.1761952524239385,68.0,11.367435640254095,39.0,6.519558676028084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1671681711802073,5982.0
CENTENKA,Century Enka Limited,Textiles - Synthetic,2023-05-25,2023-05-25,https://nsearchives.nseindia.com/corporate/CENTENKA_25052023165948_STXEarningsCallTranscript22052023.pdf,pymupdf,split,6951,0.1428571428571428,-0.16,-0.0217391304347826,21,25,1,2.415458937198068,3,7.246376811594203,8,19.32367149758454,4,9.66183574879227,15,36.231884057971016,2,4.830917874396135,5,12.07729468599034,0,0.0,0,0.0,1,2.415458937198068,0,0.0,414,28.0,4.361370716510903,68.0,10.59190031152648,57.0,8.878504672897197,3.0,0.4672897196261682,23.0,3.582554517133957,54.0,8.411214953271028,33.0,5.140186915887851,0.0,0.0,1.0,0.1557632398753894,4.0,0.6230529595015576,10.0,1.557632398753894,6420.0
JUBLFOOD,Jubilant Foodworks Limited,Food And Food Processing,2026-05-27,,https://nsearchives.nseindia.com/corporate/JUBLFOOD_27052026125943_SEEarningstranscriptQ4FY26.pdf,pymupdf,split,5651,0.0454545454545454,0.2,0.1276595744680851,22,25,0,0.0,2,5.1020408163265305,5,12.755102040816327,5,12.755102040816327,9,22.959183673469383,4,10.20408163265306,5,12.755102040816327,0,0.0,0,0.0,0,0.0,0,0.0,392,36.0,6.959211289387203,77.0,14.884979702300406,56.0,10.825439783491204,1.0,0.1933114247052,14.0,2.706359945872801,32.0,6.185965590566402,35.0,6.7658998646820026,2.0,0.3866228494104001,12.0,2.319737096462401,2.0,0.3866228494104001,2.0,0.3866228494104001,5173.0
SHYAMMETL,Shyam Metalics and Energy Limited,,2023-02-21,2022-12-31,https://nsearchives.nseindia.com/corporate/SHYAMMETL_21022023171144_SMELConcalTranscript21022023.pdf,pymupdf,whole,11331,0.16,,0.16,25,0,53,4.812057381514436,131,11.89395315053568,84,7.62665698202288,2,0.1815870710005447,43,3.904122026511713,81,7.354276375522063,45,4.085709097512257,1,0.0907935355002723,2,0.1815870710005447,1,0.0907935355002723,26,2.360631923007082,11014,,,,,,,,,,,,,,,,,,,,,,,
ONWARDTEC,Onward Technologies Limited,Computers - Software,2024-07-25,,https://nsearchives.nseindia.com/corporate/ONWARDTEC_25072024121113_Transcript.pdf,pymupdf,split,9652,0.0476190476190476,0.12,0.0869565217391304,21,25,0,0.0,4,10.050251256281408,0,0.0,4,10.050251256281408,11,27.63819095477387,4,10.050251256281408,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,398,19.0,2.0529443544030253,171.0,18.47649918962723,47.0,5.078336034575905,3.0,0.3241491085899514,22.0,2.3770934629929767,88.0,9.508373851971909,21.0,2.26904376012966,3.0,0.3241491085899514,1.0,0.1080497028633171,0.0,0.0,0.0,0.0,9255.0
NH,Narayana Hrudayalaya Ltd.,,2023-11-21,2023-11-21,https://nsearchives.nseindia.com/corporate/NH_21112023230335_SENHLEarningsCallTranscript21112023.pdf,pymupdf,whole,8513,0.12,,0.12,25,0,20,2.373323840037973,112,13.290613504212647,44,5.221312448083541,1,0.1186661920018986,16,1.8986590720303784,100,11.866619200189866,32,3.797318144060757,4,0.4746647680075946,5,0.5933309600094933,2,0.2373323840037973,11,1.3053281120208853,8427,,,,,,,,,,,,,,,,,,,,,,,
GATEWAY,Gateway Distriparks Limited,,2024-11-18,2024-11-11,https://nsearchives.nseindia.com/corporate/GATEWAY_18112024130948_Intimation_Transcripts_18112024.pdf,pymupdf,split,6340,0.0,0.0,0.0,25,25,1,1.86219739292365,3,5.58659217877095,4,7.4487895716946,3,5.58659217877095,16,29.7951582867784,4,7.4487895716946,1,1.86219739292365,0,0.0,0,0.0,1,1.86219739292365,0,0.0,537,17.0,3.0190019534718524,59.0,10.47771266204937,39.0,6.925945657964838,2.0,0.3551767004084532,25.0,4.439708755105665,47.0,8.34665245959865,25.0,4.439708755105665,0.0,0.0,5.0,0.887941751021133,1.0,0.1775883502042266,0.0,0.0,5631.0
KRSNAA,Krsnaa Diagnostics Limited,,2022-06-09,2022-06-09,https://nsearchives.nseindia.com/corporate/KRSNAA_09062022195341_543328.pdf,pymupdf,split,11303,0.4,0.32,0.36,25,25,4,1.774622892635315,64,28.39396628216504,2,0.8873114463176575,0,0.0,16,7.09849157054126,19,8.429458740017747,0,0.0,2,0.8873114463176575,0,0.0,0,0.0,1,0.4436557231588287,2254,21.0,2.383384405856316,116.0,13.165361479968222,46.0,5.220746793780502,9.0,1.0214504596527068,32.0,3.6318238565429577,99.0,11.235955056179776,34.0,3.8588128475768926,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0214504596527068,8811.0
CAPACITE,Capacit'e Infraprojects Limited,,2022-08-13,2022-08-10,https://nsearchives.nseindia.com/corporate/CAPACITE_13082022003048_EarningCallTranscriptQ1FY23.pdf,pymupdf,split,6592,0.24,0.16,0.2,25,25,1,1.1587485515643106,20,23.17497103128621,5,5.793742757821553,2,2.317497103128621,13,15.063731170336036,4,4.634994206257242,2,2.317497103128621,3,3.4762456546929315,0,0.0,0,0.0,0,0.0,863,31.0,5.542642588950474,70.0,12.515644555694616,39.0,6.973001966744144,3.0,0.5363847666726265,21.0,3.7546933667083855,80.0,14.303593777936706,14.0,2.503128911138924,7.0,1.2515644555694618,0.0,0.0,1.0,0.1787949222242088,9.0,1.6091543000178794,5593.0
SUNDROP,Sundrop Brands Limited,,2026-08-10,2026-08-10,https://nsearchives.nseindia.com/corporate/Kavita_Sundrop_10082026124559_IntimationTranscriptofAnalystCallheldonAug072026.pdf,pymupdf,split,21717,0.44,0.32,0.38,25,25,15,3.1779661016949152,191,40.46610169491525,6,1.271186440677966,7,1.4830508474576272,25,5.296610169491525,25,5.296610169491525,3,0.635593220338983,1,0.211864406779661,1,0.211864406779661,0,0.0,1,0.211864406779661,4720,35.0,2.1015972138825507,508.0,30.503182418638165,86.0,5.163924582682839,1.0,0.0600456346823585,40.0,2.401825387294344,117.0,7.025339257835955,57.0,3.42260117689444,3.0,0.1801369040470757,3.0,0.1801369040470757,0.0,0.0,1.0,0.0600456346823585,16654.0
RUPA,Rupa & Company Limited,Textile Products,2024-08-19,,https://nsearchives.nseindia.com/corporate/RUPA_19082024131948_Rupa_to_SE_19082024_concall_transcript.pdf,pymupdf,split,4084,0.05,0.4,0.2444444444444444,20,25,1,2.4390243902439024,5,12.195121951219512,4,9.75609756097561,2,4.878048780487805,11,26.82926829268293,5,12.195121951219512,1,2.4390243902439024,0,0.0,0,0.0,1,2.4390243902439024,0,0.0,410,6.0,1.699235344095157,71.0,20.10761823845936,30.0,8.496176720475786,0.0,0.0,11.0,3.115264797507788,23.0,6.513735485698103,17.0,4.814500141602945,2.0,0.5664117813650524,0.0,0.0,1.0,0.2832058906825262,3.0,0.8496176720475785,3531.0
DLF,DLF Limited,Construction,2022-08-04,2022-08-04,https://nsearchives.nseindia.com/corporate/DLF_04082022193618_TRANSCRIPT.pdf,pymupdf,split,10465,0.4,0.16,0.28,25,25,2,1.855287569573284,30,27.82931354359926,3,2.782931354359926,2,1.855287569573284,19,17.625231910946198,6,5.565862708719852,1,0.927643784786642,0,0.0,0,0.0,0,0.0,1,0.927643784786642,1078,21.0,2.2661055357720947,70.0,7.553685119240315,47.0,5.071760008632783,1.0,0.1079097874177187,28.0,3.021474047696126,112.0,12.085896190784505,30.0,3.237293622531564,0.0,0.0,3.0,0.3237293622531563,0.0,0.0,7.0,0.7553685119240315,9267.0
SPAL,S. P. Apparels Limited,,2021-08-21,,https://nsearchives.nseindia.com/corporate/SPAL_21082021192845_Concaltranscript16aug2021.pdf,pymupdf,split,7612,0.28,0.16,0.22,25,25,21,11.758118701007838,28,15.677491601343784,1,0.5599104143337066,2,1.1198208286674132,14,7.838745800671893,14,7.838745800671893,1,0.5599104143337066,1,0.5599104143337066,0,0.0,0,0.0,0,0.0,1786,18.0,3.1309793007479563,50.0,8.697164724299878,41.0,7.1316750739259005,0.0,0.0,22.0,3.8267524786919465,70.0,12.17603061401983,29.0,5.044355540093929,6.0,1.0436597669159855,0.0,0.0,0.0,0.0,1.0,0.1739432944859975,5749.0
MARKSANS,Marksans Pharma Limited,Pharmaceuticals,2023-06-07,,https://nsearchives.nseindia.com/corporate/MARKSANS_07062023111503_Transcript.pdf,pymupdf,split,10465,0.76,0.2,0.48,25,25,1,0.999000999000999,21,20.97902097902098,4,3.996003996003996,1,0.999000999000999,6,5.994005994005994,5,4.995004995004995,4,3.996003996003996,0,0.0,0,0.0,0,0.0,3,2.997002997002997,1001,31.0,3.2873806998939554,148.0,15.694591728525982,105.0,11.134676564156946,4.0,0.4241781548250265,24.0,2.545068928950159,111.0,11.770943796394484,62.0,6.574761399787911,3.0,0.3181336161187699,2.0,0.2120890774125132,0.0,0.0,10.0,1.0604453870625663,9430.0
UNIPARTS,Uniparts India Limited,,2025-08-14,,https://nsearchives.nseindia.com/corporate/Earth_2018_14082025142230_Q125EarningsCallTranscript.pdf,pymupdf,split,10021,0.28,0.24,0.26,25,25,7,5.451713395638629,23,17.91277258566978,14,10.903426791277258,4,3.115264797507788,15,11.682242990654206,5,3.894080996884736,3,2.336448598130841,0,0.0,1,0.778816199376947,0,0.0,1,0.778816199376947,1284,9.0,1.045539033457249,149.0,17.309479553903344,30.0,3.4851301115241635,0.0,0.0,23.0,2.6719330855018586,61.0,7.086431226765799,15.0,1.7425650557620818,7.0,0.8131970260223048,5.0,0.5808550185873605,2.0,0.2323420074349442,3.0,0.3485130111524163,8608.0
FORTIS,Fortis Healthcare Limited,Miscellaneous,2022-11-18,,https://nsearchives.nseindia.com/corporate/FORTIS_18112022161527_FHLInvestorsMeetTranscriptNov182022.pdf,pymupdf,whole,8202,0.24,,0.24,25,0,25,3.1210986267166043,133,16.604244694132333,49,6.117353308364544,15,1.8726591760299625,44,5.493133583021224,72,8.98876404494382,25,3.1210986267166043,3,0.3745318352059925,0,0.0,1,0.1248439450686641,2,0.2496878901373283,8010,,,,,,,,,,,,,,,,,,,,,,,
EVEREADY,Eveready Industries India Limited,Electrical Equipment,2026-02-12,2026-02-12,https://nsearchives.nseindia.com/corporate/EVEREADY_12022026175601_SE_Intimation_Transcript.pdf,pymupdf,whole,8721,0.24,,0.24,25,0,22,2.5870178739416745,112,13.17027281279398,77,9.05456255879586,5,0.587958607714017,42,4.938852304797742,81,9.524929444967077,47,5.526810912511759,1,0.1175917215428033,3,0.3527751646284102,0,0.0,2,0.2351834430856067,8504,,,,,,,,,,,,,,,,,,,,,,,
