symbol,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words
INDIANB,Indian Bank,Banks,2023-02-01,,https://nsearchives.nseindia.com/corporate/INDIANB_01022023210452_SE_Q3_FY23_transcript.pdf,pymupdf,split,7828,0.12,0.04,0.08,25,25,12,9.23076923076923,27,20.76923076923077,0,0.0,2,1.5384615384615383,4,3.076923076923077,4,3.076923076923077,0,0.0,0,0.0,1,0.7692307692307693,0,0.0,0,0.0,1300,25.0,3.930817610062893,80.0,12.57861635220126,26.0,4.088050314465409,3.0,0.4716981132075472,14.0,2.20125786163522,58.0,9.119496855345911,18.0,2.830188679245283,0.0,0.0,2.0,0.3144654088050314,0.0,0.0,0.0,0.0,6360.0
HDFCLIFE,HDFC Life Insurance Company Limited,,2022-07-26,,https://nsearchives.nseindia.com/corporate/HDFCLIFE_26072022195821_Transcripts.pdf,pymupdf,split,13958,0.56,0.16,0.36,25,25,1,0.6127450980392157,35,21.44607843137255,10,6.127450980392157,7,4.28921568627451,14,8.57843137254902,7,4.28921568627451,4,2.450980392156863,0,0.0,0,0.0,0,0.0,0,0.0,1632,38.0,3.139976863328376,140.0,11.568335812262436,135.0,11.155180961824492,20.0,1.6526194017517766,40.0,3.305238803503553,113.0,9.337299619897538,57.0,4.709965294992563,4.0,0.3305238803503553,6.0,0.495785820525533,2.0,0.1652619401751776,1.0,0.0826309700875888,12102.0
FIEMIND,Fiem Industries Limited,Auto Ancillaries,2021-07-03,,https://nsearchives.nseindia.com/corporate/FIEMIND_03072021162609_FIEMINDTranscript030721NSE.pdf,pymupdf,split,5714,0.04,0.12,0.08,25,25,1,2.375296912114014,3,7.1258907363420425,4,9.501187648456057,0,0.0,9,21.377672209026127,4,9.501187648456057,1,2.375296912114014,0,0.0,0,0.0,1,2.375296912114014,0,0.0,421,26.0,4.977982002680452,62.0,11.870572467930309,33.0,6.318207926479035,0.0,0.0,22.0,4.21213861765269,58.0,11.104729082902546,20.0,3.829216925138809,0.0,0.0,1.0,0.1914608462569404,0.0,0.0,4.0,0.7658433850277618,5223.0
OIL,Oil India Limited,Oil Exploration/Production,2024-02-19,2024-02-14,https://nsearchives.nseindia.com/corporate/OIL_19022024161006_AnalystmeetTranscript19022024.pdf,pymupdf,split,7418,0.08,0.08,0.08,25,25,0,0.0,6,4.88599348534202,1,0.8143322475570033,4,3.257328990228013,17,13.843648208469055,2,1.6286644951140066,1,0.8143322475570033,0,0.0,0,0.0,0,0.0,0,0.0,1228,22.0,3.717472118959108,48.0,8.110848259547144,48.0,8.110848259547144,1.0,0.1689760054072321,24.0,4.055424129773572,97.0,16.39067252450152,34.0,5.745184183845894,0.0,0.0,1.0,0.1689760054072321,0.0,0.0,13.0,2.196688070294018,5918.0
ADANIENSOL,Adani Energy Solutions Limited,,2023-11-09,2023-11-09,https://nsearchives.nseindia.com/corporate/ADANIENSOL_09112023183459_AESLTRANSC.pdf,pymupdf,split,6854,0.28,0.16,0.22,25,25,0,0.0,18,19.0880169671262,1,1.0604453870625663,0,0.0,8,8.48356309650053,7,7.423117709437964,1,1.0604453870625663,0,0.0,0,0.0,0,0.0,0,0.0,943,13.0,2.247191011235955,43.0,7.433016421780467,30.0,5.185825410544512,9.0,1.5557476231633536,28.0,4.840103716508211,48.0,8.297320656871218,20.0,3.457216940363008,2.0,0.3457216940363007,0.0,0.0,0.0,0.0,22.0,3.802938634399308,5785.0
YESBANK,Yes Bank Limited,Banks,2025-10-27,,https://nsearchives.nseindia.com/corporate/YESBANK_27102025222757_YBLSEIntimationTranscriptofEarningsCallSeptember2025signed.pdf,pymupdf,split,5932,0.0,0.24,0.1333333333333333,20,25,0,0.0,2,5.347593582887701,0,0.0,3,8.02139037433155,17,45.45454545454545,2,5.347593582887701,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,374,21.0,3.8181818181818175,102.0,18.545454545454547,41.0,7.454545454545454,3.0,0.5454545454545454,17.0,3.090909090909091,55.0,10.0,19.0,3.4545454545454546,0.0,0.0,1.0,0.1818181818181818,1.0,0.1818181818181818,0.0,0.0,5500.0
AARTIPHARM,Aarti Pharmalabs Limited,,2025-11-17,,https://nsearchives.nseindia.com/corporate/AARTIPHARMA_17112025173657_APL_Transcript_Uploadsigned.pdf,pymupdf,split,9216,0.08,0.24,0.16,25,25,3,2.9940119760479043,12,11.976047904191615,3,2.9940119760479043,3,2.9940119760479043,10,9.98003992015968,7,6.986027944111776,2,1.996007984031936,0,0.0,1,0.998003992015968,0,0.0,0,0.0,1002,26.0,3.2270075710562245,89.0,11.046295147077076,54.0,6.702246493732158,2.0,0.2482313516197095,25.0,3.102891895246369,129.0,16.01092217947127,30.0,3.7234702742956434,1.0,0.1241156758098547,1.0,0.1241156758098547,0.0,0.0,2.0,0.2482313516197095,8057.0
ROUTE,ROUTE MOBILE LIMITED,,2024-05-13,2024-05-06,https://nsearchives.nseindia.com/corporate/ROUTE_13052024151202_TranscriptSigned.pdf,pymupdf,whole,7729,0.04,,0.04,25,0,38,4.978383335516835,111,14.542119743220228,53,6.943534652168217,14,1.8341412288746235,8,1.0480807022140706,54,7.074544739944976,29,3.7992925455260056,1,0.1310100877767588,1,0.1310100877767588,2,0.2620201755535176,0,0.0,7633,,,,,,,,,,,,,,,,,,,,,,,
TIPSMUSIC,Tips Music Limited,,2022-10-29,,https://nsearchives.nseindia.com/corporate/TIPSINDLTD_29102022181530_TIPSINDLTDect22.pdf,pymupdf,split,8224,0.12,0.08,0.1,25,25,1,1.2836970474967908,11,14.120667522464698,6,7.702182284980744,2,2.5673940949935816,16,20.539152759948653,4,5.134788189987163,3,3.851091142490372,0,0.0,0,0.0,0,0.0,0,0.0,779,13.0,1.799307958477509,79.0,10.934256055363322,46.0,6.366782006920415,5.0,0.6920415224913494,18.0,2.491349480968858,119.0,16.470588235294116,31.0,4.290657439446367,0.0,0.0,0.0,0.0,1.0,0.1384083044982699,8.0,1.1072664359861593,7225.0
GOPAL,Gopal Snacks Limited,,2026-05-16,2026-05-13,https://nsearchives.nseindia.com/corporate/GOPALSNACKS_16052026191625_GSLECTranscript.pdf,pymupdf,split,8056,0.48,0.24,0.36,25,25,5,3.4746351633078527,59,41.00069492703266,8,5.559416261292564,7,4.864489228630994,19,13.20361362056984,10,6.949270326615705,6,4.169562195969423,1,0.6949270326615705,0,0.0,0,0.0,0,0.0,1439,42.0,6.602735418959283,76.0,11.947806948592987,53.0,8.332023266781952,4.0,0.6288319446627889,24.0,3.772991667976733,76.0,11.947806948592987,32.0,5.030655557302311,0.0,0.0,2.0,0.3144159723313944,0.0,0.0,5.0,0.7860399308284861,6361.0
POLICYBZR,PB Fintech Limited,,2022-06-01,,https://nsearchives.nseindia.com/corporate/POLICYBZR_01062022225020_EarningsCallTranscript.pdf,pymupdf,split,9820,0.36,0.08,0.22,25,25,0,0.0,19,14.525993883792047,5,3.82262996941896,4,3.058103975535168,4,3.058103975535168,11,8.409785932721713,4,3.058103975535168,0,0.0,0,0.0,0,0.0,0,0.0,1308,17.0,2.0308206904790347,96.0,11.468163899175726,54.0,6.450842193286346,1.0,0.1194600406164138,2.0,0.2389200812328276,97.0,11.58762393979214,36.0,4.300561462190897,0.0,0.0,1.0,0.1194600406164138,0.0,0.0,1.0,0.1194600406164138,8371.0
SANATHAN,Sanathan Textiles Limited,,2025-01-22,,https://nsearchives.nseindia.com/corporate/SANATHAN_22012025183456_STLEarningsCallTranscript.pdf,pymupdf,whole,8002,0.2,,0.2,25,0,20,2.622263012980202,61,7.997902189589616,36,4.720073423364363,4,0.5244526025960404,16,2.0978104103841617,100,13.11131506490101,22,2.884489314278222,3,0.3933394519470303,3,0.3933394519470303,1,0.1311131506490101,12,1.5733578077881212,7627,,,,,,,,,,,,,,,,,,,,,,,
KROSS,Kross Limited,,2025-08-14,2025-08-11,https://nsearchives.nseindia.com/corporate/8910457293_14082025172323_Reg_30_11082025_Outcome_writtentranscript.pdf,pymupdf,split,6229,0.36,0.04,0.2,25,25,12,6.362672322375397,42,22.26935312831389,5,2.651113467656416,3,1.5906680805938491,21,11.134676564156946,18,9.544008483563095,0,0.0,1,0.5302226935312832,2,1.0604453870625663,0,0.0,0,0.0,1886,17.0,4.143309773336583,50.0,12.186205215695832,32.0,7.799171338045332,1.0,0.2437241043139166,16.0,3.899585669022666,48.0,11.698757007067998,10.0,2.4372410431391667,0.0,0.0,12.0,2.924689251767,0.0,0.0,0.0,0.0,4103.0
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,,2024-11-19,2024-11-06,https://nsearchives.nseindia.com/corporate/ZFCVINDIA_19112024151132_SignedSEEarningCallTranscript.pdf,pymupdf,split,8494,0.48,0.08,0.28,25,25,18,6.315789473684211,71,24.912280701754387,11,3.8596491228070176,1,0.3508771929824561,18,6.315789473684211,15,5.2631578947368425,3,1.0526315789473684,0,0.0,3,1.0526315789473684,0,0.0,1,0.3508771929824561,2850,25.0,4.552904753232562,80.0,14.5692952103442,23.0,4.188672372973957,5.0,0.9105809506465125,11.0,2.0032780914223274,43.0,7.830996175560007,18.0,3.278091422327445,0.0,0.0,3.0,0.5463485703879075,2.0,0.364232380258605,0.0,0.0,5491.0
SAIL,Steel Authority of India Limited,Steel And Steel Products,2024-08-16,,https://nsearchives.nseindia.com/corporate/SAIL_16082024165831_Trans.pdf,pymupdf,split,7832,0.04,0.04,0.04,25,25,0,0.0,5,11.26126126126126,1,2.2522522522522523,2,4.504504504504505,5,11.26126126126126,3,6.756756756756757,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,444,38.0,5.3348308297065845,60.0,8.423417099536712,50.0,7.019514249613927,8.0,1.1231222799382283,21.0,2.948195984837849,75.0,10.52927137442089,26.0,3.6501474097992417,1.0,0.1403902849922785,0.0,0.0,0.0,0.0,12.0,1.6846834199073424,7123.0
GLAND,Gland Pharma Limited,,2025-11-07,,https://nsearchives.nseindia.com/corporate/GLAND_07112025163939_Earningscall_TranscriptQ2FY26_Final.pdf,pymupdf,whole,15050,0.16,,0.16,25,0,40,2.692514808831449,300,20.193861066235865,80,5.385029617662897,10,0.6731287022078621,59,3.971459343026386,84,5.654281098546042,54,3.634894991922456,2,0.1346257404415724,10,0.6731287022078621,0,0.0,10,0.6731287022078621,14856,,,,,,,,,,,,,,,,,,,,,,,
VMART,V-Mart Retail Limited,Miscellaneous,2022-08-12,2022-08-12,https://nsearchives.nseindia.com/corporate/VMART_12082022161600_Transcript_Final.pdf,pymupdf,split,9721,0.28,0.2,0.24,25,25,8,3.188521323236349,66,26.30530091669988,12,4.782781984854524,2,0.7971303308090872,14,5.579912315663611,26,10.362694300518134,7,2.789956157831805,0,0.0,1,0.3985651654045436,0,0.0,0,0.0,2509,40.0,5.637773079633544,122.0,17.195207892882312,62.0,8.738548273431995,0.0,0.0,16.0,2.255109231853418,112.0,15.785764622973923,41.0,5.778717406624383,0.0,0.0,4.0,0.5637773079633545,2.0,0.2818886539816772,6.0,0.8456659619450317,7095.0
LUPIN,Lupin Limited,Pharmaceuticals,2022-05-25,,https://nsearchives.nseindia.com/corporate/LUPIN_25052022145836_NSELetterTrascriptEarningscallFY2225052022.pdf,pymupdf,whole,12882,0.08,,0.08,25,0,58,4.548306148055207,154,12.076537013801756,91,7.136135508155584,9,0.705771643663739,17,1.3331242158092849,56,4.391468005018821,60,4.705144291091593,2,0.1568381430363864,2,0.1568381430363864,0,0.0,3,0.2352572145545796,12752,,,,,,,,,,,,,,,,,,,,,,,
E2E,E2E Networks Limited,,2023-08-21,,https://nsearchives.nseindia.com/corporate/E2E_21082023214355_Intimationdated21082023transcriptsigned.pdf,pymupdf,split,9082,0.36,0.12,0.24,25,25,4,1.9646365422396856,32,15.717092337917483,16,7.858546168958743,8,3.9292730844793713,9,4.4204322200392925,7,3.43811394891945,8,3.9292730844793713,0,0.0,0,0.0,0,0.0,0,0.0,2036,17.0,2.4113475177304964,55.0,7.801418439716312,56.0,7.943262411347518,1.0,0.1418439716312056,20.0,2.8368794326241136,35.0,4.964539007092198,46.0,6.524822695035461,0.0,0.0,0.0,0.0,1.0,0.1418439716312056,22.0,3.120567375886525,7050.0
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Finance,2025-12-30,2025-12-30,https://nsearchives.nseindia.com/corporate/lakshmits_30122025164258_Intimation_Transcript_23Dec2025.pdf,pymupdf,whole,6531,0.16,,0.16,25,0,18,2.801556420233463,28,4.357976653696498,37,5.7587548638132295,25,3.891050583657588,36,5.603112840466926,41,6.381322957198444,16,2.490272373540856,0,0.0,3,0.4669260700389105,0,0.0,1,0.1556420233463035,6425,,,,,,,,,,,,,,,,,,,,,,,
SBIN,State Bank of India,Banks,2023-08-09,,https://nsearchives.nseindia.com/corporate/SBIN_09082023192133_BSE_NSEInv_Meet_Transcript_04082023_09082023.pdf,pymupdf,whole,10260,0.12,,0.12,25,0,27,2.815139192993432,113,11.781878844750286,70,7.298509018871859,8,0.8341153164424981,23,2.3980815347721824,63,6.568658116984673,50,5.213220727765614,1,0.1042644145553122,2,0.2085288291106245,0,0.0,2,0.2085288291106245,9591,,,,,,,,,,,,,,,,,,,,,,,
HITECH,Hi-Tech Pipes Limited,,2025-08-13,,https://nsearchives.nseindia.com/corporate/HITECH_13082025153239_Concall_Transcript_30062025.pdf,pymupdf,split,2571,0.24,0.08,0.16,25,25,0,0.0,18,18.907563025210084,0,0.0,0,0.0,14,14.705882352941176,6,6.302521008403361,0,0.0,1,1.050420168067227,0,0.0,0,0.0,0,0.0,952,5.0,3.1665611146295123,14.0,8.866371120962635,14.0,8.866371120962635,0.0,0.0,5.0,3.1665611146295123,19.0,12.032932235592147,4.0,2.53324889170361,2.0,1.266624445851805,0.0,0.0,0.0,0.0,0.0,0.0,1579.0
COCHINSHIP,Cochin Shipyard Limited,,2023-06-06,,https://nsearchives.nseindia.com/corporate/COCHINSHIP_06062023180117_SE_Intimation_Signed.pdf,pymupdf,whole,11180,0.0,,0.0,25,0,25,2.291685764048034,82,7.516729306077551,94,8.616738472820607,35,3.2083600696672474,42,3.8500320836006967,62,5.683380694839124,72,6.600055000458338,19,1.7416811806765056,1,0.0916674305619213,1,0.0916674305619213,3,0.275002291685764,10909,,,,,,,,,,,,,,,,,,,,,,,
BLEL,Behari Lal Engineering Limited,,2026-09-11,2026-09-08,https://nsearchives.nseindia.com/corporate/BEHARILAL_11092026133955_BLELTRANSCRIPTbsense110926.pdf,pymupdf,split,5952,0.12,0.28,0.2,25,25,15,5.003335557038025,22,7.33822548365577,12,4.0026684456304205,0,0.0,20,6.6711140760507,17,5.670446964643095,5,1.667778519012675,5,1.667778519012675,0,0.0,0,0.0,3,1.0006671114076051,2998,4.0,1.4311270125223614,18.0,6.440071556350627,7.0,2.5044722719141324,0.0,0.0,11.0,3.9355992844364938,30.0,10.73345259391771,4.0,1.4311270125223614,1.0,0.3577817531305903,0.0,0.0,0.0,0.0,10.0,3.577817531305904,2795.0
RADIANTCMS,Radiant Cash Management Services Limited,,2025-02-18,,https://nsearchives.nseindia.com/corporate/RADIANTCASH_18022025111828_RADIANTCMSTranscript1402sd.pdf,pymupdf,split,5296,0.48,0.2,0.34,25,25,4,2.3391812865497075,77,45.02923976608187,5,2.9239766081871346,3,1.7543859649122806,13,7.60233918128655,12,7.017543859649122,2,1.1695906432748535,0,0.0,1,0.5847953216374269,0,0.0,0,0.0,1710,8.0,2.335084646818447,52.0,15.178050204319907,17.0,4.9620548744892,0.0,0.0,12.0,3.502626970227671,27.0,7.880910683012259,10.0,2.918855808523059,0.0,0.0,2.0,0.5837711617046117,0.0,0.0,0.0,0.0,3426.0
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,,2025-02-12,,https://nsearchives.nseindia.com/corporate/CHOLAHLDNG_12022025172007_SE_Intimation.pdf,pymupdf,split,2569,0.28,0.16,0.22,25,25,7,6.789524733268671,13,12.609117361784676,1,0.9699321047526672,9,8.729388942774007,14,13.579049466537342,6,5.819592628516004,1,0.9699321047526672,0,0.0,0,0.0,0,0.0,0,0.0,1031,10.0,6.882312456985547,20.0,13.764624913971094,22.0,15.141087405368204,0.0,0.0,7.0,4.817618719889883,9.0,6.194081211286992,12.0,8.258774948382657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.0
MPSLTD,MPS Limited,Printing And Publishing,2025-07-25,2025-07-25,https://nsearchives.nseindia.com/corporate/MPSLIMITED_25072025142314_Stx_MPS-Earnings_Call_Transcript-18Jul-2025.pdf,pymupdf,split,7352,0.24,0.36,0.3,25,25,6,3.027245206861756,49,24.72250252270434,1,0.5045408678102926,5,2.522704339051463,21,10.595358224016143,11,5.549949545913219,0,0.0,2,1.0090817356205852,1,0.5045408678102926,0,0.0,0,0.0,1982,18.0,3.4220532319391634,102.0,19.39163498098859,23.0,4.372623574144487,0.0,0.0,16.0,3.041825095057034,33.0,6.273764258555133,15.0,2.8517110266159698,3.0,0.5703422053231939,1.0,0.1901140684410646,0.0,0.0,0.0,0.0,5260.0
BALAMINES,Balaji Amines Limited,Chemicals - Inorganic,2026-05-23,2026-05-23,https://nsearchives.nseindia.com/corporate/BALAMINES_23052026173348_Transcript_Signed.pdf,pymupdf,whole,6482,0.12,,0.12,25,0,22,3.5121328224776502,88,14.0485312899106,57,9.099616858237548,6,0.9578544061302682,30,4.789272030651341,59,9.418901660280971,41,6.545338441890166,2,0.3192848020434227,0,0.0,2,0.3192848020434227,7,1.1174968071519795,6264,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO,Hindalco Industries Limited,Aluminium,2026-08-13,,https://nsearchives.nseindia.com/corporate/HINDALCOIND_13082026112508_Q1FY27_Transcript_signed.pdf,pymupdf,split,10784,0.52,0.08,0.3,25,25,30,7.820646506777893,138,35.97497393117831,27,7.038581856100104,2,0.5213764337851929,29,7.559958289885297,12,3.1282586027111576,2,0.5213764337851929,3,0.7820646506777894,3,0.7820646506777894,0,0.0,1,0.2606882168925964,3836,27.0,4.026245153593797,54.0,8.052490307187593,37.0,5.51744706233224,3.0,0.4473605726215329,27.0,4.026245153593797,85.0,12.675216224276769,18.0,2.684163435729198,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.342081717864599,6706.0
WIPRO,Wipro Limited,Computers - Software,2026-01-19,,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_19012026185149_SEIntimation19012026.pdf,pymupdf,whole,3420,0.28,,0.28,25,0,22,6.851448146994706,56,17.440049828713796,16,4.982871379632513,2,0.6228589224540642,19,5.9171597633136095,32,9.965742759265028,6,1.8685767673621925,0,0.0,2,0.6228589224540642,0,0.0,0,0.0,3211,,,,,,,,,,,,,,,,,,,,,,,
ONWARDTEC,Onward Technologies Limited,Computers - Software,2022-07-22,,https://nsearchives.nseindia.com/corporate/ONWARDTEC_22072022170942_ConcallOnwardTechnologiesLtd19072022.pdf,pymupdf,split,7716,0.32,0.16,0.24,25,25,1,0.8703220191470844,21,18.27676240208877,9,7.83289817232376,0,0.0,3,2.610966057441253,13,11.314186248912096,2,1.7406440382941688,1,0.8703220191470844,0,0.0,0,0.0,0,0.0,1149,22.0,3.464021413950559,51.0,8.03023145961266,37.0,5.825854196189576,9.0,1.4170996693434106,8.0,1.259644150527476,40.0,6.29822075263738,23.0,3.621476932766493,1.0,0.1574555188159345,3.0,0.4723665564478035,0.0,0.0,0.0,0.0,6351.0
GOCOLORS,Go Fashion (India) Limited,,2023-11-04,2023-09-30,https://nsearchives.nseindia.com/corporate/GOCOLORS_04112023111224_Transcriptupload.pdf,pymupdf,split,9424,0.44,0.24,0.34,25,25,9,7.718696397941681,36,30.874785591766724,5,4.288164665523156,0,0.0,13,11.149228130360203,7,6.003430531732419,1,0.8576329331046312,0,0.0,0,0.0,1,0.8576329331046312,0,0.0,1166,60.0,7.465472191116088,88.0,10.94935921363693,51.0,6.345651362448675,2.0,0.2488490730372029,21.0,2.612915266890631,62.0,7.714321264153291,37.0,4.603707851188254,0.0,0.0,14.0,1.7419435112604205,0.0,0.0,0.0,0.0,8037.0
INDIQUBE,Indiqube Spaces Limited,,2026-02-13,2026-02-13,https://nsearchives.nseindia.com/corporate/INDIQUBE_13022026173041_Intimation_Transcript_Earnings_Call.pdf,pymupdf,split,9183,0.28,0.2,0.24,25,25,2,1.2836970474967908,24,15.404364569961489,5,3.209242618741977,7,4.492939666238768,22,14.120667522464698,6,3.851091142490372,2,1.2836970474967908,0,0.0,0,0.0,0,0.0,0,0.0,1558,9.0,1.2024048096192386,74.0,9.886439545758185,68.0,9.084836339345358,3.0,0.4008016032064128,21.0,2.80561122244489,52.0,6.947227788911156,41.0,5.477621910487642,5.0,0.6680026720106881,0.0,0.0,0.0,0.0,23.0,3.072812291249165,7485.0
ORCHPHARMA,Orchid Pharma Limited,,2023-08-21,,https://nsearchives.nseindia.com/corporate/ORCHPHARMA_21082023152657_ORCHPHARMACALLTRANSCRIPT.pdf,pymupdf,whole,6421,0.16,,0.16,25,0,16,2.5340513145391195,104,16.471333544504276,50,7.918910357934748,7,1.1086474501108647,32,5.068102629078239,60,9.502692429521698,31,4.909724421919544,1,0.1583782071586949,2,0.3167564143173899,1,0.1583782071586949,3,0.4751346214760849,6314,,,,,,,,,,,,,,,,,,,,,,,
VIYASH,Viyash Scientific Limited,,2023-02-21,,https://nsearchives.nseindia.com/corporate/SEQUENT_21022023112527_SEEarningCallQ3FY23.pdf,pymupdf,whole,7991,0.04,,0.04,25,0,35,4.448398576512456,125,15.88713777325877,27,3.431621759023894,6,0.762582613116421,36,4.575495678698526,51,6.4819522114895785,16,2.0335536349771224,2,0.2541942043721403,6,0.762582613116421,0,0.0,2,0.2541942043721403,7868,,,,,,,,,,,,,,,,,,,,,,,
RATNAMANI,Ratnamani Metals & Tubes Limited,Steel And Steel Products,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf,pymupdf,split,8228,0.28,0.24,0.26,25,25,4,3.475238922675934,22,19.11381407471764,15,13.032145960034752,0,0.0,8,6.950477845351868,10,8.688097306689835,9,7.819287576020852,6,5.212858384013901,0,0.0,0,0.0,6,5.212858384013901,1151,21.0,3.056323679231553,85.0,12.37083393974676,77.0,11.20652015718236,0.0,0.0,32.0,4.657255130257605,77.0,11.20652015718236,51.0,7.422500363848057,9.0,1.3098530053849513,2.0,0.2910784456411003,2.0,0.2910784456411003,22.0,3.201862902052103,6871.0
SOLARINDS,Solar Industries India Limited,Chemicals - Speciality,2025-08-11,,https://nsearchives.nseindia.com/corporate/SOLARINDS_11082025163741_Trancriptmergedsd.pdf,pymupdf,split,5437,0.2,-0.04,0.08,25,25,0,0.0,40,31.720856463124505,7,5.551149881046788,0,0.0,14,11.102299762093576,9,7.137192704203014,4,3.1720856463124503,1,0.7930214115781126,0,0.0,0,0.0,0,0.0,1261,23.0,5.691660480079189,52.0,12.868101954961643,27.0,6.6815144766147,0.0,0.0,14.0,3.4644889878742884,54.0,13.3630289532294,16.0,3.959415986142044,5.0,1.2373174956693889,1.0,0.2474634991338777,1.0,0.2474634991338777,3.0,0.7423904974016332,4041.0
CEMPRO,Cemindia Projects Limited,,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf,pymupdf,whole,7790,0.16,,0.16,25,0,29,3.804775649435844,122,16.006297559695618,54,7.084754657570191,9,1.1807924429283652,36,4.723169771713461,56,7.347152978220939,27,3.542377328785096,11,1.443190763579113,2,0.2623983206507478,2,0.2623983206507478,4,0.5247966413014957,7622,,,,,,,,,,,,,,,,,,,,,,,
GRAVITA,Gravita India Limited,Mining,2022-05-24,2022-05-11,https://nsearchives.nseindia.com/corporate/GRAVITA_24052022144039_TranscriptearningsQ4.pdf,pymupdf,split,8716,0.0,0.28,0.14,25,25,0,0.0,2,4.597701149425287,5,11.494252873563218,1,2.2988505747126435,9,20.689655172413797,4,9.195402298850574,5,11.494252873563218,0,0.0,0,0.0,0,0.0,0,0.0,435,27.0,3.3440673767649245,112.0,13.871686896210058,81.0,10.032202130294774,0.0,0.0,23.0,2.848649987614565,76.0,9.412930393856824,48.0,5.94500866980431,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.3623978201634876,8074.0
BLUEDART,Blue Dart Express Limited,Travel And Transport,2026-05-18,2026-05-09,https://nsearchives.nseindia.com/corporate/pooja_sanghvi_18052026205310_SE_Letter.pdf,pymupdf,whole,6490,0.04,,0.04,25,0,21,3.251277287505806,86,13.314754605976155,57,8.824895494658616,7,1.0837590958352683,13,2.01269546369407,43,6.657377302988079,42,6.502554575011612,0,0.0,1,0.1548227279764669,0,0.0,23,3.56092274345874,6459,,,,,,,,,,,,,,,,,,,,,,,
GVPIL,GE Power India Limited,,2026-07-16,2026-07-16,https://nsearchives.nseindia.com/corporate/GEPIL_16072026172533_final.pdf,pymupdf,whole,1897,0.36,,0.36,25,0,10,5.431830526887561,41,22.270505160239,12,6.518196632265074,5,2.7159152634437804,29,15.752308527973929,12,6.518196632265074,3,1.6295491580662684,3,1.6295491580662684,0,0.0,0,0.0,1,0.5431830526887561,1841,,,,,,,,,,,,,,,,,,,,,,,
SANDHAR,Sandhar Technologies Limited,,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf,pymupdf,split,9106,0.0,-0.08,-0.04,25,25,9,6.870229007633588,18,13.740458015267176,7,5.343511450381679,4,3.053435114503817,20,15.267175572519085,6,4.580152671755725,3,2.2900763358778624,0,0.0,1,0.7633587786259542,0,0.0,0,0.0,1310,29.0,3.812779384696293,77.0,10.12358664212464,41.0,5.3904811990533785,0.0,0.0,19.0,2.4980278727320537,57.0,7.494083618196161,24.0,3.155403628714173,2.0,0.2629503023928478,8.0,1.0518012095713911,0.0,0.0,11.0,1.4462266631606626,7606.0
SGIL,Synergy Green Industries Limited,,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf,pymupdf,whole,9154,0.12,,0.12,25,0,45,5.015045135406218,110,12.258999219881868,88,9.807199375905494,8,0.8915635796277722,16,1.7831271592555444,64,7.132508637022178,65,7.243954084475649,16,1.7831271592555444,1,0.1114454474534715,4,0.4457817898138861,15,1.6716817118020728,8973,,,,,,,,,,,,,,,,,,,,,,,
