Earnings Date,reported_eps
2019-11-13,-0.42
2020-07-31,3.09
2020-11-02,-0.25
2021-02-01,1.11
2021-05-10,4.18
2021-07-30,4.11
2021-10-28,0.67
2022-02-02,0.73
2022-05-17,4.19
2022-07-29,4.4
2022-11-10,0.27
2023-02-02,0.61
2023-08-03,3.92
2023-11-06,0.19
2024-02-08,0.01
2024-05-14,4.72
2024-08-02,4.64
2024-11-11,0.49
2025-02-04,0.2
2025-05-19,5.4
2025-07-30,4.02
2025-11-05,-0.58
2026-02-03,-1.05
2026-05-18,5.09
2026-08-04,3.74
