Earnings Date,reported_eps
2020-11-11,15.67
2021-01-29,14.41
2021-06-15,7.9
2021-07-29,3.04
2021-10-21,4.51
2022-01-27,13.95
2022-05-18,21.1
2022-08-04,16.82
2022-11-01,5.54
2023-02-06,8.73
2023-05-16,21.46
2023-08-03,24.06
2023-11-01,21.6
2024-02-02,21.14
2024-05-15,19.83
2024-08-02,23.64
2024-10-28,24.16
2025-01-31,26.03
2025-05-15,24.87
2025-08-01,24.72
2025-10-29,24.61
2026-01-30,25.16
2026-05-13,27.22
2026-07-30,27.06
