Earnings Date,reported_eps
2020-07-31,12.7
2020-10-30,7.3
2021-01-29,7.9
2021-05-14,5.29
2021-07-16,-0.57
2021-10-20,4.64
2022-01-18,2.29
2022-04-29,2.6
2022-07-15,-5.75
2022-10-14,6.14
2023-01-13,8.87
2023-04-17,9.83
2023-07-14,9.8
2023-10-20,8.44
2024-01-12,10.82
2024-04-17,13.61
2024-07-16,16.6
2024-10-11,18.12
2025-01-10,15.44
2025-04-18,18.53
2025-07-15,18.77
2025-10-13,14.04
2026-01-13,18.72
2026-04-13,11.76
2026-07-10,19.54
