Earnings Date,reported_eps
2020-08-14,2.01
2020-11-02,4.03
2021-02-04,3.35
2021-06-19,4.62
2021-07-31,3.24
2021-10-28,3.31
2022-01-29,4.26
2022-05-20,5.8
2022-07-29,3.79
2022-10-29,2.6
2023-01-28,6.64
2023-05-19,5.85
2023-07-29,4.19
2023-10-28,4.76
2024-01-29,3.2
2024-05-24,5.08
2024-07-27,6.25
2024-10-24,5.44
2025-01-25,5.22
2025-05-24,7.85
2025-07-29,4.92
2025-10-30,4.8
2026-05-23,9.02
2026-07-24,5.51
