Earnings Date,reported_eps
2020-11-02,1.54
2021-02-04,4.16
2021-05-20,3.06
2021-08-06,2.26
2021-11-11,2.92
2022-02-02,3.23
2022-05-26,2.45
2022-08-12,1.21
2022-11-11,1.49
2023-02-13,0.75
2023-05-25,-1.1
2023-08-09,0.18
2023-11-09,2.23
2024-02-13,0.85
2024-05-17,0.16
2024-07-31,1.44
2024-10-18,2.1
2025-01-23,2.4
2025-05-07,1.96
2025-07-22,1.5
2025-10-16,0.79
2026-01-22,1.7
2026-05-19,-1.08
2026-08-10,0.79
