Earnings Date,reported_eps
2018-08-01,0.78
2018-11-05,-0.82
2019-02-08,-0.67
2019-04-29,3.03
2019-07-29,2.73
2019-10-21,-0.38
2020-01-29,-0.28
2020-05-22,2.15
2020-07-28,1.25
2020-10-29,1.7
2021-01-28,2.63
2021-05-17,4.88
2021-08-02,4.37
2021-10-25,2.78
2022-01-31,2.13
2022-05-11,3.57
2022-07-28,1.83
2022-11-09,-0.46
2023-01-31,1.34
2023-08-01,1.81
2023-11-09,1.2
2024-02-05,2.2
2024-05-01,3.33
2024-08-05,1.79
2024-11-08,0.11
