Earnings Date,reported_eps
2014-01-16,3.02
2014-05-08,2.88
2014-08-05,3.14
2014-10-20,3.45
2015-02-06,3.49
2015-05-28,3.64
2016-02-02,2.79
2016-08-11,3.54
2017-02-14,4.7
2017-05-29,4.67
2017-08-10,4.8
2017-11-08,4.39
2018-01-24,5.22
2018-05-10,4.05
2018-07-24,4.25
2018-10-29,6.68
2019-02-08,4.55
2019-05-15,5.88
2019-08-01,5.78
2019-11-04,4.82
2020-06-09,6.36
