Earnings Date,reported_eps
2020-11-03,2.72
2021-01-29,2.78
2021-05-07,2.13
2021-08-03,2.47
2021-11-02,2.85
2022-02-02,2.84
2022-05-05,2.02
2022-08-04,2.48
2022-10-26,2.76
2023-02-02,2.68
2023-05-04,1.69
2023-08-03,2.61
2023-11-02,2.9
2024-01-31,2.9
2024-05-02,1.97
2024-08-01,2.82
2024-10-30,2.39
2025-01-30,2.94
2025-05-07,1.8
2025-07-31,2.89
2025-10-30,2.55
2026-01-29,3.22
2026-05-07,2.07
2026-07-29,3.33
