Earnings Date,reported_eps
2018-08-24,1.86
2018-11-01,2.11
2019-01-30,2.77
2019-05-08,2.54
2019-07-31,2.55
2019-11-06,2.91
2020-02-05,3.39
2020-06-03,2.18
2025-01-29,4.31
2025-07-23,4.62
2025-11-05,4.94
2026-01-28,5.15
2026-04-29,5.49
2026-07-29,5.76
