Earnings Date,reported_eps
2021-04-27,2.66
2023-01-30,3.27
2023-04-25,3.17
2023-07-27,3.77
2023-10-30,3.91
2024-01-29,4.48
2024-04-24,5.37
2024-07-19,5.18
2024-10-24,5.6
2025-01-23,4.58
2025-04-28,4.65
2025-07-28,6.13
2025-10-30,5.32
2026-01-29,6.22
2026-04-27,5.93
2026-07-22,7.75
