Earnings Date,reported_eps
2020-11-07,19.34
2021-02-06,17.73
2021-05-29,18.91
2021-08-07,20.99
2021-11-06,22.84
2022-02-11,33.99
2022-05-23,33.7
2022-08-12,26.44
2022-11-07,18.6
2023-02-03,11.56
2023-05-20,12.09
2023-08-14,13.41
2023-11-06,13.11
2024-02-10,13.5
2024-05-25,20.25
2024-08-03,16.2
2024-11-09,19.2
2025-02-03,22.39
2025-05-17,24.93
2025-08-06,20.49
2025-11-07,25.97
2026-02-11,24.07
2026-05-23,28.31
2026-08-01,33.95
