Earnings Date,reported_eps
2020-04-30,7.3
2020-07-29,3.83
2020-10-29,7.21
2021-02-03,6.64
2021-04-28,20.37
2021-07-28,3.95
2021-10-27,4.6
2022-02-03,6.77
2022-05-04,6.54
2022-07-26,5.56
2022-11-02,4.54
2023-02-02,7.01
2023-05-03,6.33
2023-07-26,6.09
2023-10-30,5.12
2024-01-30,2.51
2024-05-01,3.73
2024-07-24,4.42
2025-01-28,7.03
2025-05-01,5.72
2025-07-30,6.41
2025-11-05,5.68
2026-01-29,7.15
2026-04-30,7.42
2026-08-05,7.15
