Earnings Date,reported_eps
2015-07-27,1.63
2017-05-29,1.75
2017-11-07,0.94
2018-01-24,1.84
2018-05-25,2.48
2018-08-11,1.49
2018-11-12,1.57
2019-01-28,2.35
2019-05-22,2.38
2019-10-31,5.58
2020-02-04,2.24
2020-06-27,0.61
2022-11-11,1.06
2023-01-25,3.38
2023-05-17,5.57
2023-08-11,4.14
2023-10-26,5.91
2024-01-16,8.36
2024-07-29,6.9
2024-10-18,7.81
2025-01-24,7.92
2025-05-02,4.56
2025-10-17,2.17
2026-04-27,2.18
2026-07-14,1.63
