Earnings Date,reported_eps
2020-11-12,1.17
2021-02-03,1.9
2021-06-15,1.58
2021-07-21,1.01
2021-10-20,1.86
2022-02-02,2.08
2022-05-30,1.76
2022-07-28,1.83
2022-11-08,1.81
2023-02-01,1.34
2023-05-17,0.92
2023-07-25,1.14
2023-10-25,1.09
2024-01-31,1.0
2024-05-22,0.51
2024-08-09,0.78
2024-11-11,1.05
2025-02-12,0.9
2025-05-14,0.74
2025-08-13,1.01
2025-11-13,1.61
2026-02-10,1.19
2026-05-20,1.38
2026-08-13,1.1
