Earnings Date,reported_eps
2020-11-04,3.51
2021-01-28,4.35
2021-05-12,3.04
2021-08-11,2.17
2021-11-10,3.69
2022-01-25,3.53
2022-05-18,2.5
2022-08-10,3.48
2022-11-09,3.27
2023-01-24,2.99
2023-05-08,2.78
2023-08-10,4.6
2023-11-08,4.43
2024-01-23,5.02
2024-05-07,3.44
2024-08-07,5.57
2024-10-23,5.25
2025-01-22,5.42
2025-05-07,4.33
2025-08-06,6.6
2025-10-30,5.68
2026-02-03,6.1
2026-05-07,5.74
2026-08-04,8.65
