Earnings Date,reported_eps
2021-05-08,2.47
2021-07-22,3.52
2021-10-25,6.83
2022-01-21,8.55
2022-05-06,7.53
2022-07-21,6.6
2022-10-21,6.95
2023-01-30,8.99
2023-04-28,9.01
2024-01-29,8.64
2024-04-26,8.73
2024-07-29,6.53
2024-10-24,7.98
2025-01-28,8.74
2025-11-05,9.24
2026-07-22,8.65
