Earnings Date,reported_eps
2018-11-13,2.57
2019-02-12,2.67
2019-05-24,3.03
2019-08-09,1.24
2019-11-05,1.54
2020-02-07,2.21
2020-05-29,1.74
2020-11-10,0.96
2021-02-11,1.15
2021-05-28,1.89
2021-11-09,1.29
2022-11-08,1.93
2023-02-08,2.41
2023-05-26,2.83
2023-08-10,2.58
2023-11-09,1.1
2024-02-08,3.39
2024-08-06,3.2
2024-11-07,2.55
2025-02-06,2.95
2025-05-15,3.85
2025-11-06,1.61
2026-02-05,1.7
2026-08-06,2.98
