Earnings Date,reported_eps
2020-11-19,-0.19
2021-02-23,0.8
2021-05-18,0.39
2021-08-19,1.29
2021-11-18,1.23
2022-02-22,2.45
2022-05-26,1.08
2022-08-23,1.0
2022-11-17,0.52
2023-03-02,1.88
2023-06-01,0.56
2023-08-22,0.26
2023-11-16,0.21
2024-02-27,2.45
2024-05-21,0.27
2024-08-21,0.53
2024-12-11,0.04
2025-03-06,1.8
2025-05-28,0.16
2025-09-03,0.31
2025-12-03,0.09
2026-03-18,1.67
2026-06-03,0.13
