Earnings Date,reported_eps
2020-10-22,2.22
2021-02-18,2.5
2021-04-29,3.35
2021-07-23,3.64
2021-10-26,2.22
2022-02-17,1.52
2022-04-28,2.49
2022-07-19,5.28
2022-10-21,0.76
2023-02-07,1.94
2023-05-02,3.54
2023-08-02,3.07
2023-11-01,3.03
2024-01-31,2.41
2024-05-01,2.48
2024-07-31,2.38
2024-10-28,2.03
2025-01-29,7.14
2025-04-29,3.77
2025-07-31,3.47
2025-11-03,6.52
2026-01-30,0.95
2026-05-04,7.01
2026-07-28,2.32
