Earnings Date,reported_eps
2020-10-28,9.17
2021-01-29,0.74
2021-05-14,6.67
2021-07-27,6.87
2021-10-29,11.93
2022-01-28,8.5
2022-05-19,4.24
2022-07-28,14.28
2022-10-28,13.38
2023-01-25,14.99
2023-05-10,12.0
2023-07-26,16.85
2023-10-27,17.81
2024-01-30,16.64
2024-05-07,15.54
2024-07-27,16.7
2024-11-05,15.83
2025-01-23,16.94
2025-05-09,19.84
2025-07-23,17.02
2025-10-24,17.87
2026-01-21,14.77
2026-05-12,5.74
2026-07-22,5.33
