Earnings Date,reported_eps
2020-07-31,4.61
2020-11-04,5.57
2021-02-04,3.21
2021-05-07,2.95
2021-08-10,5.52
2021-11-09,5.69
2022-02-04,2.68
2022-05-09,6.36
2022-07-29,4.3
2022-11-04,3.73
2023-02-08,6.06
2023-05-09,1.61
2023-08-01,5.48
2023-11-03,5.48
2024-02-01,4.78
2024-05-08,2.97
2024-08-01,7.03
2024-10-29,5.84
2025-01-31,5.8
2025-04-30,3.68
2025-08-06,8.35
2025-11-05,4.81
2026-02-02,7.16
2026-04-30,5.45
2026-08-05,6.99
