Earnings Date,reported_eps
2020-11-06,950.27
2021-02-11,1206.56
2021-06-07,748.05
2021-08-09,380.39
2021-11-09,432.39
2022-02-10,343.89
2022-05-10,369.66
2022-08-09,264.94
2022-11-08,292.33
2023-02-09,399.0
2023-05-03,778.88
2023-08-03,1370.98
2023-11-03,1348.53
2024-02-09,1197.83
2024-05-03,894.93
2024-08-08,1326.41
2024-11-08,1073.84
2025-02-06,743.8
2025-05-06,1207.48
2025-08-12,1141.74
2025-11-14,1206.26
2026-02-06,1738.61
2026-05-07,1577.25
2026-08-11,1118.51
