Earnings Date,reported_eps
2020-10-19,20.7
2021-02-05,18.92
2021-04-27,15.12
2021-07-30,19.34
2021-11-08,15.95
2022-01-29,12.38
2022-05-02,15.77
2022-08-04,14.01
2022-11-04,20.48
2023-02-01,26.06
2023-05-05,23.19
2023-08-04,19.0
2023-11-01,24.41
2024-02-06,23.18
2024-05-03,22.35
2024-08-02,21.75
2024-11-11,22.07
2025-02-06,24.15
2025-05-07,23.25
2025-08-05,21.62
2025-11-05,27.17
2026-02-10,28.23
2026-05-07,28.16
2026-08-06,24.55
