Earnings Date,reported_eps
2020-10-28,3.7
2021-01-25,5.27
2021-06-03,4.76
2021-08-06,5.88
2021-10-28,5.24
2022-01-25,4.6
2022-05-13,6.51
2022-07-27,4.27
2022-11-09,5.41
2023-02-02,6.1
2023-05-12,7.27
2023-08-05,6.98
2023-10-30,7.31
2024-01-27,5.97
2024-05-12,6.14
2024-08-10,6.96
2024-10-29,1.94
2025-01-20,7.82
2025-05-06,10.56
2025-07-24,8.54
2025-10-29,10.86
2026-01-22,11.17
2026-05-02,12.76
2026-08-01,9.48
