Earnings Date,reported_eps
2020-10-29,5.19
2021-01-20,5.58
2021-05-20,4.83
2021-07-21,3.74
2021-10-20,4.81
2022-01-20,4.88
2022-05-04,5.64
2022-07-20,3.87
2022-10-19,2.98
2023-01-19,4.53
2023-05-03,5.77
2023-07-20,4.59
2023-10-19,3.97
2024-01-23,4.59
2024-04-30,7.16
2024-07-18,6.56
2024-10-17,4.35
2025-01-16,4.51
2025-04-22,8.33
2025-07-21,5.62
2025-10-17,5.06
2026-01-19,5.33
2026-04-22,11.7
2026-07-17,4.75
