Earnings Date,reported_eps
2008-01-30,5.16
2008-05-19,4.55
2008-07-25,1.55
2013-05-15,3.25
2019-05-13,1.98
2019-07-12,5.63
2025-01-31,7.49
2025-05-14,6.66
2025-08-12,7.72
2025-11-08,8.43
2026-02-10,7.68
2026-05-19,10.78
