Earnings Date,reported_eps
2020-11-06,3.23
2021-02-03,4.6
2021-05-18,6.52
2021-08-06,2.76
2021-11-11,5.27
2022-02-04,4.76
2022-05-27,5.28
2022-08-12,3.32
2022-11-11,2.63
2023-02-07,3.47
2023-05-15,7.71
2023-08-11,4.46
2023-10-19,4.88
2024-01-30,4.22
2024-05-17,6.76
2024-08-08,4.48
2024-11-07,4.1
2025-01-30,4.25
2025-05-21,6.67
2025-08-11,3.02
2025-11-05,5.02
2026-02-05,4.47
2026-05-18,8.09
2026-08-12,4.47
