trade_id,symbol,filing_date,filing_timestamp,signal_date,entry_date,entry_price,exit_date,exit_price,holding_days,SUE,SUE_bucket,sector,sector_group,size_group,filing_timing_group,priority_rank,slot,entry_reason,exit_reason,gross_return,transaction_cost,cost,net_return,portfolio_weight,portfolio_pnl
TR_00029,SKFINDIA,2021-10-27,2021-10-27 18:20:00,2021-10-28,2021-10-29,3042.97,2022-01-25,3595.51,60,2.3799,5,Commercial & Industrial,Non-Financials,Small,Mid,1,29,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,0.181579,0.00585,0.00585,0.175729,0.033333,0.005858
TR_00030,PERSISTENT,2021-10-28,2021-10-28 12:06:00,2021-10-28,2021-10-29,1924.87,2022-01-25,1995.19,60,2.2918,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,30,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,0.036531,0.00585,0.00585,0.030681,0.033333,0.001023
TR_00031,EIDPARRY,2021-11-09,2021-11-09 17:26:00,2021-11-10,2021-11-11,483.42,2022-02-07,476.27,60,4.615,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,1,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.014791,0.00585,0.00585,-0.020641,0.033333,-0.000688
TR_00032,REDINGTON,2021-11-10,2021-11-10 14:44:00,2021-11-10,2021-11-11,129.49,2022-02-07,138.9,60,1.7837,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,2,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.072602,0.00585,0.00585,0.066752,0.033333,0.002225
TR_00033,BALMLAWRIE,2021-11-11,2021-11-11 14:18:00,2021-11-11,2021-11-12,103.39,2022-02-08,101.98,60,1.5017,5,Commercial & Industrial,Non-Financials,Small,Mid,1,3,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.013672,0.00585,0.00585,-0.019522,0.033333,-0.000651
TR_00034,TATASTEEL,2021-11-11,2021-11-11 20:40:00,2021-11-12,2021-11-15,111.68,2022-02-09,105.41,60,1.4509,5,Commercial & Industrial,Non-Financials,Large,Mid,1,4,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.0561,0.00585,0.00585,-0.06195,0.033333,-0.002065
TR_00035,NATIONALUM,2021-11-12,2021-11-12 20:10:00,2021-11-15,2021-11-16,78.97,2022-02-10,101.47,60,1.7513,5,Commercial & Industrial,Non-Financials,Large,Late,1,5,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.284945,0.00585,0.00585,0.279095,0.033333,0.009303
TR_00036,ITDC,2021-11-12,2021-11-12 17:29:00,2021-11-15,2021-11-16,379.72,2022-02-10,381.09,60,1.6887,5,Commercial & Industrial,Non-Financials,Small,Late,2,6,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.003618,0.00585,0.00585,-0.002232,0.033333,-7.4e-05
TR_00037,FINEORG,2021-11-12,2021-11-12 20:30:00,2021-11-15,2021-11-16,3715.46,2022-02-10,3934.83,60,1.6007,5,Commercial & Industrial,Non-Financials,Small,Late,3,7,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.059042,0.00585,0.00585,0.053192,0.033333,0.001773
TR_00038,ONGC,2021-11-13,2021-11-13 13:20:00,2021-11-15,2021-11-16,117.99,2022-02-10,129.8,60,1.4205,5,Commercial & Industrial,Non-Financials,Large,Late,4,8,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.100065,0.00585,0.00585,0.094215,0.033333,0.00314
TR_00039,HINDALCO,2021-11-17,2021-11-17 18:06:00,2021-11-18,2021-11-22,427.86,2022-02-15,516.07,60,1.8573,5,Commercial & Industrial,Non-Financials,Large,Late,1,9,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.206168,0.00585,0.00585,0.200318,0.033333,0.006677
TR_00040,DELTACORP,2022-01-12,2022-01-12 13:44:00,2022-01-12,2022-01-13,276.17,2022-04-12,303.64,60,1.3494,5,Commercial & Industrial,Non-Financials,Mid,Early,1,10,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.09948,0.00585,0.00585,0.09363,0.033333,0.003121
TR_00041,INFY,2022-01-12,2022-01-12 21:40:00,2022-01-13,2022-01-14,1653.7,2022-04-13,1536.44,60,2.6899,5,Commercial & Industrial,Non-Financials,Large,Early,1,11,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.070909,0.00585,0.00585,-0.076759,0.033333,-0.002559
TR_00042,SONATSOFTW,2022-01-18,2022-01-18 12:38:00,2022-01-18,2022-01-19,290.72,2022-04-20,273.1,60,1.8695,5,Commercial & Industrial,Non-Financials,Small,Early,1,12,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.060588,0.00585,0.00585,-0.066438,0.033333,-0.002215
TR_00043,TATAELXSI,2022-01-19,2022-01-19 16:20:00,2022-01-20,2022-01-21,7141.71,2022-04-22,7937.56,60,4.5321,5,Commercial & Industrial,Non-Financials,Large,Early,1,13,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.111436,0.00585,0.00585,0.105586,0.033333,0.003519
TR_00044,CCL,2022-01-20,2022-01-20 13:22:00,2022-01-20,2022-01-21,431.01,2022-04-22,375.95,60,4.262,5,Commercial & Industrial,Non-Financials,Small,Early,2,14,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.127734,0.00585,0.00585,-0.133584,0.033333,-0.004453
TR_00045,PERSISTENT,2022-01-21,2022-01-21 15:15:00,2022-01-21,2022-01-24,2061.61,2022-04-25,1938.73,60,2.0338,5,Commercial & Industrial,Non-Financials,Mid,Early,1,15,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.059602,0.00585,0.00585,-0.065452,0.033333,-0.002182
TR_00046,HINDUNILVR,2022-01-20,2022-01-20 20:54:00,2022-01-21,2022-01-24,2157.79,2022-04-25,1938.08,60,1.7577,5,Commercial & Industrial,Non-Financials,Large,Early,2,16,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.101822,0.00585,0.00585,-0.107672,0.033333,-0.003589
TR_00047,RELIANCE,2022-01-21,2022-01-21 20:26:00,2022-01-24,2022-01-25,1064.15,2022-04-26,1257.14,60,1.5194,5,Commercial & Industrial,Non-Financials,Large,Early,1,17,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.181354,0.00585,0.00585,0.175504,0.033333,0.00585
TR_00048,IEX,2022-01-24,2022-01-24 18:32:00,2022-01-25,2022-01-27,219.8,2022-04-27,203.0,60,1.8189,5,Commercial & Industrial,Non-Financials,Large,Early,1,18,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.076434,0.00585,0.00585,-0.082284,0.033333,-0.002743
TR_00049,SRF,2022-01-25,2022-01-25 18:47:00,2022-01-27,2022-01-28,2352.1,2022-04-28,2476.91,60,1.7864,5,Commercial & Industrial,Non-Financials,Large,Mid,1,19,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.053064,0.00585,0.00585,0.047214,0.033333,0.001574
TR_00050,ZENSARTECH,2022-01-25,2022-01-25 17:11:00,2022-01-27,2022-01-28,371.38,2022-04-28,305.53,60,1.666,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,20,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.177298,0.00585,0.00585,-0.183148,0.033333,-0.006105
TR_00051,RAYMOND,2022-01-25,2022-01-25 19:32:00,2022-01-27,2022-01-28,777.59,2022-04-28,823.77,60,1.3333,5,Commercial & Industrial,Non-Financials,Mid,Mid,3,21,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.059389,0.00585,0.00585,0.053539,0.033333,0.001785
TR_00052,GMDCLTD,2022-01-27,2022-01-27 20:00:00,2022-01-28,2022-01-31,108.69,2022-04-29,166.64,60,3.0874,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,22,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.533224,0.00585,0.00585,0.527374,0.033333,0.017579
TR_00053,DRREDDY,2022-01-28,2022-01-28 15:09:00,2022-01-28,2022-01-31,822.26,2022-04-29,799.43,60,1.3847,5,Commercial & Industrial,Non-Financials,Large,Mid,2,23,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.027765,0.00585,0.00585,-0.033615,0.033333,-0.00112
TR_00054,KEI,2022-01-27,2022-01-27 18:40:00,2022-01-28,2022-01-31,1081.08,2022-04-29,1201.15,60,1.3265,5,Commercial & Industrial,Non-Financials,Mid,Mid,3,24,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.111066,0.00585,0.00585,0.105216,0.033333,0.003507
TR_00055,OBEROIRLTY,2022-01-28,2022-01-28 20:59:00,2022-01-31,2022-02-01,905.82,2022-05-02,926.82,60,1.8858,5,Commercial & Industrial,Non-Financials,Large,Mid,1,25,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.023182,0.00585,0.00585,0.017332,0.033333,0.000578
TR_00056,GSFC,2022-01-29,2022-01-29 14:37:00,2022-01-31,2022-02-01,113.53,2022-05-02,148.2,60,1.513,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,26,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.305344,0.00585,0.00585,0.299494,0.033333,0.009983
TR_00057,NAUKRI,2022-01-28,2022-01-28 23:24:00,2022-01-31,2022-02-01,979.4,2022-05-02,887.61,60,1.4196,5,Commercial & Industrial,Non-Financials,Large,Mid,3,27,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.093718,0.00585,0.00585,-0.099568,0.033333,-0.003319
TR_00058,BEL,2022-01-28,2022-01-28 18:03:00,2022-01-31,2022-02-01,66.36,2022-05-02,75.79,60,1.3816,5,Commercial & Industrial,Non-Financials,Large,Mid,4,28,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.14199,0.00585,0.00585,0.13614,0.033333,0.004538
TR_00059,UPL,2022-01-31,2022-01-31 17:03:00,2022-02-01,2022-02-02,748.7,2022-05-04,784.49,60,1.3008,5,Commercial & Industrial,Non-Financials,Large,Mid,1,29,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.047801,0.00585,0.00585,0.041951,0.033333,0.001398
TR_00060,KPITTECH,2022-02-02,2022-02-02 11:00:00,2022-02-02,2022-02-03,612.54,2022-05-05,532.86,60,1.4304,5,Commercial & Industrial,Non-Financials,Large,Mid,1,30,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.130074,0.00585,0.00585,-0.135924,0.033333,-0.004531
TR_00061,TITAN,2022-02-03,2022-02-03 20:37:00,2022-02-04,2022-02-07,2439.87,2022-05-09,2147.87,60,1.4136,5,Commercial & Industrial,Non-Financials,Large,Mid,1,1,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,-0.119678,0.00585,0.00585,-0.125528,0.033333,-0.004184
TR_00062,BRIGADE,2022-02-03,2022-02-03 19:04:00,2022-02-04,2022-02-07,371.21,2022-05-09,310.13,60,1.3732,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,2,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,-0.164542,0.00585,0.00585,-0.170392,0.033333,-0.00568
TR_00063,GNFC,2022-02-05,2022-02-05 15:01:00,2022-02-07,2022-02-08,441.86,2022-05-10,699.57,60,2.2066,5,Commercial & Industrial,Non-Financials,Large,Mid,1,3,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,0.583236,0.00585,0.00585,0.577386,0.033333,0.019246
TR_00064,TIINDIA,2022-02-08,2022-02-08 11:25:00,2022-02-08,2022-02-09,1788.05,2022-05-11,1657.52,60,2.8098,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,4,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,-0.072998,0.00585,0.00585,-0.078848,0.033333,-0.002628
TR_00065,INGERRAND,2022-02-09,2022-02-09 15:27:00,2022-02-09,2022-02-10,1369.16,2022-05-12,1346.57,60,3.2055,5,Commercial & Industrial,Non-Financials,Small,Mid,1,5,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.0165,0.00585,0.00585,-0.02235,0.033333,-0.000745
TR_00066,REDINGTON,2022-02-09,2022-02-09 13:11:00,2022-02-09,2022-02-10,139.53,2022-05-12,112.95,60,2.4639,5,Commercial & Industrial,Non-Financials,Large,Mid,2,6,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.190549,0.00585,0.00585,-0.196399,0.033333,-0.006547
TR_00067,TATAPOWER,2022-02-09,2022-02-09 17:20:00,2022-02-10,2022-02-11,232.0,2022-05-13,215.37,60,1.6825,5,Commercial & Industrial,Non-Financials,Large,Mid,1,7,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.071667,0.00585,0.00585,-0.077517,0.033333,-0.002584
TR_00068,ABB,2022-02-10,2022-02-10 19:51:00,2022-02-11,2022-02-14,2024.79,2022-05-16,2181.77,60,1.5433,5,Commercial & Industrial,Non-Financials,Large,Mid,1,8,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.077529,0.00585,0.00585,0.071679,0.033333,0.002389
TR_00069,DIVISLAB,2022-02-11,2022-02-11 16:22:00,2022-02-14,2022-02-15,4151.66,2022-05-17,4174.31,60,6.1672,5,Commercial & Industrial,Non-Financials,Large,Mid,1,9,SUE_RANK_PRIORITY,60D_HOLD_COMPLETE,0.005456,0.00585,0.00585,-0.000394,0.033333,-1.3e-05
TR_00070,INFY,2022-04-13,2022-04-13 20:40:00,2022-04-18,2022-04-19,1438.11,2022-07-13,1282.67,60,2.8846,5,Commercial & Industrial,Non-Financials,Large,Early,1,10,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.108088,0.00585,0.00585,-0.113938,0.033333,-0.003798
TR_00071,HCLTECH,2022-04-21,2022-04-21 20:37:00,2022-04-22,2022-04-25,906.55,2022-07-19,755.98,60,2.5514,5,Commercial & Industrial,Non-Financials,Large,Early,1,11,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.166085,0.00585,0.00585,-0.171935,0.033333,-0.005731
TR_00072,TATAELXSI,2022-04-21,2022-04-21 16:01:00,2022-04-22,2022-04-25,7900.52,2022-07-19,7712.05,60,2.5173,5,Commercial & Industrial,Non-Financials,Large,Early,2,12,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.023855,0.00585,0.00585,-0.029705,0.033333,-0.00099
TR_00073,CRISIL,2022-04-22,2022-04-22 16:13:00,2022-04-25,2022-04-26,3157.1,2022-07-20,3064.55,60,1.6209,5,Commercial & Industrial,Non-Financials,Mid,Early,1,13,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.029315,0.00585,0.00585,-0.035165,0.033333,-0.001172
TR_00074,GMDCLTD,2022-04-26,2022-04-26 10:59:00,2022-04-26,2022-04-27,180.28,2022-07-21,134.59,60,2.3322,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,14,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.253462,0.00585,0.00585,-0.259312,0.033333,-0.008644
TR_00075,VSTIND,2022-04-26,2022-04-26 19:44:00,2022-04-27,2022-04-28,242.66,2022-07-22,248.09,60,1.478,5,Commercial & Industrial,Non-Financials,Small,Mid,1,15,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.022385,0.00585,0.00585,0.016535,0.033333,0.000551
TR_00076,PERSISTENT,2022-04-28,2022-04-28 13:13:00,2022-04-28,2022-04-29,2105.35,2022-07-25,1750.49,60,2.5027,5,Commercial & Industrial,Non-Financials,Mid,Mid,1,16,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.16855,0.00585,0.00585,-0.1744,0.033333,-0.005813
TR_00077,IEX,2022-04-27,2022-04-27 18:41:00,2022-04-28,2022-04-29,200.31,2022-07-25,147.06,60,2.3128,5,Commercial & Industrial,Non-Financials,Large,Mid,2,17,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.265864,0.00585,0.00585,-0.271714,0.033333,-0.009057
TR_00078,KPITTECH,2022-04-27,2022-04-27 16:16:00,2022-04-28,2022-04-29,557.49,2022-07-25,515.52,60,1.8003,5,Commercial & Industrial,Non-Financials,Mid,Mid,3,18,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,-0.075294,0.00585,0.00585,-0.081144,0.033333,-0.002705
TR_00079,VBL,2022-04-28,2022-04-28 15:57:00,2022-04-29,2022-05-02,142.47,2022-07-26,173.45,60,2.0416,5,Commercial & Industrial,Non-Financials,Large,Mid,1,19,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.217398,0.00585,0.00585,0.211548,0.033333,0.007052
TR_00080,COROMANDEL,2022-04-29,2022-04-29 11:06:00,2022-04-29,2022-05-02,862.51,2022-07-26,974.02,60,1.4721,5,Commercial & Industrial,Non-Financials,Mid,Mid,2,20,Q5_SUE_SIGNAL_NON_FINANCIAL,60D_HOLD_COMPLETE,0.129286,0.00585,0.00585,0.123436,0.033333,0.004114
