date,year,K,excluded,passed,excl_raw_vs_n500,pass_raw_vs_n500,universe_vs_n500
2005-05-31,2005,17,-0.04376222244359071,0.018234259351496168,-0.0006609566727656946,0.06133552512232118,0.043101265770825015
2005-06-30,2005,17,0.03820287387259011,-0.015917864113579233,0.10583617045921997,0.05171543247305063,0.06763329658662987
2005-07-29,2005,17,0.007996196235779851,-0.0033317484315749796,0.020957411709956547,0.009629467042601716,0.012961215474176696
2005-08-31,2005,17,0.022243233860325076,-0.009268014108468767,0.0007278969800724316,-0.03078335098872141,-0.021515336880252645
2005-09-30,2005,17,-0.02199867509513143,0.00916611462297143,-0.027131205619829714,0.004033584098273146,-0.005132530524698283
2005-10-31,2005,17,-0.014306809706782386,0.005961170711159314,-0.022639511497231257,-0.002371531079289557,-0.008332701790448871
2005-11-30,2005,17,-0.035408312560289756,0.014753463566787417,-0.03437938820899333,0.01578238791808384,0.001028924351296423
2005-12-30,2005,17,-0.05492650968949493,0.022886045703956207,-0.04312762056481234,0.0346849348286388,0.01179888912468259
2006-01-31,2006,17,-0.06713834953603598,0.027974312306681653,-0.060025834213474294,0.03508682762924334,0.0071125153225616855
2006-02-28,2006,17,-0.028902475945395245,0.012042698310581301,0.007968575799730787,0.048913750055707333,0.03687105174512603
2006-03-31,2006,18,-0.004600417714570079,0.0023002088572850327,0.02101458857878047,0.02791521515063558,0.025615006293350548
2006-04-29,2006,18,0.021730231865244642,-0.010865115932622266,0.0034818241527672378,-0.02911352364509967,-0.018248407712477405
2006-05-31,2006,18,0.0439675589753018,-0.021983779487650873,-6.425327440545692e-05,-0.06601559173735813,-0.04403181224970726
2006-06-30,2006,18,0.04084146322075907,-0.020420731610379536,0.05172360014062105,-0.009538594690517557,0.010882136919861979
2006-07-31,2006,18,-0.003992978693917931,0.0019964893469589795,0.012224997719881586,0.018214465760758497,0.016217976413799517
2006-08-31,2006,18,0.013662468106076367,-0.0068312340530381765,0.0176185017920113,-0.002875200367103245,0.0039560336859349315
2006-09-29,2006,18,-0.0026283619470519326,0.0013141809735259663,0.012509639007199702,0.0164521819277776,0.015138000954251635
2006-10-31,2006,18,-0.06663006422313439,0.033315032111567194,-0.050624633870099335,0.04932046246460224,0.016005430353035047
2006-11-30,2006,18,0.016910266668427123,-0.008455133334213563,0.007600959719961442,-0.017764440282679244,-0.00930930694846568
2006-12-29,2006,18,0.006281690242854625,-0.003140845121427316,-0.009185777480944436,-0.018608312845226377,-0.015467467723799061
2007-01-31,2007,18,-0.04000966669108247,0.020004833345541234,-0.059323490211653646,0.0006910098249700569,-0.019313823520571177
2007-02-28,2007,18,-0.023059374205767987,0.011529687102883976,-0.035020181392132456,-0.00043112008348049347,-0.01196080718636447
2007-03-30,2007,19,0.042372744259529915,-0.019556651196706132,0.07393487972433863,0.012005484268102579,0.03156213546480871
2007-04-30,2007,19,-0.0660771120577931,0.030497128642058363,-0.032670157087552124,0.06390408361229934,0.033406954970240973
2007-05-31,2007,19,-0.04147812211530363,0.019143748668601662,-0.02581750551432769,0.0348043652695776,0.015660616600975938
2007-06-29,2007,19,-0.03404697373243038,0.01571398787650633,-0.03369881723337009,0.016062144375566616,0.00034815649906028666
2007-07-31,2007,19,-0.03793192180954469,0.017507040835174487,-0.041544129507471717,0.013894833137247459,-0.003612207697927028
2007-08-31,2007,19,-0.10673975559337742,0.04926450258155879,-0.11594152535626165,0.04006273281867456,-0.009201769762884227
2007-09-28,2007,19,-0.1436756698231391,0.06631184761067963,-0.15169682849639932,0.0582906889374194,-0.008021158673260226
2007-10-31,2007,19,-0.06879435055012019,0.03175123871544008,-0.012668820135409223,0.08787676913015105,0.05612553041471097
2007-11-30,2007,19,-0.015551961575409202,0.007177828419419628,0.012109282079526787,0.03483907207435562,0.02766124365493599
2007-12-31,2007,19,0.02700115346540488,-0.012462070830186911,0.014085508187947404,-0.025377716107644388,-0.012915645277457477
2008-01-31,2008,19,0.003047482344214175,-0.0014065303127142048,-0.013107859884530365,-0.017561872541458745,-0.01615534222874454
2008-02-29,2008,19,0.0009748545951088032,-0.00044993289005022113,-0.009461054482800695,-0.01088584196795972,-0.010435909077909498
2008-03-31,2008,19,-0.047255313132025585,0.021810144522473346,-0.045316088262304065,0.023749369392194866,0.0019392248697215203
2008-04-30,2008,19,-0.09188666252985245,0.0424092288599319,-0.0945910055509841,0.03970488583880025,-0.00270434302113165
2008-05-30,2008,19,-0.021822473964156736,0.010071911060380023,-0.03675223609009082,-0.0048578510655540585,-0.014929762125934082
2008-06-30,2008,19,0.04975358726596556,-0.022963194122753328,0.04367994558115018,-0.029036835807568703,-0.006073641684815376
2008-07-31,2008,19,-0.0664950813315385,0.030690037537633177,-0.08273946191685422,0.014445656952317462,-0.016244380585315715
2008-08-29,2008,19,-0.01993238742408221,0.009199563426499524,-0.035646403866329834,-0.006514453015748101,-0.015714016442247625
2008-09-30,2008,19,-0.10056084907179891,0.046412699571599436,-0.12809481536605682,0.01887873327734152,-0.027533966294257917
2008-10-31,2008,19,0.0019628895389668805,-0.0009059490179847279,0.006915645843369192,0.004046807286417584,0.0049527563044023115
2008-11-28,2008,19,0.04143650068986255,-0.01912453877993656,0.03961552037066712,-0.020945519099131987,-0.0018209803191954269
