date,year,K,excluded,passed,excl_raw_vs_n500,pass_raw_vs_n500,universe_vs_n500,half
2005-05-31,2005,17,-0.0472672467178223,0.0196946861324259,0.0083940945958306,0.075356027446079,0.055661341313653,early
2005-06-30,2005,17,0.0963215254006526,-0.0401339689169385,0.1472945435401119,0.0108390492225206,0.0509730181394592,early
2005-07-29,2005,17,-0.0212173940662588,0.0088405808609411,-0.011982320623258,0.0180756543039419,0.0092350734430008,early
2005-08-31,2005,17,0.0136777832081057,-0.0056990763367107,-0.0005843748800061,-0.0199612344248225,-0.0142621580881118,early
2005-09-30,2005,17,-0.0454396712257175,0.018933196344049,-0.0425948416232053,0.0217780259465612,0.0028448296025122,early
2005-10-31,2005,17,-0.1119994460652065,0.0466664358605027,-0.0850255156587793,0.0736403662669298,0.0269739304064271,early
2005-11-30,2005,17,-0.0712705157299914,0.0296960482208297,-0.0398665237383834,0.0611000402124377,0.031403991991608,early
2005-12-30,2005,17,0.0322019204437528,-0.0134174668515637,0.0836006231946656,0.037981235899349,0.0513987027509127,early
2006-01-31,2006,18,-0.047382001709206,0.023691000854603,-0.0415544406831658,0.0295185618806432,0.0058275610260401,early
2006-02-28,2006,18,-0.0675715106160591,0.0337857553080295,-0.0590423846577591,0.0423148812663295,0.0085291259582999,early
2006-03-31,2006,18,-0.0293451584477717,0.0146725792238859,-0.0455285098123544,-0.0015107721406967,-0.0161833513645826,early
2006-04-29,2006,18,0.0549142020087322,-0.0274571010043661,0.0340713910048074,-0.0482999120082908,-0.0208428110039247,early
2006-05-31,2006,18,0.0016100126998244,-0.0008050063499122,-0.0175861774906288,-0.0200011965403654,-0.0191961901904532,early
2006-06-30,2006,18,0.0663839866687512,-0.0331919933343755,0.0822443543814119,-0.0173316256217148,0.0158603677126606,early
2006-07-31,2006,18,0.0512350310432738,-0.0256175155216369,0.0913584227199051,0.0145058761549943,0.0401233916766313,early
2006-08-31,2006,18,0.0027079409861742,-0.0013539704930871,0.0395502647092099,0.0354883532299485,0.0368423237230356,early
2006-09-29,2006,18,-0.0556892098064079,0.027844604903204,-0.0543425219426215,0.0291912927669904,0.0013466878637864,early
2006-10-31,2006,18,-0.018942618829253,0.0094713094146265,-0.0273819005689623,0.0010320276749172,-0.0084392817397092,early
2006-11-30,2006,18,-0.0011031498117292,0.0005515749058646,-0.0255842320656399,-0.023929507348046,-0.0244810822539106,early
2006-12-29,2006,18,0.0204922281795385,-0.0102461140897692,0.0125289182394884,-0.0182094240298193,-0.0079633099400501,early
2007-01-31,2007,19,-0.0771442565402169,0.0356050414801001,-0.0826425938914148,0.0301067041289022,-0.0054983373511979,early
2007-02-28,2007,19,0.1094104810123705,-0.0504971450826325,0.146046889241412,-0.013860736853591,0.0366364082290414,early
2007-03-30,2007,19,-0.0106754354458036,0.0049271240519093,0.0468234179376634,0.0624259774353765,0.0574988533834671,early
2007-04-30,2007,19,-0.110848873071015,0.0511610183404684,-0.0638989636118757,0.0981109277996077,0.0469499094591392,early
2007-05-31,2007,19,0.0602208212930642,-0.0277942252121835,0.0688011528683212,-0.0192138936369265,0.0085803315752569,early
2007-06-29,2007,19,-0.1390923873463731,0.0641964864675568,-0.1353351084047415,0.0679537654091884,0.0037572789416316,early
2007-07-31,2007,19,-0.1549222302142999,0.0715025677912155,-0.1284008326314557,0.0980239653740597,0.0265213975828442,early
2007-08-31,2007,19,-0.0847690723887203,0.0391241872563324,-0.0175514201940572,0.1063418394509956,0.0672176521946631,early
2007-09-28,2007,19,-0.1485047454817106,0.0685406517607895,-0.122589562908167,0.094455834334333,0.0259151825735435,early
2007-10-31,2007,19,0.027153839106181,-0.0125325411259296,0.0531166488163044,0.0134302685841937,0.0259628097101234,early
2007-11-30,2007,19,0.02096710178857,-0.009677123902417,0.0289505269991445,-0.0016936986918424,0.0079834252105745,early
2007-12-31,2007,19,0.0254152933403651,-0.0117301353878607,0.0127081002739649,-0.0244373284542609,-0.0127071930664002,early
2008-01-31,2008,19,-0.0269930609271825,0.0124583358125458,-0.0383558194416661,0.0010955772980623,-0.0113627585144835,early
2008-02-29,2008,19,-0.020839785262796,0.0096183624289827,-0.025096297286913,0.0053618504048657,-0.004256512024117,early
2008-03-31,2008,19,-0.0353174519202663,0.0163003624247383,-0.0508447130414487,0.0007731013035559,-0.0155272611211824,early
2008-04-30,2008,19,-0.0186742492042897,0.0086188842481337,-0.0339135847569087,-0.0066204513044853,-0.015239335552619,early
2008-05-30,2008,19,0.0192910922151774,-0.0089035810223896,-0.0111711776723453,-0.0393658509099125,-0.0304622698875228,early
2008-06-30,2008,19,0.0567952011394413,-0.0262131697566653,0.031140228927804,-0.0518681419683026,-0.0256549722116373,early
2008-07-31,2008,19,-0.0787248897931118,0.0363345645198978,-0.1054276997363843,0.0096317545766252,-0.0267028099432725,early
2008-08-29,2008,19,-0.0454633300963179,0.0209830754290697,-0.0645997279033707,0.001846677622017,-0.0191363978070527,early
2008-09-30,2008,19,-0.1026148241225894,0.0473606880565797,-0.1380309803365876,0.0119445318425815,-0.0354161562139981,early
2008-10-31,2008,19,-0.0205218646174916,0.0094716298234576,-0.0609701523958809,-0.0309766579549317,-0.0404482877783893,early
2008-11-28,2008,19,0.0087633577249245,-0.0040446266422728,0.0334790356987693,0.0206710513315719,0.0247156779738448,early
2008-12-31,2008,19,-0.0722545096270859,0.0333482352125011,-0.0608358109561685,0.0447669338834185,0.0114186986709173,early
2009-01-30,2009,19,0.0664500436573503,-0.0306692509187769,0.1442597699579594,0.0471404753818321,0.0778097263006091,early
2009-02-27,2009,19,0.0875052997709276,-0.040387061432736,0.2049921607980181,0.0770997995943544,0.1174868610270905,early
2009-03-31,2009,19,-0.0915579103699845,0.0422574970938388,0.0348069803654981,0.1686223878293214,0.1263648907354826,early
2009-04-29,2009,19,-0.129555476043628,0.0597948350970591,-0.0227000722880005,0.1666502388526866,0.1068554037556274,early
2009-05-29,2009,19,0.0620611906033708,-0.028643626432325,0.1144906906786407,0.0237858736429448,0.0524295000752698,early
2009-06-30,2009,19,0.0528300905183902,-0.0243831187007955,0.0818271069073439,0.0046138976881582,0.0289970163889537,early
2009-07-31,2009,19,-0.0400431298218182,0.0184814445331468,-0.0300573759220941,0.0284671984328709,0.0099857538997241,early
2009-08-31,2009,19,0.0382610643415166,-0.0176589527730076,0.0547482065242727,-0.0011718105902515,0.0164871421827561,early
2009-09-30,2009,19,-0.0546024979673274,0.0252011529079972,-0.0475850235494583,0.0322186273258663,0.007017474417869,early
2009-10-30,2009,19,-0.0819556403408153,0.0378256801572993,-0.0654717130791514,0.0543096074189632,0.0164839272616639,early
2009-11-30,2009,19,-0.0677376808090167,0.0312635449887769,-0.0211916021425979,0.0778096236551957,0.0465460786664188,early
2009-12-31,2009,19,-0.0390256518624885,0.0180118393211485,-0.0038084626110072,0.0532290285726298,0.0352171892514813,early
2010-01-29,2010,19,-0.0629561097867644,0.0290566660554297,-0.0368227028880581,0.0551900729541359,0.0261334068987062,early
2010-02-26,2010,19,-0.0321063757794591,0.0148183272828273,-0.0025746014891087,0.0443501015731777,0.0295317742903504,early
2010-03-31,2010,19,-0.0204633420698983,0.0094446194168761,0.011765031744439,0.0416729932312135,0.0322283738143374,early
2010-04-30,2010,19,-0.0511560134069121,0.0236104677262671,-0.0298926084623837,0.0448738726707955,0.0212634049445283,early
2010-05-31,2010,19,0.011203582772751,-0.0051708843566543,0.0576642592802327,0.0412897921508274,0.0464606765074817,early
2010-06-30,2010,19,0.0578716537052083,-0.0267099940177884,0.0904233693037366,0.0058417215807398,0.0325517155985282,early
2010-07-30,2010,19,0.0242975999384685,-0.0112142768946778,0.013763013831168,-0.0217488630019783,-0.0105345861073005,early
2010-08-31,2010,19,-0.0272075512698644,0.012557331355322,-0.0575793150984113,-0.0178144324732247,-0.0303717638285468,early
2010-09-30,2010,19,-0.0001109025648114,5.118579914376031e-05,-0.0307135274821156,-0.0305514391181604,-0.0306026249173041,early
2010-10-29,2010,19,-0.0627001940276174,0.0289385510896696,-0.1056554025332422,-0.0140166574159551,-0.0429552085056247,early
2010-11-30,2010,19,-0.0452870192163026,0.020901701176755,-0.0708339481492003,-0.0046452277561426,-0.0255469289328977,early
2010-12-31,2010,19,-0.0488991337513858,0.022568830962178,-0.0587093302399915,0.0127586344735723,-0.0098101964886057,early
2011-01-31,2011,19,-0.0206469914618379,0.0095293806746944,-0.0303431339635382,-0.0001667618270058,-0.0096961425017002,early
2011-02-28,2011,19,0.0019756660500692,-0.0009118458692627,0.0078732458993912,0.0049857339800592,0.0058975798493219,early
2011-03-31,2011,19,0.0357610096329467,-0.0165050813690523,0.0425312803892638,-0.0097348106127351,0.0067702707563171,early
2011-04-29,2011,19,-0.0722180098385875,0.0333313891562711,-0.0759669125339935,0.0295824864608651,-0.003748902695406,early
2011-05-31,2011,19,-0.0301654807135138,0.0139225295600833,-0.0305862545914579,0.0135017556821392,-0.000420773877944,early
2011-06-30,2011,19,0.00458718908636,-0.0021171641937045,0.0062221068900273,-0.0004822463900372,0.0016349178036672,early
2011-07-29,2011,19,-0.0483110353166007,0.0222974009153542,-0.0645729886342897,0.0060354475976652,-0.0162619533176889,early
2011-08-30,2011,19,-0.0038434567507935,0.0017739031157508,-0.0190453126062792,-0.0134279527397348,-0.0152018558554857,early
2011-09-30,2011,19,-0.0135037786411502,0.0062325132189924,-0.0205108384914118,-0.0007745466312691,-0.0070070598502615,early
2011-10-31,2011,19,-0.0128332573638274,0.005923041860228,-0.0013082538408506,0.0174480453832048,0.0115250035229768,early
2011-11-30,2011,19,0.0007221096389752,-0.0003332813718346,0.0204079735662085,0.0193525825553986,0.0196858639272333,early
2011-12-30,2011,19,0.0269902306273506,-0.0124570295203156,0.0453595719307614,0.0059123117830951,0.0183693413034107,early
2012-01-31,2012,19,0.0412622105230187,-0.0190440971644701,0.0325145070055174,-0.0277918006819714,-0.0087477035175012,early
2012-02-29,2012,19,0.035227212080705,-0.0162587132680177,0.0196549248268733,-0.0318310005218494,-0.0155722872538316,early
2012-03-30,2012,19,-0.045126022398808,0.020827394953296,-0.0661733562593222,-0.0002199389072182,-0.0210473338605142,early
2012-04-30,2012,19,-0.0190771887596888,0.0088048563506256,-0.0408127854167945,-0.0129307403064801,-0.0217355966571057,early
2012-05-31,2012,19,-0.0301142542085902,0.0138988865578108,-0.0246066421545574,0.0194064986118436,0.0055076120540327,early
2012-06-29,2012,19,-0.0193817765441867,0.0089454353280862,-0.013244381382859,0.0150828304894139,0.0061373951613277,early
2012-07-31,2012,19,-0.0095788961256247,0.0044210289810575,0.0062122847932361,0.0202122098999184,0.0157911809188609,early
2012-08-31,2012,19,0.0730522187358976,-0.0337164086473374,0.1243195476118677,0.0175509202286326,0.0512673288759701,early
