year,n,top,middle,bottom,spread
2005,8,0.004250787073088805,0.0015175028003185636,0.0070447292901050325,-0.002793942217016228
2006,12,0.016766331178147506,2.9719746343122966e-05,-0.004248958464025596,0.021015289642173102
2007,12,0.012152857494720962,0.007806258342607467,-0.008841439866571875,0.020994297361292838
2008,12,-0.0027544405008203543,-0.008869234003719573,-0.0029192161597502565,0.00016477565892989918
2009,12,0.03086033614712144,0.004901543032785431,-0.006293651766682469,0.03715398791380391
2010,12,0.007253854940503173,0.005290954090363138,-0.004998907870322322,0.012252762810825496
2011,12,-0.001845802950474874,-0.00016781246832532162,0.002206399088204312,-0.004052202038679185
2012,12,0.00111865503353333,-0.00048687043274176986,0.0031237701553079034,-0.0020051151217745722
2013,12,0.00505132461688981,-0.0008430110600950355,-0.01753038868798295,0.02258171330487276
2014,12,0.009052984991216368,0.007412857804401512,0.00047332568574548077,0.008579659305470886
2015,12,-0.0007326964765562305,-0.00017528692135688564,-0.006276004779832596,0.005543308303276366
2016,12,-0.0005894790661466223,0.007489964547485239,-0.001737934092789025,0.0011484550266424034
2017,12,-0.00025365339591705793,-0.0025410135622212387,0.003945819741337794,-0.004199473137254853
2018,12,-0.006946401256268058,-0.007482413177092966,-0.005320439908463142,-0.0016259613478049155
2019,12,-0.009989236735839955,-0.004647778302298198,0.00822182439286385,-0.01821106112870381
2020,12,0.006709483384210736,-0.0036042548066811102,0.005403088097352054,0.0013063952868586821
2021,12,0.00169095412123043,0.006074637093184339,0.009765131642994364,-0.008074177521763934
2022,12,-0.002205995181137741,-0.0010311509713485164,-0.002117003204458213,-8.899197667952784e-05
2023,12,0.010483746423145696,0.0034887801822617143,0.003038600787947506,0.00744514563519819
2024,12,0.004359564556790862,-0.0008259533363820136,-0.0025600740534192225,0.006919638610210085
2025,12,0.0005892479860594867,0.006863272422427684,-0.008709170931677996,0.009298418917737484
2026,7,0.007784899582085193,0.002945907126714348,0.011332367359249465,-0.0035474677771642703
