date,year,K,excluded,passed,excl_raw_vs_n500,pass_raw_vs_n500,universe_vs_n500
2005-08-31,2005,17,0.0037060244669036846,-0.0015441768612098616,-0.010556133621208191,-0.015806334949321738,-0.014262158088111876
2005-09-30,2005,17,-0.038369203791222425,0.015987168246342692,-0.03552437418871017,0.018831997848854948,0.0028448296025122555
2005-10-31,2005,17,-0.04111683448286646,0.017132014367861048,-0.014142904076439311,0.0441059447742882,0.02697393040642715
2005-11-30,2005,17,-0.006102311966169172,0.002542629985903766,0.025301680025438866,0.033946621977511804,0.03140399199160804
2005-12-30,2005,17,0.008976205651999414,-0.003740085688333117,0.06037490840291221,0.04765861706257968,0.051398702750912795
2006-01-31,2006,17,-0.07458640317630291,0.03107766799012622,-0.0722912777875721,0.03337279337885703,0.0022951253887308065
2006-02-28,2006,17,-0.07666746786670975,0.03194477827779573,-0.07516115911823718,0.03345108702626831,0.0015063087484725804
2006-03-31,2006,17,-0.012995044940157324,0.005414602058398929,-0.03400454014372195,-0.015594893145165697,-0.021009495203564627
2006-04-29,2006,17,0.052781279870364246,-0.021992199945985086,0.02720875228640742,-0.04756472752994191,-0.025572527583956825
2006-05-31,2006,18,0.03088989602888248,-0.01544494801444124,0.01169370583842927,-0.03464113820489445,-0.01919619019045321
2006-06-30,2006,18,0.04005461531743243,-0.02002730765871616,0.05591498303009307,-0.00416693994605552,0.01586036771266064
2006-07-31,2006,18,-0.048857874061628614,0.024428937030814335,-0.0087344823849973,0.06455232870744565,0.040123391676631315
2006-08-31,2006,18,0.01584025183499116,-0.007920125917495607,0.05268257555802683,0.028922197805540062,0.03684232372303567
2006-09-29,2006,18,-0.007413429538332891,0.0037067147691664803,-0.006066741674546475,0.005053402632952897,0.0013466878637864166
2006-10-31,2006,18,-0.018670676379150493,0.009335338189575246,-0.027109958118859783,0.0008960564498659562,-0.00843928173970929
2006-11-30,2006,18,-0.008860801835477754,0.0044304009177388755,-0.03334188408938843,-0.0200506813361718,-0.024481082253910675
2006-12-29,2006,18,-0.02172855437626103,0.01086427718813051,-0.02969186431631114,0.002900967248080401,-0.007963309940050109
2007-01-31,2007,18,-0.03487075987163292,0.017435379935816463,-0.035895977190754394,0.01641016261669499,-0.0010252173191214742
2007-02-28,2007,18,-0.07675931794629223,0.03837965897314616,-0.04799307010830947,0.06714590681112892,0.02876624783798276
2007-03-30,2007,18,0.0912669247174992,-0.04563346235874963,0.14153763556465127,0.00463724848840244,0.05027071084715207
2007-04-30,2007,18,0.06480586156661278,-0.032402930783306416,0.10863652730950649,0.011427734959587293,0.04383066574289371
2007-05-31,2007,19,-0.05183194570563335,0.023922436479523107,-0.04325161413037637,0.032502768054780085,0.008580331575256978
2007-06-29,2007,19,-0.15564447284404187,0.07183591054340394,-0.15188719390241023,0.07559318948503557,0.0037572789416316366
2007-07-31,2007,19,-0.22562803649473936,0.10413601684372598,-0.19910663891189515,0.1306574144265702,0.02652139758284422
2007-08-31,2007,19,-0.263010604456379,0.12138950974909812,-0.1957929522617159,0.18860716194376126,0.06721765219466314
2007-09-28,2007,19,-0.14850474548171064,0.06854065176078954,-0.12258956290816705,0.0944558343343331,0.02591518257354357
2007-10-31,2007,19,0.018166316529096976,-0.008384453782660117,0.04412912623922044,0.017578355927463346,0.025962809710123463
2007-11-30,2007,19,0.07663236014470949,-0.03536878160525059,0.08461578535528404,-0.02738535639467604,0.007983425210574546
2007-12-31,2007,19,0.10175471849245415,-0.046963716227286456,0.08904752542605393,-0.05967090929368668,-0.012707193066400224
2008-01-31,2008,19,0.14517721589407767,-0.06700486887418963,0.13381445737959416,-0.07836762738867314,-0.011362758514483512
2008-02-29,2008,19,0.01613312682466772,-0.007446058534462008,0.011876614800550689,-0.01170257055857904,-0.004256512024117032
2008-03-31,2008,19,-0.05222987915267541,0.02410609807046557,-0.06775714027385782,0.008578836949283158,-0.015527261121182412
2008-04-30,2008,19,-0.08253290050458284,0.03809210792519205,-0.09777223605720187,0.02285277237257302,-0.015239335552619027
2008-05-30,2008,19,-0.0054128023716032425,0.002498216479201454,-0.03587507225912606,-0.027964053408321365,-0.03046226988752282
