date,NIFTY CONSUMER SERVICES
2025-02-14,3547.3
2025-02-17,3543.03
2025-02-18,3554.54
2025-02-19,3626.49
2025-02-20,3651.75
2025-02-21,3609.45
2025-02-24,3533.33
2025-02-25,3525.8
2025-02-27,3500.39
2025-02-28,3426.44
2025-03-03,3448.12
2025-03-04,3452.97
2025-03-05,3516.05
2025-03-06,3524.21
2025-03-07,3484.62
2025-03-10,3409.94
2025-03-11,3435.32
2025-03-12,3420.14
2025-03-13,3407.09
2025-03-17,3442.49
2025-03-18,3553.61
2025-03-19,3597.74
2025-03-20,3613.01
2025-03-21,3643.11
2025-03-24,3649.24
2025-03-25,3614.26
2025-03-26,3574.81
2025-03-27,3615.93
2025-03-28,3577.66
2025-04-01,3602.41
2025-04-02,3698.43
2025-04-03,3699.68
2025-04-04,3611.5
2025-04-07,3436.82
2025-04-08,3511.34
2025-04-09,3465.59
2025-04-11,3551.12
2025-04-15,3652.01
2025-04-16,3682.45
2025-04-17,3742.79
2025-04-21,3807.53
2025-04-22,3826.7
2025-04-23,3847.54
2025-04-24,3838.27
2025-04-25,3724.74
2025-04-28,3740.11
2025-04-29,3772.72
2025-04-30,3731.09
2025-05-02,3722.96
2025-05-05,3796.03
2025-05-06,3691.47
2025-05-07,3718.5
2025-05-08,3649.4
2025-05-09,3607.95
2025-05-12,3790.62
2025-05-13,3752.17
2025-05-14,3780.37
2025-05-15,3845.02
2025-05-16,3883.42
2025-05-19,3848.47
2025-05-20,3759.48
2025-05-21,3787.33
2025-05-22,3757.52
2025-05-23,3818.65
2025-05-26,3789.93
2025-05-27,3772.23
2025-05-28,3751.56
2025-05-29,3789.33
2025-05-30,3809.37
2025-06-02,3824.21
2025-06-03,3796.74
2025-06-04,3829.7
2025-06-05,3920.85
2025-06-06,3970.16
2025-06-09,3984.59
2025-06-10,3959.09
2025-06-11,3942.61
2025-06-12,3865.02
2025-06-13,3842.13
2025-06-16,3888.43
2025-06-17,3853.15
2025-06-18,3888.29
2025-06-19,3869.22
2025-06-20,3942.11
2025-06-23,3972.78
2025-06-24,3966.33
2025-06-25,4023.9
2025-06-26,4054.61
2025-06-27,4028.22
2025-06-30,4054.64
2025-07-01,4028.48
2025-07-02,4021.79
2025-07-03,4002.39
2025-07-04,3912.7
2025-07-07,3884.46
2025-07-08,3909.44
2025-07-09,3920.96
2025-07-10,3917.38
2025-07-11,3881.33
2025-07-14,3906.46
2025-07-15,3918.41
2025-07-16,3912.31
2025-07-17,3912.85
2025-07-18,3894.41
2025-07-21,3948.54
2025-07-22,4045.57
2025-07-23,4054.19
2025-07-24,4050.66
2025-07-25,3996.03
2025-07-28,3956.92
2025-07-29,3974.17
2025-07-30,3990.74
2025-07-31,3990.71
2025-08-01,3983.42
2025-08-04,4009.38
2025-08-05,3996.73
2025-08-06,3970.8
2025-08-07,3986.01
2025-08-08,3947.23
2025-08-11,4002.75
2025-08-12,3991.17
2025-08-13,4059.03
2025-08-14,4078.54
2025-08-18,4121.87
2025-08-19,4169.57
2025-08-20,4219.59
2025-08-21,4207.2
2025-08-22,4178.01
2025-08-25,4195.66
2025-08-26,4161.51
2025-08-28,4125.45
2025-08-29,4117.23
2025-09-01,4180.94
2025-09-02,4170.62
2025-09-03,4218.5
2025-09-04,4232.37
2025-09-05,4258.56
2025-09-08,4237.41
2025-09-09,4217.27
2025-09-10,4191.73
2025-09-11,4188.95
2025-09-12,4159.35
2025-09-15,4177.63
2025-09-16,4192.65
2025-09-17,4206.9
2025-09-18,4238.84
2025-09-19,4230.31
2025-09-22,4216.57
2025-09-23,4162.6
2025-09-24,4147.31
2025-09-25,4082.19
2025-09-26,3987.68
2025-09-29,4006.85
2025-09-30,3998.19
2025-10-01,4042.26
2025-10-03,4046.54
2025-10-06,4072.56
2025-10-07,4075.66
2025-10-08,4056.65
2025-10-09,4077.73
2025-10-10,4088.93
2025-10-13,4063.98
2025-10-14,4028.46
2025-10-15,4085.18
2025-10-16,4110.37
2025-10-17,4081.47
2025-10-20,4059.32
2025-10-21,4072.29
2025-10-23,4044.39
2025-10-24,4030.95
2025-10-27,4063.78
2025-10-28,4065.04
2025-10-29,4066.65
2025-10-30,4049.55
2025-10-31,3981.96
2025-11-03,3999.07
2025-11-04,3966.98
2025-11-06,3886.28
2025-11-07,3870.18
2025-11-10,3820.64
2025-11-11,3830.63
2025-11-12,3868.45
2025-11-13,3821.41
2025-11-14,3847.38
2025-11-17,3878.26
2025-11-18,3848.55
2025-11-19,3860.7
2025-11-20,3871.83
2025-11-21,3823.97
2025-11-24,3814.13
2025-11-25,3807.81
2025-11-26,3837.33
2025-11-27,3820.86
2025-11-28,3808.58
2025-12-01,3817.69
2025-12-02,3815.55
2025-12-03,3791.65
2025-12-04,3784.68
2025-12-05,3760.55
2025-12-08,3685.76
2025-12-09,3723.39
2025-12-10,3662.43
2025-12-11,3699.49
2025-12-12,3744.97
2025-12-15,3738.38
2025-12-16,3682.5
2025-12-17,3656.35
2025-12-18,3653.16
2025-12-19,3692.88
2025-12-22,3730.32
2025-12-23,3728.72
2025-12-24,3738.64
2025-12-26,3725.67
2025-12-29,3716.27
2025-12-30,3683.59
2025-12-31,3707.02
2026-01-01,3719.48
2026-01-02,3745.68
2026-01-05,3714.11
2026-01-06,3633.83
2026-01-07,3646.36
2026-01-08,3598.42
2026-01-09,3576.66
2026-01-12,3583.27
2026-01-13,3598.51
2026-01-14,3609.14
2026-01-16,3558.71
2026-01-19,3515.0
2026-01-20,3411.66
2026-01-21,3454.28
2026-01-22,3428.66
2026-01-23,3335.03
2026-01-27,3321.06
2026-01-28,3387.01
2026-01-29,3394.14
2026-01-30,3398.75
2026-02-01,3365.04
2026-02-02,3367.62
2026-02-03,3451.31
2026-02-04,3516.06
2026-02-05,3527.77
2026-02-06,3508.94
2026-02-09,3571.83
2026-02-10,3658.35
2026-02-11,3632.68
2026-02-12,3610.31
2026-02-13,3536.91
2026-02-16,3525.14
2026-02-17,3499.2
2026-02-18,3489.79
2026-02-19,3420.26
2026-02-20,3411.32
2026-02-23,3405.76
2026-02-24,3316.78
2026-02-25,3310.04
2026-02-26,3298.37
2026-02-27,3262.67
2026-03-02,3201.74
2026-03-04,3152.91
2026-03-05,3176.79
2026-03-06,3133.43
2026-03-09,3097.68
2026-03-10,3109.68
2026-03-11,3064.32
2026-03-12,3033.3
2026-03-13,2972.05
2026-03-16,3002.55
2026-03-17,3049.31
2026-03-18,3119.84
2026-03-19,3003.46
2026-03-20,3022.87
2026-03-23,2917.74
2026-03-24,2999.99
2026-03-25,3061.93
2026-03-27,2987.54
2026-03-30,2924.12
2026-04-01,3034.44
2026-04-02,3047.11
2026-04-06,3122.26
2026-04-07,3103.94
2026-04-08,3204.08
2026-04-09,3164.97
2026-04-10,3208.71
2026-04-13,3182.91
2026-04-15,3263.75
2026-04-16,3301.49
2026-04-17,3332.73
2026-04-20,3347.14
2026-04-21,3401.57
2026-04-22,3421.49
2026-04-23,3361.23
2026-04-24,3326.33
2026-04-27,3346.32
2026-04-28,3337.49
2026-04-29,3332.69
2026-04-30,3285.18
2026-05-04,3307.55
2026-05-05,3285.49
2026-05-06,3361.69
2026-05-07,3367.78
2026-05-08,3357.14
2026-05-11,3279.77
2026-05-12,3189.52
2026-05-13,3196.32
2026-05-14,3234.43
2026-05-15,3221.09
2026-05-18,3199.71
2026-05-19,3234.49
2026-05-20,3219.58
2026-05-21,3217.68
2026-05-22,3237.43
2026-05-25,3253.95
2026-05-26,3255.31
2026-05-27,3288.91
2026-05-29,3238.91
2026-06-01,3208.9
2026-06-02,3238.19
2026-06-03,3239.17
2026-06-04,3261.66
2026-06-05,3243.59
2026-06-08,3186.72
2026-06-09,3213.49
2026-06-10,3181.32
2026-06-11,3140.43
2026-06-12,3215.77
2026-06-15,3296.05
2026-06-16,3313.43
2026-06-17,3386.69
2026-06-18,3418.25
2026-06-19,3451.93
2026-06-22,3470.53
2026-06-23,3447.25
2026-06-24,3455.12
2026-06-25,3422.04
2026-06-29,3430.1
2026-06-30,3464.63
2026-07-01,3518.91
2026-07-02,3536.7
2026-07-03,3530.26
2026-07-06,3550.54
2026-07-07,3546.44
2026-07-08,3504.59
2026-07-09,3553.82
2026-07-10,3565.96
2026-07-13,3531.46
2026-07-14,3500.71
2026-07-15,3538.9
2026-07-16,3501.6
2026-07-17,3487.04
2026-07-20,3500.38
2026-07-21,3506.29
2026-07-22,3477.96
2026-07-23,3468.11
2026-07-24,3436.36
2026-07-27,3524.59
2026-07-28,3549.0
2026-07-29,3592.41
2026-07-30,3598.53
2026-07-31,3565.75
2026-08-03,3654.5
2026-08-04,3668.53
2026-08-05,3664.89
2026-08-06,3666.3
2026-08-07,3642.09
2026-08-10,3644.36
2026-08-11,3677.82
2026-08-12,3652.9
2026-08-13,3672.19
2026-08-14,3665.92
2026-08-17,3659.28
2026-08-18,3641.97
2026-08-19,3658.37
2026-08-20,3705.25
2026-08-21,3702.67
2026-08-24,3712.25
2026-08-25,3732.01
2026-08-26,3701.62
2026-08-27,3690.49
2026-08-28,3675.18
2026-08-31,3699.0
2026-09-01,3667.48
2026-09-02,3658.69
2026-09-03,3645.88
2026-09-04,3647.57
2026-09-07,3626.82
2026-09-08,3629.1
2026-09-09,3628.82
2026-09-10,3617.95
2026-09-11,3616.94
2026-09-15,3558.09
2026-09-16,3558.73
2026-09-17,3591.0
2026-09-18,3642.33
